,cisco_male,cisco_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
69,1.6980636,1.9580998,"('lazy', 'industrious')",0.95550716,1.1185207,-0.6793217,-0.75254405,0.658083,0.7746922,-0.1166092
44,-1.682127,-1.2836804,"('prejudiced', 'unprejudiced')",-0.718362,-0.55728936,-1.0468668,-0.93816245,-1.1491186,-0.9263775,-0.2227411
42,-1.6791886,-1.7291278,"('unreliable', 'reliable')",-1.8039774,-1.9181945,-2.791916,-2.647229,-2.0916939,-2.0981836,0.0064897
25,1.6560743,1.5358424,"('egoistic', 'altruistic')",0.9850683,0.95657796,1.4550345,1.2729315,1.3653924,1.2551173,0.1102751
53,1.5739073,1.1691583,"('uncreative', 'creative')",0.94150424,0.67282075,1.0951474,0.70132893,1.2035196,0.8477693,0.3557503
61,1.541736,1.3310492,"('illogical', 'logical')",1.1486838,1.052689,0.4872843,0.36183536,1.0592346,0.9151912,0.1440434
45,-1.4721444,-1.9727521,"('incompetent', 'competent')",-1.1843771,-1.4998144,-0.21739781,-0.42791384,-0.957973,-1.3001602,0.3421872
39,1.4460753,1.3675065,"('exploitative', 'cooperative')",1.3920366,1.4428205,0.41579837,0.32844186,1.0846368,1.0462563,0.0383805
60,-1.4144156,-1.6059759,"('inefficient', 'efficient')",0.22174811,0.12142725,0.15470292,0.33855957,-0.3459882,-0.3819963,0.0360081
46,-1.3542677,-1.5125992,"('uncompetitive', 'competitive')",0.8634688,0.63074946,-0.11634204,-0.16058595,-0.2023803,-0.3474786,0.1450983
55,-1.2717305,-1.451963,"('incompetent', 'clever')",-0.9062421,-1.0130167,0.32662076,0.27041245,-0.6171172,-0.7315224,0.1144052
57,-1.2243164,-1.7512679,"('unimaginative', 'imaginative')",-1.304667,-1.7234201,-2.3033152,-2.5025284,-1.6107661,-1.9924056,0.3816395
43,-1.2202044,-1.3842971,"('irresponsible', 'responsible')",-1.7022378,-1.7341927,0.020423006,-0.012606557,-0.9673398,-1.0436988,0.076359
72,-1.1460577,-1.0795294,"('unambitious', 'ambitious')",-1.9462769,-1.879073,-1.1305922,-1.0756546,-1.4076424,-1.3447523,-0.0628901
73,1.1418439,1.1956344,"('helpless', 'self-reliant')",-0.078581,-0.13338979,-3.2153418,-3.0938327,-0.7173596,-0.677196,-0.0401636
19,1.1201417,1.079281,"('inhospitable', 'hospitable')",-0.42817128,-0.4452712,-0.33456033,-0.49686897,0.1191367,0.0457136,0.0734231
37,-1.0873059,-0.9874888,"('fake', 'genuine')",-0.8943494,-0.63787186,0.34733826,0.25384513,-0.5447724,-0.4571719,-0.0876005
56,-1.086372,-1.1113186,"('impractical', 'practical')",-1.0346508,-1.1076733,-0.22466138,-0.0882086,-0.7818947,-0.7690668,-0.0128279
79,1.0829587,1.1220595,"('wavering', 'unwavering')",0.07854328,-0.060799826,-0.26584023,-0.3822186,0.2985539,0.226347,0.0722069
21,-1.0768017,-1.3591688,"('immoral', 'moral')",-0.18026839,-0.36258435,-0.6514101,-0.6036412,-0.6361601,-0.7751315,0.1389714
13,-1.0730271,-1.2264653,"('impolite', 'polite')",-0.5349263,-0.75803804,-0.035048354,-0.096547276,-0.5476673,-0.6936835,0.1460162
8,1.0548328,1.0074416,"('unaffectionate', 'affectionate')",-0.57047373,-0.49930966,0.15697914,-0.17314917,0.2137794,0.1116609,0.1021185
65,-0.9909092,-0.95877916,"('insecure', 'secure')",0.025245214,0.0013727285,0.020862795,0.118558854,-0.3149337,-0.2796158,-0.0353179
0,-0.96002156,-1.3878591,"('unsociable', 'sociable')",-0.55816954,-0.8417226,-0.17829403,-0.3217033,-0.5654951,-0.8504284,0.2849333
75,-0.94837356,-0.8556433,"('meek', 'impulsive')",-0.24757656,-0.21798608,-0.4723567,-0.39511892,-0.5561023,-0.4895828,-0.0665195
62,-0.9380731,-0.90531987,"('incompetent', 'brilliant')",-0.1432259,-0.05418466,-0.095177196,0.080923975,-0.3921587,-0.2928602,-0.0992985
54,0.9331572,1.2270424,"('incapable', 'capable')",-0.13451168,0.14319175,0.8937537,0.9539408,0.5641331,0.774725,-0.2105919
51,-0.9313228,-1.1376469,"('uneducated', 'educated')",-0.84956455,-0.9396183,0.51142,0.59303296,-0.4231558,-0.4947441,0.0715883
15,0.91173637,0.7885833,"('boring', 'funny')",-1.4648609,-1.4447559,0.06456384,0.033792414,-0.1628536,-0.2074601,0.0446065
12,0.8693201,0.652644,"('unsupportive', 'supportive')",-0.016896777,-0.073860854,-1.7254993,-1.8259437,-0.2910253,-0.4157202,0.1246949
14,-0.8613812,-1.0153488,"('antisocial', 'social')",-0.94421023,-1.0358018,-0.76510215,-0.69107,-0.8568978,-0.9140735,0.0571757
17,-0.8096726,-0.858458,"('nasty', 'nice')",-0.5715745,-0.56207746,-0.69109213,-0.6003021,-0.6907797,-0.6736125,-0.0171672
82,-0.7732693,-0.7557713,"('poor', 'rich')",-0.5545048,-0.46780583,5.6592603,5.599713,1.4438287,1.4587119,-0.0148832
41,-0.76196635,-1.5128211,"('unforgiving', 'forgiving')",-1.1480699,-1.4132077,0.16425774,-0.08581268,-0.5819261,-1.0039471,0.422021
74,0.70579576,0.64545774,"('undedicated', 'dedicated')",-0.2675596,-0.3234091,0.39376438,0.3924046,0.2773335,0.2381511,0.0391824
22,-0.6923346,-1.0671582,"('untrustworthy', 'trustworthy')",-0.4127644,-0.49142787,-0.55897623,-0.6903138,-0.5546917,-0.7496333,0.1949416
77,-0.69218445,-0.93558514,"('unmotivated', 'motivated')",0.2875046,-0.02097933,-0.904116,-0.9928808,-0.4362653,-0.6498151,0.2135498
88,0.66019356,0.6363847,"('low', 'eminent')",-0.46994978,-0.49636215,-0.19176605,-0.21035576,-0.0005074,-0.0234444,0.022937
35,0.6323898,0.7165602,"('corrupt', 'incorrupt')",0.122871175,0.16820899,-0.1847269,-0.5041597,0.190178,0.1268698,0.0633082
20,0.56372815,0.7991176,"('rough', 'thoughtful')",0.26286438,0.37925097,1.2725812,1.1851038,0.6997246,0.7878242,-0.0880996
86,0.5455153,0.045169815,"('uninfluential', 'influential')",-0.45326808,-0.82016754,0.2336453,0.10370944,0.1086308,-0.2237628,0.3323936
18,0.5248864,0.30211604,"('disagreeable', 'welcoming')",0.060386315,0.04533603,-0.4637647,-0.68709177,0.0405027,-0.1132132,0.1537159
58,0.49673474,0.13765252,"('undiscriminating', 'discriminating')",0.17481366,-0.047271334,0.03322628,0.0029399327,0.2349249,0.031107,0.2038179
68,-0.47453636,-0.51182425,"('dependent', 'independent')",0.16706955,0.15445386,-0.12843083,-0.26923946,-0.1452992,-0.2088699,0.0635707
49,-0.43724468,-0.5063466,"('unable', 'able')",0.132157,0.18478762,-0.3639506,-0.3680759,-0.2230128,-0.2298783,0.0068655
47,0.41984528,0.77929145,"('stupid', 'smart')",0.337902,0.61417675,5.186701,5.234949,1.9814827,2.2094723,-0.2279896
2,0.40339488,0.56659716,"('unlikable', 'likable')",0.5301118,0.7002509,0.4410685,0.5461054,0.4581917,0.6043178,-0.1461261
28,0.38738894,-0.08430223,"('disloyal', 'loyal')",-0.6103484,-0.8965592,1.0282654,0.7272377,0.2684353,-0.0845412,0.3529765
34,0.369538,0.4516012,"('mean', 'honorable')",0.53538966,0.63204616,5.754071,5.7848845,2.2196663,2.2895106,-0.0698443
16,0.3573181,0.19726907,"('unpopular', 'popular')",1.0136379,1.0223105,0.9002205,0.73801994,0.7570588,0.6525332,0.1045256
83,0.34740582,0.36031756,"('powerless', 'powerful')",0.28204143,0.32043785,-0.5689509,-0.5528594,0.0201654,0.042632,-0.0224666
29,-0.33185095,-0.58721685,"('unfair', 'fair')",-0.15952307,-0.16712597,-0.53854495,-0.6960761,-0.3433063,-0.483473,0.1401667
7,-0.29925126,-0.5498015,"('insensitive', 'sensitive')",-0.62221396,-0.56876165,0.42977238,0.4341981,-0.1638976,-0.2281217,0.0642241
78,0.2951903,0.1436948,"('nonresilient', 'resilient')",1.8244549,1.5875676,0.39711028,0.33641028,0.8389184,0.6892242,0.1496942
11,-0.2874767,-0.18051437,"('unhelpful', 'helpful')",0.53167725,0.61389834,1.8084749,1.8579129,0.6842252,0.7637657,-0.0795405
48,0.25567132,0.013909671,"('unintelligent', 'intelligent')",-0.19480984,-0.29230544,0.4015623,0.22427602,0.1541413,-0.0180399,0.1721812
30,-0.2272987,-0.6867973,"('intolerant', 'tolerant')",-0.15626994,-0.2521818,0.4250115,0.4143829,0.0138143,-0.1748654,0.1886797
23,-0.22049618,-0.28907067,"('insincere', 'sincere')",0.25750157,0.32809,5.105457,5.101414,1.7141541,1.7134778,0.0006763
27,-0.20445012,-0.37152472,"('hardhearted', 'softhearted')",-0.4008817,-0.44056085,1.1253438,0.9166672,0.1733373,0.0348606,0.1384767
40,0.18839613,-0.209295,"('stingy', 'generous')",0.35663372,0.12449513,-1.2838583,-1.5745989,-0.2462761,-0.5531329,0.3068568
87,-0.16177276,-0.019809274,"('unsuccessful', 'successful')",0.8929515,0.9526322,0.67502457,0.6664269,0.4687344,0.5330833,-0.0643489
38,-0.12609172,-0.29733607,"('untruthful', 'truthful')",0.056102507,-0.043318383,-0.16008987,-0.33331484,-0.076693,-0.2246564,0.1479634
4,0.102334626,-0.21757504,"('disliked', 'liked')",-0.96815664,-1.1871562,-6.1708055,-6.152718,-2.3455424,-2.5191498,0.1736074
50,0.04794838,0.25455794,"('clumsy', 'skillful')",0.692525,0.7451036,0.06984629,0.0074276626,0.2701066,0.3356964,-0.0655898
67,-0.04017248,0.18503302,"('doubtful', 'determined')",-0.6112347,-0.45286986,-0.86133194,-0.7137096,-0.5042464,-0.3271821,-0.1770643
66,-0.0391889,0.3539468,"('inactive', 'active')",-0.545371,-0.43052515,1.1792488,0.98442954,0.1982296,0.3026171,-0.1043875
24,-0.025562514,-0.28942293,"('dishonest', 'honest')",-1.65343,-1.691172,0.6932987,0.5466638,-0.3285646,-0.477977,0.1494124
63,0.021676581,-0.1573481,"('unperceptive', 'insightful')",0.261565,0.2026082,0.7391452,0.74601537,0.3407956,0.2637585,0.0770371
32,0.020629063,-0.11174731,"('unkind', 'kind')",-0.5667762,-0.48191077,0.8362255,0.80893874,0.0966928,0.0717602,0.0249326
