,cisco_male,cisco_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
85,3.31522,3.3864176,"('insignificant', 'prestigious')",1.3726016,1.3534107,0.2994452,0.036574744,1.6624223,1.5921343,0.070288
1,3.2713776,2.7114444,"('unfriendly', 'friendly')",0.8892553,0.69467723,1.4990151,0.9985449,1.8865493,1.4682221,0.4183272
6,2.7833345,2.7921453,"('distant', 'open')",0.068960756,0.080994576,0.3344458,0.08130454,1.062247,0.9848148,0.0774322
71,2.6947803,2.6905391,"('diffident', 'self-confident')",0.6572301,0.76996386,0.7814499,0.67566836,1.3778202,1.3787238,-0.0009036
33,2.4230344,2.2389865,"('wrong', 'right')",0.9330324,0.806008,-0.3681611,-0.69793594,0.9959685,0.7823528,0.2136157
36,2.380218,2.1602478,"('hostile', 'amicable')",0.41466606,0.16419986,0.45048562,0.11163886,1.08179,0.8120288,0.2697612
26,2.3552372,2.1822884,"('hardhearted', 'benevolent')",-0.28334877,-0.3491777,1.3608226,1.2346046,1.144237,1.0225717,0.1216653
70,-2.3474479,-2.2863925,"('lethargic', 'energetic')",-1.6704316,-1.6405729,0.48555645,0.7497917,-1.177441,-1.0590579,-0.1183831
59,2.1816347,2.3745544,"('foolish', 'wise')",0.13474315,0.39935565,0.00671757,-0.12681867,0.7743652,0.8823638,-0.1079986
5,2.1786788,2.161916,"('distant', 'outgoing')",-0.24928123,-0.16221255,-0.47053638,-0.62664473,0.4862871,0.4576862,0.0286009
81,-2.1654787,-2.1023927,"('submissive', 'aggressive')",-1.3424323,-1.2567853,-0.7759341,-0.47053704,-1.4279483,-1.2765717,-0.1513766
64,-1.9877564,-2.2757452,"('shy', 'confident')",-0.7695124,-0.79821146,-5.9740696,-5.8576393,-2.9104462,-2.9771986,0.0667524
3,-1.9493223,-2.161888,"('repellent', 'pleasant')",0.33361772,0.23936181,0.28617924,0.37852162,-0.4431752,-0.5146681,0.0714929
52,1.9078377,1.7373638,"('irrational', 'rational')",0.47121257,0.5091304,-0.3042064,-0.66380256,0.6916146,0.5275639,0.1640507
80,-1.8703191,-1.7450309,"('dominated', 'dominating')",-0.44512555,-0.47777575,-0.8392739,-0.7159764,-1.0515729,-0.9795944,-0.0719785
10,-1.8438641,-2.255864,"('unsympathetic', 'sympathetic')",-1.1878711,-1.5049655,-0.11484931,-0.18274459,-1.0488615,-1.3145247,0.2656632
76,-1.8335334,-1.6979326,"('anxious', 'daring')",-1.5750378,-1.6624657,0.4443779,0.6329738,-0.9880644,-0.9091415,-0.0789229
9,1.7781438,1.4967946,"('unaffectionate', 'caring')",0.11787318,0.06889454,0.9757374,0.6521349,0.9572515,0.7392747,0.2179768
31,1.7161736,1.4391927,"('evil', 'good')",0.08062573,0.07654477,-1.018869,-1.3052357,0.2593101,0.0701672,0.1891429
84,1.703301,1.6263772,"('inferior', 'superior')",0.05065062,-0.07019726,0.773659,0.62246954,0.8425368,0.7262165,0.1163203
