,waste_male,waste_female,tuple,management_male,management_female,inc_male,inc_female,del_male,del_female,average_male,average_female,male-female
65,-2.1506634,-2.4298751,"('insecure', 'secure')",0.7571207,0.35928053,-0.060555797,-0.88040537,-1.253654,-1.1501814,-0.6769381,-1.0252954,0.3483573
55,-2.0648746,-2.4924624,"('incompetent', 'clever')",0.8246905,0.2372068,0.51727843,-0.25793457,-0.9221808,-0.67957604,-0.4112716,-0.7981915,0.3869199
50,-2.0565016,-2.0380943,"('clumsy', 'skillful')",0.65581053,0.3013625,-0.4876254,-0.22018301,0.8212801,0.8192439,-0.2667591,-0.2844177,0.0176586
49,-1.9865549,-1.9482745,"('unable', 'able')",-0.27653122,-0.6051538,-0.10296602,0.0748122,-0.10729876,0.36608246,-0.6183378,-0.5281334,-0.0902044
33,1.9168373,1.8778356,"('wrong', 'right')",0.23296678,0.27358288,0.2842086,0.56387687,0.29936868,0.38275087,0.6833453,0.7745116,-0.0911663
68,-1.8628385,-1.8549443,"('dependent', 'independent')",0.94987464,0.92544633,0.5649082,0.69210887,-0.5547626,-0.38218367,-0.2257046,-0.1548932,-0.0708114
51,-1.8462048,-2.0335996,"('uneducated', 'educated')",-0.23235458,-0.6204374,1.2930269,0.8330782,0.23010671,0.2917243,-0.1388564,-0.3823086,0.2434522
19,-1.7027338,-1.6098032,"('inhospitable', 'hospitable')",-1.6149647,-1.5362688,0.24032195,0.7150936,0.9495634,1.0153856,-0.5319533,-0.3538982,-0.1780551
26,1.6681112,1.7773331,"('hardhearted', 'benevolent')",0.6101849,0.8626772,1.4520658,1.6299714,1.5400105,1.3063447,1.3175931,1.3940816,-0.0764885
76,-1.5745702,-1.7940843,"('anxious', 'daring')",1.1328222,0.6817899,-0.16229168,-0.79081696,-0.8866517,-0.6977472,-0.3726729,-0.6502147,0.2775418
22,-1.5482491,-1.6593009,"('untrustworthy', 'trustworthy')",0.93162096,0.5782723,0.80739254,0.2388973,-1.4176551,-1.4829671,-0.3067227,-0.5812746,0.2745519
44,-1.529303,-1.5702031,"('prejudiced', 'unprejudiced')",-0.18166804,-0.17969753,-0.42449823,-0.597772,-1.6522232,-1.6267835,-0.9469231,-0.993614,0.0466909
85,1.4748651,1.5599656,"('insignificant', 'prestigious')",-1.2669837,-1.0606936,-0.263722,0.35305035,1.3447411,1.0443377,0.3222251,0.474165,-0.1519399
16,-1.4187052,-1.3881062,"('unpopular', 'popular')",-0.9423456,-1.0903655,-0.6556873,-0.5268776,1.1631778,0.9818346,-0.4633901,-0.5058787,0.0424886
18,-1.4013418,-1.4033381,"('disagreeable', 'welcoming')",-0.8275856,-0.6349048,0.26725638,0.46395725,-0.071867004,-0.14267373,-0.5083845,-0.4292398,-0.0791447
3,-1.3525603,-1.2605044,"('repellent', 'pleasant')",0.44395408,0.32054922,0.43096218,-0.00090145227,1.0489825,1.253646,0.1428346,0.0781974,0.0646372
17,-1.3153563,-1.2720927,"('nasty', 'nice')",-0.9595296,-1.0991529,-0.61580956,-0.8465252,-1.1636629,-1.345088,-1.0135896,-1.1407146,0.127125
31,-1.2421283,-0.8704823,"('evil', 'good')",-2.8054845,-2.4977233,-0.35112238,0.08459089,0.63536537,0.39380047,-0.9408424,-0.7224535,-0.2183889
45,-1.235338,-1.6151233,"('incompetent', 'competent')",0.66777784,0.021037705,-0.13120267,-0.71861506,-1.1703151,-1.112824,-0.4672695,-0.8563812,0.3891117
82,-1.1757654,-1.4753933,"('poor', 'rich')",0.21035652,-0.26040643,0.691101,0.30766425,7.0497613,7.274881,1.6938634,1.4616864,0.232177
56,1.1336635,0.69913757,"('impractical', 'practical')",1.7692177,1.130187,0.89169514,0.03643112,-1.1955979,-1.1490803,0.6497446,0.1791689,0.4705757
