,moodys_male,moodys_female,tuple,corp_male,corp_female,average_male,average_female,male-female
56,1.6153853,1.6884271,"('impractical', 'practical')",0.5920187,0.6505993,1.1037021,1.1695132,-0.0658111
44,-1.5221875,-1.4818828,"('prejudiced', 'unprejudiced')",-1.7014772,-1.55599,-1.6118324,-1.5189364,-0.092896
39,1.5209554,1.2320998,"('exploitative', 'cooperative')",0.51441425,0.28281122,1.0176848,0.7574555,0.2602293
14,1.5002234,1.3349024,"('antisocial', 'social')",0.67273617,0.49674505,1.0864798,0.9158237,0.1706561
26,1.4133732,1.0969133,"('hardhearted', 'benevolent')",1.589882,1.2822136,1.5016277,1.1895635,0.3120642
41,1.3110559,1.2710518,"('unforgiving', 'forgiving')",0.31840792,0.046463806,0.8147319,0.6587578,0.1559741
2,1.2028075,1.2702873,"('unlikable', 'likable')",0.41755882,0.5682375,0.8101832,0.9192624,-0.1090792
31,-1.1502906,-1.1227955,"('evil', 'good')",-1.7164142,-1.6674193,-1.4333525,-1.3951074,-0.0382451
16,-1.0955617,-0.8917883,"('unpopular', 'popular')",0.048213877,0.08171678,-0.523674,-0.4050358,-0.1186382
30,1.0858805,1.0703353,"('intolerant', 'tolerant')",1.487036,1.2999759,1.2864583,1.1851556,0.1013027
29,-1.0776466,-0.98935485,"('unfair', 'fair')",-0.73431313,-0.60854614,-0.9059799,-0.7989505,-0.1070294
6,-1.0710876,-0.7946951,"('distant', 'open')",-1.2871468,-1.1549423,-1.1791172,-0.9748187,-0.2042985
63,0.9343347,1.0124139,"('unperceptive', 'insightful')",1.2389784,1.1630266,1.0866566,1.0877202,-0.0010636
81,0.9135553,0.96103567,"('submissive', 'aggressive')",0.559819,0.5089209,0.7366872,0.7349783,0.0017089
75,-0.90535796,-0.64218616,"('meek', 'impulsive')",-0.88116103,-0.68449855,-0.8932595,-0.6633424,-0.2299171
36,-0.8944891,-1.0933225,"('hostile', 'amicable')",-1.16824,-1.3182647,-1.0313646,-1.2057936,0.174429
88,-0.8603113,-0.99530673,"('low', 'eminent')",-0.29129264,-0.4096642,-0.575802,-0.7024854,0.1266834
61,0.84385526,0.5562013,"('illogical', 'logical')",0.8795806,0.6818223,0.8617179,0.6190118,0.2427061
23,0.8274506,0.78737104,"('insincere', 'sincere')",6.7713065,6.3193417,3.7993786,3.5533564,0.2460222
48,-0.81861943,-0.6488337,"('unintelligent', 'intelligent')",0.9721885,0.8971547,0.0767845,0.1241605,-0.047376
57,-0.8124096,-0.8826899,"('unimaginative', 'imaginative')",-2.866828,-2.9512308,-1.8396188,-1.9169604,0.0773416
4,-0.77080196,-0.5035986,"('disliked', 'liked')",-7.0172887,-6.497909,-3.8940454,-3.5007539,-0.3932915
60,0.75096714,0.9052097,"('inefficient', 'efficient')",1.1406643,1.18362,0.9458157,1.0444149,-0.0985992
42,0.74052036,0.795035,"('unreliable', 'reliable')",-2.7605927,-2.7236128,-1.0100362,-0.9642889,-0.0457473
82,-0.7347254,-0.7282718,"('poor', 'rich')",6.541486,6.486955,2.9033802,2.8793416,0.0240386
77,0.7339613,0.7460301,"('unmotivated', 'motivated')",-0.7916724,-0.66956544,-0.0288556,0.0382323,-0.0670879
35,-0.7337082,-0.7363232,"('corrupt', 'incorrupt')",-1.4198631,-1.322026,-1.0767857,-1.0291746,-0.0476111
74,0.72469336,0.7938952,"('undedicated', 'dedicated')",-0.079825446,-0.08931663,0.3224339,0.3522893,-0.0298554
5,-0.7135603,-0.42071226,"('distant', 'outgoing')",-1.3364822,-1.0428252,-1.0250212,-0.7317687,-0.2932525
68,-0.7102347,-0.7433242,"('dependent', 'independent')",-0.57137066,-0.43707943,-0.6408027,-0.5902019,-0.0506008
45,-0.6642506,-0.5391283,"('incompetent', 'competent')",0.5713129,0.396511,-0.0464689,-0.0713087,0.0248398
80,0.6584749,0.64921236,"('dominated', 'dominating')",-0.012384586,-0.08204087,0.3230452,0.2835858,0.0394594
8,-0.64749503,-0.6715315,"('unaffectionate', 'affectionate')",-0.034781992,-0.3957764,-0.3411385,-0.533654,0.1925155
53,-0.60870034,-0.765098,"('uncreative', 'creative')",0.3299583,0.26016852,-0.139371,-0.2524647,0.1130937
12,0.5904547,0.94895107,"('unsupportive', 'supportive')",-2.0487468,-1.8954124,-0.7291461,-0.4732307,-0.2559154
83,0.55325574,0.71694815,"('powerless', 'powerful')",-0.6479948,-0.83611137,-0.0473695,-0.0595816,0.0122121
15,-0.54272693,-0.5278825,"('boring', 'funny')",-0.14310354,-0.12775102,-0.3429152,-0.3278168,-0.0150984
7,0.53582144,0.51069033,"('insensitive', 'sensitive')",0.9973912,0.8633001,0.7666063,0.6869952,0.0796111
43,0.5266041,0.5925624,"('irresponsible', 'responsible')",0.9037282,0.8136446,0.7151662,0.7031035,0.0120627
65,0.5226211,0.26304412,"('insecure', 'secure')",0.4712543,0.46520114,0.4969377,0.3641226,0.1328151
49,-0.49346203,-0.3940682,"('unable', 'able')",-0.29234797,-0.09662429,-0.392905,-0.2453462,-0.1475588
67,0.47536942,0.4308229,"('doubtful', 'determined')",-0.10723789,-0.3548562,0.1840658,0.0379834,0.1460824
52,-0.46716017,-0.65083253,"('irrational', 'rational')",-0.96208376,-0.9839936,-0.714622,-0.8174131,0.1027911
21,0.46350247,0.4752271,"('immoral', 'moral')",-0.121094964,-0.15921968,0.1712037,0.1580037,0.0132
18,-0.4475279,-0.33057275,"('disagreeable', 'welcoming')",-0.8224348,-0.72623444,-0.6349813,-0.5284036,-0.1065777
73,0.42631754,0.55884254,"('helpless', 'self-reliant')",-3.9489324,-3.6225674,-1.7613075,-1.5318625,-0.229445
32,0.42145872,0.37884712,"('unkind', 'kind')",1.1946218,1.1226233,0.8080403,0.7507352,0.0573051
79,-0.41802287,-0.41335505,"('wavering', 'unwavering')",-0.9314851,-0.6329378,-0.674754,-0.5231464,-0.1516076
13,0.39474314,0.44377315,"('impolite', 'polite')",0.27337003,0.07666662,0.3340566,0.2602199,0.0738367
1,-0.39395046,-0.3740069,"('unfriendly', 'friendly')",0.86074007,0.6688722,0.2333948,0.1474326,0.0859622
46,0.38444522,0.46112335,"('uncompetitive', 'competitive')",-0.2310993,-0.33459142,0.076673,0.063266,0.013407
33,0.38213444,0.6075188,"('wrong', 'right')",-1.1837071,-0.99410594,-0.4007863,-0.1932936,-0.2074927
50,-0.36862764,-0.3604771,"('clumsy', 'skillful')",-0.31426847,-0.38199508,-0.3414481,-0.3712361,0.029788
20,0.36530465,0.33997533,"('rough', 'thoughtful')",0.74743396,0.55754435,0.5563693,0.4487599,0.1076094
37,-0.32489973,-0.29644707,"('fake', 'genuine')",-0.087380886,-0.15400937,-0.2061403,-0.2252282,0.0190879
64,0.2919238,0.39726228,"('shy', 'confident')",-6.394576,-5.8323627,-3.051326,-2.7175503,-0.3337757
19,-0.2894455,-0.25723946,"('inhospitable', 'hospitable')",-0.91473764,-0.9860046,-0.6020916,-0.621622,0.0195304
0,0.2773412,0.11094763,"('unsociable', 'sociable')",0.42251268,0.024199594,0.3499269,0.0675736,0.2823533
10,-0.27703163,-0.3008864,"('unsympathetic', 'sympathetic')",0.6158889,0.23183763,0.1694286,-0.0345244,0.203953
86,-0.27614886,-0.26015168,"('uninfluential', 'influential')",0.2389418,0.021210626,-0.0186035,-0.1194705,0.100867
38,0.2680734,0.36602303,"('untruthful', 'truthful')",0.2704938,0.4821514,0.2692836,0.4240872,-0.1548036
22,-0.24892245,-0.22711262,"('untrustworthy', 'trustworthy')",-1.077349,-1.122217,-0.6631357,-0.6746649,0.0115292
28,-0.2341919,-0.48431018,"('disloyal', 'loyal')",1.2593685,0.96119726,0.5125883,0.2384435,0.2741448
71,0.2316702,0.26584587,"('diffident', 'self-confident')",0.31685263,0.40337896,0.2742614,0.3346124,-0.060351
47,0.2312276,0.24579361,"('stupid', 'smart')",5.4361115,5.2902675,2.8336694,2.7680306,0.0656388
87,0.22284198,0.26207456,"('unsuccessful', 'successful')",0.92136663,1.0781969,0.5721043,0.6701357,-0.0980314
34,0.20508863,0.1751674,"('mean', 'honorable')",5.949519,5.752741,3.0773039,2.9639542,0.1133497
58,0.19203296,0.19379446,"('undiscriminating', 'discriminating')",0.2202615,0.07332544,0.2061472,0.1335599,0.0725873
24,-0.18775542,-0.1480016,"('dishonest', 'honest')",1.0059011,1.0181354,0.4090728,0.4350669,-0.0259941
9,0.18470591,0.20404275,"('unaffectionate', 'caring')",0.9463931,0.7662154,0.5655495,0.4851291,0.0804204
27,-0.1815885,-0.014475621,"('hardhearted', 'softhearted')",1.0391989,0.85872287,0.4288052,0.4221236,0.0066816
59,-0.13264406,-0.17499852,"('foolish', 'wise')",-0.44073245,-0.21803895,-0.2866883,-0.1965187,-0.0901696
54,0.13123964,0.20575593,"('incapable', 'capable')",0.5889205,0.58258206,0.3600801,0.394169,-0.0340889
76,-0.11264765,-0.03846149,"('anxious', 'daring')",0.27350935,0.3086807,0.0804309,0.1351096,-0.0546787
51,-0.11104316,-0.04953158,"('uneducated', 'educated')",1.066936,0.9731321,0.4779464,0.4618002,0.0161462
78,0.10048552,0.26922387,"('nonresilient', 'resilient')",-0.021124698,0.20202775,0.0396804,0.2356258,-0.1959454
40,0.09725683,0.45743883,"('stingy', 'generous')",-1.8050318,-1.7030381,-0.8538875,-0.6227996,-0.2310879
69,0.092951424,0.05366328,"('lazy', 'industrious')",-1.3672763,-1.1577382,-0.6371624,-0.5520375,-0.0851249
25,-0.08679247,-0.039800536,"('egoistic', 'altruistic')",0.42296252,0.44508266,0.168085,0.2026411,-0.0345561
55,0.084132604,0.21354796,"('incompetent', 'clever')",1.0822524,0.8539328,0.5831925,0.5337404,0.0494521
