,mondelez_male,mondelez_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
63,-0.94622546,-0.867424,"('unperceptive', 'insightful')",0.2543082,0.42772457,0.25884613,0.44598186,-0.1443571,0.0020941,-0.1464512
46,-0.9442266,-0.856678,"('uncompetitive', 'competitive')",0.8526084,0.936426,-0.7982007,-1.0062917,-0.2966063,-0.3088479,0.0122416
43,-0.9224309,-0.7926421,"('irresponsible', 'responsible')",0.121987924,0.35402277,0.10602431,0.20513521,-0.2314729,-0.077828,-0.1536449
84,0.88506687,0.7434604,"('inferior', 'superior')",1.0639375,1.0244801,0.8675374,0.7878333,0.9388472,0.8519246,0.0869226
4,0.87607014,0.8645632,"('disliked', 'liked')",-0.06597558,-0.20576356,-6.627653,-6.7384343,-1.9391861,-2.0265449,0.0873588
77,-0.87384313,-0.7905295,"('unmotivated', 'motivated')",-0.36768836,-0.32247257,-1.4897841,-1.4298956,-0.9104385,-0.8476326,-0.0628059
19,0.81352663,0.8146007,"('inhospitable', 'hospitable')",-0.6323599,-0.50378424,-0.0982638,0.13051851,0.0276343,0.1471117,-0.1194774
29,0.8067179,0.7115103,"('unfair', 'fair')",-0.43112308,-0.51153654,-0.4013282,-0.41192448,-0.0085778,-0.0706502,0.0620724
41,-0.77910376,-0.918751,"('unforgiving', 'forgiving')",-0.49992567,-0.72788715,-0.27533245,-0.48992744,-0.5181206,-0.7121886,0.194068
66,0.77877045,0.6929462,"('inactive', 'active')",1.5334684,1.5802915,1.0448558,1.2217427,1.1190315,1.1649934,-0.0459619
82,-0.7463982,-0.8030326,"('poor', 'rich')",-0.70864314,-0.80084443,6.3656216,6.3564234,1.6368601,1.5841821,0.052678
54,0.742326,0.74594957,"('incapable', 'capable')",0.08641995,0.16238649,1.2839664,1.3632976,0.7042375,0.7572112,-0.0529737
67,0.7352727,0.66661906,"('doubtful', 'determined')",0.677172,0.72677124,-0.5181411,-0.5375497,0.2981012,0.2852802,0.012821
64,-0.67915463,-0.52569586,"('shy', 'confident')",-0.61357605,-0.37578714,-7.114315,-7.2140784,-2.8023485,-2.7051872,-0.0971613
20,0.6316331,0.5587852,"('rough', 'thoughtful')",0.962279,0.9680959,1.2082634,1.2363924,0.9340585,0.9210912,0.0129673
68,-0.62331694,-0.5912363,"('dependent', 'independent')",0.29403666,0.47508323,-0.840442,-0.6697521,-0.3899074,-0.2619684,-0.127939
13,-0.6193733,-0.4762878,"('impolite', 'polite')",0.5373618,0.8169728,-0.7076642,-0.5569659,-0.2632252,-0.0720936,-0.1911316
31,0.554775,0.49127302,"('evil', 'good')",-0.9996495,-1.1970283,-0.764817,-0.65328103,-0.4032305,-0.4530121,0.0497816
12,-0.5525439,-0.43649656,"('unsupportive', 'supportive')",-0.36815923,-0.18969691,-2.4442306,-2.2254698,-1.1216446,-0.9505545,-0.1710901
47,-0.5404002,-0.5014752,"('stupid', 'smart')",-0.2988119,-0.14686455,5.4592037,5.5900607,1.5399973,1.6472403,-0.107243
88,-0.47455487,-0.53487676,"('low', 'eminent')",-0.8249346,-0.9538579,-0.010470793,-0.05163185,-0.4366534,-0.5134555,0.0768021
87,0.4655492,0.48084337,"('unsuccessful', 'successful')",1.8251231,1.8788552,1.0771147,0.99396527,1.1225956,1.117888,0.0047076
61,-0.45897418,-0.5082947,"('illogical', 'logical')",0.000318581,-0.060887534,0.245076,0.27177942,-0.0711932,-0.0991343,0.0279411
1,0.43183362,0.2931283,"('unfriendly', 'friendly')",-0.53496933,-0.67614996,1.7136474,1.8886007,0.5368372,0.5018597,0.0349775
39,0.42235157,0.42443967,"('exploitative', 'cooperative')",0.29752895,0.5191663,-0.14568762,-0.10954431,0.1913976,0.2780205,-0.0866229
75,0.40793324,0.36467156,"('meek', 'impulsive')",0.2666266,0.00363666,-0.2314049,-0.2525089,0.1477183,0.0385998,0.1091185
78,0.3336708,0.28728303,"('nonresilient', 'resilient')",1.6726434,1.5771513,0.22197416,0.2213114,0.7427628,0.6952486,0.0475142
15,0.30134872,0.18795219,"('boring', 'funny')",-0.5062967,-0.5151886,0.3315124,0.38709807,0.0421881,0.0199539,0.0222342
38,-0.29999912,-0.14854062,"('untruthful', 'truthful')",-0.5806368,-0.46666974,-0.472614,-0.30436572,-0.4510833,-0.3065253,-0.144558
37,-0.29306513,-0.35637718,"('fake', 'genuine')",-0.5914426,-0.62868476,0.2962661,0.3558373,-0.1960805,-0.2097416,0.0136611
8,0.2854462,0.1357154,"('unaffectionate', 'affectionate')",-0.39452672,-0.7278606,0.69484663,0.6535945,0.1952554,0.0204831,0.1747723
76,-0.27333632,-0.17577137,"('anxious', 'daring')",0.9769322,1.204772,0.25621414,0.3040095,0.3199367,0.4443367,-0.1244
40,0.26252428,0.18599519,"('stingy', 'generous')",0.021341205,-0.019723155,-1.6867015,-1.7144331,-0.467612,-0.5160537,0.0484417
18,0.22725852,0.19275217,"('disagreeable', 'welcoming')",0.46142513,0.5304192,-0.46114382,-0.27982163,0.0758466,0.1477832,-0.0719366
44,0.21555749,0.32107908,"('prejudiced', 'unprejudiced')",0.2399844,0.33098564,-0.94239956,-0.999928,-0.1622859,-0.1159544,-0.0463315
83,0.2143156,0.31625098,"('powerless', 'powerful')",-0.025713272,0.10182463,-0.96561474,-0.93809634,-0.2590041,-0.1733402,-0.0856639
26,0.20584604,0.1156527,"('hardhearted', 'benevolent')",0.3078218,0.42929277,1.5789648,1.616494,0.6975443,0.7204798,-0.0229355
74,-0.18368499,-0.2073592,"('undedicated', 'dedicated')",0.8127699,0.7764813,0.22487266,0.15813245,0.2846525,0.2424182,0.0422343
53,0.14515084,0.1786491,"('uncreative', 'creative')",0.23066746,0.3083919,0.77006674,1.0902095,0.3819617,0.5257502,-0.1437885
49,0.14476459,0.17382732,"('unable', 'able')",-0.31367058,-0.24765426,-0.54283535,-0.36000413,-0.2372471,-0.1446104,-0.0926367
42,0.13948065,0.1792442,"('unreliable', 'reliable')",0.26195347,0.35084152,-3.1990879,-3.0712833,-0.9325512,-0.8470658,-0.0854854
9,-0.08666028,-0.079977766,"('unaffectionate', 'caring')",-0.09142216,-0.09669284,0.9056583,1.0703783,0.2425253,0.2979026,-0.0553773
17,-0.06376757,-0.17272863,"('nasty', 'nice')",-1.1526408,-1.2703301,-0.7314411,-0.6990931,-0.6492832,-0.7140506,0.0647674
27,0.058025323,0.034012433,"('hardhearted', 'softhearted')",-0.465988,-0.40496445,1.0205435,1.1438837,0.2041936,0.2576439,-0.0534503
58,-0.054328427,-0.115977876,"('undiscriminating', 'discriminating')",0.8190473,0.7965928,-0.12548445,-0.17238781,0.2130781,0.169409,0.0436691
56,0.03996266,0.05670007,"('impractical', 'practical')",0.76291853,0.8795928,-0.3628729,-0.4929796,0.1466694,0.1477711,-0.0011017
34,-0.029302573,0.008278023,"('mean', 'honorable')",0.27042964,0.47459486,5.734477,6.07734,1.991868,2.1867377,-0.1948697
2,0.021760544,0.06731206,"('unlikable', 'likable')",1.0580249,0.98616475,0.6112703,0.6323679,0.5636853,0.5619482,0.0017371
