,mondelez_male,mondelez_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,male-female
81,-2.8487718,-2.66824,"('submissive', 'aggressive')",-0.47747332,-0.19367164,-1.3070819,-1.2743968,-1.5444423,-1.3787696,-0.1656727
10,-2.5377533,-2.510709,"('unsympathetic', 'sympathetic')",-1.0602762,-1.0200994,-0.92291236,-0.9297648,-1.5069806,-1.4868577,-0.0201229
85,2.3768263,2.2106423,"('insignificant', 'prestigious')",-0.020516515,-0.38856223,0.7894156,0.90511274,1.0485752,0.9090643,0.1395109
69,2.1721947,2.0675673,"('lazy', 'industrious')",1.9004843,1.8051002,-0.23052606,-0.08448808,1.2807177,1.2627265,0.0179912
57,-2.0478442,-2.1303465,"('unimaginative', 'imaginative')",-0.6471552,-0.7393098,-3.0509021,-3.001029,-1.9153005,-1.9568952,0.0415947
65,-2.0476909,-2.0050378,"('insecure', 'secure')",-0.37940675,-0.11949709,-0.62365407,-0.669394,-1.0169172,-0.9313096,-0.0856076
14,-1.9908836,-1.9041007,"('antisocial', 'social')",0.37855363,0.5872358,-1.1145456,-1.1075072,-0.9089585,-0.8081241,-0.1008344
35,1.9857519,1.848971,"('corrupt', 'incorrupt')",-0.09214256,-0.30992478,0.32258582,0.3048089,0.7387317,0.6146184,0.1241133
70,-1.9679621,-1.8284205,"('lethargic', 'energetic')",-0.23978679,0.0018769561,0.16660117,0.28601202,-0.6803826,-0.5135105,-0.1668721
11,-1.9677901,-1.9708194,"('unhelpful', 'helpful')",-0.13853067,-0.1676181,1.1747094,1.2358465,-0.3105371,-0.3008637,-0.0096734
21,-1.8225589,-1.745396,"('immoral', 'moral')",-0.35469761,-0.15859553,-1.2663914,-1.2474941,-1.1478826,-1.0504952,-0.0973874
60,-1.7990853,-1.642887,"('inefficient', 'efficient')",0.486636,0.7921529,-0.6698363,-0.5485659,-0.6607618,-0.4664334,-0.1943284
86,-1.7792746,-1.7622643,"('uninfluential', 'influential')",-0.41944265,-0.36193997,-0.62957203,-0.52762014,-0.942763,-0.8839414,-0.0588216
3,-1.716935,-1.5839214,"('repellent', 'pleasant')",-0.091849305,0.0053952485,0.14643466,0.13766247,-0.5541166,-0.4802879,-0.0738287
73,1.7124947,1.7634263,"('helpless', 'self-reliant')",0.3241687,0.316668,-3.0177877,-3.0176253,-0.3270414,-0.3125103,-0.0145311
16,1.7061666,1.5560161,"('unpopular', 'popular')",0.9883173,0.60999393,1.1882354,1.0790397,1.2942398,1.0816832,0.2125566
5,1.6620363,1.6528547,"('distant', 'outgoing')",-0.1435129,-0.1731556,0.1279491,0.29740232,0.5488242,0.5923672,-0.043543
36,1.6105872,1.3537424,"('hostile', 'amicable')",1.000118,0.6599216,0.8426368,0.7768557,1.1511141,0.9301732,0.2209409
45,-1.5905037,-1.7323344,"('incompetent', 'competent')",-0.00032185297,-0.15412268,-0.55170935,-0.72992593,-0.7141783,-0.8721277,0.1579494
52,1.5797738,1.2224602,"('irrational', 'rational')",-0.37540138,-0.8853704,0.64776057,0.37514886,0.6173777,0.2374129,0.3799648
24,-1.5079031,-1.4390576,"('dishonest', 'honest')",-1.4619739,-1.2358296,0.33891803,0.4757222,-0.8769863,-0.733055,-0.1439313
23,-1.4940493,-1.496705,"('insincere', 'sincere')",-0.89976895,-0.8274674,5.1980867,5.2611694,0.9347561,0.978999,-0.0442429
6,1.4808052,1.4392146,"('distant', 'open')",-0.0027481318,-0.07838749,0.8269445,1.0459158,0.7683338,0.8022477,-0.0339139
33,1.4673057,1.4587381,"('wrong', 'right')",0.5894475,0.59332585,-0.20832595,-0.123521425,0.6161424,0.6428475,-0.0267051
51,-1.4277053,-1.2925972,"('uneducated', 'educated')",0.35829145,0.6082528,-0.1472981,-0.024351515,-0.4055707,-0.236232,-0.1693387
79,1.3991485,1.2037627,"('wavering', 'unwavering')",0.35749918,-0.01744188,0.22731115,0.18848749,0.6613196,0.4582694,0.2030502
71,1.3368245,1.5325277,"('diffident', 'self-confident')",0.45759606,0.721706,0.5027976,0.7098963,0.7657394,0.9880433,-0.2223039
7,-1.2953576,-1.1541559,"('insensitive', 'sensitive')",-1.0529406,-0.753489,0.05987166,0.30823264,-0.7628088,-0.5331374,-0.2296714
30,-1.2583225,-1.1714625,"('intolerant', 'tolerant')",-0.7950982,-0.5929652,0.41973072,0.5573063,-0.5445633,-0.4023738,-0.1421895
80,-1.2520489,-1.135646,"('dominated', 'dominating')",0.29266822,0.4779774,-1.3505121,-1.454329,-0.7699642,-0.7039992,-0.065965
59,1.2124004,1.1083322,"('foolish', 'wise')",-0.21721628,-0.3904366,0.65089595,0.6168577,0.5486934,0.4449178,0.1037756
22,-1.1895567,-1.162784,"('untrustworthy', 'trustworthy')",-0.99842024,-0.9789398,-1.3673096,-1.3130518,-1.1850955,-1.1515918,-0.0335037
48,-1.1562836,-1.1507616,"('unintelligent', 'intelligent')",-0.6353453,-0.61998457,0.011326015,-0.07802865,-0.5934343,-0.6162583,0.022824
55,-1.1228245,-1.1418393,"('incompetent', 'clever')",-0.37095803,-0.3957719,-0.16046485,-0.31017724,-0.5514158,-0.6159294,0.0645136
25,1.1215668,1.0040406,"('egoistic', 'altruistic')",0.6601296,0.4918573,1.7312448,1.8137012,1.1709804,1.1031996,0.0677808
62,-1.1031728,-1.0281167,"('incompetent', 'brilliant')",0.40798664,0.40492365,-0.21710135,-0.23696111,-0.3040958,-0.2867181,-0.0173777
0,-1.0296124,-1.1246611,"('unsociable', 'sociable')",0.17003226,0.13864413,-0.8300804,-0.94877774,-0.5632202,-0.6449316,0.0817114
50,1.0259815,0.928982,"('clumsy', 'skillful')",0.8584873,0.64741695,0.4657786,0.36058068,0.7834158,0.6456599,0.1377559
72,-1.0092651,-1.085086,"('unambitious', 'ambitious')",-0.33964732,-0.4557814,-0.8191553,-0.97303903,-0.7226892,-0.8379688,0.1152796
32,-0.96905977,-0.8252649,"('unkind', 'kind')",-1.4525604,-1.2698393,0.4123196,0.43927312,-0.6697668,-0.5519437,-0.1178231
28,-0.96402013,-1.0838056,"('disloyal', 'loyal')",-0.40418446,-0.6580979,0.79069644,0.6519932,-0.1925027,-0.3633034,0.1708007
