,kellogg_male,kellogg_female,tuple,co_male,co_female,average_male,average_female,male-female
26,3.337022,3.0748117,"('hardhearted', 'benevolent')",2.2237985,1.906595,2.7804103,2.4907033,0.289707
81,-2.4666812,-2.6930687,"('submissive', 'aggressive')",-1.3342375,-1.2484181,-1.9004593,-1.9707434,0.0702841
85,2.3388867,2.3172011,"('insignificant', 'prestigious')",0.04417649,-0.054811954,1.1915317,1.1311946,0.0603371
25,2.2589812,2.0419283,"('egoistic', 'altruistic')",1.5664043,1.628734,1.9126928,1.8353312,0.0773616
1,2.2304997,2.1981568,"('unfriendly', 'friendly')",1.9191269,1.8092363,2.0748134,2.0036964,0.071117
71,1.9712543,1.9400874,"('diffident', 'self-confident')",0.43289003,0.5072691,1.2020721,1.2236782,-0.0216061
84,1.9594226,1.9399602,"('inferior', 'superior')",0.97479117,0.9433771,1.4671068,1.4416686,0.0254382
22,-1.8433558,-1.9310515,"('untrustworthy', 'trustworthy')",-1.3074429,-1.3997536,-1.5753994,-1.6654025,0.0900031
9,1.8378067,1.9580675,"('unaffectionate', 'caring')",1.1898631,1.3372686,1.513835,1.6476681,-0.1338331
69,1.8224735,1.7546716,"('lazy', 'industrious')",-0.34926966,-0.5255413,0.7366019,0.6145651,0.1220368
44,-1.7988645,-1.7079247,"('prejudiced', 'unprejudiced')",-1.5002794,-1.3917388,-1.6495719,-1.5498317,-0.0997402
68,-1.7904837,-1.7093458,"('dependent', 'independent')",-1.7100447,-1.6364253,-1.7502642,-1.6728855,-0.0773787
3,-1.749769,-2.022768,"('repellent', 'pleasant')",-0.2518044,-0.2869766,-1.0007867,-1.1548723,0.1540856
57,-1.5813521,-1.6115171,"('unimaginative', 'imaginative')",-3.5511394,-3.6133556,-2.5662458,-2.6124363,0.0461905
76,-1.4895165,-1.3049127,"('anxious', 'daring')",-0.60038424,-0.34119412,-1.0449504,-0.8230534,-0.221897
8,1.3935028,1.4152687,"('unaffectionate', 'affectionate')",0.8739694,0.80793583,1.1337361,1.1116023,0.0221338
39,1.3747061,1.1822134,"('exploitative', 'cooperative')",0.52276754,0.40863827,0.9487368,0.7954258,0.153311
75,-1.370907,-1.0836291,"('meek', 'impulsive')",-0.9847155,-0.73617625,-1.1778113,-0.9099027,-0.2679086
70,-1.328765,-1.4573832,"('lethargic', 'energetic')",-0.13235427,-0.03913889,-0.7305596,-0.748261,0.0177014
33,1.3118386,1.5125661,"('wrong', 'right')",-0.4096331,-0.37825477,0.4511028,0.5671557,-0.1160529
46,-1.2857492,-1.3395066,"('uncompetitive', 'competitive')",-0.892882,-0.8776261,-1.0893157,-1.1085664,0.0192507
78,1.2273463,1.2291987,"('nonresilient', 'resilient')",0.66834974,0.61086714,0.947848,0.9200329,0.0278151
64,-1.2269047,-1.2619601,"('shy', 'confident')",-5.945412,-5.9712005,-3.5861585,-3.6165802,0.0304217
54,1.2049121,1.3541024,"('incapable', 'capable')",1.1926881,1.2283258,1.1988001,1.2912141,-0.092414
12,1.1793727,1.4373418,"('unsupportive', 'supportive')",-1.5823685,-1.4821621,-0.2014979,-0.0224102,-0.1790877
59,1.1518228,1.2349213,"('foolish', 'wise')",0.22219518,0.20886472,0.687009,0.721893,-0.034884
5,1.1485289,1.4556346,"('distant', 'outgoing')",-0.4111178,-0.25101626,0.3687056,0.6023092,-0.2336036
51,-1.1382345,-1.0664369,"('uneducated', 'educated')",-0.058422178,0.0024043545,-0.5983284,-0.5320163,-0.0663121
60,-1.0492206,-0.865561,"('inefficient', 'efficient')",-0.46688002,-0.2678548,-0.7580503,-0.5667079,-0.1913424
56,1.0358032,1.2604904,"('impractical', 'practical')",-0.27308947,-0.15161218,0.3813569,0.5544391,-0.1730822
20,1.0357345,0.8731205,"('rough', 'thoughtful')",1.0344507,0.905793,1.0350926,0.8894567,0.1456359
6,0.9743578,1.2523962,"('distant', 'open')",-0.032971103,0.17839211,0.4706933,0.7153941,-0.2447008
15,0.9611917,0.88776773,"('boring', 'funny')",0.3010438,0.17222808,0.6311178,0.5299979,0.1011199
11,-0.95927685,-0.70494753,"('unhelpful', 'helpful')",1.5940902,1.779633,0.3174067,0.5373428,-0.2199361
27,0.8842112,0.72069913,"('hardhearted', 'softhearted')",1.0321108,1.047336,0.958161,0.8840176,0.0741434
35,0.86232924,0.79821455,"('corrupt', 'incorrupt')",-0.22395837,-0.4352513,0.3191854,0.1814816,0.1377038
36,0.8540066,0.91440845,"('hostile', 'amicable')",0.09555611,-0.17860991,0.4747813,0.3678993,0.106882
30,-0.85237914,-0.782745,"('intolerant', 'tolerant')",-0.35901287,-0.39040476,-0.605696,-0.5865749,-0.0191211
24,-0.836289,-0.84097964,"('dishonest', 'honest')",0.15988123,0.1358236,-0.3382039,-0.352578,0.0143741
79,0.82802004,1.0977615,"('wavering', 'unwavering')",-0.080340765,-0.081770465,0.3738396,0.5079955,-0.1341559
82,-0.76279163,-0.62585086,"('poor', 'rich')",4.920623,5.0871487,2.0789156,2.230649,-0.1517334
58,-0.7493946,-0.65305257,"('undiscriminating', 'discriminating')",-0.1488299,-0.28734794,-0.4491122,-0.4702002,0.021088
10,-0.7042597,-0.8660254,"('unsympathetic', 'sympathetic')",-0.31282535,-0.29061133,-0.5085425,-0.5783184,0.0697759
42,-0.6987809,-0.5783245,"('unreliable', 'reliable')",-2.8167913,-2.551532,-1.757786,-1.5649283,-0.1928577
14,-0.6871549,-0.87731224,"('antisocial', 'social')",-0.9269642,-1.2144271,-0.8070595,-1.0458697,0.2388102
53,0.6741802,0.82168937,"('uncreative', 'creative')",0.3442393,0.5679267,0.5092098,0.694808,-0.1855982
65,-0.6663658,-0.7304526,"('insecure', 'secure')",-0.3544569,-0.32673702,-0.5104114,-0.5285948,0.0181834
52,0.6382298,0.5715634,"('irrational', 'rational')",0.08986835,-0.16597502,0.3640491,0.2027942,0.1612549
16,-0.6305185,-0.56172526,"('unpopular', 'popular')",-0.023464538,-0.030178852,-0.3269915,-0.2959521,-0.0310394
45,-0.6274469,-0.85074437,"('incompetent', 'competent')",-0.4500318,-0.5906571,-0.5387393,-0.7207007,0.1819614
17,-0.61230993,-0.56789285,"('nasty', 'nice')",-0.7361678,-0.90795225,-0.6742389,-0.7379225,0.0636836
48,0.6029985,0.53100514,"('unintelligent', 'intelligent')",-0.09739323,-0.027252212,0.2528026,0.2518765,0.0009261
7,-0.5913779,-0.5556386,"('insensitive', 'sensitive')",-0.14025259,-0.19232164,-0.3658153,-0.3739801,0.0081648
41,0.5657868,0.43421966,"('unforgiving', 'forgiving')",0.7024916,0.39633423,0.6341392,0.4152769,0.2188623
29,-0.54709023,-0.33441573,"('unfair', 'fair')",-0.5107132,-0.42743456,-0.5289017,-0.3809251,-0.1479766
13,-0.53964967,-0.460209,"('impolite', 'polite')",-0.78238773,-0.7033648,-0.6610187,-0.5817869,-0.0792318
