,waste_male,waste_female,tuple,management_male,management_female,inc_male,inc_female,del_male,del_female,average_male,average_female,male-female
71,0.93802345,0.93508244,"('diffident', 'self-confident')",0.56947935,0.69902146,0.54837644,0.5607225,1.2333035,1.2211264,0.8222957,0.8539882,-0.0316925
80,-0.93410707,-1.1777406,"('dominated', 'dominating')",1.5828056,1.191977,-0.86327094,-0.709695,-1.435754,-1.615521,-0.4125816,-0.5777448,0.1651632
79,-0.85041326,-0.6068756,"('wavering', 'unwavering')",-2.1223135,-2.0510433,-0.7600793,-0.7563836,0.7718549,0.7100015,-0.7402378,-0.6760753,-0.0641625
9,0.82170904,0.94242805,"('unaffectionate', 'caring')",-0.19817181,0.29843426,-0.21396697,-0.023494333,1.7458124,1.902738,0.5388457,0.7800265,-0.2411808
11,-0.74786526,-0.8892031,"('unhelpful', 'helpful')",1.64692,1.3031888,0.83312315,0.8709589,0.43940842,0.5752954,0.5428966,0.46506,0.0778366
36,-0.73611987,-0.5181188,"('hostile', 'amicable')",-2.5468025,-2.4316118,-0.08427173,-0.3424442,1.2293341,0.9758256,-0.534465,-0.5790873,0.0446223
2,-0.71576875,-0.8109492,"('unlikable', 'likable')",1.0856106,1.0494845,1.1777861,1.0618801,0.33429506,0.41562498,0.4704807,0.4290101,0.0414706
66,-0.7116353,-0.6460481,"('inactive', 'active')",-0.19553305,-0.10032439,0.16232476,0.18479995,1.7633007,1.4062262,0.2546143,0.2111634,0.0434509
10,-0.69725037,-1.0453635,"('unsympathetic', 'sympathetic')",0.7105681,0.6568147,-0.87717545,-0.6352625,-0.5151224,-0.45922154,-0.344745,-0.3707582,0.0260132
25,0.69710124,0.8609731,"('egoistic', 'altruistic')",-0.75683486,-0.56589395,0.7543078,0.59070385,1.2254767,0.962817,0.4800127,0.46215,0.0178627
28,0.64795995,0.50353086,"('disloyal', 'loyal')",-0.3491225,-0.38315302,0.10174729,-0.17258105,0.6680926,0.38724208,0.2671694,0.0837597,0.1834097
72,0.6425487,0.63113844,"('unambitious', 'ambitious')",0.42977235,0.47039393,-0.5686641,-0.46210733,-0.08659392,-0.005420696,0.1042658,0.1585011,-0.0542353
59,-0.59034663,-0.49658796,"('foolish', 'wise')",-0.8530311,-0.61598307,0.3494366,0.5649988,1.0452197,1.1264502,-0.0121804,0.1447195,-0.1568999
20,-0.5461521,-0.6841692,"('rough', 'thoughtful')",0.602216,0.34363252,1.2680941,0.9115219,0.5117784,0.21608865,0.4589841,0.1967685,0.2622156
12,0.5229833,0.2959147,"('unsupportive', 'supportive')",1.1407259,1.3080971,0.32108742,0.5222471,-1.4354769,-1.6529466,0.1373299,0.1183281,0.0190018
87,-0.5091841,-0.63044965,"('unsuccessful', 'successful')",0.25377864,0.21213603,0.35439655,0.63152075,0.5443628,0.4956205,0.1608385,0.1772069,-0.0163684
37,-0.49855855,-0.7154482,"('fake', 'genuine')",0.6351017,0.607426,-0.28908253,-0.10263702,0.41442657,0.2999717,0.0654718,0.0223281,0.0431437
24,0.4841531,0.21680394,"('dishonest', 'honest')",-0.58308744,-0.45989305,0.23915055,0.4711248,0.68777514,0.6875894,0.2069978,0.2289063,-0.0219085
13,-0.4556189,-0.62329954,"('impolite', 'polite')",1.1244516,1.116637,-0.07589366,0.20371018,-0.7927987,-0.7538998,-0.0499649,-0.014213,-0.0357519
5,0.42536393,0.7380426,"('distant', 'outgoing')",-1.5017924,-1.1189421,0.3641426,0.5083696,0.7363693,0.8365082,0.0060208,0.2409946,-0.2349738
67,0.41596726,0.31663144,"('doubtful', 'determined')",1.279165,1.0167674,0.5723228,0.47495365,-0.5111868,-0.64349115,0.4390671,0.2912153,0.1478518
42,-0.4049544,-0.5089206,"('unreliable', 'reliable')",1.4607697,1.5380006,0.857886,0.99041265,-2.6983786,-2.6424053,-0.1961693,-0.1557282,-0.0404411
34,-0.40062338,-0.509042,"('mean', 'honorable')",0.27716136,0.00656195,2.1129062,2.0408404,5.897576,5.5105057,1.971755,1.7622166,0.2095384
38,0.3987918,0.253745,"('untruthful', 'truthful')",0.88929087,0.8767507,0.3449057,0.35488454,-0.039471157,-0.13961565,0.3983793,0.3364411,0.0619382
74,0.38162056,0.2818673,"('undedicated', 'dedicated')",-0.01617933,0.11068436,0.38976306,0.6423417,-0.27530673,-0.5470031,0.1199744,0.1219725,-0.0019981
0,-0.37979338,-0.70903206,"('unsociable', 'sociable')",0.47070178,0.41819546,-0.558685,-0.38624933,-0.73740214,-1.1280903,-0.3012947,-0.4512941,0.1499994
84,0.37886402,0.3380956,"('inferior', 'superior')",0.2573606,0.3894265,0.7693034,0.96014076,0.28506842,0.09443732,0.4226491,0.4455251,-0.022876
27,-0.37418538,-0.2869038,"('hardhearted', 'softhearted')",-0.37123322,-0.02888498,0.31170535,0.4125128,1.5102226,1.4343929,0.2691273,0.3827792,-0.1136519
14,-0.363849,-0.7386811,"('antisocial', 'social')",1.4631528,1.192278,-0.39606655,-0.3266205,-1.1756139,-1.3677865,-0.1180942,-0.3102025,0.1921083
48,-0.3618453,-0.6554271,"('unintelligent', 'intelligent')",-0.03742202,-0.12623005,0.3239912,0.2793242,0.017916372,-0.13739944,-0.0143399,-0.1599331,0.1455932
83,-0.35153246,-0.6414459,"('powerless', 'powerful')",0.034751672,-0.22749844,-0.5269512,-0.8070927,-0.8024366,-0.97571737,-0.4115421,-0.6629386,0.2513965
39,-0.34025675,-0.47674888,"('exploitative', 'cooperative')",-0.602418,-0.7722446,0.72497714,0.83404464,-0.5273023,-0.48775044,-0.18625,-0.2256748,0.0394248
81,0.2930057,-0.061045796,"('submissive', 'aggressive')",2.2867112,1.9307199,0.56213665,0.58132195,-1.3923197,-1.4364401,0.4373835,0.253639,0.1837445
63,-0.28376406,-0.4206157,"('unperceptive', 'insightful')",1.265069,1.2538844,0.8807165,1.1112729,0.8322533,0.514808,0.6735687,0.6148374,0.0587313
32,-0.27095535,-0.47328952,"('unkind', 'kind')",1.3282576,1.3322399,0.6046181,0.88697076,1.3955352,1.2749416,0.7643639,0.7552156,0.0091483
40,0.27063763,0.37609547,"('stingy', 'generous')",-1.2220279,-0.77191204,0.0048247725,0.19973491,-1.5865862,-1.8480469,-0.6332879,-0.5110322,-0.1222557
57,-0.2607907,-0.336796,"('unimaginative', 'imaginative')",-0.07817277,-0.071112156,0.06164594,0.10894066,-3.3741589,-3.2822304,-0.9128691,-0.8952994,-0.0175697
4,-0.2562649,-0.16211784,"('disliked', 'liked')",-0.9075602,-0.74754983,0.8152401,0.6132714,-6.668155,-6.727472,-1.7541851,-1.755967,0.0017819
21,-0.237539,-0.79286915,"('immoral', 'moral')",1.3683057,0.91287804,0.3730335,0.060324296,-0.8448875,-1.1870339,0.1647282,-0.2516752,0.4164034
23,-0.23528177,-0.43144917,"('insincere', 'sincere')",1.2049857,1.1201499,0.047325782,0.28833532,5.268008,5.13446,1.5712595,1.527874,0.0433855
43,-0.22441107,-0.5472011,"('irresponsible', 'responsible')",1.8240122,1.8093544,0.25347608,0.45114103,-0.035552837,-0.12191637,0.4543811,0.3978445,0.0565366
30,-0.2020555,-0.49735844,"('intolerant', 'tolerant')",1.7955526,1.8460234,1.0777776,1.4470302,-0.05191744,-0.09165116,0.6548393,0.676011,-0.0211717
41,0.18646784,0.100337066,"('unforgiving', 'forgiving')",0.68022805,0.65913236,0.7953735,0.6023226,-0.37805146,-0.61619884,0.3210045,0.1863983,0.1346062
77,-0.1722176,-0.33139464,"('unmotivated', 'motivated')",0.05977977,-0.25583488,-0.36386144,-0.52242565,-1.8165447,-1.9203842,-0.573211,-0.7575098,0.1842988
60,-0.15927286,-0.5047089,"('inefficient', 'efficient')",2.456409,2.147834,0.5799825,0.72583926,-1.1638151,-1.2668921,0.4283259,0.2755181,0.1528078
6,0.15000746,0.4914332,"('distant', 'open')",-2.308864,-1.8540941,-0.031190917,-0.035456505,1.7377474,1.6278957,-0.113075,0.0574446,-0.1705196
61,0.1464183,0.033726577,"('illogical', 'logical')",0.52288294,0.5674919,-0.06955978,-0.1548052,0.037431493,-0.256993,0.1592932,0.0473551,0.1119381
69,0.12818749,0.44181913,"('lazy', 'industrious')",0.20143941,0.32340053,1.0471637,1.0327667,-0.44682872,-0.43687594,0.2324905,0.3402776,-0.1077871
7,-0.12419154,-0.35951984,"('insensitive', 'sensitive')",1.3167711,1.2036308,0.009610072,0.09627889,0.7443324,0.49652827,0.4866305,0.3592295,0.127401
47,0.1044668,0.0382021,"('stupid', 'smart')",0.6531112,0.6945793,0.7389932,1.0895345,5.916501,5.8375325,1.8532681,1.9149621,-0.061694
78,0.079515934,0.10199256,"('nonresilient', 'resilient')",1.1987227,1.229711,-0.06380445,0.06441947,-0.21619833,-0.42471796,0.249559,0.2428513,0.0067077
86,0.058393262,-0.30664837,"('uninfluential', 'influential')",-0.2896235,-0.4854329,0.43324965,0.36151662,0.16566643,-0.23295827,0.0919215,-0.1658807,0.2578022
53,0.040590707,0.16452092,"('uncreative', 'creative')",-0.60582876,-0.26914787,-0.05038677,0.25815198,1.2892656,1.243876,0.1684102,0.3493502,-0.18094
52,0.029464196,0.21305287,"('irrational', 'rational')",-1.9572669,-1.5634818,-1.2543328,-1.1656424,1.1350822,1.0880694,-0.5117633,-0.3570005,-0.1547628
8,0.025242537,0.093517825,"('unaffectionate', 'affectionate')",-1.3615367,-1.1262084,-0.38277382,-0.54549736,2.0319066,2.0628028,0.0782096,0.1211537,-0.0429441
