,whole_male,whole_female,tuple,foods_male,foods_female,market_male,market_female,inc_male,inc_female,average_male,average_female,male-female
3,-2.2251952,-1.9904702,"('repellent', 'pleasant')",-1.9998615,-1.9944022,0.6280897,0.74944836,0.19693057,0.42838964,-0.8500091,-0.7017586,-0.1482505
56,1.5851921,1.7802421,"('impractical', 'practical')",0.5846465,0.47989362,2.619547,2.687358,0.096444145,0.49144807,1.2214575,1.3597354,-0.1382779
33,1.5507954,1.3087862,"('wrong', 'right')",0.9738959,0.9145206,-0.08922421,-0.16631436,-0.5974351,-0.87806284,0.459508,0.2947324,0.1647756
71,1.4903328,1.5248504,"('diffident', 'self-confident')",1.9235573,1.9686319,0.83738905,0.82741684,0.86822414,0.9329388,1.2798759,1.3134594,-0.0335835
42,1.3855938,1.3331432,"('unreliable', 'reliable')",0.81178594,0.5849112,1.1394726,1.0102779,-2.932374,-2.7795503,0.1011195,0.0371955,0.063924
38,1.3595121,1.3183173,"('untruthful', 'truthful')",0.9934314,0.9180997,0.33901143,0.36948624,0.41994706,0.45752567,0.7779755,0.7658573,0.0121182
82,-1.2223173,-0.94429123,"('poor', 'rich')",-0.72131443,-0.6359069,-0.5300229,-0.26688346,6.982281,7.1849904,1.1271566,1.3344772,-0.2073206
77,-1.2142488,-1.3582369,"('unmotivated', 'motivated')",-0.40384334,-0.62660336,0.96235543,0.8320044,-1.1921904,-1.1008995,-0.4619818,-0.5634338,0.101452
14,-1.1859719,-1.0676339,"('antisocial', 'social')",-1.0156598,-1.0237273,1.0100015,1.0782359,-0.8747682,-0.6101702,-0.5165995,-0.4058238,-0.1107757
73,1.1759759,1.1362499,"('helpless', 'self-reliant')",1.2053343,1.2186652,-0.13251129,-0.13063355,-3.4507766,-3.4228346,-0.3004944,-0.2996383,-0.0008561
20,-1.1672014,-1.1943847,"('rough', 'thoughtful')",-0.998622,-1.0984433,0.2813151,0.17391184,0.9595346,0.78586984,-0.2312434,-0.3332616,0.1020182
6,1.1431223,0.9969437,"('distant', 'open')",1.4264966,1.4704431,-0.74432766,-0.7445127,0.6640327,0.52032757,0.622331,0.5608004,0.0615306
67,1.0875952,0.9926328,"('doubtful', 'determined')",0.48807976,0.4377984,0.6851059,0.6352997,-0.69509226,-0.7690091,0.3914222,0.3241805,0.0672417
15,1.0752859,0.8581534,"('boring', 'funny')",0.8150473,0.75609493,-0.12606174,-0.24540111,0.52230036,0.38007298,0.571643,0.43723,0.134413
18,-1.0717077,-0.976076,"('disagreeable', 'welcoming')",-0.21157217,-0.12356065,-1.4264482,-1.3789105,-0.23958291,-0.21136554,-0.7373278,-0.6724781,-0.0648497
74,1.0613501,1.128299,"('undedicated', 'dedicated')",0.1849751,0.060957737,1.6653504,1.7634045,0.011814818,0.023988646,0.7308726,0.7441625,-0.0132899
86,-1.0152782,-1.0283318,"('uninfluential', 'influential')",-0.8394411,-1.1363664,0.6180287,0.5738461,0.14651239,0.21788847,-0.2725446,-0.3432409,0.0706963
21,-1.0092944,-0.93948346,"('immoral', 'moral')",-0.5949654,-0.8661152,1.1508458,1.170283,-0.6978958,-0.5617024,-0.2878274,-0.2992545,0.0114271
9,0.98003626,0.89722496,"('unaffectionate', 'caring')",0.56538707,0.41446704,-0.53246456,-0.63607985,1.6659896,1.6243265,0.6697371,0.5749847,0.0947524
53,-0.9552821,-0.9159707,"('uncreative', 'creative')",-0.97566295,-1.0163536,-1.0329332,-0.996972,1.1825194,1.200445,-0.4453397,-0.4322128,-0.0131269
79,0.94302046,0.85849595,"('wavering', 'unwavering')",1.1055017,1.0627811,-1.248818,-1.2936805,0.058099948,-0.06468311,0.214451,0.1407284,0.0737226
51,-0.93114185,-0.71643347,"('uneducated', 'educated')",-0.7479377,-0.8433041,0.495934,0.5092786,0.69058913,0.70940685,-0.1231391,-0.085263,-0.0378761
75,-0.9214175,-0.90615475,"('meek', 'impulsive')",-0.43413556,-0.2508758,-1.5907683,-1.3956544,-0.50188833,-0.47117382,-0.8620524,-0.7559647,-0.1060877
36,-0.86500955,-1.1983337,"('hostile', 'amicable')",0.12415989,0.22136697,-2.4045944,-2.4742112,-0.3611508,-0.75365674,-0.8766487,-1.0512087,0.17456
39,0.83574796,0.78736264,"('exploitative', 'cooperative')",0.36611968,0.28814414,0.888534,0.83714145,0.119698495,0.19219832,0.552525,0.5262116,0.0263134
10,-0.8308385,-0.93720526,"('unsympathetic', 'sympathetic')",-1.3570217,-1.7737195,0.6309503,0.52684027,-0.16943547,0.11620124,-0.4315864,-0.5169709,0.0853845
57,-0.82662815,-0.9096632,"('unimaginative', 'imaginative')",-0.98678696,-1.2963177,0.07842292,0.027914278,-3.0131383,-2.9137492,-1.1870326,-1.272954,0.0859214
58,-0.825406,-0.9092331,"('undiscriminating', 'discriminating')",-0.92001295,-1.1532706,0.0018660948,-0.012109444,-0.076420605,-0.22008286,-0.4549934,-0.573674,0.1186806
28,0.7702687,0.5630189,"('disloyal', 'loyal')",0.7137198,0.423514,0.6889283,0.5230354,1.0737221,1.0364096,0.8116598,0.6364945,0.1751653
16,-0.76675427,-0.837138,"('unpopular', 'popular')",0.13081074,0.18734571,-1.4531776,-1.2807763,0.6251474,0.57646847,-0.3659934,-0.338525,-0.0274684
37,0.7633283,0.57170635,"('fake', 'genuine')",0.50526506,0.13600367,-0.0407089,-0.28725272,0.46657825,0.37251234,0.4236157,0.1982424,0.2253733
32,0.7624389,0.86262256,"('unkind', 'kind')",0.18810727,0.058120783,0.3261472,0.2940075,1.3403515,1.5503656,0.6542612,0.6912791,-0.0370179
52,0.760046,0.5007957,"('irrational', 'rational')",0.6651478,0.63380384,-2.0690198,-2.1371026,-0.3485367,-0.5871015,-0.2480907,-0.3974012,0.1493105
13,0.7450965,0.7980301,"('impolite', 'polite')",0.14663659,-0.06310259,1.7075995,1.5858946,-0.14921385,0.03310716,0.6125297,0.5884823,0.0240474
12,0.7274313,0.8790586,"('unsupportive', 'supportive')",0.47955498,0.42108905,0.3371534,0.39385936,-1.5467981,-1.3543868,-0.0006646,0.0849051,-0.0855697
65,-0.7270045,-0.685633,"('insecure', 'secure')",-1.4596895,-1.5898272,0.622843,0.5218144,-0.30652994,0.0049309153,-0.4675953,-0.4371787,-0.0304166
70,-0.7255323,-0.5711917,"('lethargic', 'energetic')",-1.17594,-1.328902,0.60169065,0.6815256,0.6858713,0.9497097,-0.1534776,-0.0672146,-0.086263
72,-0.6738756,-0.6812092,"('unambitious', 'ambitious')",-1.16046,-1.1523019,-0.43329784,-0.43414953,-0.6104643,-0.35348845,-0.7195244,-0.6552873,-0.0642371
46,-0.6645349,-0.6255188,"('uncompetitive', 'competitive')",-0.40225607,-0.69353557,2.7645211,2.7734275,-0.93754375,-0.72764,0.1900466,0.1816833,0.0083633
19,0.65965265,0.61589766,"('inhospitable', 'hospitable')",0.8318645,0.81565267,-0.89182806,-0.8836481,0.1508095,-0.038392335,0.1876246,0.1273775,0.0602471
69,0.6264456,0.482075,"('lazy', 'industrious')",1.6526275,1.7958593,-0.039342806,0.048402317,-0.37388268,-0.61085016,0.4664619,0.4288716,0.0375903
76,-0.6171296,-0.558589,"('anxious', 'daring')",-1.2519774,-1.5007387,1.0203255,0.93097895,0.30032828,0.44969267,-0.1371133,-0.169664,0.0325507
80,0.58888614,0.66849273,"('dominated', 'dominating')",-0.24063078,-0.36828113,1.9870408,1.9275922,-0.9710823,-0.8290658,0.3410535,0.3496845,-0.008631
25,0.56756955,0.4052924,"('egoistic', 'altruistic')",1.9708332,2.085909,-0.19741145,-0.19377285,1.4830816,1.2288542,0.9560182,0.8815707,0.0744475
40,-0.5173671,-0.5063218,"('stingy', 'generous')",0.6135076,0.60863644,-0.6269585,-0.5205397,-1.6850818,-1.6833909,-0.553975,-0.525404,-0.028571
60,-0.4981675,-0.39763647,"('inefficient', 'efficient')",-0.1940697,-0.37331283,2.620337,2.5274987,0.19607134,0.5740573,0.5310428,0.5826517,-0.0516089
45,0.4975568,0.5199095,"('incompetent', 'competent')",0.067855954,-0.08368656,1.4791034,1.6075509,-0.2306084,-0.13830037,0.4534769,0.4763684,-0.0228915
30,-0.4580363,-0.3154809,"('intolerant', 'tolerant')",-0.4450141,-0.549454,0.254566,0.20287633,0.9371755,1.1868261,0.0721728,0.1311919,-0.0590191
50,0.4529176,0.4125434,"('clumsy', 'skillful')",0.26651657,0.10071914,-1.0252974,-1.087424,0.19920658,0.07832381,-0.0266642,-0.1239594,0.0972952
88,-0.4105423,-0.51414907,"('low', 'eminent')",-0.9134456,-1.1435226,-1.8194652,-1.8630505,0.20496769,0.27529174,-0.7346213,-0.8113576,0.0767363
7,-0.40794683,-0.35802764,"('insensitive', 'sensitive')",-0.9103953,-1.0975767,1.0150659,0.94254094,0.9871079,1.1478258,0.1709579,0.1586906,0.0122673
31,-0.4001794,-0.4658488,"('evil', 'good')",0.55833584,0.7576579,-2.541625,-2.4525127,-0.733877,-0.93315786,-0.7793364,-0.7734654,-0.005871
5,0.39677155,0.43322167,"('distant', 'outgoing')",0.9990188,1.1160803,-1.4131302,-1.358731,0.07764938,0.06285389,0.0150774,0.0633562,-0.0482788
23,0.3894338,0.60752684,"('insincere', 'sincere')",-0.7433142,-0.8891632,0.8150295,0.8025957,6.805394,6.9891696,1.8166358,1.8775322,-0.0608964
85,0.3630439,0.10319075,"('insignificant', 'prestigious')",1.5497001,1.5261066,-2.6397555,-2.7534919,0.16729839,-0.41780275,-0.1399283,-0.3854993,0.245571
84,0.35936666,0.2512501,"('inferior', 'superior')",0.1321165,0.10006639,-0.1722193,-0.2298869,0.43811467,0.24322972,0.1893446,0.0911648,0.0981798
63,-0.35619995,-0.079268865,"('unperceptive', 'insightful')",0.072759554,-0.043013185,0.9751701,1.0691422,1.3378394,1.5160843,0.5073923,0.6157361,-0.1083438
81,-0.34194797,-0.1927261,"('submissive', 'aggressive')",-0.79922795,-0.99771214,1.502648,1.5279883,-0.5067066,-0.17294343,-0.0363086,0.0411517,-0.0774603
55,-0.34147778,-0.28871042,"('incompetent', 'clever')",-0.49868095,-0.64530283,1.9780627,2.0106585,0.072202265,0.2745839,0.3025266,0.3378073,-0.0352807
59,0.34001154,0.2898684,"('foolish', 'wise')",0.77807546,0.84970784,-1.6514665,-1.69058,0.5163197,0.34200355,-0.0042649,-0.0522501,0.0479852
34,-0.33717728,-0.27719602,"('mean', 'honorable')",0.27453077,0.2095198,0.92176497,0.93172765,6.5632296,6.5649824,1.855587,1.8572584,-0.0016714
64,-0.33422616,-0.35379785,"('shy', 'confident')",-0.93231565,-1.0648253,-0.1689744,-0.2573654,-7.371426,-7.1316085,-2.2017355,-2.2018993,0.0001638
48,-0.29590893,-0.37458253,"('unintelligent', 'intelligent')",0.23306842,0.029170696,-0.37028214,-0.47594172,0.6202367,0.67176396,0.0467785,-0.0373974,0.0841759
4,0.28883192,0.2831897,"('disliked', 'liked')",1.1769193,1.3165413,-0.0564464,0.11088632,-6.7125196,-6.6452527,-1.3258038,-1.2336588,-0.092145
83,-0.2765132,-0.36166131,"('powerless', 'powerful')",0.2447307,0.12687853,-0.23442873,-0.18414727,-1.1678691,-1.1245553,-0.3585201,-0.3858714,0.0273513
2,0.2733909,0.22202057,"('unlikable', 'likable')",-0.017359972,-0.133614,0.040082976,0.010611452,0.32761165,0.37919095,0.1559314,0.1195522,0.0363792
22,-0.26638687,-0.21337989,"('untrustworthy', 'trustworthy')",-1.7711877,-1.8380064,0.46245065,0.5043914,-0.8758816,-0.7145058,-0.6127514,-0.5653752,-0.0473762
43,0.2661833,0.24419272,"('irresponsible', 'responsible')",-0.7610984,-0.9659454,0.90340865,0.81857353,0.943186,1.0671233,0.3379199,0.290986,0.0469339
41,0.25230032,0.26425996,"('unforgiving', 'forgiving')",0.21251816,0.16783379,0.22852783,0.30681282,-0.33040866,-0.30943874,0.0907344,0.107367,-0.0166326
54,0.25011736,0.15324225,"('incapable', 'capable')",0.007932723,-0.028588831,-0.093649864,-0.19825624,1.2564245,1.2530786,0.3552062,0.2948689,0.0603373
61,-0.24196956,-0.22636934,"('illogical', 'logical')",-0.642935,-0.7529897,0.61799145,0.54988104,0.24647895,0.23061438,-0.0051085,-0.0497159,0.0446074
87,-0.23533449,-0.23251624,"('unsuccessful', 'successful')",-0.32842287,-0.4848184,1.4133999,1.4259214,0.5733901,0.66879934,0.3557582,0.3443465,0.0114117
24,0.23031536,0.069002375,"('dishonest', 'honest')",-0.18196389,-0.39381233,0.044387408,-0.028583273,1.1790545,1.4688162,0.3179483,0.2788557,0.0390926
49,-0.22415976,-0.018653411,"('unable', 'able')",-0.45591456,-0.39854443,0.32515487,0.4405504,0.07817394,0.3426582,-0.0691864,0.0915027,-0.1606891
35,0.20623262,0.05019605,"('corrupt', 'incorrupt')",0.2410918,0.48167878,-2.227428,-2.1595602,-0.36656997,-0.7031254,-0.5366684,-0.5827027,0.0460343
44,-0.17625289,-0.23106512,"('prejudiced', 'unprejudiced')",-0.56910306,-0.5564087,-0.98366976,-0.9798949,-1.692392,-1.7970765,-0.8553544,-0.8911113,0.0357569
26,0.16260625,-0.04743549,"('hardhearted', 'benevolent')",0.5445873,0.45673847,0.2410515,0.049896635,1.1996853,0.91908187,0.5369826,0.3445704,0.1924122
0,0.1192182,0.048752215,"('unsociable', 'sociable')",0.1589433,-0.09342864,1.7117668,1.6462744,-0.4005851,-0.2840914,0.3973358,0.3293766,0.0679592
8,0.107692525,-0.0098251775,"('unaffectionate', 'affectionate')",0.39979368,0.37391615,-1.2109382,-1.3357879,0.87807727,0.70036155,0.0436563,-0.0678338,0.1114901
29,0.10576664,0.06649117,"('unfair', 'fair')",-0.43782607,-0.31216416,0.085158885,0.17426823,-0.4496255,-0.62565845,-0.1741315,-0.1742658,0.0001343
27,0.09269869,0.013221996,"('hardhearted', 'softhearted')",0.2193233,0.13786529,-0.22479829,-0.40742865,1.7786877,1.7105871,0.4664779,0.3635615,0.1029164
68,-0.089525774,-0.05194594,"('dependent', 'independent')",-1.065563,-1.0935929,-0.111280724,-0.02978491,-0.31967473,-0.40848982,-0.396511,-0.3959534,-0.0005576
11,-0.07831767,0.12975752,"('unhelpful', 'helpful')",-0.39303052,-0.5105664,0.59202147,0.6693703,2.3367648,2.5262988,0.6143595,0.703715,-0.0893555
66,0.04485499,-0.09419553,"('inactive', 'active')",-0.10872888,-0.19971147,-0.5315803,-0.5529692,0.85422564,0.48929605,0.0646929,-0.089395,0.1540879
1,-0.02796378,-0.15518937,"('unfriendly', 'friendly')",0.3930933,0.27434814,-0.5568986,-0.60152787,2.2342484,2.0742695,0.5106198,0.3979751,0.1126447
47,0.02561168,0.1511608,"('stupid', 'smart')",-0.123953775,-0.14102802,0.66934365,0.7379942,6.2492323,6.319997,1.7050585,1.767031,-0.0619725
62,-0.018327102,0.24087203,"('incompetent', 'brilliant')",-0.51009953,-0.526397,1.1208774,1.2925828,0.5005109,1.0086077,0.2732404,0.5039164,-0.230676
17,-0.014790574,0.028983407,"('nasty', 'nice')",-0.19781224,-0.194624,-0.6683359,-0.63023597,-0.26989526,-0.17553967,-0.2877085,-0.2428541,-0.0448544
78,0.013137034,0.17169742,"('nonresilient', 'resilient')",0.43261087,0.4064802,0.7450184,0.8460976,0.43756157,0.4830298,0.407082,0.4768263,-0.0697443
