,expedia_male,expedia_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
86,-2.2519498,-1.7984376,"('uninfluential', 'influential')",0.060546126,0.18533464,-0.46270257,-0.19362286,-0.884702,-0.6022419,-0.2824601
1,-2.0099232,-1.6531059,"('unfriendly', 'friendly')",-0.9340419,-0.23678045,1.6447501,2.071069,-0.4330717,0.0603942,-0.4934659
53,-1.9602673,-1.8902044,"('uncreative', 'creative')",-0.048118107,0.048618652,1.004464,1.2302,-0.3346405,-0.2037952,-0.1308453
8,-1.8435855,-1.7296697,"('unaffectionate', 'affectionate')",-0.4285262,-0.25270623,0.8207793,1.0741736,-0.4837774,-0.3027341,-0.1810433
44,1.681304,1.3584031,"('prejudiced', 'unprejudiced')",-0.15652506,-0.29136503,-0.94838333,-1.1954767,0.1921319,-0.0428129,0.2349448
73,1.5808362,1.6160659,"('helpless', 'self-reliant')",0.14841864,0.18861763,-3.2520468,-2.9666307,-0.5075973,-0.3873158,-0.1202815
9,-1.5536697,-1.4214046,"('unaffectionate', 'caring')",-0.31117898,-0.0600462,1.173811,1.440655,-0.2303459,-0.0135986,-0.2167473
28,-1.4314725,-1.0369003,"('disloyal', 'loyal')",-0.4047404,-0.15178606,0.6808945,0.7107483,-0.3851061,-0.1593127,-0.2257934
82,-1.3819413,-1.4730741,"('poor', 'rich')",0.080980875,-0.08607558,6.486205,6.152476,1.7284149,1.5311087,0.1973062
46,-1.3758887,-1.2161921,"('uncompetitive', 'competitive')",1.402558,1.1970173,-1.1315854,-1.2038813,-0.3683054,-0.4076854,0.03938
57,-1.3292519,-1.4231298,"('unimaginative', 'imaginative')",-0.089961134,-0.32229456,-2.987192,-2.6720414,-1.4688017,-1.4724886,0.0036869
69,1.3190802,1.5894452,"('lazy', 'industrious')",0.08629856,0.3844137,-0.36502767,-0.1146299,0.3467837,0.619743,-0.2729593
0,-1.3065729,-0.9740286,"('unsociable', 'sociable')",0.09699775,0.30780917,-0.8853303,-0.7572342,-0.6983018,-0.4744845,-0.2238173
10,-1.2897649,-1.3750647,"('unsympathetic', 'sympathetic')",0.13555047,0.13947414,-0.42685926,-0.4913264,-0.5270245,-0.575639,0.0486145
67,1.2740487,1.5509388,"('doubtful', 'determined')",0.44236317,0.4695496,-0.69117707,-0.74118644,0.3417449,0.426434,-0.0846891
