,expedia_male,expedia_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
78,-1.2593334,-1.2242376,"('nonresilient', 'resilient')",1.0599524,0.8922719,-0.14408207,0.048598684,-0.1144877,-0.0944557,-0.020032
19,-1.2446706,-0.9559243,"('inhospitable', 'hospitable')",-1.9404439,-1.6045582,-0.17696436,0.10470411,-1.1206929,-0.8185928,-0.3021001
48,-1.2258317,-0.77099913,"('unintelligent', 'intelligent')",-0.2586393,0.04095488,0.023453994,0.3053547,-0.4870057,-0.1415632,-0.3454425
55,-1.2113082,-1.0487114,"('incompetent', 'clever')",1.239244,1.1651483,-0.4159159,-0.35325,-0.1293267,-0.0789377,-0.050389
45,-1.1858201,-0.90002245,"('incompetent', 'competent')",0.017845169,0.17371638,-0.64347136,-0.5865471,-0.6038154,-0.4376177,-0.1661977
37,-1.1641864,-0.5552912,"('fake', 'genuine')",-0.8368197,-0.015009496,0.26913536,0.47661826,-0.5772903,-0.0312275,-0.5460628
64,1.0458275,1.2407765,"('shy', 'confident')",1.0002754,1.1239355,-6.9702187,-6.8288665,-1.6413719,-1.4880514,-0.1533205
42,1.01156,1.016932,"('unreliable', 'reliable')",1.3686552,1.4517268,-2.9668632,-2.7184546,-0.1955493,-0.0832652,-0.1122841
24,-0.99056023,-0.6605047,"('dishonest', 'honest')",-0.70088553,-0.35154954,0.4627035,0.44179,-0.4095808,-0.1900881,-0.2194927
23,-0.988195,-0.8729057,"('insincere', 'sincere')",0.1140992,0.14591959,5.8558702,5.58025,1.6605914,1.6177546,0.0428368
58,-0.9797963,-0.68228054,"('undiscriminating', 'discriminating')",0.63985354,0.8650613,-0.13082251,0.17652233,-0.1569218,0.1197677,-0.2766895
75,0.9563619,0.6409116,"('meek', 'impulsive')",-1.1045959,-1.3657649,-0.41289386,-0.47072306,-0.1870426,-0.3985254,0.2114828
49,-0.81104165,-0.74426985,"('unable', 'able')",-0.85042006,-0.9553998,-0.418389,-0.36692598,-0.6932836,-0.6888652,-0.0044184
81,0.76807797,0.47130617,"('submissive', 'aggressive')",1.964759,1.5149901,-1.0360807,-1.1663493,0.5655854,0.2733157,0.2922697
63,-0.758901,-0.33524612,"('unperceptive', 'insightful')",0.8309845,1.2394999,0.31294572,0.68456393,0.1283431,0.5296059,-0.4012628
31,-0.74743503,-0.5794063,"('evil', 'good')",-1.5026292,-1.0004308,-0.74089444,-0.46931595,-0.9969862,-0.683051,-0.3139352
39,0.691366,1.0194637,"('exploitative', 'cooperative')",1.3199754,1.6343341,0.026922835,0.04123126,0.6794214,0.8983429,-0.2189215
41,-0.67709076,-0.5402554,"('unforgiving', 'forgiving')",0.18770674,0.5350743,-0.13110957,0.020966828,-0.2068312,0.0052619,-0.2120931
87,0.65177375,0.62185776,"('unsuccessful', 'successful')",1.1590339,0.9487652,0.53170216,0.66121274,0.7808366,0.7439452,0.0368914
36,-0.63714933,-0.76040894,"('hostile', 'amicable')",-1.5575495,-1.4931483,0.6235893,0.6423075,-0.5237032,-0.5370832,0.01338
68,-0.621304,-0.120925434,"('dependent', 'independent')",-0.61414534,-0.15590115,-0.8954313,-0.6478848,-0.7102935,-0.3082371,-0.4020564
40,-0.6118435,-0.46555245,"('stingy', 'generous')",0.4029428,0.56449205,-2.0448577,-1.577357,-0.7512528,-0.4928058,-0.258447
56,0.5826322,0.5686405,"('impractical', 'practical')",1.0349948,0.69815755,-0.23864147,-0.38564023,0.4596618,0.2937193,0.1659425
22,-0.5596394,-0.33216205,"('untrustworthy', 'trustworthy')",0.23172024,0.6444379,-1.4167646,-1.4007833,-0.5815612,-0.3628358,-0.2187254
7,-0.5571386,-0.32353213,"('insensitive', 'sensitive')",-0.16759375,0.00026603043,0.2814562,0.54378194,-0.1477587,0.0735053,-0.221264
25,-0.55197084,-0.6912982,"('egoistic', 'altruistic')",0.18172558,0.024102174,1.7830524,1.7767477,0.4709357,0.3698506,0.1010851
27,-0.54597455,-0.2703607,"('hardhearted', 'softhearted')",-0.5128319,0.026270363,1.3513777,1.7197455,0.0975238,0.4918851,-0.3943613
13,-0.5446122,-0.41261178,"('impolite', 'polite')",-0.32641137,-0.13421652,-0.8186003,-0.71959394,-0.5632079,-0.4221408,-0.1410671
80,0.5440843,0.5154147,"('dominated', 'dominating')",1.1338621,1.0498394,-1.5739766,-1.5909686,0.0346566,-0.0085715,0.0432281
12,-0.5374705,-0.35459283,"('unsupportive', 'supportive')",0.8238592,0.8946665,-2.0669293,-1.7620193,-0.5935136,-0.4073152,-0.1861984
51,-0.53188014,-0.58458424,"('uneducated', 'educated')",0.486791,0.59814626,-0.07154287,0.09997922,-0.0388773,0.0378471,-0.0767244
59,0.50025195,0.8489712,"('foolish', 'wise')",-1.135502,-0.81230885,0.5997189,0.7816843,-0.0118437,0.2727822,-0.2846259
74,-0.47239426,-0.43733266,"('undedicated', 'dedicated')",1.3012927,1.2820756,0.018733852,0.12862575,0.2825441,0.3244563,-0.0419122
6,-0.46463203,-0.35819754,"('distant', 'open')",-1.8600917,-1.6474642,0.695948,0.80118275,-0.5429252,-0.401493,-0.1414322
18,-0.45714074,-0.5410032,"('disagreeable', 'welcoming')",-0.4157315,-0.367872,-0.3418951,-0.20619056,-0.4049224,-0.3716886,-0.0332338
65,-0.45518333,-0.6206853,"('insecure', 'secure')",0.915186,0.84467006,-0.5341428,-0.68202144,-0.0247134,-0.1526789,0.1279655
60,0.453808,0.71556145,"('inefficient', 'efficient')",1.2998807,1.3492701,-0.46112198,-0.40841478,0.4308556,0.5521389,-0.1212833
29,-0.43695706,-0.15455678,"('unfair', 'fair')",-0.97201663,-0.3557903,-0.618407,-0.46928567,-0.6757936,-0.3265442,-0.3492494
16,-0.43353295,-0.5846869,"('unpopular', 'popular')",-0.32825086,-0.35681793,0.51187986,0.5398666,-0.0833013,-0.1338794,0.0505781
52,0.39826405,0.36204654,"('irrational', 'rational')",-0.95943564,-0.8798694,0.4105271,0.44262326,-0.0502148,-0.0250665,-0.0251483
30,0.37728804,0.3158223,"('intolerant', 'tolerant')",0.72053677,0.63596714,0.93686104,0.91459644,0.6782286,0.6221286,0.0561
2,0.3754328,0.24055701,"('unlikable', 'likable')",1.5375321,1.5754362,0.67272526,0.66119266,0.8618967,0.8257287,0.036168
3,-0.36605003,-0.4766533,"('repellent', 'pleasant')",1.0176191,0.9104068,0.45657954,0.19411488,0.3693829,0.2092895,0.1600934
54,-0.36289486,-0.5427908,"('incapable', 'capable')",-0.08197974,-0.17072828,1.2123947,1.1751508,0.25584,0.1538772,0.1019628
34,-0.35587537,-0.16781248,"('mean', 'honorable')",-0.2571069,-0.12647796,6.1059446,5.9478607,1.8309875,1.8845234,-0.0535359
43,-0.35225835,-0.31132752,"('irresponsible', 'responsible')",0.7857899,0.774311,0.42678413,0.39868134,0.2867719,0.2872216,-0.0004497
32,-0.33908948,-0.4305899,"('unkind', 'kind')",0.31654647,0.51645976,0.71310294,0.73913085,0.2301866,0.2750002,-0.0448136
72,-0.29033133,-0.53632796,"('unambitious', 'ambitious')",0.7912917,0.5863717,-0.7643332,-0.7751029,-0.0877909,-0.2416864,0.1538955
79,-0.28860736,-0.54392904,"('wavering', 'unwavering')",-1.7766386,-1.9698732,0.13791688,0.13934986,-0.6424431,-0.7914841,0.149041
71,0.25940254,0.41270983,"('diffident', 'self-confident')",0.037287217,-0.006705165,0.5955009,0.70920473,0.2973969,0.3717364,-0.0743395
15,-0.24871734,-0.3417294,"('boring', 'funny')",-1.1572375,-1.2210844,0.20154166,0.33358544,-0.4014711,-0.4097428,0.0082717
11,-0.2189472,-0.0650287,"('unhelpful', 'helpful')",-0.38059226,-0.42128998,1.3817769,1.446343,0.2607458,0.3200081,-0.0592623
4,0.21558018,0.09571552,"('disliked', 'liked')",-0.49552903,-0.6107093,-7.083163,-6.7101297,-2.4543705,-2.4083745,-0.045996
84,0.2092227,0.46471706,"('inferior', 'superior')",0.10739487,0.10272483,0.5367089,0.70351154,0.2844421,0.4236511,-0.139209
14,0.19857207,0.101082385,"('antisocial', 'social')",1.8336866,1.656288,-0.94850314,-1.0253484,0.3612519,0.2440073,0.1172446
85,0.17888184,0.20554379,"('insignificant', 'prestigious')",-0.5229464,-0.56533587,0.62645066,0.895533,0.0941287,0.1785803,-0.0844516
76,0.16896617,-0.38278055,"('anxious', 'daring')",1.2801377,0.758604,0.21817392,-0.064916044,0.5557593,0.1036358,0.4521235
83,0.13192348,0.32986552,"('powerless', 'powerful')",0.11311695,-0.2134246,-1.0144763,-1.0484154,-0.2564786,-0.3106582,0.0541796
61,-0.13037904,0.08185552,"('illogical', 'logical')",-0.39668944,-0.3111641,0.041299522,0.111237176,-0.161923,-0.0393571,-0.1225659
17,0.12377607,0.23130655,"('nasty', 'nice')",-1.0072085,-0.89578027,-0.44188407,-0.40134662,-0.4417721,-0.3552734,-0.0864987
47,0.12240078,0.2161198,"('stupid', 'smart')",0.89333576,0.92967606,5.962451,5.6475434,2.3260625,2.2644464,0.0616161
66,-0.121385805,-0.30134422,"('inactive', 'active')",0.6103319,0.683239,1.0937929,1.1964732,0.5275797,0.5261226,0.0014571
70,-0.10064553,0.03794991,"('lethargic', 'energetic')",0.57935375,0.6582588,0.26110855,0.31202218,0.2466056,0.336077,-0.0894714
33,0.0924617,0.36303666,"('wrong', 'right')",-0.31650165,-0.27834982,-0.32519266,-0.16210751,-0.1830775,-0.0258069,-0.1572706
26,-0.09083097,0.23751807,"('hardhearted', 'benevolent')",0.99609447,1.272653,1.5484848,1.8006492,0.8179161,1.1036067,-0.2856906
21,-0.08031441,-0.03206859,"('immoral', 'moral')",0.69425035,0.5180794,-0.9282603,-1.0306649,-0.1047748,-0.1815514,0.0767766
35,0.05680223,0.1713146,"('corrupt', 'incorrupt')",-1.5147214,-1.4342117,0.23069073,0.30820924,-0.4090761,-0.3182293,-0.0908468
50,0.041638337,0.48919412,"('clumsy', 'skillful')",-0.54589945,-0.1727066,0.15530118,0.37683955,-0.11632,0.231109,-0.347429
20,-0.03200384,0.30509168,"('rough', 'thoughtful')",1.371826,1.6343559,1.1183505,1.3008984,0.8193909,1.0801153,-0.2607244
38,0.030191176,-0.035591826,"('untruthful', 'truthful')",-1.0879973,-1.2213478,-0.21955201,-0.23005044,-0.4257861,-0.4956634,0.0698773
5,-0.021408595,0.04282944,"('distant', 'outgoing')",-1.6771061,-1.4682894,-0.09325135,0.11162971,-0.5972553,-0.4379434,-0.1593119
77,0.0103602335,0.048815437,"('unmotivated', 'motivated')",0.537352,0.35774237,-1.3282067,-1.3524507,-0.2601648,-0.3152976,0.0551328
88,0.0061521903,0.1407861,"('low', 'eminent')",-1.0731716,-1.0992048,0.121620566,0.10338879,-0.315133,-0.28501,-0.030123
62,0.0051669255,-0.025841828,"('incompetent', 'brilliant')",1.0275856,0.8109827,-0.124433264,-0.11388075,0.3027731,0.2237534,0.0790197
