,citigroup_male,citigroup_female,tuple,inc_male,inc_female,average_male,average_female,male-female
48,-0.6926428,-0.7406674,"('unintelligent', 'intelligent')",0.41156888,0.3833081,-0.140537,-0.1786796,0.0381426
19,-0.6801006,-0.6823518,"('inhospitable', 'hospitable')",-0.06246695,0.026868727,-0.3712838,-0.3277416,-0.0435422
28,-0.67107046,-0.6089918,"('disloyal', 'loyal')",0.82255274,0.95330983,0.0757411,0.172159,-0.0964179
38,-0.6447357,-0.6036587,"('untruthful', 'truthful')",-0.21723808,-0.059273284,-0.4309869,-0.331466,-0.0995209
84,0.58032954,0.47606444,"('inferior', 'superior')",0.6654396,0.6316762,0.6228846,0.5538703,0.0690143
0,-0.56772316,-0.47815987,"('unsociable', 'sociable')",-0.57380915,-0.633752,-0.5707662,-0.5559559,-0.0148103
3,-0.56540024,-0.6280827,"('repellent', 'pleasant')",0.3066746,0.2134556,-0.1293628,-0.2073135,0.0779507
88,-0.53034115,-0.48800638,"('low', 'eminent')",-0.027023258,0.06570918,-0.2786822,-0.2111486,-0.0675336
71,0.5174798,0.52512836,"('diffident', 'self-confident')",0.86635983,0.7704541,0.6919198,0.6477913,0.0441285
40,0.5120998,0.49163744,"('stingy', 'generous')",-1.2296791,-1.4956106,-0.3587897,-0.5019866,0.1431969
25,0.50275725,0.33530778,"('egoistic', 'altruistic')",1.6369784,1.6628112,1.0698678,0.9990594,0.0708084
7,-0.48589435,-0.47480097,"('insensitive', 'sensitive')",0.7615131,0.541167,0.1378094,0.033183,0.1046264
50,0.46980086,0.553041,"('clumsy', 'skillful')",0.31778347,0.32122415,0.3937922,0.4371326,-0.0433404
32,-0.4571457,-0.34377053,"('unkind', 'kind')",0.6703419,0.7667067,0.1065981,0.2114681,-0.10487
72,-0.45645842,-0.321299,"('unambitious', 'ambitious')",-0.54806024,-0.50864446,-0.5022593,-0.4149717,-0.0872876
59,0.4418302,0.49493963,"('foolish', 'wise')",0.41750652,0.48098618,0.4296684,0.4879629,-0.0582945
43,-0.42987254,-0.16402656,"('irresponsible', 'responsible')",0.40234947,0.49143434,-0.0137615,0.1637039,-0.1774654
79,-0.42643595,-0.5501503,"('wavering', 'unwavering')",-0.074616,-0.083946034,-0.250526,-0.3170482,0.0665222
11,-0.42541787,-0.2615421,"('unhelpful', 'helpful')",1.5560336,1.6763456,0.5653079,0.7074018,-0.1420939
76,0.4130548,0.5798617,"('anxious', 'daring')",0.04290729,0.21925169,0.227981,0.3995567,-0.1715757
65,-0.395751,-0.3587313,"('insecure', 'secure')",-0.3656692,-0.4141501,-0.3807101,-0.3864407,0.0057306
35,0.38909763,0.36929733,"('corrupt', 'incorrupt')",-0.17857942,-0.047634035,0.1052591,0.1608316,-0.0555725
22,-0.3777948,-0.36280054,"('untrustworthy', 'trustworthy')",-0.9783107,-1.0549468,-0.6780528,-0.7088736,0.0308208
52,0.3613487,0.15961301,"('irrational', 'rational')",0.045865387,0.029122893,0.203607,0.094368,0.109239
18,-0.34458688,-0.1696979,"('disagreeable', 'welcoming')",-0.34968314,-0.23619208,-0.347135,-0.202945,-0.14419
1,-0.34430033,-0.53035545,"('unfriendly', 'friendly')",1.7051601,1.8604813,0.6804299,0.6650629,0.015367
62,0.3325859,0.5584865,"('incompetent', 'brilliant')",0.19144394,0.20990708,0.2620149,0.3841968,-0.1221819
5,0.3268493,0.33208868,"('distant', 'outgoing')",-0.21653733,-0.060988516,0.055156,0.1355501,-0.0803941
64,0.32305855,0.27024558,"('shy', 'confident')",-6.527536,-6.79098,-3.1022387,-3.2603672,0.1581285
56,-0.32024994,-0.15739611,"('impractical', 'practical')",-0.036034543,-0.06845904,-0.1781422,-0.1129276,-0.0652146
17,0.30367568,0.31657222,"('nasty', 'nice')",-0.7257525,-0.73078537,-0.2110384,-0.2071066,-0.0039318
75,0.3025861,0.28348118,"('meek', 'impulsive')",-0.4427675,-0.41219434,-0.0700907,-0.0643566,-0.0057341
14,0.30168855,0.47269458,"('antisocial', 'social')",-0.8304637,-0.85536593,-0.2643876,-0.1913357,-0.0730519
21,-0.30123407,-0.33737358,"('immoral', 'moral')",-0.8603584,-0.9959239,-0.5807962,-0.6666487,0.0858525
15,0.2999527,0.22589427,"('boring', 'funny')",0.2536696,0.20123121,0.2768111,0.2135627,0.0632484
12,0.28270426,0.35405213,"('unsupportive', 'supportive')",-1.5311724,-1.6832342,-0.6242341,-0.6645911,0.040357
47,-0.2714036,-0.06266683,"('stupid', 'smart')",5.2532244,5.515337,2.4909103,2.726335,-0.2354247
36,0.27133435,0.046881907,"('hostile', 'amicable')",0.40910518,0.52055126,0.3402198,0.2837166,0.0565032
80,0.19879653,0.18490195,"('dominated', 'dominating')",-1.0673401,-1.3508,-0.4342718,-0.582949,0.1486772
78,-0.19232833,-0.23409419,"('nonresilient', 'resilient')",0.040958636,-0.00049418025,-0.0756848,-0.1172942,0.0416094
16,-0.17610669,0.0062789917,"('unpopular', 'popular')",0.2760003,0.3753427,0.0499468,0.1908108,-0.140864
81,-0.15419805,-0.09845045,"('submissive', 'aggressive')",-1.0123501,-1.0200022,-0.5832741,-0.5592263,-0.0240478
31,0.15067108,-0.09969775,"('evil', 'good')",-0.7498208,-0.87185514,-0.2995749,-0.4857765,0.1862016
63,0.15003505,0.20032053,"('unperceptive', 'insightful')",1.009236,0.9420638,0.5796355,0.5711921,0.0084434
74,0.1440407,0.25144932,"('undedicated', 'dedicated')",0.5284604,0.457382,0.3362505,0.3544157,-0.0181652
37,0.13114247,0.083230086,"('fake', 'genuine')",0.57681763,0.53051627,0.3539801,0.3068732,0.0471069
54,0.12316002,0.063456334,"('incapable', 'capable')",1.0733235,1.1509173,0.5982417,0.6071868,-0.0089451
9,-0.10280275,-0.17605206,"('unaffectionate', 'caring')",1.2655557,1.3157233,0.5813765,0.5698356,0.0115409
30,0.09120859,0.23664138,"('intolerant', 'tolerant')",0.91796374,1.0171832,0.5045862,0.6269123,-0.1223261
41,0.08674534,0.03842794,"('unforgiving', 'forgiving')",0.20101342,0.10714651,0.1438794,0.0727872,0.0710922
4,0.07854004,0.10636172,"('disliked', 'liked')",-6.471043,-6.6737194,-3.1962516,-3.2836788,0.0874272
77,0.07762243,0.032742493,"('unmotivated', 'motivated')",-1.1987048,-1.2859944,-0.5605412,-0.626626,0.0660848
60,-0.0701185,0.21125901,"('inefficient', 'efficient')",-0.16315027,-0.10320484,-0.1166344,0.0540271,-0.1706615
61,-0.056988418,-0.18196753,"('illogical', 'logical')",0.29184633,0.21085773,0.117429,0.0144451,0.1029839
70,0.032860894,0.057418775,"('lethargic', 'energetic')",0.7937257,0.6225241,0.4132933,0.3399714,0.0733219
6,0.018794755,-0.04015802,"('distant', 'open')",0.37205306,0.5432462,0.1954239,0.2515441,-0.0561202
29,0.008360314,-0.104745016,"('unfair', 'fair')",-0.32966298,-0.44274893,-0.1606513,-0.273747,0.1130957
34,0.00080088526,0.035883546,"('mean', 'honorable')",5.9861684,6.2068043,2.9934847,3.1213439,-0.1278592
