,family_male,family_female,tuple,dollar_male,dollar_female,stores_male,stores_female,inc_male,inc_female,average_male,average_female,male-female
31,-4.7899337,-4.9544253,"('evil', 'good')",-0.28501835,-0.47933942,-1.2276353,-1.1251552,-1.0311301,-1.1370196,-1.8334293,-1.9239849,0.0905556
85,-3.926606,-4.133736,"('insignificant', 'prestigious')",-0.9986004,-1.3342943,-1.0924966,-1.0830718,0.29681158,0.3258318,-1.4302229,-1.5563176,0.1260947
56,3.8093278,4.0391603,"('impractical', 'practical')",1.8430606,2.189649,1.3541085,1.4585483,0.028499473,0.21006328,1.7587491,1.9743553,-0.2156062
36,-3.7563653,-4.0219765,"('hostile', 'amicable')",-0.8310285,-1.2205678,-1.7337434,-1.7254822,-0.099514805,-0.20526074,-1.6051631,-1.7933217,0.1881586
35,-3.641201,-3.6810904,"('corrupt', 'incorrupt')",-0.50731635,-0.70659465,-1.5638392,-1.5672061,-0.5275897,-0.571383,-1.5599866,-1.6315686,0.071582
21,3.63861,3.7390661,"('immoral', 'moral')",-0.42283234,-0.26564494,0.7256265,0.5994812,-0.43827963,-0.46182314,0.8757811,0.9027697,-0.0269886
55,3.6257126,3.824495,"('incompetent', 'clever')",0.46001267,0.694129,0.90649134,0.8517501,0.18599027,0.22504067,1.2945517,1.3988538,-0.1043021
10,3.456986,3.6535914,"('unsympathetic', 'sympathetic')",-0.2203191,-0.028503245,0.65212876,0.5490295,0.13976148,0.08093219,1.0071393,1.0637624,-0.0566231
46,3.4420748,3.6348603,"('uncompetitive', 'competitive')",0.62768793,0.8460235,2.1924486,2.1416085,-0.15883872,-0.1426964,1.5258431,1.6199489,-0.0941058
69,-3.3515062,-3.4171164,"('lazy', 'industrious')",-0.3360866,-0.5761173,-0.29161716,-0.29322496,-0.7328543,-0.8338754,-1.1780161,-1.2800834,0.1020673
60,3.348321,3.5997689,"('inefficient', 'efficient')",0.43169624,0.8253661,2.1563742,2.2438319,0.33869714,0.5610265,1.5687721,1.8074985,-0.2387264
43,3.2796853,3.2484357,"('irresponsible', 'responsible')",1.1263995,1.2836838,1.7104251,1.8193748,0.7693653,0.79947305,1.7214689,1.7877419,-0.066273
81,3.2457943,3.506128,"('submissive', 'aggressive')",0.05527715,0.38381925,0.23971406,0.17151786,-0.6053362,-0.4747857,0.7338623,0.8966699,-0.1628076
14,3.2097173,3.3954735,"('antisocial', 'social')",0.42935058,0.76803184,0.71641165,0.72199446,-0.6407987,-0.5707593,0.9286703,1.0786852,-0.1500149
6,-3.1718051,-3.2356129,"('distant', 'open')",-0.2762299,-0.41724458,-0.4878968,-0.38059616,0.357638,0.36761034,-0.8945735,-0.9164609,0.0218874
5,-3.1643672,-3.121104,"('distant', 'outgoing')",-0.20629574,-0.1850625,-0.64264494,-0.43141317,-0.40941584,-0.36414355,-1.1056809,-1.0254308,-0.0802501
74,2.9641545,3.0079596,"('undedicated', 'dedicated')",0.9402624,1.1400135,0.92961764,1.1094223,0.5307944,0.6476227,1.3412073,1.4762545,-0.1350472
23,2.8660924,2.86215,"('insincere', 'sincere')",0.8265716,0.892236,0.68815005,0.691331,6.1257234,6.1505213,2.6266344,2.6490595,-0.0224251
70,2.847437,2.8798738,"('lethargic', 'energetic')",0.5246771,0.7104975,0.5875048,0.61819375,0.8975111,0.93705136,1.2142825,1.286404,-0.0721215
51,2.7281086,2.738169,"('uneducated', 'educated')",0.27840307,0.4741031,-0.039465845,0.006127918,0.51304376,0.50623477,0.8700224,0.9311587,-0.0611363
80,2.7259238,2.8089666,"('dominated', 'dominating')",0.32881498,0.5279689,0.794918,0.6554831,-0.9392934,-1.0049255,0.7275909,0.7468733,-0.0192824
65,2.6495197,2.7209442,"('insecure', 'secure')",-0.4168663,-0.24396046,0.44900566,0.43125975,-0.07468594,0.04700456,0.6517432,0.738812,-0.0870688
32,2.620152,2.5773,"('unkind', 'kind')",0.3614243,0.55254334,0.97447836,1.0290984,1.41661,1.478736,1.3431661,1.4094194,-0.0662533
62,2.6026878,2.8361712,"('incompetent', 'brilliant')",0.5120988,0.945761,0.84173864,1.0164769,-0.21077725,-0.058021095,0.936437,1.185097,-0.24866
0,2.5879304,2.7611287,"('unsociable', 'sociable')",0.13690142,0.41394156,1.0799226,1.1035242,-0.3087532,-0.28635627,0.8740003,0.9980596,-0.1240593
76,2.5498962,2.6488125,"('anxious', 'daring')",0.13553873,0.29018366,0.9489347,0.94002753,0.4982145,0.6043779,1.0331461,1.1208504,-0.0877043
12,2.4689357,2.5474658,"('unsupportive', 'supportive')",0.8844942,1.0242345,0.6947755,0.79674214,-1.5463556,-1.5986892,0.6254624,0.6924384,-0.066976
52,-2.354417,-2.5862868,"('irrational', 'rational')",-0.51612204,-0.8251271,-1.7342898,-1.7747352,-0.36218643,-0.57615983,-1.2417538,-1.4405773,0.1988235
39,2.2892838,2.163917,"('exploitative', 'cooperative')",1.8513081,1.7801509,1.3846478,1.3473215,0.4938845,0.40478364,1.504781,1.4240433,0.0807377
16,-2.144382,-2.1568453,"('unpopular', 'popular')",-0.9482235,-0.85989183,-0.80337113,-0.62152094,0.34532422,0.4622338,-0.8876631,-0.7940061,-0.093657
30,2.133259,2.1017013,"('intolerant', 'tolerant')",0.19737987,0.34763816,0.8628344,0.8834644,0.6027855,0.60518044,0.9490647,0.9844961,-0.0354314
13,2.024678,2.1269724,"('impolite', 'polite')",0.8415543,1.1385747,1.1869926,1.1919396,-0.1631631,-0.14153717,0.9725155,1.0789875,-0.106472
63,1.9877806,1.9775183,"('unperceptive', 'insightful')",0.38055027,0.54810613,1.3123671,1.3698575,1.3002435,1.3010776,1.2452353,1.29914,-0.0539047
7,1.9843348,1.9624605,"('insensitive', 'sensitive')",0.48105252,0.6067133,0.9357591,0.87485284,0.9805201,0.9039369,1.0954167,1.086991,0.0084257
22,1.9305907,1.8816104,"('untrustworthy', 'trustworthy')",0.18101862,0.27856773,0.5384537,0.48521352,-0.9096868,-0.8982867,0.4350941,0.4367763,-0.0016822
79,-1.8601508,-1.8892494,"('wavering', 'unwavering')",-0.17400579,-0.2399034,-1.1237353,-0.9354097,0.02156459,0.024834672,-0.7840818,-0.759932,-0.0241498
4,-1.8361928,-1.911915,"('disliked', 'liked')",-0.14698142,-0.05129632,-0.17302833,-0.009586479,-6.4243464,-6.3932066,-2.1451373,-2.091501,-0.0536363
75,-1.8096324,-1.8584887,"('meek', 'impulsive')",-0.6025712,-0.55239755,-1.4815037,-1.3319333,-0.69240564,-0.5772261,-1.1465282,-1.0800114,-0.0665168
87,1.736791,1.8640817,"('unsuccessful', 'successful')",0.53109163,0.68348104,1.1439488,1.0625633,0.7397215,0.7580965,1.0378882,1.0920557,-0.0541675
11,1.704383,1.7490153,"('unhelpful', 'helpful')",0.5533158,0.70981425,0.1272458,0.20060787,2.1572974,2.0847409,1.1355605,1.1860446,-0.0504841
45,1.5842248,1.6766832,"('incompetent', 'competent')",0.14391176,0.44332188,1.0470715,1.1961116,-0.14808473,-0.10761333,0.6567808,0.8021259,-0.1453451
86,1.583039,1.6338412,"('uninfluential', 'influential')",-0.9054813,-0.7336546,-0.10816914,-0.110880956,0.069517374,0.090426095,0.1597265,0.2199329,-0.0602064
37,1.5404416,1.3850498,"('fake', 'genuine')",0.6189662,0.45635167,0.19261053,0.05794602,0.71394485,0.5785386,0.7664908,0.6194715,0.1470193
29,-1.4742217,-1.6428893,"('unfair', 'fair')",-0.03553202,-0.15301238,-0.5860162,-0.5406885,-0.70803535,-0.85805273,-0.7009513,-0.7986608,0.0977095
3,1.4161884,1.484485,"('repellent', 'pleasant')",-0.8264849,-0.75309575,0.15928686,0.09708342,0.3497017,0.33494508,0.274673,0.2908545,-0.0161815
24,1.4112321,1.3176821,"('dishonest', 'honest')",0.7533557,0.72793996,-0.22827817,-0.263118,0.6828937,0.70720065,0.6548008,0.6224262,0.0323746
57,1.4005083,1.5370582,"('unimaginative', 'imaginative')",-0.5254567,-0.3900705,-0.19076547,-0.22162186,-2.5558875,-2.7155454,-0.4679003,-0.4475449,-0.0203554
25,-1.3616933,-1.4401133,"('egoistic', 'altruistic')",-0.30946526,-0.5308466,0.030391471,0.008306224,1.2101606,1.2208393,-0.1076516,-0.1854536,0.077802
78,1.3382102,1.5865597,"('nonresilient', 'resilient')",-0.58752626,-0.4579255,0.50256467,0.5662731,0.5354381,0.4124595,0.4471717,0.5268417,-0.07967
1,-1.2940453,-1.4254586,"('unfriendly', 'friendly')",0.25340596,0.10760963,0.26834166,0.2711637,1.9353945,1.7869959,0.2907742,0.1850777,0.1056965
28,1.2836657,1.2686138,"('disloyal', 'loyal')",0.16403285,0.23931286,0.14861748,0.06361531,1.0423834,0.9972285,0.6596749,0.6421926,0.0174823
83,1.2451345,1.3994218,"('powerless', 'powerful')",0.6453116,0.70891243,-0.108847834,-0.11065629,-1.3434073,-1.2160476,0.1095477,0.1954076,-0.0858599
42,1.1626265,1.263531,"('unreliable', 'reliable')",1.086843,1.2275395,0.9107387,1.0195774,-2.6124609,-2.5991027,0.1369368,0.2278863,-0.0909495
82,1.1433136,1.3007166,"('poor', 'rich')",-1.0247605,-0.732119,0.36951876,0.5912002,6.2905054,6.483329,1.6946443,1.9107816,-0.2161373
59,-1.1260707,-1.4285908,"('foolish', 'wise')",0.62873477,0.4108783,-0.4796391,-0.5062461,0.03704381,-0.066004746,-0.2349828,-0.3974908,0.162508
17,-0.9612818,-0.9191076,"('nasty', 'nice')",-0.2439723,-0.11930928,-0.6251018,-0.5758333,-0.82048535,-0.79474217,-0.6627103,-0.6022481,-0.0604622
88,-0.956267,-0.83248556,"('low', 'eminent')",-0.88632005,-0.72563666,-0.4164584,-0.38868043,0.07287574,0.11392217,-0.5465424,-0.4582201,-0.0883223
