,lauder_male,lauder_female,tuple,estee_male,estee_female,cos_male,cos_female,inc_male,inc_female,average_male,average_female,male-female
46,-1.2656845,-0.8390099,"('uncompetitive', 'competitive')",-1.8933572,-1.8953956,-0.9562354,-0.9906329,-0.5056267,-0.10170843,-1.155226,-0.9566867,-0.1985393
82,-1.2569788,-0.7516187,"('poor', 'rich')",-1.2385437,-0.89143735,0.13248213,0.46683958,6.1100316,6.4729166,0.9367478,1.324175,-0.3874272
60,-1.2071147,-0.71402794,"('inefficient', 'efficient')",-1.8232952,-1.4482502,0.18909335,0.3832984,-0.30612934,0.5842441,-0.7868614,-0.2986839,-0.4881775
33,1.2064649,0.89437103,"('wrong', 'right')",1.659158,1.296047,0.17892814,-0.186723,-0.31890354,-0.8114029,0.6814119,0.298073,0.3833389
55,-1.1895875,-0.93559253,"('incompetent', 'clever')",-2.0134597,-1.9611729,-0.48489502,-0.19600269,-0.08690412,0.4483447,-0.9437116,-0.6611059,-0.2826057
30,-1.1095665,-0.84470254,"('intolerant', 'tolerant')",-1.2688178,-1.0889089,-0.38379365,-0.26295376,0.6609092,0.9622255,-0.5253171,-0.3085849,-0.2167322
59,1.0918065,0.8943992,"('foolish', 'wise')",1.3353198,1.0766395,0.0043143667,-0.16354582,0.57068825,0.24029818,0.7505323,0.5119478,0.2385845
50,1.0163797,0.9891833,"('clumsy', 'skillful')",1.2618463,1.1249348,0.8908088,0.77218455,0.914068,0.79055923,1.0207757,0.9192155,0.1015602
76,-0.9857201,-0.6043364,"('anxious', 'daring')",-2.3543324,-2.2670894,-0.47394398,-0.18634316,-0.42681235,-0.009444438,-1.0602022,-0.7668033,-0.2933989
81,-0.9644886,-0.6547085,"('submissive', 'aggressive')",-1.894119,-1.826529,-0.36753696,-0.34566623,-1.079232,-0.5209482,-1.0763443,-0.8369629,-0.2393814
19,0.96315974,0.5259491,"('inhospitable', 'hospitable')",1.1057698,0.78422725,0.028050989,-0.045330357,0.20713346,-0.15164247,0.5760285,0.2783009,0.2977276
25,0.95462847,0.7991012,"('egoistic', 'altruistic')",0.95157677,0.8799596,0.42939326,0.38279802,1.525163,1.1722921,0.9651904,0.8085377,0.1566527
66,0.9283184,0.15707105,"('inactive', 'active')",0.68252486,0.286127,0.13938838,-0.31837124,1.0202223,0.30937725,0.6926135,0.108551,0.5840625
44,-0.9217715,-1.0844481,"('prejudiced', 'unprejudiced')",-0.7568342,-0.80873895,-0.93254584,-0.9806643,-1.6272867,-1.539096,-1.0596097,-1.1032368,0.0436271
43,-0.91303134,-0.88937247,"('irresponsible', 'responsible')",-1.2177907,-1.1779162,-0.50836265,-0.42249203,0.82931495,1.0507587,-0.4524675,-0.3597555,-0.092712
0,-0.9008384,-1.1207179,"('unsociable', 'sociable')",-1.17572,-1.1668063,-0.37588957,-0.5473638,-0.8218528,-0.56735575,-0.8185751,-0.8505609,0.0319858
37,0.8714985,0.80275214,"('fake', 'genuine')",-0.22660494,-0.36511183,-0.15732995,-0.17165801,0.91062695,0.8254691,0.3495477,0.2728629,0.0766848
5,0.8404577,0.6108501,"('distant', 'outgoing')",1.2482263,0.9605247,-0.7637923,-0.9651629,-0.19696978,-0.4383414,0.2819805,0.0419676,0.2400129
79,0.8361954,0.46131343,"('wavering', 'unwavering')",1.5990758,1.2008482,-0.29807693,-0.56692076,0.44208762,-0.007840155,0.6448205,0.2718502,0.3729703
17,0.8139695,0.7680901,"('nasty', 'nice')",-0.09095221,-0.04223025,-1.0066652,-0.9217149,-0.86641914,-0.9637777,-0.2875168,-0.2899082,0.0023914
84,0.7671295,0.8354978,"('inferior', 'superior')",0.57078034,0.58146316,0.33045736,0.25972864,0.9294553,0.8896167,0.6494556,0.6415766,0.007879
21,-0.7402261,-0.555724,"('immoral', 'moral')",-1.693028,-1.7708843,-0.7322585,-0.8526737,-1.3593777,-0.8773767,-1.1312226,-1.0141647,-0.1170579
32,-0.7197392,-0.8182477,"('unkind', 'kind')",-0.7116685,-0.9396998,0.40543437,0.32493407,1.1512969,1.1623538,0.0313309,-0.0676649,0.0989958
2,0.6467061,0.1481108,"('unlikable', 'likable')",0.3572445,0.31296802,0.99707973,0.87329143,0.5111056,0.38167217,0.628034,0.4290106,0.1990234
11,-0.6112206,-0.42204317,"('unhelpful', 'helpful')",-1.2671117,-1.1723554,0.07951675,0.24734914,2.072586,2.3704352,0.0684426,0.2558464,-0.1874038
23,-0.60255617,-0.36458397,"('insincere', 'sincere')",-1.813435,-1.6763475,-0.60314846,-0.4098183,5.48546,5.8923182,0.6165801,0.8603921,-0.243812
53,-0.5832422,-0.401067,"('uncreative', 'creative')",-0.86666596,-0.88203627,0.14287591,0.3916001,1.1347762,1.0400324,-0.043064,0.0371323,-0.0801963
28,-0.578032,-0.50347453,"('disloyal', 'loyal')",-1.1855106,-1.4597677,-0.5588124,-0.8781544,1.2679012,1.0691702,-0.2636135,-0.4430566,0.1794431
38,-0.5453606,-0.45357323,"('untruthful', 'truthful')",-0.5905367,-0.61702615,-0.75417227,-0.91095227,0.18387556,0.25148767,-0.4265485,-0.432516,0.0059675
29,-0.528281,-0.78378856,"('unfair', 'fair')",-0.94030815,-0.9778244,-1.4633884,-1.4748832,-0.7462654,-0.89577746,-0.9195607,-1.0330684,0.1135077
67,0.5238856,0.51415944,"('doubtful', 'determined')",0.052875392,0.101074435,0.4001254,0.32586423,-0.6942968,-0.70557404,0.0706474,0.058881,0.0117664
64,-0.52324104,-0.82799995,"('shy', 'confident')",-0.33366787,-0.56814194,-0.3500739,-0.5254277,-6.4327803,-6.1753397,-1.9099407,-2.0242274,0.1142867
87,0.5048181,0.3571366,"('unsuccessful', 'successful')",0.27726108,0.0933331,0.8224911,0.77802575,0.6483904,0.74484783,0.5632402,0.4933358,0.0699044
70,-0.49918112,-0.0051119793,"('lethargic', 'energetic')",-1.6570921,-1.4997481,-0.3257006,-0.25419745,0.77988315,1.2122811,-0.4255226,-0.1366941,-0.2888285
68,-0.48865274,-0.32253188,"('dependent', 'independent')",-1.0750071,-0.76347667,-1.38811,-1.2356303,-0.7016328,-0.36567184,-0.9133506,-0.6718277,-0.2415229
54,0.47729492,0.4095328,"('incapable', 'capable')",0.4566243,0.20515811,-0.31803674,-0.42977297,1.3505962,1.2910098,0.4916196,0.3689819,0.1226377
58,0.46363226,0.46181655,"('undiscriminating', 'discriminating')",-0.46683967,-0.7387348,0.10187381,-0.22911912,0.16224757,-0.026823778,0.0652285,-0.1332153,0.1984438
20,0.45678186,0.4131288,"('rough', 'thoughtful')",-0.38120502,-0.29189625,-0.061504103,-0.1408276,1.023228,0.90519655,0.2593252,0.2214004,0.0379248
71,0.45259768,0.319871,"('diffident', 'self-confident')",0.69531745,0.4752167,-0.1796101,-0.15789884,0.29412943,0.28777105,0.3156086,0.23124,0.0843686
39,0.44916606,0.5444988,"('exploitative', 'cooperative')",0.2733007,0.40613058,1.1531804,1.2474107,0.16342825,0.4283996,0.5097688,0.6566099,-0.1468411
6,0.4490745,0.067444,"('distant', 'open')",1.5940455,1.2845235,-0.6289102,-0.955299,0.7402455,0.16229044,0.5386138,0.1397397,0.3988741
16,-0.4463727,-0.29459363,"('unpopular', 'popular')",0.06858124,0.23230714,-0.612312,-0.6192715,0.4106488,0.33647648,-0.1448637,-0.0862704,-0.0585933
47,-0.44470966,-0.27571172,"('stupid', 'smart')",-0.31413794,-0.14412872,0.14237073,0.28781003,4.448128,4.5828056,0.9579128,1.1126938,-0.154781
75,0.44055328,0.47442156,"('meek', 'impulsive')",0.6531612,0.71241623,-0.7243914,-0.714294,-0.27866012,-0.41692692,0.0226657,0.0139042,0.0087615
15,0.43218863,0.15048063,"('boring', 'funny')",1.2137287,0.9634537,0.7220863,0.69044954,0.38567045,0.1648942,0.6884185,0.4923195,0.196099
56,-0.41787386,0.07084167,"('impractical', 'practical')",-0.89544016,-0.3381433,0.21052939,0.6910452,-0.42752045,0.29297924,-0.3825763,0.1791807,-0.561757
4,0.39353344,0.24599336,"('disliked', 'liked')",0.66823363,0.444312,-0.76702523,-0.813907,-5.9895988,-6.043284,-1.4237142,-1.5417213,0.1180071
61,-0.3912293,-0.5621886,"('illogical', 'logical')",-0.78569263,-0.984758,-0.63006836,-0.8569328,0.06370072,-0.040113553,-0.4358224,-0.6109982,0.1751758
41,-0.36613518,-0.6598421,"('unforgiving', 'forgiving')",-0.80422264,-1.0702441,0.03636246,-0.3087591,0.005259577,-0.026001774,-0.2821839,-0.5162117,0.2340278
78,0.36031887,0.35461685,"('nonresilient', 'resilient')",0.4137777,0.4705836,0.5527356,0.573367,0.67629915,0.93033177,0.5007828,0.5822248,-0.081442
34,0.35857162,0.41112354,"('mean', 'honorable')",0.012819447,0.26766825,0.029875763,0.24992819,5.6295943,5.794906,1.5077152,1.6809065,-0.1731913
88,-0.332143,-0.4333833,"('low', 'eminent')",-0.33253774,-0.58969176,-0.48913404,-0.521692,0.5130993,0.36075714,-0.1601789,-0.2960025,0.1358236
26,0.3303757,-0.10743286,"('hardhearted', 'benevolent')",1.3709599,0.8740309,1.3094532,0.7035641,1.7636641,1.1527745,1.1936133,0.6557342,0.5378791
62,-0.32497773,0.16120896,"('incompetent', 'brilliant')",-1.7424859,-1.4091325,-0.7518786,-0.34469637,0.06938252,0.92955077,-0.6874899,-0.1657673,-0.5217226
1,-0.32229677,-0.63786966,"('unfriendly', 'friendly')",0.12427357,-0.3104496,-0.4518868,-0.62222695,2.054616,1.5644532,0.3511765,-0.0015232,0.3526997
9,-0.32201236,-0.50625676,"('unaffectionate', 'caring')",-0.27343857,-0.55614793,-0.69836295,-0.84922385,1.6085224,1.6081194,0.0786771,-0.0758773,0.1545544
63,-0.30586192,-0.16146427,"('unperceptive', 'insightful')",-0.57910013,-0.59927654,0.07508948,0.037994225,0.9100426,1.4846909,0.0250425,0.1904861,-0.1654436
18,-0.29514247,-0.42531237,"('disagreeable', 'welcoming')",-0.32684022,-0.3403578,-1.8032908,-1.908183,-0.44271547,-0.5100868,-0.7169972,-0.795985,0.0789878
80,0.29074425,0.3419372,"('dominated', 'dominating')",-0.6699294,-0.8239069,0.46677423,0.34477141,-1.1253612,-0.89137256,-0.259443,-0.2571427,-0.0023003
13,-0.28478432,-0.19616309,"('impolite', 'polite')",-0.6442854,-0.38404593,0.35703382,0.7198718,-0.5785365,0.03709966,-0.2876431,0.0441906,-0.3318337
31,0.27442154,-0.14585625,"('evil', 'good')",1.0969019,0.90663147,-0.20970008,-0.40267265,-0.78471404,-1.4141176,0.0942273,-0.2640038,0.3582311
12,0.26662302,0.22628011,"('unsupportive', 'supportive')",-0.48865584,-0.635525,-0.71828735,-0.6475288,-1.3941582,-1.0545235,-0.5836196,-0.5278243,-0.0557953
83,0.26441363,-0.017927505,"('powerless', 'powerful')",0.41909975,0.060643073,-1.1377918,-1.4635007,-0.7220241,-0.8082377,-0.2940756,-0.5572557,0.2631801
52,0.25756449,-0.20505592,"('irrational', 'rational')",0.43911475,0.062127113,-0.9950656,-1.4696652,0.34006304,-0.33568335,0.0104192,-0.4870693,0.4974885
40,0.20113166,0.10597938,"('stingy', 'generous')",-0.31067932,-0.52377874,-0.73904574,-0.9962169,-1.0167052,-1.1338918,-0.4663246,-0.636977,0.1706524
8,0.1776053,-0.09314944,"('unaffectionate', 'affectionate')",0.347884,-0.022243053,-1.210826,-1.3718448,1.0754609,0.8277543,0.0975311,-0.1648707,0.2624018
51,-0.1523695,-0.2263449,"('uneducated', 'educated')",-0.7728628,-0.92269737,-0.26245105,-0.058977105,0.42992654,0.4772691,-0.1894392,-0.1826876,-0.0067516
77,0.15168062,0.26587585,"('unmotivated', 'motivated')",-0.9813079,-0.89933157,-0.08974216,-0.23352183,-1.1409918,-0.7943287,-0.5150903,-0.4153266,-0.0997637
74,0.14581932,0.32688892,"('undedicated', 'dedicated')",-0.5207898,-0.5205438,0.4012861,0.38173866,0.47633076,0.3996123,0.1256616,0.146924,-0.0212624
7,-0.117174804,0.07344679,"('insensitive', 'sensitive')",-1.212491,-0.98752624,-0.6958446,-0.5008287,0.8550933,1.2006437,-0.2926043,-0.0535661,-0.2390382
27,-0.10685867,-0.47476944,"('hardhearted', 'softhearted')",-0.6005979,-0.7833814,0.11809984,-0.05829717,1.7026646,1.3112453,0.278327,-0.0013007,0.2796277
49,-0.07856123,0.14808013,"('unable', 'able')",0.015052024,0.1896722,-1.0162544,-0.696152,-0.6487478,0.006277643,-0.4321279,-0.0880305,-0.3440974
42,-0.0059868842,0.03020737,"('unreliable', 'reliable')",-0.67567307,-0.7728121,-0.4478339,-0.5036213,-2.8090801,-2.628761,-0.9846435,-0.9687468,-0.0158967
