,avery_male,avery_female,tuple,dennison_male,dennison_female,corp_male,corp_female,average_male,average_female,male-female
3,-0.94024915,-0.77586097,"('repellent', 'pleasant')",-0.6497033,-0.49835336,0.31192222,0.31631675,-0.4260101,-0.3192992,-0.1067109
6,-0.90883577,-1.0641592,"('distant', 'open')",-0.65244144,-0.52866834,-0.44033414,-0.4869297,-0.6672037,-0.6932524,0.0260487
17,-0.800502,-1.1504244,"('nasty', 'nice')",-0.5094576,-0.6616205,-0.881885,-0.8815767,-0.7306149,-0.8978739,0.167259
28,-0.7601607,-0.5570819,"('disloyal', 'loyal')",-1.4092066,-1.3847253,0.8578184,1.004813,-0.437183,-0.3123314,-0.1248516
14,0.7538844,0.8021881,"('antisocial', 'social')",-0.044418816,-0.21360822,-0.2803086,-0.23084375,0.1430523,0.1192454,0.0238069
44,-0.7416972,-0.6909497,"('prejudiced', 'unprejudiced')",-0.5473742,-0.52572876,-1.6806027,-1.6175755,-0.9898914,-0.9447513,-0.0451401
72,0.73025787,0.9424489,"('unambitious', 'ambitious')",-0.5748994,-0.5215907,-0.62670356,-0.4985153,-0.157115,-0.0258857,-0.1312293
38,-0.7272354,-0.37494537,"('untruthful', 'truthful')",-0.18008216,-0.1830282,0.11951029,0.2094818,-0.2626024,-0.1161639,-0.1464385
68,0.6878446,0.56153405,"('dependent', 'independent')",0.87153554,0.7560629,-0.6960979,-0.56113064,0.2877607,0.2521554,0.0356053
63,0.65256226,0.7618978,"('unperceptive', 'insightful')",0.5499194,0.5112345,0.88169646,0.91013074,0.6947261,0.7277544,-0.0330283
21,0.6446438,0.873459,"('immoral', 'moral')",-0.64192265,-0.63984686,-0.98153114,-0.7499899,-0.32627,-0.1721259,-0.1541441
19,-0.64390546,-1.121095,"('inhospitable', 'hospitable')",-0.43032205,-0.5614491,-0.58891326,-0.6307946,-0.5543803,-0.7711128,0.2167325
47,-0.62619436,-0.6159898,"('stupid', 'smart')",-0.5859319,-0.7348134,4.408905,4.604242,1.0655929,1.0844796,-0.0188867
51,0.6198044,0.44469765,"('uneducated', 'educated')",-0.17412862,-0.1757724,0.071126595,0.08234903,0.1722675,0.1170914,0.0551761
25,-0.61698836,-0.32626176,"('egoistic', 'altruistic')",-0.18362997,-0.1640776,1.0333655,1.0106695,0.0775824,0.1734434,-0.095861
57,-0.61011153,-0.28334904,"('unimaginative', 'imaginative')",-1.1565402,-0.96697855,-2.900362,-2.9706585,-1.5556712,-1.4069955,-0.1486757
59,-0.5927319,-0.52509916,"('foolish', 'wise')",-0.10931038,-0.094063416,-0.052482557,-0.013030637,-0.2515083,-0.2107311,-0.0407772
32,-0.5838489,-0.54267234,"('unkind', 'kind')",-1.2003926,-1.4727716,0.30824435,0.3165369,-0.491999,-0.5663024,0.0743034
53,-0.58014226,-0.46070385,"('uncreative', 'creative')",-0.7246939,-0.60857934,0.47944957,0.43874726,-0.2751289,-0.2101787,-0.0649502
12,0.5641914,0.8336219,"('unsupportive', 'supportive')",0.027335048,0.25309724,-1.5704349,-1.4638717,-0.3263028,-0.1257175,-0.2005853
82,-0.56011146,-0.6026854,"('poor', 'rich')",-0.33607063,-0.2765432,5.1148124,5.2822933,1.4062101,1.4676882,-0.0614781
73,0.55607414,0.9091462,"('helpless', 'self-reliant')",1.1365974,1.3715378,-2.765717,-2.8149858,-0.3576818,-0.1781006,-0.1795812
1,-0.5358378,-0.5151719,"('unfriendly', 'friendly')",-1.111538,-1.1692028,1.0249163,0.9049186,-0.2074865,-0.2598187,0.0523322
64,-0.51539177,0.0670678,"('shy', 'confident')",-0.5941243,-0.43910772,-5.7982254,-5.896625,-2.3025805,-2.0895549,-0.2130256
10,-0.5127878,-0.28803894,"('unsympathetic', 'sympathetic')",-1.1513174,-1.0807971,-0.2965473,-0.12625016,-0.6535508,-0.4983621,-0.1551887
71,0.50822634,0.45216954,"('diffident', 'self-confident')",0.6559369,0.65315217,0.630357,0.6589207,0.5981734,0.5880808,0.0100926
27,0.5064081,0.25303745,"('hardhearted', 'softhearted')",-0.5010178,-0.39750805,0.96243554,1.1169088,0.3226086,0.3241461,-0.0015375
23,-0.4947973,-0.5463517,"('insincere', 'sincere')",-1.1217492,-1.4941546,5.1265683,5.2686973,1.1700073,1.0760636,0.0939437
8,-0.47293022,-0.7246914,"('unaffectionate', 'affectionate')",-0.604741,-0.5641837,0.68821454,0.69225174,-0.1298189,-0.1988745,0.0690556
54,0.47256154,0.4792622,"('incapable', 'capable')",-0.24409515,-0.23768699,0.7208005,0.93712944,0.3164223,0.3929015,-0.0764792
9,0.45713827,0.35492647,"('unaffectionate', 'caring')",-0.6108587,-0.579032,1.3283656,1.3877952,0.3915484,0.3878965,0.0036519
43,0.44072872,0.7009157,"('irresponsible', 'responsible')",-0.79849833,-0.93897563,0.16786927,0.26034653,-0.0633001,0.0074289,-0.070729
74,0.43193442,0.4719134,"('undedicated', 'dedicated')",0.21242051,0.1945872,-0.28996044,-0.42593107,0.1181315,0.0801898,0.0379417
22,-0.4209724,-0.029855639,"('untrustworthy', 'trustworthy')",-0.4250432,-0.2722554,-1.2538612,-1.056611,-0.699959,-0.4529073,-0.2470517
61,0.40111583,0.18699671,"('illogical', 'logical')",-0.61641955,-0.85116637,0.401833,0.39495733,0.0621764,-0.0897374,0.1519138
48,0.39894512,0.7618185,"('unintelligent', 'intelligent')",-0.28610694,-0.2689625,0.538663,0.6956482,0.2171671,0.3961681,-0.179001
83,0.39774868,0.46483442,"('powerless', 'powerful')",-0.4825592,-0.37322673,-0.89407706,-0.7733086,-0.3262959,-0.2272336,-0.0990623
5,-0.39289832,-0.79248714,"('distant', 'outgoing')",-0.14137281,-0.11134628,-0.40588647,-0.4266541,-0.3133859,-0.4434958,0.1301099
88,-0.3889609,-0.24028009,"('low', 'eminent')",-0.59775,-0.57042426,-0.46035329,-0.47881216,-0.4823547,-0.4298388,-0.0525159
50,-0.38110876,-0.3545116,"('clumsy', 'skillful')",0.34870288,0.43912297,-0.031065755,-0.021308191,-0.0211572,0.0211011,-0.0422583
70,0.36368495,0.72864056,"('lethargic', 'energetic')",-0.023713034,0.15328807,0.17392123,0.3724138,0.1712977,0.4181141,-0.2468164
49,-0.33797476,-0.30872202,"('unable', 'able')",-0.41433334,-0.3876556,-0.45427358,-0.03636562,-0.4021939,-0.2442478,-0.1579461
7,0.32416347,0.42911896,"('insensitive', 'sensitive')",-0.16682696,-0.09945473,0.32373855,0.55651283,0.1603583,0.2953924,-0.1350341
20,0.32165998,0.41450804,"('rough', 'thoughtful')",0.017856278,0.12700287,0.72479737,0.827024,0.3547712,0.4561783,-0.1014071
86,0.3122791,0.39022857,"('uninfluential', 'influential')",-1.2360754,-1.0511944,-0.70858824,-0.6143594,-0.5441282,-0.4251084,-0.1190198
65,0.27946138,0.32114658,"('insecure', 'secure')",-0.79742485,-1.0959316,-0.50541115,-0.43060768,-0.3411249,-0.4017976,0.0606727
30,0.25840986,0.8743137,"('intolerant', 'tolerant')",-0.3648945,-0.40889496,0.68061846,0.7674315,0.1913779,0.4109501,-0.2195722
77,-0.20215188,0.039098185,"('unmotivated', 'motivated')",-0.40777025,-0.2587633,-0.74876493,-0.5830449,-0.4528957,-0.26757,-0.1853257
11,0.1581414,0.18231627,"('unhelpful', 'helpful')",-0.34026906,-0.45156574,2.0606916,2.1017923,0.626188,0.6108476,0.0153404
24,0.13488244,0.3850299,"('dishonest', 'honest')",-1.7509893,-1.8044068,0.4150872,0.5002592,-0.4003399,-0.3063725,-0.0939674
66,-0.11519785,-0.5969088,"('inactive', 'active')",0.15702666,0.27967685,0.46508458,0.49217072,0.1689711,0.0583129,0.1106582
15,0.10661788,-0.18963873,"('boring', 'funny')",-0.27080032,-0.5038137,-0.31964335,-0.36834946,-0.1612753,-0.353934,0.1926587
45,0.07853934,0.4414233,"('incompetent', 'competent')",-0.48289376,-0.5106244,-0.23470382,-0.1917615,-0.2130194,-0.0869875,-0.1260319
42,0.07233092,0.30849484,"('unreliable', 'reliable')",0.040269613,0.19673271,-2.972981,-2.972288,-0.9534601,-0.8223534,-0.1311067
33,-0.036114484,-0.15088531,"('wrong', 'right')",0.84713024,0.801134,-0.55604,-0.5195474,0.0849919,0.0435671,0.0414248
2,0.016794497,0.3738114,"('unlikable', 'likable')",0.4658718,0.51875216,0.28404593,0.27708092,0.2555707,0.3898815,-0.1343108
58,0.01243337,0.016471274,"('undiscriminating', 'discriminating')",0.12985663,0.16999374,0.5292279,0.4014451,0.2238393,0.19597,0.0278693
26,-0.009144131,0.06474203,"('hardhearted', 'benevolent')",-0.20570888,-0.14998843,1.5651836,1.4700772,0.4501102,0.4616102,-0.0115
