,avery_male,avery_female,tuple,dennison_male,dennison_female,corp_male,corp_female,average_male,average_female,male-female
31,-2.7803774,-2.6336365,"('evil', 'good')",-1.0171211,-0.87648547,-1.1111307,-1.196628,-1.6362098,-1.5689166,-0.0672932
60,2.191006,2.4642072,"('inefficient', 'efficient')",-0.025526023,-0.32018906,0.06892794,0.15267496,0.7448026,0.7655644,-0.0207618
13,2.0054035,2.0153527,"('impolite', 'polite')",0.30033112,-0.03078701,-0.48962513,-0.5278176,0.6053698,0.4855827,0.1197871
52,-1.7962054,-1.9597458,"('irrational', 'rational')",-1.3626857,-1.4249861,-0.14364168,-0.18809414,-1.1008443,-1.190942,0.0900977
16,-1.6692983,-1.633046,"('unpopular', 'popular')",-0.56847143,-0.39049888,0.19975924,0.21156953,-0.6793368,-0.6039917,-0.0753451
85,-1.6617368,-1.4389106,"('insignificant', 'prestigious')",-0.43313447,-0.05570467,-0.14318563,-0.24347427,-0.746019,-0.5793632,-0.1666558
55,1.6104002,2.0962305,"('incompetent', 'clever')",-0.38921243,-0.22314265,-0.1045149,0.10475604,0.3722243,0.6592813,-0.287057
39,1.4703588,1.5092376,"('exploitative', 'cooperative')",0.37778893,0.33229363,0.17942384,0.21269976,0.6758572,0.6847436,-0.0088864
75,-1.4379674,-1.3153371,"('meek', 'impulsive')",1.5066801,1.7772515,-0.6058251,-0.7474002,-0.1790375,-0.0951619,-0.0838756
35,-1.4354382,-1.5862949,"('corrupt', 'incorrupt')",0.95281297,1.0500304,-0.5498936,-0.59624743,-0.344173,-0.377504,0.033331
62,1.3937603,2.0171418,"('incompetent', 'brilliant')",0.03694942,0.28310424,0.49290442,0.7780713,0.6412047,1.0261057,-0.384901
79,-1.3827167,-1.6642848,"('wavering', 'unwavering')",-0.39523244,-0.4035972,-0.32190543,-0.32123098,-0.6999515,-0.796371,0.0964195
36,-1.3138473,-1.5414541,"('hostile', 'amicable')",-0.47560978,-0.47934988,-0.20949972,-0.4313289,-0.6663189,-0.8173776,0.1510587
40,-1.2881564,-0.71190685,"('stingy', 'generous')",-0.40465894,0.100259975,-1.7493246,-1.7023407,-1.14738,-0.7713292,-0.3760508
0,1.2421232,0.9784172,"('unsociable', 'sociable')",-0.056803748,-0.34537688,-0.2753027,-0.3137604,0.3033389,0.1064266,0.1969123
87,1.2380308,0.90430474,"('unsuccessful', 'successful')",0.7556484,0.6833783,0.9516433,1.0491273,0.9817742,0.8789368,0.1028374
56,1.2361475,1.5270954,"('impractical', 'practical')",0.13697633,-0.06480999,-0.5384618,-0.40016714,0.2782207,0.3540394,-0.0758187
29,-1.2036359,-1.5055137,"('unfair', 'fair')",-0.19762968,-0.37337756,-0.64923656,-0.72454554,-0.6835008,-0.8678122,0.1843114
41,-1.1998817,-0.8299434,"('unforgiving', 'forgiving')",-0.3644947,-0.3162079,-0.2987219,-0.2941764,-0.6210328,-0.4801092,-0.1409236
67,1.1940734,0.91689825,"('doubtful', 'determined')",1.314988,1.1211762,-0.30560377,-0.38967106,0.7344859,0.5494678,0.1850181
81,1.1393679,1.1405717,"('submissive', 'aggressive')",-0.13685647,-0.12732847,-0.6413181,-0.5761494,0.1203978,0.1456979,-0.0253001
37,1.1148763,0.73813796,"('fake', 'genuine')",0.24332646,0.07738966,0.07270479,0.12879227,0.4769692,0.3147733,0.1621959
69,-1.1135669,-0.8705157,"('lazy', 'industrious')",1.6102531,1.5704715,-0.19546372,-0.31366622,0.1004075,0.1287632,-0.0283557
84,1.1058732,0.9631572,"('inferior', 'superior')",0.44350198,0.3113944,1.257857,1.3635118,0.935744,0.8793545,0.0563895
18,-1.0959206,-0.89858794,"('disagreeable', 'welcoming')",-0.5099086,-0.3601199,-0.8420509,-0.70335305,-0.8159601,-0.6540203,-0.1619398
46,1.0860275,1.2382249,"('uncompetitive', 'competitive')",-0.1347293,-0.09851106,-0.71955496,-0.6191681,0.0772478,0.1735152,-0.0962674
4,-1.0687119,-1.0313046,"('disliked', 'liked')",-0.105618834,0.15695241,-6.265202,-6.565644,-2.4798443,-2.4799986,0.0001543
80,1.0005004,1.0507005,"('dominated', 'dominating')",0.28248784,0.42148614,-0.9573175,-0.643794,0.1085569,0.2761309,-0.167574
78,0.9671875,1.0684742,"('nonresilient', 'resilient')",0.109603204,0.45376068,0.70042276,0.95568067,0.5924045,0.8259718,-0.2335673
76,0.95267123,0.76319027,"('anxious', 'daring')",0.23117265,0.17376272,-0.3088964,-0.23016211,0.2916491,0.235597,0.0560521
34,-0.9515008,-0.8003181,"('mean', 'honorable')",-0.683189,-0.76392823,5.106852,5.322467,1.1573874,1.2527401,-0.0953527
