,unitedhealth_male,unitedhealth_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
71,1.507553,1.6480201,"('diffident', 'self-confident')",0.16554172,0.4653695,0.61890703,0.72938716,0.7640006,0.9475923,-0.1835917
3,-1.4869658,-1.4346607,"('repellent', 'pleasant')",1.0593894,1.204889,0.42093104,0.43218502,-0.0022151,0.0674711,-0.0696862
79,1.4748029,1.5298636,"('wavering', 'unwavering')",-2.3234572,-2.3034148,-0.07060114,-0.14465402,-0.3064185,-0.3060684,-0.0003501
51,-1.4590344,-1.4580358,"('uneducated', 'educated')",1.0992877,1.0899696,0.47417954,0.61602217,0.0381443,0.082652,-0.0445077
76,-1.4109076,-1.6297396,"('anxious', 'daring')",1.2540962,1.1118668,0.54724103,0.39379847,0.1301432,-0.0413581,0.1715013
14,-1.3980362,-1.6439252,"('antisocial', 'social')",2.2306066,1.9503495,-0.42539144,-0.5489565,0.1357263,-0.0808441,0.2165704
13,-1.3766059,-1.5490664,"('impolite', 'polite')",1.0056641,0.79575753,0.118085034,-0.06234853,-0.0842856,-0.2718858,0.1876002
48,-1.3576019,-1.2975636,"('unintelligent', 'intelligent')",0.029213099,0.23626599,0.46542305,0.55767864,-0.2876553,-0.167873,-0.1197823
61,-1.2935314,-1.373706,"('illogical', 'logical')",-0.24291141,-0.20698324,0.03280896,0.07141884,-0.5012113,-0.5030901,0.0018788
30,-1.2904721,-1.4605175,"('intolerant', 'tolerant')",0.44577157,0.29579273,1.4159024,1.2882502,0.1904006,0.0411751,0.1492255
5,1.2608653,1.2781543,"('distant', 'outgoing')",-2.3411257,-2.184351,-0.25320852,-0.396341,-0.4444896,-0.4341792,-0.0103104
39,1.2357295,1.1163238,"('exploitative', 'cooperative')",2.3990047,2.313075,0.28191772,0.15160136,1.3055507,1.1936668,0.1118839
28,-1.1843475,-1.170682,"('disloyal', 'loyal')",0.35451585,0.24796566,0.9323149,0.7935724,0.0341611,-0.0430479,0.077209
21,-1.1770849,-1.1886017,"('immoral', 'moral')",1.142356,1.0627762,-0.67487144,-0.6515271,-0.2365334,-0.2591175,0.0225841
22,-1.1490978,-1.1350842,"('untrustworthy', 'trustworthy')",1.0006404,1.0135276,-0.9682838,-0.8671267,-0.3722471,-0.3295611,-0.042686
33,1.1029525,1.2242787,"('wrong', 'right')",-0.394619,-0.23653331,-0.44310877,-0.39976877,0.0884082,0.1959922,-0.107584
11,-1.1005188,-1.10349,"('unhelpful', 'helpful')",0.16444606,0.1652214,2.1113212,2.0387416,0.3917495,0.3668243,0.0249252
63,-1.0509413,-0.8843622,"('unperceptive', 'insightful')",1.5713992,1.6811223,1.116753,1.2945948,0.5457369,0.6971183,-0.1513814
8,-1.0506961,-0.9576671,"('unaffectionate', 'affectionate')",-0.76097155,-0.80200434,0.6556967,0.5009456,-0.3853237,-0.4195753,0.0342516
81,-1.0461215,-1.1381456,"('submissive', 'aggressive')",2.360302,2.1886497,-0.56176084,-0.38122782,0.2508066,0.2230921,0.0277145
43,-1.0449221,-1.0427734,"('irresponsible', 'responsible')",1.2207557,1.2568628,0.83309823,0.81526834,0.3363106,0.3431192,-0.0068086
42,1.033061,1.1561114,"('unreliable', 'reliable')",1.7666905,1.7858458,-2.942428,-2.5491447,-0.0475589,0.1309374,-0.1784963
73,0.99208283,0.89905095,"('helpless', 'self-reliant')",-0.47239816,-0.60773766,-3.396232,-3.3599792,-0.9588491,-1.0228887,0.0640396
68,-0.9581913,-1.1120237,"('dependent', 'independent')",-0.18702923,-0.09572305,-0.59434944,-0.45818204,-0.5798566,-0.5553096,-0.024547
77,-0.9312227,-0.89326173,"('unmotivated', 'motivated')",0.86239314,0.8964526,-1.0891372,-1.0502182,-0.3859889,-0.3490091,-0.0369798
20,-0.9215998,-0.90604264,"('rough', 'thoughtful')",1.2456447,1.279123,1.245275,1.305419,0.5231067,0.5594997,-0.036393
41,-0.84697664,-0.72288936,"('unforgiving', 'forgiving')",0.8550723,0.86875975,0.14168812,0.26825592,0.0499279,0.1380421,-0.0881142
7,-0.79264086,-0.69801015,"('insensitive', 'sensitive')",0.34921315,0.6148142,0.8531664,1.0492606,0.1365796,0.3220216,-0.185442
50,0.7884117,0.9023598,"('clumsy', 'skillful')",-0.3879772,-0.33422655,0.33124137,0.28153813,0.243892,0.2832238,-0.0393318
67,0.7655502,0.67865604,"('doubtful', 'determined')",1.1236248,1.0141627,-0.2641785,-0.39649296,0.5416655,0.4321086,0.1095569
44,0.76248014,0.5597859,"('prejudiced', 'unprejudiced')",-0.151665,-0.38865846,-1.1808479,-1.4325826,-0.1900109,-0.4204851,0.2304742
38,-0.7332127,-0.644421,"('untruthful', 'truthful')",-0.96963644,-1.009532,0.31943312,0.1910278,-0.4611387,-0.4876417,0.026503
23,-0.6708957,-0.6817774,"('insincere', 'sincere')",0.3464161,0.441202,6.2598124,5.868187,1.9784443,1.8758705,0.1025738
12,0.62642086,1.0491391,"('unsupportive', 'supportive')",1.3375199,1.8634019,-1.7533702,-1.3354152,0.0701902,0.5257086,-0.4555184
40,0.6073587,0.85368854,"('stingy', 'generous')",0.43926424,0.78337836,-1.7457126,-1.4045714,-0.2330299,0.0774985,-0.3105284
32,0.5930947,0.7646418,"('unkind', 'kind')",1.5909629,1.6333137,1.0377637,1.0060334,1.0739404,1.1346629,-0.0607225
66,0.57274574,0.58649814,"('inactive', 'active')",0.63446265,0.7274705,1.0520883,1.2785416,0.7530989,0.8641701,-0.1110712
72,-0.5708022,-0.49538618,"('unambitious', 'ambitious')",0.7682282,0.809745,-0.5933677,-0.72043675,-0.1319806,-0.1353593,0.0033787
1,-0.5284114,-0.32076335,"('unfriendly', 'friendly')",-0.68252933,-0.56057155,1.7159235,1.5953655,0.1683276,0.2380102,-0.0696826
15,0.5263937,0.35978127,"('boring', 'funny')",-1.3409325,-1.5879859,0.26698163,0.16184732,-0.182519,-0.3554524,0.1729334
26,0.50857097,0.6965249,"('hardhearted', 'benevolent')",0.5591809,0.7107841,1.4656837,1.6075007,0.8444785,1.0049365,-0.160458
24,-0.47784194,-0.3997555,"('dishonest', 'honest')",-0.14999738,-0.0101765245,0.9478476,0.97032696,0.1066694,0.1867983,-0.0801289
31,0.43046033,0.6402422,"('evil', 'good')",-2.0083168,-1.791471,-1.1317699,-1.1093565,-0.9032087,-0.7535284,-0.1496803
83,-0.42073137,-0.535893,"('powerless', 'powerful')",-0.0062520467,-0.33611983,-0.8486222,-0.8262782,-0.4252019,-0.566097,0.1408951
49,-0.4055089,-0.49554634,"('unable', 'able')",-0.71707106,-0.7830312,-0.27335873,-0.40186065,-0.4653129,-0.5601461,0.0948332
88,-0.3957728,-0.37525436,"('low', 'eminent')",-1.5835673,-1.7478209,0.18753916,0.13524586,-0.597267,-0.6626098,0.0653428
52,0.37486574,0.253593,"('irrational', 'rational')",-1.7652421,-1.9243584,-0.12394694,-0.38575768,-0.5047744,-0.6855077,0.1807333
75,0.34801084,0.31342286,"('meek', 'impulsive')",-1.9122338,-2.0862067,-0.42660844,-0.61621207,-0.6636105,-0.796332,0.1327215
25,0.34726143,0.36193153,"('egoistic', 'altruistic')",-0.7591528,-0.71189797,1.4570448,1.4736642,0.3483845,0.3745659,-0.0261814
74,-0.324257,-0.24553081,"('undedicated', 'dedicated')",1.7904185,1.8538176,-0.00043469016,0.30352515,0.4885756,0.6372706,-0.148695
80,-0.3183375,-0.43191642,"('dominated', 'dominating')",2.710766,2.419681,-1.2103523,-0.97171766,0.3940254,0.3386823,0.0553431
4,0.29871398,0.40969208,"('disliked', 'liked')",-0.37718058,-0.69106257,-6.9239845,-6.697699,-2.3341503,-2.3263566,-0.0077937
19,0.2982605,0.33722636,"('inhospitable', 'hospitable')",-1.7177647,-1.676536,0.014452627,-0.020412097,-0.4683505,-0.4532406,-0.0151099
34,0.26372272,0.17716116,"('mean', 'honorable')",-0.23885128,-0.100272894,6.457468,6.1796584,2.1607798,2.0855155,0.0752643
37,-0.245615,-0.1971133,"('fake', 'genuine')",0.28235924,0.4774704,0.39245895,0.4513235,0.1430677,0.2438935,-0.1008258
29,-0.23201516,-0.21073481,"('unfair', 'fair')",-0.58561826,-0.55835086,-0.8043393,-0.77622426,-0.5406576,-0.5151033,-0.0255543
64,-0.19355029,-0.14139429,"('shy', 'confident')",1.3957951,1.3910068,-6.9275994,-6.528935,-1.9084516,-1.7597742,-0.1486774
2,-0.18122536,-0.26552913,"('unlikable', 'likable')",1.5807239,1.3616103,0.76199585,0.7026986,0.7204981,0.5995932,0.1209049
47,0.174057,0.042969182,"('stupid', 'smart')",0.84187675,0.7977576,6.0765986,5.8192444,2.3641774,2.2199904,0.144187
36,0.16561872,0.2297351,"('hostile', 'amicable')",-2.575421,-2.6501663,0.16535161,0.010126371,-0.7481503,-0.8034349,0.0552846
17,0.15641712,0.24491689,"('nasty', 'nice')",-0.9227973,-0.91640145,-0.27716625,-0.30963162,-0.3478488,-0.3270387,-0.0208101
27,0.15550376,0.489593,"('hardhearted', 'softhearted')",-0.5964171,0.11536707,1.3317269,1.7055901,0.2969378,0.7701834,-0.4732456
56,-0.15251201,-0.28269595,"('impractical', 'practical')",1.8961645,1.5637102,0.117760316,0.11764115,0.620471,0.4662185,0.1542525
84,0.12415997,0.17142554,"('inferior', 'superior')",-0.037263613,0.18499124,0.58273417,0.66802233,0.2232102,0.3414797,-0.1182695
16,-0.10596829,-0.11266473,"('unpopular', 'popular')",-0.88072586,-0.88489807,0.5217962,0.34945828,-0.154966,-0.2160348,0.0610688
87,-0.09251228,-0.282808,"('unsuccessful', 'successful')",1.8646015,1.5600736,0.7060244,0.67259884,0.8260379,0.6499548,0.1760831
54,-0.06580055,0.027200744,"('incapable', 'capable')",-0.67373276,-0.5971117,1.1412997,1.0002425,0.1339221,0.1434438,-0.0095217
78,-0.036005866,0.24905135,"('nonresilient', 'resilient')",1.2537774,1.674489,0.081788614,0.2858121,0.4331867,0.7364508,-0.3032641
9,-0.02279441,0.21607922,"('unaffectionate', 'caring')",-0.117808856,-0.0019675528,1.2757958,1.3010142,0.3783975,0.505042,-0.1266445
18,-0.0019698963,-0.0020619184,"('disagreeable', 'welcoming')",-1.2397568,-1.0762813,-0.28763992,-0.38105753,-0.5097889,-0.4864669,-0.023322
