,plum_male,plum_female,tuple,creek_male,creek_female,timber_male,timber_female,co_male,co_female,inc_male,inc_female,average_male,average_female,male-female
46,-2.0127172,-1.7807128,"('uncompetitive', 'competitive')",-0.01945576,0.27089733,-0.12559594,-0.0043457523,-0.2909338,-0.22713205,-1.1520698,-0.87269765,-0.7201545,-0.5227982,-0.1973563
51,-1.962615,-1.993809,"('uneducated', 'educated')",-1.0856442,-1.0814624,-1.0153277,-1.0477604,-0.47418433,-0.5647167,0.043661453,0.19288468,-0.898822,-0.8989727,0.0001507
86,-1.9611335,-1.9722568,"('uninfluential', 'influential')",-1.1767249,-1.2557038,-0.16255842,-0.21532428,-0.87064755,-1.106407,-0.3720432,-0.24109133,-0.9086215,-0.9581567,0.0495352
85,1.9023848,1.8233529,"('insignificant', 'prestigious')",-0.057838295,-0.027840272,1.6569692,1.5772578,-0.033336874,0.002710078,1.3382362,1.1003275,0.961283,0.8951616,0.0661214
70,-1.820911,-1.6490139,"('lethargic', 'energetic')",-0.55188894,-0.3333106,-0.22586103,-0.07603355,-0.5248173,-0.54472226,0.49098724,0.6644789,-0.5264982,-0.3877203,-0.1387779
65,-1.8146616,-1.711223,"('insecure', 'secure')",-1.7920111,-1.8446435,-0.106684715,-0.096875615,0.042464778,0.035666496,-0.8321513,-0.69256335,-0.9006088,-0.8619278,-0.038681
55,-1.774071,-1.6524702,"('incompetent', 'clever')",-1.2977767,-1.2443254,-1.1713849,-1.1314056,-0.34019482,-0.4273504,-0.6340676,-0.3923359,-1.043499,-0.9695775,-0.0739215
10,-1.7561653,-1.76624,"('unsympathetic', 'sympathetic')",-1.2945311,-1.3300381,-0.7097703,-0.7024754,-1.2446711,-1.3874416,-0.622613,-0.3578268,-1.1255501,-1.1088044,-0.0167457
81,-1.7543097,-1.7825,"('submissive', 'aggressive')",-1.0657684,-1.122658,-0.8853742,-0.87099713,-0.80763435,-0.9316464,-1.5873568,-1.2707654,-1.2200886,-1.1957134,-0.0243752
34,-1.6851557,-1.6978632,"('mean', 'honorable')",-0.84232616,-0.86652625,-0.009588113,-0.025468674,-0.30323166,-0.241133,6.415545,6.47632,0.7150486,0.7290658,-0.0140172
5,1.6665105,1.5674695,"('distant', 'outgoing')",0.46528438,0.42546505,0.3300417,0.30508533,-0.04226249,-0.06771239,0.38323054,0.1105869,0.5605609,0.4681789,0.092382
0,-1.664233,-1.7264373,"('unsociable', 'sociable')",-1.3074586,-1.3840598,-0.09860758,-0.16213109,-0.27650914,-0.42633885,-0.71616036,-0.537961,-0.8125937,-0.8473856,0.0347919
35,1.6164569,1.441223,"('corrupt', 'incorrupt')",0.72081935,0.7153961,-0.31303856,-0.324649,0.009513732,0.06930816,0.68657094,0.44216537,0.5440644,0.4686887,0.0753757
52,1.5980977,1.4686977,"('irrational', 'rational')",0.331099,0.2000575,0.8028709,0.7497105,-0.22051628,-0.23578247,0.7132417,0.554097,0.6449586,0.547356,0.0976026
11,-1.5281345,-1.4775282,"('unhelpful', 'helpful')",-0.24846558,-0.24331827,0.15593757,0.27946424,-0.39728785,-0.39829147,1.7012393,1.9171194,-0.0633422,0.0154891,-0.0788313
43,-1.4822152,-1.4605508,"('irresponsible', 'responsible')",-0.18032657,-0.22011486,1.0465378,1.0977391,0.16071138,0.12741874,0.61908853,0.72904027,0.0327592,0.0547065,-0.0219473
33,1.4409461,1.3462222,"('wrong', 'right')",0.51085865,0.41676897,1.6404413,1.4998586,0.84292525,0.7265775,0.1432619,-0.0699845,0.9156866,0.7838886,0.131798
68,-1.3886722,-1.4590124,"('dependent', 'independent')",-1.4938265,-1.4949218,-2.0228152,-2.071412,-1.980469,-2.0313778,-0.8888184,-0.99947524,-1.5549203,-1.6112398,0.0563195
6,1.344972,1.2336268,"('distant', 'open')",0.347062,0.30720556,0.0050291866,-0.027365953,-0.641247,-0.66246825,1.0929271,0.8361236,0.4297486,0.3374244,0.0923242
21,-1.3372669,-1.267591,"('immoral', 'moral')",-0.929385,-0.90346193,0.3767666,0.36302903,-0.06655286,-0.09885034,-1.1700652,-0.9670414,-0.6253007,-0.5747831,-0.0505176
63,-1.3370076,-1.2520388,"('unperceptive', 'insightful')",0.20747575,0.36613485,0.548551,0.6746763,-0.3457598,-0.33972928,0.57988274,0.69583297,-0.0693716,0.0289752,-0.0983468
82,-1.3182037,-1.2156773,"('poor', 'rich')",-0.55780756,-0.49201483,0.105012305,0.13649052,0.1569159,0.14868143,6.4867926,6.5865536,0.9745419,1.0328067,-0.0582648
56,-1.2429123,-1.1130328,"('impractical', 'practical')",-0.6808921,-0.57209843,1.2172091,1.2961296,-0.27817953,-0.23666425,-0.725633,-0.50128305,-0.3420816,-0.2253898,-0.1166918
49,-1.2420357,-1.1722147,"('unable', 'able')",-1.5439168,-1.4307485,-0.8953073,-0.87294114,-1.3914174,-1.3774978,-0.749148,-0.7167212,-1.164365,-1.1140246,-0.0503404
23,-1.239788,-1.1344016,"('insincere', 'sincere')",-0.6382026,-0.640548,0.56557256,0.6378419,-0.8351372,-0.9206394,5.850485,6.0034266,0.7405859,0.7891359,-0.04855
73,1.197218,1.2639365,"('helpless', 'self-reliant')",1.0344577,1.1325686,0.26553532,0.28952616,0.8509363,0.96462995,-3.5620468,-3.6364558,-0.0427799,0.0028411,-0.045621
45,-1.192832,-1.1149325,"('incompetent', 'competent')",-0.7824668,-0.6679547,-0.20510732,-0.02331561,-0.3031785,-0.30593678,-0.403873,-0.31599057,-0.5774915,-0.485626,-0.0918655
83,-1.1772952,-1.1863992,"('powerless', 'powerful')",-0.97545433,-0.8867112,0.42258438,0.43592805,-1.1914624,-1.1535323,-1.6197506,-1.3765641,-0.9082756,-0.8334558,-0.0748198
88,-1.1191019,-1.2107,"('low', 'eminent')",-1.3806496,-1.4336867,-0.579702,-0.59260255,-0.9502215,-1.0576702,0.124707565,0.15629195,-0.7809935,-0.8276735,0.04668
48,-1.1010966,-1.11971,"('unintelligent', 'intelligent')",-1.5826912,-1.6332237,-0.5250286,-0.623443,-1.1542106,-1.3364865,0.2459103,0.31092277,-0.8234234,-0.8803881,0.0569647
32,-1.0827574,-1.0158553,"('unkind', 'kind')",-0.96338683,-0.9648058,0.22962393,0.2511638,-0.15476698,-0.19382145,0.6521612,0.74386823,-0.2638252,-0.2358901,-0.0279351
57,-1.0769271,-0.9095506,"('unimaginative', 'imaginative')",-1.0591398,-0.8333554,0.0050800517,0.107843235,-0.5263128,-0.5114346,-2.9919422,-2.9368434,-1.1298484,-1.0166681,-0.1131803
60,-1.0129508,-1.0157914,"('inefficient', 'efficient')",-0.54775876,-0.6438203,0.22254755,0.22363645,-0.18086924,-0.2956522,-0.6402537,-0.3395837,-0.431857,-0.4142422,-0.0176148
47,-0.9327768,-0.9188083,"('stupid', 'smart')",-0.50670993,-0.5606741,0.51426727,0.57847005,0.6579021,0.7416551,5.9765844,6.1195893,1.1418534,1.1920465,-0.0501931
25,0.9103139,0.6514145,"('egoistic', 'altruistic')",0.17543246,0.018139489,1.4046342,1.3324604,1.0141994,0.9449834,1.8322526,1.7731179,1.0673665,0.9440231,0.1233434
20,-0.88489705,-0.9716997,"('rough', 'thoughtful')",-1.098261,-1.1368282,-0.5089947,-0.49956644,-0.1701588,-0.1368227,0.84276235,0.8465197,-0.3639098,-0.3796794,0.0157696
69,0.88291633,0.67008245,"('lazy', 'industrious')",0.65015393,0.580541,0.6660713,0.5686535,1.5567942,1.6427985,0.07767176,-0.15176678,0.7667215,0.6620618,0.1046597
22,-0.870483,-0.81208575,"('untrustworthy', 'trustworthy')",0.24580288,0.3217865,-0.54902816,-0.4483012,0.34113625,0.3863652,-1.0087337,-1.0189639,-0.3682611,-0.3142398,-0.0540213
72,-0.8260314,-0.8357554,"('unambitious', 'ambitious')",-0.95416087,-1.0176662,-0.015834855,-0.098221,-0.85011953,-0.90450597,-1.0971941,-1.0122335,-0.7486681,-0.7736764,0.0250083
77,-0.8097965,-0.68733126,"('unmotivated', 'motivated')",-0.10939729,0.091896,-0.008986533,0.049529426,-0.17690873,-0.19600816,-1.0614498,-0.8973515,-0.4333077,-0.3278531,-0.1054546
76,-0.80443007,-0.72810036,"('anxious', 'daring')",-0.26551235,-0.19292134,-0.040761728,-0.04642203,0.4314453,0.42423317,-0.49777615,-0.3293349,-0.235407,-0.1745091,-0.0608979
58,-0.80112666,-0.7631671,"('undiscriminating', 'discriminating')",-1.199416,-1.0733788,0.34449604,0.40514648,0.7630611,0.8183871,0.0423489,0.008324472,-0.1701273,-0.1209376,-0.0491897
62,-0.7869691,-0.61844015,"('incompetent', 'brilliant')",-0.34774268,-0.22083814,-0.32186213,-0.15753487,-0.6259878,-0.6029132,-0.4723756,-0.22224152,-0.5109875,-0.3643936,-0.1465939
3,-0.78651375,-0.6170677,"('repellent', 'pleasant')",-0.08248756,0.02366752,-0.1898033,-0.17386979,0.6562971,0.69240886,-0.01235633,0.14472803,-0.0829728,0.0139734,-0.0969462
50,-0.7700827,-0.69628656,"('clumsy', 'skillful')",-0.16773176,-0.06601555,0.31877363,0.39114127,0.3031993,0.39147276,0.6002319,0.6082806,0.0568781,0.1257185,-0.0688404
14,-0.7541379,-0.768761,"('antisocial', 'social')",-0.9779268,-0.8976486,0.42645392,0.42199808,0.2003642,0.20516032,-1.0044568,-0.8275537,-0.4219407,-0.373361,-0.0485797
18,0.74020773,0.7430971,"('disagreeable', 'welcoming')",0.34926403,0.25705174,-0.20833334,-0.25178415,-0.558868,-0.6331693,-0.180271,-0.33117655,0.0283999,-0.0431962,0.0715961
4,0.7255278,0.69311297,"('disliked', 'liked')",0.2830525,0.3988558,-0.17971174,-0.15199882,-0.16749667,-0.12061753,-6.7606335,-6.9930787,-1.2198524,-1.2347452,0.0148928
7,-0.7243903,-0.7372851,"('insensitive', 'sensitive')",-0.29700783,-0.2758763,0.3384489,0.4081692,-0.426741,-0.4545187,0.84152263,0.8501781,-0.0536335,-0.0418666,-0.0117669
78,-0.7209118,-0.65434957,"('nonresilient', 'resilient')",0.018915227,0.16755243,0.20658535,0.20143238,-0.013361694,0.032417405,0.37783107,0.52921826,-0.0261884,0.0552542,-0.0814426
31,0.720582,0.6298311,"('evil', 'good')",0.04865414,-0.03208555,-0.83812964,-0.7455296,0.09469646,0.17673123,-0.4331857,-0.7537625,-0.0814765,-0.1449631,0.0634866
59,0.7196768,0.68251234,"('foolish', 'wise')",1.0946856,1.0402379,1.788393,1.8088717,1.0811198,1.1107391,1.0364535,0.8492329,1.1440657,1.0983189,0.0457468
9,0.71272683,0.6829111,"('unaffectionate', 'caring')",0.21875222,0.21070142,1.3128321,1.3303413,-0.557272,-0.6483988,1.6644691,1.6102691,0.6703016,0.6371648,0.0331368
17,0.7056661,0.5971075,"('nasty', 'nice')",-0.105671085,-0.19342393,-0.02624327,-0.053968087,-0.028491672,-0.08806561,-0.4997881,-0.5815131,0.0090944,-0.0639726,0.073067
84,0.6326965,0.6365629,"('inferior', 'superior')",0.21936244,0.25142607,0.8461171,0.9134241,0.95975083,0.9959011,0.90571785,0.9195306,0.7127289,0.743369,-0.0306401
39,0.5920454,0.5338646,"('exploitative', 'cooperative')",-0.1071518,-0.18776923,0.5880714,0.5434029,0.8745482,0.80534637,0.09303748,0.11855361,0.4081101,0.3626797,0.0454304
75,0.5587154,0.6060923,"('meek', 'impulsive')",0.87894285,1.0612736,-0.46080616,-0.30777416,-0.3230448,-0.20631528,-0.24285552,-0.30288434,0.0821904,0.1700784,-0.087888
29,0.5269028,0.37200642,"('unfair', 'fair')",0.5324187,0.5075637,0.18356569,0.12652972,0.049694642,-0.006932825,-0.13181409,-0.33167043,0.2321536,0.1334993,0.0986543
13,-0.50807244,-0.50322723,"('impolite', 'polite')",-0.73777074,-0.8275985,-0.29302144,-0.2801616,-0.23664972,-0.25791314,-0.5042881,-0.41269338,-0.4559605,-0.4563188,0.0003583
1,0.49388635,0.45866334,"('unfriendly', 'friendly')",-0.46061236,-0.42812952,1.0545955,1.0935683,-0.18186352,-0.22165766,2.5915747,2.327915,0.6995161,0.6460719,0.0534442
44,0.46750826,0.5059244,"('prejudiced', 'unprejudiced')",0.055304907,0.059984695,-0.5826189,-0.5815273,-0.36631623,-0.3288328,-1.427764,-1.4816282,-0.3707772,-0.3652158,-0.0055614
79,0.46228558,0.4468111,"('wavering', 'unwavering')",-0.02386158,0.060701616,0.10305469,0.08320375,-0.7815515,-0.74757475,0.5550202,0.43749553,0.0629895,0.0561275,0.006862
36,0.43601656,0.32430947,"('hostile', 'amicable')",-0.6032793,-0.56413776,-0.69002986,-0.7096096,-0.35527557,-0.21158668,1.3234006,1.151589,0.0221665,-0.0018871,0.0240536
2,-0.42613104,-0.45729485,"('unlikable', 'likable')",-0.3608565,-0.37884885,-0.09455812,-0.036840893,0.84810483,0.91950196,0.6253257,0.62545055,0.118377,0.1343936,-0.0160166
19,-0.4233382,-0.47221464,"('inhospitable', 'hospitable')",-0.87576854,-0.7818862,-1.0779203,-1.0306053,-1.2213979,-1.2089189,0.08944961,-0.032758743,-0.7017951,-0.7052768,0.0034817
38,-0.40033168,-0.49441332,"('untruthful', 'truthful')",0.04501528,-0.03814386,0.049478833,0.041029863,-0.9178919,-0.97457206,0.10215494,0.06503736,-0.2243149,-0.2802124,0.0558975
74,-0.39458102,-0.34026757,"('undedicated', 'dedicated')",-0.13422991,-0.121159166,-0.590116,-0.61053157,-0.38630018,-0.48419976,-0.12533496,-0.04557386,-0.3261124,-0.3203464,-0.005766
30,-0.37793067,-0.33292055,"('intolerant', 'tolerant')",-0.56959724,-0.56057173,0.009934515,0.05455955,0.21217495,0.14270803,0.8091932,0.9175051,0.016755,0.0442561,-0.0275011
26,0.35505846,0.42840004,"('hardhearted', 'benevolent')",-1.069565,-1.0106122,1.0424063,1.1064303,1.4133335,1.4486406,1.8516747,1.7496914,0.7185816,0.74451,-0.0259284
