,textron_male,textron_female,tuple,inc_male,inc_female,average_male,average_female,male-female
38,-0.9497997,-1.1044143,"('untruthful', 'truthful')",-0.07512375,-0.059034746,-0.5124617,-0.5817245,0.0692628
35,-0.9434269,-0.8500836,"('corrupt', 'incorrupt')",-0.14216703,0.08658853,-0.542797,-0.3817475,-0.1610495
86,-0.92871493,-0.7789068,"('uninfluential', 'influential')",-0.39082924,-0.22082113,-0.6597721,-0.499864,-0.1599081
56,0.9077696,0.6623954,"('impractical', 'practical')",-0.4085136,-0.6507287,0.249628,0.0058334,0.2437946
21,0.89266086,1.0625125,"('immoral', 'moral')",-0.59701884,-0.60589087,0.147821,0.2283108,-0.0804898
84,0.8547092,0.7733102,"('inferior', 'superior')",1.271895,1.2578849,1.0633022,1.0155976,0.0477046
55,0.8538335,0.8227006,"('incompetent', 'clever')",0.014535155,0.02691645,0.4341843,0.4248085,0.0093758
67,0.8072636,0.7160686,"('doubtful', 'determined')",-0.4730705,-0.47482392,0.1670966,0.1206224,0.0464742
20,0.8034522,0.898705,"('rough', 'thoughtful')",1.0273565,1.302159,0.9154043,1.1004319,-0.1850276
16,-0.7938168,-0.81097203,"('unpopular', 'popular')",0.71294427,0.7736597,-0.0404363,-0.0186562,-0.0217801
17,-0.7468776,-0.5400001,"('nasty', 'nice')",-0.7361217,-0.35577306,-0.7414997,-0.4478866,-0.2936131
24,-0.7357361,-0.81194204,"('dishonest', 'honest')",0.34381208,0.4182243,-0.195962,-0.1968589,0.0008969
62,0.73319656,0.6542789,"('incompetent', 'brilliant')",0.38899618,0.13774765,0.5610964,0.3960133,0.1650831
25,-0.7157909,-0.6807681,"('egoistic', 'altruistic')",1.3482096,1.5186765,0.3162093,0.4189542,-0.1027449
15,-0.707295,-0.6809555,"('boring', 'funny')",0.23138745,0.32603565,-0.2379538,-0.1774599,-0.0604939
65,0.6766575,0.5560109,"('insecure', 'secure')",-0.29605687,-0.64474785,0.1903003,-0.0443685,0.2346688
12,-0.6610499,-0.56914765,"('unsupportive', 'supportive')",-1.8260652,-1.764334,-1.2435576,-1.1667408,-0.0768168
29,-0.6482215,-0.5903517,"('unfair', 'fair')",-0.67947966,-0.5233072,-0.6638505,-0.5568295,-0.107021
75,-0.63042426,-0.4564335,"('meek', 'impulsive')",-0.12818088,-0.10128685,-0.3793026,-0.2788602,-0.1004424
45,-0.5842219,-0.80530906,"('incompetent', 'competent')",-0.28509164,-0.43520343,-0.4346568,-0.6202562,0.1855994
46,0.5839758,0.61517024,"('uncompetitive', 'competitive')",-0.42552677,-0.55731934,0.0792245,0.0289254,0.0502991
57,-0.5613843,-0.45564672,"('unimaginative', 'imaginative')",-2.7811227,-2.5500267,-1.6712534,-1.5028367,-0.1684167
30,0.56058216,0.43271035,"('intolerant', 'tolerant')",1.1831648,1.21361,0.8718735,0.8231602,0.0487133
61,0.54504687,0.6114226,"('illogical', 'logical')",-0.106361434,0.13742156,0.2193427,0.3744221,-0.1550794
74,-0.53620756,-0.43504333,"('undedicated', 'dedicated')",-0.40119892,-0.36260477,-0.4687032,-0.398824,-0.0698792
50,-0.5207974,-0.6083873,"('clumsy', 'skillful')",0.46537727,0.39353067,-0.0277101,-0.1074283,0.0797182
41,-0.5199496,-0.23880775,"('unforgiving', 'forgiving')",-0.22955531,0.067187935,-0.3747525,-0.0858099,-0.2889426
28,-0.488642,-0.4580863,"('disloyal', 'loyal')",0.5834135,0.5795597,0.0473857,0.0607367,-0.013351
13,0.4644717,0.34744364,"('impolite', 'polite')",-0.34203643,-0.39487877,0.0612176,-0.0237176,0.0849352
2,-0.44710058,-0.40147,"('unlikable', 'likable')",0.50016135,0.5241064,0.0265304,0.0613182,-0.0347878
43,-0.44655484,-0.63568264,"('irresponsible', 'responsible')",-0.04219771,-0.098859325,-0.2443763,-0.367271,0.1228947
33,-0.44162738,-0.37742594,"('wrong', 'right')",-0.6097456,-0.38738254,-0.5256865,-0.3824042,-0.1432823
27,-0.43307617,-0.38999197,"('hardhearted', 'softhearted')",1.432386,1.6334873,0.4996549,0.6217477,-0.1220928
37,-0.42935288,-0.5451787,"('fake', 'genuine')",0.10113901,0.043266393,-0.1641069,-0.2509561,0.0868492
88,-0.42923218,-0.257166,"('low', 'eminent')",0.1721552,0.2143889,-0.1285385,-0.0213885,-0.10715
73,0.42512435,0.37449998,"('helpless', 'self-reliant')",-2.8673003,-2.7698472,-1.2210879,-1.1976736,-0.0234143
11,0.41698343,0.22336495,"('unhelpful', 'helpful')",1.4888501,1.4689783,0.9529167,0.8461716,0.1067451
72,-0.404414,-0.5117123,"('unambitious', 'ambitious')",-0.91526854,-1.012292,-0.6598413,-0.7620022,0.1021609
44,0.39797932,0.19613439,"('prejudiced', 'unprejudiced')",-1.5123322,-1.4791955,-0.5571765,-0.6415305,0.084354
83,0.39021474,0.5938569,"('powerless', 'powerful')",-0.8486874,-0.84913284,-0.2292363,-0.127638,-0.1015983
82,-0.34536526,-0.57059103,"('poor', 'rich')",6.0610065,5.7213993,2.8578207,2.5754042,0.2824165
3,0.33968562,0.20671539,"('repellent', 'pleasant')",0.045702316,-0.0069654267,0.192694,0.099875,0.092819
40,-0.33670527,-0.2402156,"('stingy', 'generous')",-1.3569535,-1.3310124,-0.8468294,-0.785614,-0.0612154
39,0.30266678,0.39026356,"('exploitative', 'cooperative')",-0.42215702,-0.0888744,-0.0597451,0.1506946,-0.2104397
69,-0.29808682,-0.3897248,"('lazy', 'industrious')",-0.090817854,-0.0001524426,-0.1944523,-0.1949386,0.0004863
70,0.29576778,0.16372019,"('lethargic', 'energetic')",0.257559,0.027407717,0.2766634,0.095564,0.1810994
71,-0.2920329,-0.22214222,"('diffident', 'self-confident')",0.18410674,0.44184193,-0.0539631,0.1098499,-0.163813
42,-0.2629756,-0.43662816,"('unreliable', 'reliable')",-3.2932303,-3.4311275,-1.778103,-1.9338778,0.1557748
47,0.26088297,0.07976232,"('stupid', 'smart')",5.229883,4.97548,2.745383,2.5276213,0.2177617
58,0.24084643,0.3800132,"('undiscriminating', 'discriminating')",0.04030035,0.07126023,0.1405734,0.2256367,-0.0850633
68,0.22469142,0.2610818,"('dependent', 'independent')",0.05078267,0.1392422,0.1377371,0.200162,-0.0624249
10,-0.22461545,-0.22102468,"('unsympathetic', 'sympathetic')",-0.4470883,-0.47712925,-0.3358519,-0.349077,0.0132251
63,-0.2135378,-0.2075703,"('unperceptive', 'insightful')",1.0528892,0.9329574,0.4196757,0.3626935,0.0569822
78,0.20883405,0.2705396,"('nonresilient', 'resilient')",0.8013276,0.7422011,0.5050808,0.5063704,-0.0012896
77,0.20665565,0.2172699,"('unmotivated', 'motivated')",-0.63084126,-0.7470772,-0.2120928,-0.2649037,0.0528109
64,0.20562734,0.21745807,"('shy', 'confident')",-5.976712,-6.1364965,-2.8855424,-2.9595191,0.0739767
32,-0.19929673,-0.1356947,"('unkind', 'kind')",0.59945047,0.6700345,0.2000769,0.2671699,-0.067093
23,-0.14613321,-0.29842693,"('insincere', 'sincere')",5.476656,5.170169,2.6652613,2.4358709,0.2293904
0,0.14559217,0.03863141,"('unsociable', 'sociable')",-0.6385788,-0.6394007,-0.2464933,-0.3003846,0.0538913
49,-0.13625994,-0.04945422,"('unable', 'able')",0.12611686,0.22728774,-0.0050715,0.0889168,-0.0939883
34,-0.10124632,-0.20370366,"('mean', 'honorable')",5.734932,5.690639,2.8168428,2.7434676,0.0733752
51,0.09548679,0.19918105,"('uneducated', 'educated')",0.8055588,0.8177465,0.4505228,0.5084638,-0.057941
7,0.084138215,0.0059913583,"('insensitive', 'sensitive')",0.3520488,0.2853968,0.2180935,0.1456941,0.0723994
87,0.05872326,-0.084592134,"('unsuccessful', 'successful')",0.82581943,0.8100543,0.4422714,0.3627311,0.0795403
22,0.012346085,-0.02603022,"('untrustworthy', 'trustworthy')",-1.2037529,-1.1647761,-0.5957034,-0.5954031,-0.0003003
