,varian_male,varian_female,tuple,medical_male,medical_female,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
1,-2.4200144,-2.6641033,"('unfriendly', 'friendly')",0.6527019,0.63893396,-0.33648422,-0.25432864,1.9865973,1.9257225,-0.0292999,-0.0884439,0.059144
86,-2.1789486,-2.1329288,"('uninfluential', 'influential')",0.34453762,0.25555912,-0.56445605,-0.3952297,-0.35745674,-0.26278386,-0.689081,-0.6338458,-0.0552352
63,-1.887244,-2.0135272,"('unperceptive', 'insightful')",-0.07168267,-0.08138477,0.6566616,0.6939332,0.59449637,0.7665616,-0.1769422,-0.1586042,-0.018338
53,-1.8815645,-1.7232682,"('uncreative', 'creative')",-0.39331877,-0.3678763,-0.32874596,-0.011010855,0.9329242,1.0240089,-0.4176762,-0.2695366,-0.1481396
69,1.5397872,1.2743163,"('lazy', 'industrious')",1.7309952,1.6061461,1.4095734,1.0569508,0.14707687,-0.015372211,1.2068583,0.9805102,0.2263481
57,-1.4895983,-1.2368942,"('unimaginative', 'imaginative')",-0.0012516752,-0.009290479,-0.6851321,-0.41766632,-2.771886,-2.5604846,-1.2369671,-1.0560839,-0.1808832
58,-1.4439914,-1.2140517,"('undiscriminating', 'discriminating')",-0.97009146,-1.0200322,-0.42821422,-0.4218484,-0.17975615,-0.27864087,-0.7555134,-0.7336433,-0.0218701
72,-1.3412478,-1.1895351,"('unambitious', 'ambitious')",-0.18957418,-0.089426294,-1.6336746,-1.6281539,-1.0422257,-0.66493887,-1.0516806,-0.8930136,-0.158667
61,-1.332968,-1.2123392,"('illogical', 'logical')",-0.10667362,0.020584952,0.25640154,0.41922665,0.34377313,0.21243687,-0.2098667,-0.1400227,-0.069844
8,-1.2513037,-1.4546835,"('unaffectionate', 'affectionate')",0.20616794,0.20700748,-1.65505,-1.7920939,0.88573277,0.93651545,-0.4536133,-0.5258136,0.0722003
9,-1.2017574,-1.3166531,"('unaffectionate', 'caring')",1.1636215,1.1825421,-0.6763159,-0.7033067,1.2302206,1.4133904,0.1289422,0.1439932,-0.015051
10,-1.166483,-0.7275161,"('unsympathetic', 'sympathetic')",-1.1658969,-1.0075829,-1.0300609,-0.7678963,-0.69700235,-0.3487881,-1.0148607,-0.7129459,-0.3019148
24,-1.1488049,-1.2085308,"('dishonest', 'honest')",-0.39037412,-0.2929095,-2.165833,-2.3565464,0.38212198,0.5724547,-0.8307225,-0.821383,-0.0093395
