,varian_male,varian_female,tuple,medical_male,medical_female,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
43,-1.0959429,-1.0365247,"('irresponsible', 'responsible')",0.6637579,0.8436646,-0.8416698,-0.98241967,0.073098704,0.3192659,-0.300189,-0.2140035,-0.0861855
45,-1.0444697,-0.82746357,"('incompetent', 'competent')",-0.25709975,-0.017248474,-0.18141617,-0.020157754,-0.28629345,0.025410421,-0.4423198,-0.2098648,-0.232455
25,-1.0273184,-1.0739993,"('egoistic', 'altruistic')",0.39080957,0.4444401,0.85526764,0.8902628,1.6407918,1.4983056,0.4648876,0.4397523,0.0251353
70,-1.0133812,-0.636274,"('lethargic', 'energetic')",-0.5412321,-0.42715108,-0.01257699,0.107977375,0.27849215,0.50880647,-0.3221745,-0.1116603,-0.2105142
23,-0.9965722,-0.872369,"('insincere', 'sincere')",-0.3347339,-0.16785875,0.49144408,0.7041591,5.118528,5.4867897,1.0696665,1.2876803,-0.2180138
82,-0.9896818,-0.7930035,"('poor', 'rich')",-0.6810401,-0.47945786,-0.754559,-0.5332106,6.0301175,6.2957835,0.9012092,1.1225278,-0.2213186
38,-0.9866755,-1.1338664,"('untruthful', 'truthful')",0.10438937,0.10243659,-0.64439195,-0.64456445,-0.30754516,-0.21067756,-0.4585558,-0.471668,0.0131122
44,0.9292981,0.834714,"('prejudiced', 'unprejudiced')",-0.6900084,-0.5973359,-0.31534538,-0.4847802,-1.2269768,-1.266151,-0.3257581,-0.3783883,0.0526302
84,0.9103731,1.0002662,"('inferior', 'superior')",0.89756256,0.9135259,0.30754757,0.21701673,0.87916344,0.9071062,0.7486617,0.7594787,-0.010817
54,-0.8918282,-0.86407524,"('incapable', 'capable')",0.050903086,0.0342673,-0.30201766,-0.46491408,1.1513188,1.2213542,0.002094,-0.018342,0.020436
60,-0.85618657,-0.102626815,"('inefficient', 'efficient')",-0.52850187,-0.06669446,0.9432353,1.5368216,-0.68803823,-0.08177513,-0.2823728,0.3214313,-0.6038041
3,-0.8391085,-0.55267644,"('repellent', 'pleasant')",-1.5392175,-1.4239676,0.2666533,0.64891374,-0.1286669,0.1915182,-0.5600849,-0.284053,-0.2760319
67,0.804652,0.84830874,"('doubtful', 'determined')",0.16046777,-0.030309726,0.37500554,0.10788143,-0.7302759,-0.6957646,0.1524623,0.057529,0.0949333
0,-0.7977983,-0.30400446,"('unsociable', 'sociable')",0.21691628,0.36172193,0.07569875,0.21007985,-0.6345545,-0.33894846,-0.2849345,-0.0177878,-0.2671467
73,0.7747887,0.82686925,"('helpless', 'self-reliant')",0.47290552,0.4385553,-0.36225766,-0.5098051,-3.2794936,-3.1924837,-0.5985143,-0.6092161,0.0107018
51,-0.7724256,-0.42088965,"('uneducated', 'educated')",0.07327472,0.11432676,-0.08505499,0.05183904,-0.2591634,-0.16887304,-0.2608423,-0.1058992,-0.1549431
22,-0.7647952,-0.55507225,"('untrustworthy', 'trustworthy')",-0.23907593,-0.099545956,0.4483272,0.5459533,-1.0021898,-0.66983026,-0.3894334,-0.1946238,-0.1948096
37,0.76078415,0.7057094,"('fake', 'genuine')",-0.1423227,-0.09038847,-0.26807112,-0.3750024,0.4311536,0.4855175,0.195386,0.181459,0.013927
35,0.7124562,0.24676058,"('corrupt', 'incorrupt')",-0.14347678,-0.2939148,-0.38755637,-0.69011486,0.53507817,0.14349867,0.1791253,-0.1484426,0.3275679
65,-0.709074,-0.08882259,"('insecure', 'secure')",-1.1943513,-0.9018414,0.3721526,0.66573954,-0.67423415,-0.24997994,-0.5513767,-0.1437261,-0.4076506
56,-0.68912566,-0.26747793,"('impractical', 'practical')",0.6053266,0.79259306,-0.12964316,0.16115472,-0.81554496,-0.47545856,-0.2572468,0.0527028,-0.3099496
34,-0.6745329,-0.6371756,"('mean', 'honorable')",-0.47560415,-0.42059737,0.2656315,0.25146857,5.854198,5.8996964,1.2424231,1.273348,-0.0309249
5,-0.6687,-1.0712143,"('distant', 'outgoing')",0.40042838,0.30187726,-0.8913921,-1.1292356,0.17040847,0.16966932,-0.2473138,-0.4322259,0.1849121
74,-0.629959,-0.57331955,"('undedicated', 'dedicated')",0.2712876,0.3765443,0.25340623,0.5950404,0.010617003,-0.0023000296,-0.023662,0.0989913,-0.1226533
27,-0.6219087,-1.039862,"('hardhearted', 'softhearted')",0.2755963,0.29952177,0.2004535,0.13812661,2.0068421,1.7330635,0.4652458,0.2827125,0.1825333
47,-0.5997332,-0.49675784,"('stupid', 'smart')",0.4758222,0.5694898,0.6893155,0.67698896,5.650013,5.925101,1.5538543,1.6687055,-0.1148512
36,-0.59190226,-1.0553204,"('hostile', 'amicable')",-0.7768046,-0.96507865,-1.8508456,-2.1220698,0.96827215,0.50074214,-0.5628201,-0.9104317,0.3476116
32,-0.5911001,-0.6792107,"('unkind', 'kind')",1.3471469,1.4274496,0.18795806,0.16512562,0.8162117,0.8876351,0.4400541,0.4502499,-0.0101958
28,-0.5795702,-0.30630857,"('disloyal', 'loyal')",-0.30186966,-0.22043906,-0.4972919,-0.296469,0.67103255,0.8586654,-0.1769248,0.0088622,-0.185787
33,0.5649534,0.14301307,"('wrong', 'right')",1.2146021,1.0442778,0.2612867,0.06463878,-0.13337123,-0.30109495,0.4768678,0.2377087,0.2391591
46,-0.55367047,-0.24128067,"('uncompetitive', 'competitive')",-0.5016383,-0.25787568,1.2704686,1.5788442,-1.1601728,-0.93111086,-0.2362533,0.0371442,-0.2733975
39,0.5351127,0.50487137,"('exploitative', 'cooperative')",0.16760498,0.2646832,1.2219006,1.285514,0.18358298,0.32554573,0.5270503,0.5951536,-0.0681033
59,0.5331575,0.036365796,"('foolish', 'wise')",1.2464645,1.0322064,-0.13516432,-0.46676254,0.636294,0.629694,0.5701879,0.3078759,0.262312
11,-0.5330341,-0.47854242,"('unhelpful', 'helpful')",0.097843036,0.27782878,0.83848995,0.9466681,1.1937792,1.5626014,0.3992695,0.577139,-0.1778695
16,-0.5259514,-0.62256473,"('unpopular', 'popular')",-0.06841875,-0.1307576,0.116096385,0.07136972,0.89679617,0.7492611,0.1046306,0.0168271,0.0878035
14,-0.5238581,0.26986536,"('antisocial', 'social')",-0.23542629,0.13095933,0.22803932,0.6056311,-1.0538087,-0.64156806,-0.3962634,0.0912219,-0.4874853
77,-0.51446,-0.13921662,"('unmotivated', 'motivated')",0.1069978,0.213236,0.63341165,0.7573031,-1.5712098,-1.2475339,-0.3363151,-0.1040529,-0.2322622
80,0.5046864,0.7090912,"('dominated', 'dominating')",-0.12359389,-0.11753656,1.0642229,1.209612,-1.5356063,-1.4665807,-0.0225727,0.0836465,-0.1062192
7,-0.4780685,-0.15396655,"('insensitive', 'sensitive')",-0.78544575,-0.65256923,-0.2610112,-0.059218056,0.31624332,0.51830417,-0.3020706,-0.0868624,-0.2152082
4,-0.4467976,-0.6845084,"('disliked', 'liked')",0.5807253,0.3713723,-0.5369684,-0.68474096,-6.418387,-6.5461264,-1.705357,-1.8860009,0.1806439
79,-0.43680027,-1.0497098,"('wavering', 'unwavering')",-0.3428185,-0.5278692,-1.5867378,-1.8334556,0.24437709,0.056375276,-0.5304948,-0.8386648,0.30817
68,-0.43632892,-0.34767222,"('dependent', 'independent')",-0.95575875,-0.98310524,0.25829706,0.23605028,-0.47375387,-0.4565227,-0.4018861,-0.3878125,-0.0140736
6,-0.4258001,-0.8362187,"('distant', 'open')",0.42397082,0.28998837,-1.488566,-1.763733,0.9236319,0.8267125,-0.1416909,-0.3708127,0.2291218
48,-0.422241,-0.13042657,"('unintelligent', 'intelligent')",0.554395,0.6734433,0.16779189,0.27756807,0.44521695,0.4378005,0.1862907,0.3145963,-0.1283056
31,-0.39397275,-0.92025435,"('evil', 'good')",-0.2711559,-0.51901484,-0.93567127,-1.081302,-0.26926425,-0.60415196,-0.467516,-0.7811808,0.3136648
81,-0.3841022,0.11175787,"('submissive', 'aggressive')",-0.024102077,0.116827056,-0.10717054,0.03542346,-1.3036497,-1.0075687,-0.4547561,-0.1858901,-0.268866
62,-0.3599299,0.1299572,"('incompetent', 'brilliant')",-0.032778922,0.38579017,0.9080816,1.2936006,-0.5048249,0.18409917,0.002637,0.4983618,-0.4957248
83,-0.35783637,-0.30423716,"('powerless', 'powerful')",0.21505584,0.06017659,-0.44950148,-0.59137416,-1.2190642,-1.208149,-0.4528366,-0.5108959,0.0580593
18,-0.34947717,-0.30135763,"('disagreeable', 'welcoming')",0.378055,0.44728476,-0.036583565,-0.096846625,-0.24704537,-0.110348314,-0.0637628,-0.015317,-0.0484458
19,-0.34686577,-0.6701993,"('inhospitable', 'hospitable')",0.1491675,0.05082136,-0.8502894,-1.1069953,0.2325567,0.0754802,-0.2038577,-0.4127232,0.2088655
41,-0.30212027,-0.56001127,"('unforgiving', 'forgiving')",0.70065886,0.7274868,-0.4589098,-0.6351631,0.31343585,0.22592697,0.0632662,-0.0604402,0.1237064
88,-0.29660892,-0.5330911,"('low', 'eminent')",-0.42184627,-0.5003832,-0.15946637,-0.11011163,0.04300544,0.017623737,-0.208729,-0.2814905,0.0727615
75,0.28400275,0.04662469,"('meek', 'impulsive')",0.26315996,0.068454765,-0.92159295,-1.145224,-0.3171725,-0.34400225,-0.1729007,-0.3435367,0.170636
55,-0.25865856,0.23525609,"('incompetent', 'clever')",-0.88602006,-0.6910317,0.33289486,0.5978217,-0.2220419,-0.027781095,-0.2584564,0.0285662,-0.2870226
78,-0.23443069,-0.3352647,"('nonresilient', 'resilient')",1.4515156,1.477274,2.4182625,2.6578243,0.41348836,0.42255482,1.0122089,1.0555971,-0.0433882
20,0.19858377,0.35404894,"('rough', 'thoughtful')",-0.4296461,-0.30695137,0.5110029,0.6732007,1.1876066,1.2219208,0.3668868,0.4855548,-0.118668
26,-0.16887607,-0.29238462,"('hardhearted', 'benevolent')",1.068948,1.066635,-0.03973315,-0.012430394,1.7331283,1.6063759,0.6483668,0.592049,0.0563178
30,-0.16686517,0.12295782,"('intolerant', 'tolerant')",-0.3238094,-0.20981564,0.8004226,0.93252075,0.6301603,0.8203963,0.2349771,0.4165148,-0.1815377
49,0.14607053,0.106723115,"('unable', 'able')",-0.28409058,-0.2915354,0.79669404,0.76441294,0.0985542,0.21217981,0.189307,0.1979451,-0.0086381
50,-0.14420584,-0.2318833,"('clumsy', 'skillful')",0.5602744,0.52090496,0.5637258,0.5423681,0.3864355,0.5262799,0.3415575,0.3394174,0.0021401
17,0.14218932,0.013771822,"('nasty', 'nice')",-0.94515395,-0.8919441,-0.44239262,-0.46146703,-0.4976716,-0.5212889,-0.4357572,-0.465232,0.0294748
15,-0.14165995,-0.30617568,"('boring', 'funny')",0.7037714,0.5962358,-0.5818446,-0.7707061,0.37316877,0.3384098,0.0883589,-0.035559,0.1239179
2,0.13094294,0.20011128,"('unlikable', 'likable')",0.513104,0.6621521,0.89412016,0.67424893,0.6826696,0.7825895,0.5552092,0.5797755,-0.0245663
87,0.12470066,0.24195197,"('unsuccessful', 'successful')",0.20817503,0.40146512,1.2089746,1.3866998,0.8208961,1.0063038,0.5906866,0.7591052,-0.1684186
40,-0.102968,-0.05723761,"('stingy', 'generous')",0.9426223,1.0115819,0.40499476,0.47477442,-1.4894857,-1.3751998,-0.0612092,0.0134797,-0.0746889
21,-0.09850737,0.14548416,"('immoral', 'moral')",0.33069625,0.48412988,0.85906065,0.9540573,-0.9865285,-0.82179743,0.0261802,0.1904685,-0.1642883
64,-0.09401682,0.107186794,"('shy', 'confident')",0.23619421,0.15493946,0.56080556,0.4604612,-6.655928,-6.431998,-1.4882363,-1.4273525,-0.0608838
29,-0.09204824,0.028961472,"('unfair', 'fair')",-0.0629452,-0.056153923,-0.5254568,-0.5758568,-0.23492031,-0.44284788,-0.2288426,-0.2614743,0.0326317
42,-0.06647685,0.13392143,"('unreliable', 'reliable')",0.9115615,0.8412963,-0.46426314,-0.5525028,-2.9933503,-2.736238,-0.6531322,-0.5783808,-0.0747514
71,-0.06158059,-0.1485868,"('diffident', 'self-confident')",2.0536015,2.0032406,1.0802915,0.8499897,0.78428143,0.6952653,0.9641485,0.8499772,0.1141713
85,0.05823309,-0.6574789,"('insignificant', 'prestigious')",1.309039,0.90137815,0.564169,0.19398284,1.1876687,0.72243065,0.7797774,0.2900782,0.4896992
76,-0.043393355,0.33450776,"('anxious', 'daring')",-0.99409884,-0.6560675,-0.04306052,0.3295136,-0.001562003,0.20910788,-0.2705287,0.0542654,-0.3247941
66,-0.041720666,-0.25207204,"('inactive', 'active')",-0.2430021,-0.24365242,-0.5309551,-0.7422269,1.5053327,1.3111919,0.1724137,0.0183102,0.1541035
52,-0.030174652,-0.3264099,"('irrational', 'rational')",0.49706367,0.31487834,-0.6196029,-0.85071015,0.45820427,0.2290676,0.0763726,-0.1582935,0.2346661
12,0.009114453,-0.27654043,"('unsupportive', 'supportive')",2.0788963,1.9997617,0.4008272,0.21008542,-1.8067274,-1.7848077,0.1705276,0.0371248,0.1334028
13,-0.005772451,0.1894172,"('impolite', 'polite')",-0.09183101,0.106397696,0.347712,0.4816025,-0.35871747,-0.10764237,-0.0271522,0.1674438,-0.194596
