,lumen_male,lumen_female,tuple,techologies_male,techologies_female,inc_male,inc_female,average_male,average_female,male-female
18,-0.36572158,-0.240472,"('disagreeable', 'welcoming')",-0.41857237,-0.34658173,0.015259875,0.05421505,-0.2563447,-0.1776129,-0.0787318
47,0.3631855,0.37658972,"('stupid', 'smart')",0.9130974,0.9346798,5.358993,5.3578053,2.2117586,2.223025,-0.0112664
41,-0.3398221,-0.3854143,"('unforgiving', 'forgiving')",-0.71453786,-0.7321639,0.19815825,0.29577148,-0.2854005,-0.2739356,-0.0114649
28,-0.32382438,-0.4614783,"('disloyal', 'loyal')",-0.075909466,-0.17860132,0.9394285,0.9395737,0.1798982,0.0998314,0.0800668
72,-0.3174141,-0.28806022,"('unambitious', 'ambitious')",-0.33674702,-0.29456115,-1.074967,-1.0797949,-0.576376,-0.5541387,-0.0222373
30,0.30963004,0.35688913,"('intolerant', 'tolerant')",1.038088,1.0404526,0.69457644,0.8983593,0.6807648,0.7652337,-0.0844689
11,-0.28535447,-0.22635621,"('unhelpful', 'helpful')",0.9356845,0.8878141,1.8134017,1.839697,0.8212439,0.8337183,-0.0124744
71,-0.28345063,-0.40710068,"('diffident', 'self-confident')",0.68100536,0.66924125,0.1420394,0.04706459,0.1798647,0.1030684,0.0767963
15,-0.28265387,-0.2643411,"('boring', 'funny')",0.07209252,0.05868237,0.5335141,0.47307596,0.1076509,0.0891391,0.0185118
12,-0.27882478,-0.20430687,"('unsupportive', 'supportive')",0.051075317,0.10863538,-1.6785662,-1.5630373,-0.6354386,-0.5529029,-0.0825357
50,0.25663528,0.068372324,"('clumsy', 'skillful')",0.8677786,0.71529645,0.39703962,0.15461673,0.5071512,0.3127618,0.1943894
84,0.25585493,0.22534233,"('inferior', 'superior')",-0.33019933,-0.37791622,0.9859159,0.9284308,0.3038572,0.258619,0.0452382
64,0.23352909,0.23054524,"('shy', 'confident')",0.4801389,0.44548494,-6.6273007,-6.438622,-1.971211,-1.9208639,-0.0503471
69,-0.2281615,-0.39697328,"('lazy', 'industrious')",0.90162575,0.9651756,-0.40905303,-0.56065786,0.0881371,0.0025148,0.0856223
23,-0.19766246,-0.21916021,"('insincere', 'sincere')",0.29125506,0.09618932,5.5934834,5.498511,1.895692,1.7918466,0.1038454
68,-0.19359449,-0.1742036,"('dependent', 'independent')",0.25091764,0.18466367,-0.113655284,-0.09989772,-0.0187774,-0.0298126,0.0110352
70,-0.18503436,-0.017796505,"('lethargic', 'energetic')",0.4457986,0.39612138,0.6471533,0.77652645,0.3026392,0.3849504,-0.0823112
46,0.17913647,0.16460162,"('uncompetitive', 'competitive')",0.22738333,0.05398775,-0.53674406,-0.4202556,-0.0434081,-0.0672221,0.023814
82,0.16684255,0.24747273,"('poor', 'rich')",0.16214927,0.042117547,6.322871,6.1887584,2.2172877,2.1594496,0.0578381
87,-0.16651726,-0.22425076,"('unsuccessful', 'successful')",0.84242046,0.7355107,0.71102804,0.565837,0.4623104,0.3590323,0.1032781
58,-0.1556061,-0.094738595,"('undiscriminating', 'discriminating')",-0.09194053,-0.1277473,-0.060969368,-0.025468599,-0.1028387,-0.0826515,-0.0201872
33,-0.127011,-0.21437179,"('wrong', 'right')",-0.5977312,-0.47673893,-0.5425274,-0.60570335,-0.4224232,-0.4322714,0.0098482
43,-0.11392345,-0.19612928,"('irresponsible', 'responsible')",-0.2455022,-0.41571298,0.07652649,0.10770115,-0.0942997,-0.168047,0.0737473
81,-0.11015892,0.15551765,"('submissive', 'aggressive')",1.4663676,1.4905457,-0.88325703,-0.6760202,0.1576506,0.3233477,-0.1656971
20,0.1078673,0.0177681,"('rough', 'thoughtful')",0.41424227,0.38497555,0.65431005,0.6954117,0.3921399,0.3660518,0.0260881
32,-0.10271528,-0.28505507,"('unkind', 'kind')",0.7521538,0.5866762,0.8352904,0.75663847,0.4949096,0.3527532,0.1421564
49,0.10116276,0.09543575,"('unable', 'able')",-0.18781674,-0.20523578,0.4251303,0.39404222,0.1128254,0.0947474,0.018078
48,0.097911656,0.047444846,"('unintelligent', 'intelligent')",0.5426815,0.3721864,0.5669395,0.5586487,0.4025109,0.3260933,0.0764176
45,-0.09700499,-0.1300437,"('incompetent', 'competent')",0.5914413,0.427991,-0.18201981,-0.17307514,0.1041388,0.041624,0.0625148
75,-0.09268041,-0.11794147,"('meek', 'impulsive')",-0.62040585,-0.58069885,-0.46209762,-0.52106404,-0.391728,-0.4065681,0.0148401
3,-0.090411365,-0.002737611,"('repellent', 'pleasant')",0.28732136,0.21777345,0.4073245,0.5436979,0.2014115,0.2529112,-0.0514997
13,-0.087282084,-0.03195758,"('impolite', 'polite')",0.7915661,0.597444,-0.46763116,-0.44168395,0.0788843,0.0412675,0.0376168
40,-0.08052763,0.06292443,"('stingy', 'generous')",-0.5420307,-0.4630151,-1.2148672,-1.0408148,-0.6124752,-0.4803018,-0.1321734
25,0.07998037,-0.20370951,"('egoistic', 'altruistic')",-0.73230135,-0.74097455,1.5406442,1.4617214,0.2961077,0.1723458,0.1237619
26,0.075730234,-0.05806641,"('hardhearted', 'benevolent')",-0.12643506,-0.18868822,1.2623007,1.2293141,0.4038653,0.3275198,0.0763455
34,-0.070363134,-0.09058547,"('mean', 'honorable')",0.0660795,-0.0006086491,6.1691155,6.0855904,2.054944,1.9981321,0.0568119
74,0.054110058,-0.040673085,"('undedicated', 'dedicated')",0.7600246,0.7231939,-0.14624064,-0.031169847,0.2226313,0.217117,0.0055143
42,0.034675978,0.17150335,"('unreliable', 'reliable')",-0.2832482,-0.22169396,-3.2732334,-3.1593475,-1.1739352,-1.0698461,-0.1040891
7,-0.017442644,0.085001305,"('insensitive', 'sensitive')",0.47613782,0.40532267,0.87296325,0.91479003,0.4438861,0.4683713,-0.0244852
59,0.016491372,-0.07351146,"('foolish', 'wise')",-0.6728666,-0.52204275,0.24351346,0.11770482,-0.1376206,-0.1592831,0.0216625
