,jacobs_male,jacobs_female,tuple,engineering_male,engineering_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
56,2.3657868,2.4303107,"('impractical', 'practical')",1.1316438,1.5050808,0.39921814,0.40438884,0.2495768,0.25444013,1.0365564,1.1485552,-0.1119988
39,2.0295253,2.1374338,"('exploitative', 'cooperative')",0.114091665,0.13066824,1.6741413,1.5494894,0.12999342,0.053116217,0.9869379,0.9676769,0.019261
12,1.9534209,1.9613534,"('unsupportive', 'supportive')",0.7464674,0.91280437,0.74280226,0.906561,-1.2507904,-1.291095,0.547975,0.6224059,-0.0744309
16,-1.8535781,-1.7141093,"('unpopular', 'popular')",-0.6124876,-0.6030115,-0.2694709,-0.04045897,0.3637451,0.5081359,-0.5929478,-0.4623609,-0.1305869
74,1.6607987,1.6485536,"('undedicated', 'dedicated')",-0.7016635,-0.5210816,1.2193699,1.3547606,0.53943735,0.4925566,0.6794856,0.7436973,-0.0642117
73,1.4947486,1.4300725,"('helpless', 'self-reliant')",0.67963195,0.5998523,-0.037967738,-0.11863213,-3.257867,-3.2533677,-0.2803636,-0.3355187,0.0551551
88,-1.4834282,-1.3684736,"('low', 'eminent')",-0.45592275,-0.5090543,-1.2623525,-1.1801074,0.2877593,0.3277912,-0.7284861,-0.682461,-0.0460251
31,-1.4346472,-1.682989,"('evil', 'good')",-0.37717637,-0.66163784,-1.3166198,-1.2978855,-1.3506484,-1.3339789,-1.1197729,-1.2441227,0.1243498
23,1.3911295,1.6896656,"('insincere', 'sincere')",-0.009926077,0.20059192,0.1551913,0.20327495,6.270592,6.2402997,1.9517467,2.0834579,-0.1317112
82,-1.2387674,-1.0308298,"('poor', 'rich')",0.14646107,0.21773012,-0.18852556,-0.033110097,6.2448435,6.3281527,1.2410029,1.3704858,-0.1294829
43,1.2358543,1.4080212,"('irresponsible', 'responsible')",0.4883327,0.7130973,0.37048963,0.41611755,0.73648083,0.7614976,0.7077893,0.8246834,-0.1168941
7,1.2223617,1.4185548,"('insensitive', 'sensitive')",0.37554124,0.4918101,-0.020012878,-0.035852514,1.1947771,1.0206105,0.6931668,0.7237807,-0.0306139
21,1.218309,1.4111649,"('immoral', 'moral')",0.93930095,1.0018986,0.3505185,0.41341782,-0.88840586,-0.7643777,0.4049307,0.5155259,-0.1105952
30,1.1544781,1.235508,"('intolerant', 'tolerant')",0.71750176,0.81226474,0.096378915,0.12162557,0.87010586,0.9249089,0.7096162,0.7735768,-0.0639606
46,1.147618,1.4901514,"('uncompetitive', 'competitive')",0.20301014,0.24560228,1.4598029,1.529439,-0.33693346,-0.43984184,0.6183744,0.7063377,-0.0879633
4,-1.1020442,-1.4793828,"('disliked', 'liked')",-0.07193446,-0.19074683,-0.14967324,-0.2528849,-6.483026,-6.443483,-1.9516695,-2.0916243,0.1399548
60,1.0596385,1.705265,"('inefficient', 'efficient')",0.17238995,0.47836035,1.1111441,1.1941946,-0.034383237,0.15160249,0.5771973,0.8823556,-0.3051583
27,0.9616821,0.9023968,"('hardhearted', 'softhearted')",-0.54870343,-0.54682827,-0.4502276,-0.5001295,1.3033338,1.1685474,0.3165212,0.2559966,0.0605246
37,0.91073096,0.80497503,"('fake', 'genuine')",0.42386472,0.26096097,0.08697399,-0.1672169,0.49458194,0.35464263,0.4790379,0.3133404,0.1656975
84,0.8891882,1.0325005,"('inferior', 'superior')",1.475559,1.4775093,0.41253617,0.48197266,0.78096044,0.6893596,0.8895609,0.9203355,-0.0307746
44,-0.8739339,-1.0581323,"('prejudiced', 'unprejudiced')",0.06584144,0.0050967187,-0.45796087,-0.58544683,-1.5914319,-1.5783653,-0.7143713,-0.804212,0.0898407
70,0.8727473,1.053266,"('lethargic', 'energetic')",0.2035612,0.34469876,0.42745262,0.46482095,0.91050357,0.8555926,0.6035662,0.6795946,-0.0760284
36,-0.85511184,-1.2775276,"('hostile', 'amicable')",-0.17724529,-0.465768,-1.406558,-1.5698739,0.1574533,-0.030215118,-0.5703655,-0.8358461,0.2654806
72,0.8285067,0.89886254,"('unambitious', 'ambitious')",0.042169377,0.043743555,0.6079293,0.42716563,-0.66444886,-0.71891004,0.2035391,0.1627154,0.0408237
9,0.8151248,0.5889128,"('unaffectionate', 'caring')",0.32831955,0.23332043,-0.18728626,-0.26485223,1.29307,1.2026875,0.562307,0.4400171,0.1222899
42,0.8061025,0.7159984,"('unreliable', 'reliable')",-0.60571337,-0.5481343,0.70562446,0.78947663,-2.9293869,-2.7942643,-0.5058433,-0.4592309,-0.0466124
67,0.7960509,0.8305045,"('doubtful', 'determined')",0.6825045,0.7807414,0.7802587,0.8031713,-0.6380117,-0.53478825,0.4052006,0.4699073,-0.0647067
10,0.7304424,0.7928573,"('unsympathetic', 'sympathetic')",-0.91623276,-0.8777248,-0.18581331,-0.21643688,-0.122233756,-0.094337575,-0.1234594,-0.0989105,-0.0245489
65,0.7207834,1.1413307,"('insecure', 'secure')",-0.5944314,-0.49306864,0.83676934,0.7778729,-0.1857374,-0.07379719,0.194346,0.3380845,-0.1437385
5,-0.7141212,-1.076519,"('distant', 'outgoing')",0.2774402,0.1219819,-1.6098856,-1.6436968,-0.68781096,-0.7013224,-0.6835943,-0.8248891,0.1412948
28,-0.69160336,-0.9434676,"('disloyal', 'loyal')",-0.20522873,-0.416565,-0.019243876,-0.20320885,1.4092215,1.1264167,0.1232864,-0.1092062,0.2324926
77,0.68071574,1.2579097,"('unmotivated', 'motivated')",-0.28575444,-0.1325912,0.22879036,0.34618255,-1.2815604,-1.1420684,-0.1644522,0.0823582,-0.2468104
20,0.67239356,0.58367544,"('rough', 'thoughtful')",0.17422265,0.20537436,1.0420634,1.0079224,1.1021483,0.97152615,0.7477069,0.6921246,0.0555823
35,-0.6601722,-0.92819923,"('corrupt', 'incorrupt')",0.047435902,-0.19331717,-1.2991135,-1.4035435,-0.34982628,-0.43539715,-0.565419,-0.7401143,0.1746953
26,0.6522296,0.1040004,"('hardhearted', 'benevolent')",0.88973594,0.7709986,0.74411964,0.64789915,1.4899963,1.3546671,0.9440204,0.7193913,0.2246291
71,0.60900193,0.49513888,"('diffident', 'self-confident')",1.0640782,1.0289559,-0.23276928,-0.24314056,0.6180051,0.47779483,0.514579,0.4396873,0.0748917
19,-0.5510436,-0.79060376,"('inhospitable', 'hospitable')",-0.25365764,-0.32414907,-1.532168,-1.6123883,-0.22171286,-0.2713574,-0.6396455,-0.7496246,0.1099791
62,0.53066605,0.808218,"('incompetent', 'brilliant')",-0.029372523,0.30086872,0.35280433,0.4976524,0.07650902,0.2947786,0.2326517,0.4753794,-0.2427277
55,0.5273447,0.731933,"('incompetent', 'clever')",-0.6446015,-0.5522561,0.9440381,0.980075,0.059835523,0.047082163,0.2216542,0.3017085,-0.0800543
0,-0.5208875,-0.3838213,"('unsociable', 'sociable')",-0.7755832,-0.79888076,0.2605455,0.1689985,-0.6178771,-0.61573535,-0.4134506,-0.4073597,-0.0060909
45,-0.5127634,-0.48427418,"('incompetent', 'competent')",-0.121304795,-0.036763206,0.16337723,0.17910363,-0.51533186,-0.46661222,-0.2465057,-0.2021365,-0.0443692
76,0.50897574,0.5717453,"('anxious', 'daring')",-0.13551204,-0.06586079,0.5976592,0.7862063,0.2443408,0.31308454,0.3038659,0.4012938,-0.0974279
8,-0.5015983,-0.9354725,"('unaffectionate', 'affectionate')",-0.047120377,-0.19326991,-0.3136282,-0.40935734,0.69146365,0.50610876,-0.0427208,-0.2579978,0.215277
15,-0.48610705,-0.6647839,"('boring', 'funny')",0.16779424,0.21534117,-1.4889114,-1.476263,0.14328785,0.09743568,-0.4159841,-0.4570675,0.0410834
51,-0.4743419,-0.331967,"('uneducated', 'educated')",-0.78706026,-0.79410964,0.87883604,0.864964,0.90602255,0.8549204,0.1308641,0.1484519,-0.0175878
2,0.45956385,0.64549875,"('unlikable', 'likable')",0.38431126,0.5199968,1.3458571,1.3953816,0.73257035,0.8776947,0.7305757,0.859643,-0.1290673
54,0.43028116,0.3954881,"('incapable', 'capable')",-0.22517188,-0.19943716,-0.28089303,-0.18676835,0.87696326,0.99792844,0.2002949,0.2518028,-0.0515079
86,0.42046553,0.33131358,"('uninfluential', 'influential')",-0.1546453,-0.23510107,0.023312598,0.010012701,-0.0037821382,-0.19411801,0.0713377,-0.0219732,0.0933109
24,0.4129239,0.3718976,"('dishonest', 'honest')",0.1683874,0.069124356,-0.3589598,-0.35741854,0.6308763,0.5936873,0.2133069,0.1693227,0.0439842
59,0.40730688,0.38412064,"('foolish', 'wise')",0.45439094,0.36272943,-1.1622443,-1.214278,0.13249075,0.13793564,-0.0420139,-0.0823731,0.0403592
53,0.38133422,0.19875325,"('uncreative', 'creative')",0.8983149,0.8248628,0.1449919,0.1651924,1.3383995,1.0755271,0.6907601,0.5660839,0.1246762
6,-0.3791616,-0.8399798,"('distant', 'open')",-0.05071368,-0.2918225,-1.9756885,-2.0934756,0.0048870854,-0.10252404,-0.6001692,-0.8319505,0.2317813
50,-0.37102324,-0.16637683,"('clumsy', 'skillful')",0.20136671,0.34872878,-0.1402083,0.057749573,0.13443537,0.27904314,-0.0438574,0.1297862,-0.1736436
78,-0.36638248,-0.1961627,"('nonresilient', 'resilient')",-0.09708763,0.04057551,0.70192707,0.8890226,0.24664018,0.26592585,0.1212743,0.2498403,-0.128566
52,-0.35309362,-0.65997034,"('irrational', 'rational')",0.26889884,0.08318983,-1.0984275,-1.101183,-0.065031156,-0.12396698,-0.3119134,-0.4504826,0.1385692
14,0.34384152,0.43341455,"('antisocial', 'social')",0.18700458,0.30525327,1.189306,1.2090051,-0.68656224,-0.54672825,0.2583975,0.3502362,-0.0918387
