,lennar_male,lennar_female,tuple,corp_male,corp_female,average_male,average_female,male-female
27,-0.8157372,-0.7056813,"('hardhearted', 'softhearted')",1.1859274,0.961103,0.1850951,0.1277108,0.0573843
8,-0.81345946,-0.4228849,"('unaffectionate', 'affectionate')",0.33554235,0.42901435,-0.2389586,0.0030647,-0.2420233
18,-0.7974357,-0.92389244,"('disagreeable', 'welcoming')",-0.6127648,-0.708984,-0.7051002,-0.8164382,0.111338
35,-0.77866536,-0.22960213,"('corrupt', 'incorrupt')",-0.772273,-0.6717287,-0.7754692,-0.4506654,-0.3248038
57,-0.7745927,-0.9795686,"('unimaginative', 'imaginative')",-2.9558585,-3.3806968,-1.8652256,-2.1801326,0.314907
72,-0.74610806,-0.3945398,"('unambitious', 'ambitious')",-0.72167563,-0.27702785,-0.7338918,-0.3357838,-0.398108
82,-0.72096276,-0.38235536,"('poor', 'rich')",6.228881,6.7194457,2.7539592,3.1685452,-0.414586
30,0.71379656,0.4214715,"('intolerant', 'tolerant')",1.0389931,0.88582706,0.8763949,0.6536493,0.2227456
55,0.7106065,0.19467917,"('incompetent', 'clever')",0.8142528,0.59755397,0.7624297,0.3961166,0.3663131
23,-0.6859444,-1.0401273,"('insincere', 'sincere')",5.6585755,6.039788,2.4863155,2.4998302,-0.0135147
88,-0.68441945,-0.6020831,"('low', 'eminent')",-0.442408,-0.33528718,-0.5634137,-0.4686852,-0.0947285
39,0.68216467,0.29330716,"('exploitative', 'cooperative')",0.29645216,0.033123486,0.4893084,0.1632153,0.3260931
63,-0.6692158,-0.8634101,"('unperceptive', 'insightful')",0.60901904,0.34243512,-0.0300984,-0.2604875,0.2303891
26,-0.65661496,-0.72952956,"('hardhearted', 'benevolent')",1.4929105,1.0757034,0.4181478,0.1730869,0.2450609
84,0.6366908,0.9034286,"('inferior', 'superior')",1.1887807,1.2336589,0.9127357,1.0685438,-0.1558081
38,-0.62542814,-0.3717772,"('untruthful', 'truthful')",-0.64495397,-0.61446303,-0.6351911,-0.4931201,-0.142071
17,-0.61656106,-0.46822023,"('nasty', 'nice')",-0.7786843,-0.7516893,-0.6976227,-0.6099548,-0.0876679
29,-0.60956085,-0.46939218,"('unfair', 'fair')",-0.49831107,-0.6719205,-0.5539359,-0.5706563,0.0167204
62,0.60219055,0.55173486,"('incompetent', 'brilliant')",0.47762603,0.50318116,0.5399083,0.527458,0.0124503
78,-0.5917402,-0.47279766,"('nonresilient', 'resilient')",0.3332065,0.3643039,-0.1292668,-0.0542469,-0.0750199
52,-0.576012,-0.15387696,"('irrational', 'rational')",-0.34002995,-0.29044405,-0.458021,-0.2221605,-0.2358605
21,0.5404227,-0.016766343,"('immoral', 'moral')",0.017193636,-0.11085813,0.2788081,-0.0638122,0.3426203
43,-0.5380575,-0.86791474,"('irresponsible', 'responsible')",0.62393767,0.46174222,0.0429401,-0.2030863,0.2460264
64,0.512271,0.19621213,"('shy', 'confident')",-6.103645,-6.5756774,-2.795687,-3.1897326,0.3940456
15,-0.49611923,-0.40643713,"('boring', 'funny')",-0.30796477,-0.27613065,-0.402042,-0.3412839,-0.0607581
34,-0.48501852,-0.42759165,"('mean', 'honorable')",5.5085816,5.825931,2.5117815,2.6991696,-0.1873881
44,0.4787326,0.34530485,"('prejudiced', 'unprejudiced')",-1.3233216,-1.2705685,-0.4222945,-0.4626318,0.0403373
68,-0.44494238,-0.69948965,"('dependent', 'independent')",-0.7611875,-0.78166324,-0.603065,-0.7405764,0.1375114
60,0.43506175,-0.080447406,"('inefficient', 'efficient')",0.38806504,0.43911025,0.4115634,0.1793314,0.232232
49,0.41880277,0.65836036,"('unable', 'able')",-0.12195936,0.09058618,0.1484217,0.3744733,-0.2260516
10,-0.41579497,-0.72416437,"('unsympathetic', 'sympathetic')",0.22165239,0.022393864,-0.0970713,-0.3508852,0.2538139
25,-0.39513862,-0.06739017,"('egoistic', 'altruistic')",1.2001798,1.1958038,0.4025206,0.5642068,-0.1616862
20,0.36713594,0.25678957,"('rough', 'thoughtful')",1.2301347,1.0493608,0.7986354,0.6530752,0.1455602
61,-0.36175013,-0.62906545,"('illogical', 'logical')",0.37868991,0.1454609,0.0084699,-0.2418023,0.2502722
50,-0.34699094,-0.022650931,"('clumsy', 'skillful')",0.1196337,0.22783783,-0.1136786,0.1025935,-0.2162721
45,-0.34297708,-0.55230343,"('incompetent', 'competent')",0.2978327,-0.037017785,-0.0225722,-0.2946606,0.2720884
70,-0.33053815,-0.716779,"('lethargic', 'energetic')",0.51126385,0.42601398,0.0903628,-0.1453825,0.2357453
13,-0.31653965,-0.9171048,"('impolite', 'polite')",-0.72516954,-0.89755,-0.5208546,-0.9073274,0.3864728
67,0.31415898,0.29512158,"('doubtful', 'determined')",-0.70563126,-0.58767825,-0.1957361,-0.1462783,-0.0494578
80,0.26824164,-0.17664292,"('dominated', 'dominating')",-0.78979385,-0.920507,-0.2607761,-0.548575,0.2877989
74,-0.26307073,-0.2210371,"('undedicated', 'dedicated')",-0.24628244,-0.43793544,-0.2546766,-0.3294863,0.0748097
71,-0.24507439,-0.32055542,"('diffident', 'self-confident')",0.01854594,-0.09167674,-0.1132642,-0.2061161,0.0928519
22,0.23874682,-0.30301738,"('untrustworthy', 'trustworthy')",-0.6386921,-0.9087677,-0.1999726,-0.6058925,0.4059199
87,0.23555616,0.37863946,"('unsuccessful', 'successful')",0.75646764,0.54919046,0.4960119,0.463915,0.0320969
83,-0.23433185,-0.49899682,"('powerless', 'powerful')",-0.948863,-0.89537925,-0.5915974,-0.697188,0.1055906
41,-0.23415881,-0.2295514,"('unforgiving', 'forgiving')",-0.015586324,-0.23808268,-0.1248726,-0.233817,0.1089444
24,-0.23043282,-0.56384104,"('dishonest', 'honest')",0.3639195,0.33177292,0.0667433,-0.1160341,0.1827774
37,0.22064301,-0.019703891,"('fake', 'genuine')",0.30958045,0.18106897,0.2651117,0.0806825,0.1844292
32,-0.20755696,-0.3590043,"('unkind', 'kind')",0.6432995,0.45246172,0.2178713,0.0467287,0.1711426
51,-0.20545757,-0.42522797,"('uneducated', 'educated')",0.23729865,0.107306585,0.0159205,-0.1589607,0.1748812
48,0.19406393,0.06477474,"('unintelligent', 'intelligent')",0.9150606,0.89378375,0.5545623,0.4792792,0.0752831
47,-0.19158685,-0.30663502,"('stupid', 'smart')",5.402628,5.803326,2.6055205,2.7483456,-0.1428251
11,-0.1849713,-0.2289256,"('unhelpful', 'helpful')",1.3204142,1.425539,0.5677214,0.5983067,-0.0305853
7,-0.1847072,-0.5989307,"('insensitive', 'sensitive')",0.5791027,0.30814248,0.1971978,-0.1453941,0.3425919
76,-0.1827353,-0.3922092,"('anxious', 'daring')",-0.0042875223,0.05384696,-0.0935114,-0.1691811,0.0756697
73,0.16674104,0.44106504,"('helpless', 'self-reliant')",-3.138899,-3.2099905,-1.486079,-1.3844627,-0.1016163
65,0.15507835,-0.3637174,"('insecure', 'secure')",0.0883349,0.14273557,0.1217066,-0.1104909,0.2321975
46,-0.12899587,-0.54014117,"('uncompetitive', 'competitive')",-0.3814006,-0.55332035,-0.2551982,-0.5467308,0.2915326
59,0.1284059,0.4680317,"('foolish', 'wise')",-0.0914633,-0.009510436,0.0184713,0.2292606,-0.2107893
28,0.12676014,-0.0047589913,"('disloyal', 'loyal')",1.0893304,1.1670964,0.6080453,0.5811687,0.0268766
0,0.120342486,-0.33606225,"('unsociable', 'sociable')",0.3032235,0.036749814,0.211783,-0.1496562,0.3614392
77,-0.11739962,-0.37113518,"('unmotivated', 'motivated')",-0.931061,-0.9159877,-0.5242303,-0.6435614,0.1193311
69,0.1051189,0.4255358,"('lazy', 'industrious')",-0.8046433,-0.8878898,-0.3497622,-0.231177,-0.1185852
56,0.10267819,-0.26325676,"('impractical', 'practical')",-0.5498355,-0.46015662,-0.2235787,-0.3617067,0.138128
4,0.085671596,0.35513186,"('disliked', 'liked')",-7.102945,-7.717378,-3.5086367,-3.6811233,0.1724866
42,0.084655724,0.10160104,"('unreliable', 'reliable')",-3.187144,-3.364181,-1.5512441,-1.63129,0.0800459
33,0.06634097,0.12528366,"('wrong', 'right')",-1.15046,-1.1770506,-0.5420595,-0.5258834,-0.0161761
2,0.061804697,0.29496023,"('unlikable', 'likable')",0.3801396,0.25228834,0.2209722,0.2736243,-0.0526521
12,-0.0360603,-0.11014558,"('unsupportive', 'supportive')",-2.0578969,-2.3090262,-1.0469786,-1.2095859,0.1626073
40,0.032226093,-0.049389396,"('stingy', 'generous')",-1.7375417,-2.184356,-0.8526578,-1.1168727,0.2642149
3,0.017591704,-0.21241635,"('repellent', 'pleasant')",1.0620952,1.0553966,0.5398434,0.4214901,0.1183533
