,us_male,us_female,tuple,bancorp_male,bancorp_female,del_male,del_female,average_male,average_female,male-female
68,-0.095009446,-0.111718334,"('dependent', 'independent')",-1.7988203,-1.9327624,-0.7659383,-0.8328332,-0.8865894,-0.9591047,0.0725153
0,-0.0902125,-0.24573338,"('unsociable', 'sociable')",-0.21658844,-0.50378513,-0.18423226,-0.38502532,-0.1636777,-0.3781813,0.2145036
57,-0.08388767,-0.09732813,"('unimaginative', 'imaginative')",-0.56135994,-0.6948031,-2.6227415,-2.4821646,-1.0893297,-1.0914319,0.0021022
22,0.08037249,0.11603896,"('untrustworthy', 'trustworthy')",-1.4981201,-1.5156239,-0.71746445,-0.768897,-0.7117373,-0.7228274,0.0110901
67,0.043032475,0.13398194,"('doubtful', 'determined')",-0.12031279,0.025011767,-0.47186965,-0.59683764,-0.18305,-0.145948,-0.037102
25,-0.04007586,-0.2490186,"('egoistic', 'altruistic')",1.2866583,1.2044035,0.95965,0.7421608,0.7354108,0.5658486,0.1695622
20,0.026007228,-0.099634916,"('rough', 'thoughtful')",-0.37520042,-0.49643773,0.032606125,-0.10912281,-0.105529,-0.2350652,0.1295362
34,-0.019798415,-0.04846272,"('mean', 'honorable')",0.8895233,0.89299,4.8410196,4.7844634,1.9035815,1.8763302,0.0272513
18,0.012938775,0.033676658,"('disagreeable', 'welcoming')",-0.12373109,-0.193326,0.012589392,-0.1781089,-0.0327343,-0.1125861,0.0798518
54,-0.012410875,0.02852109,"('incapable', 'capable')",1.1617315,1.119146,1.5035168,1.4754426,0.8842791,0.8743699,0.0099092
17,-0.0036547007,-0.058387935,"('nasty', 'nice')",0.5079765,0.5102258,-0.42294165,-0.6043564,0.0271267,-0.0508395,0.0779662
