,freeport_male,freeport_female,tuple,mcmoran_male,mcmoran_female,inc_male,inc_female,average_male,average_female,male-female
79,-1.2850295,-1.2577842,"('wavering', 'unwavering')",1.1655998,0.68936676,0.030085895,-0.07751608,-0.0297813,-0.2153112,0.1855299
14,1.2805316,1.1955189,"('antisocial', 'social')",-1.1389252,-0.9448892,-0.4666829,-0.50906307,-0.1083588,-0.0861445,-0.0222143
62,1.2708583,0.98601604,"('incompetent', 'brilliant')",-0.9809936,-1.066085,0.31978342,0.17887084,0.203216,0.032934,0.170282
85,-1.2647306,-1.2065444,"('insignificant', 'prestigious')",0.86159205,0.7197706,0.42307606,0.49342576,0.0066458,0.0022173,0.0044285
9,-1.2057462,-1.1706501,"('unaffectionate', 'caring')",-1.0446855,-1.1452981,1.3232621,1.2848463,-0.3090565,-0.3437006,0.0346441
39,1.2041504,1.3301435,"('exploitative', 'cooperative')",-0.1582236,0.10851137,0.24657215,0.3264713,0.430833,0.5883754,-0.1575424
25,-1.1090813,-0.95941514,"('egoistic', 'altruistic')",-0.6221206,-0.42384928,1.3107028,1.4458468,-0.1401664,0.0208608,-0.1610272
56,1.080824,0.8871357,"('impractical', 'practical')",-0.47553086,-0.45454434,0.12548512,-0.065954715,0.2435928,0.1222122,0.1213806
66,-1.0706891,-1.0301219,"('inactive', 'active')",0.19033667,-0.10373886,0.8023497,0.738207,-0.0260009,-0.1318846,0.1058837
44,1.0645252,0.91289467,"('prejudiced', 'unprejudiced')",0.1868318,0.2665887,-1.6393597,-1.79773,-0.1293342,-0.2060822,0.076748
81,1.0187964,0.95618457,"('submissive', 'aggressive')",-0.6653287,-0.44240737,-0.7393583,-0.8164369,-0.1286302,-0.1008866,-0.0277436
65,0.94365895,0.86343586,"('insecure', 'secure')",-0.7684012,-0.64767116,0.1272287,0.055222906,0.1008288,0.0903292,0.0104996
60,0.9337832,1.0647191,"('inefficient', 'efficient')",-1.859324,-1.3589422,0.32118595,0.41852897,-0.2014516,0.0414353,-0.2428869
86,-0.9326067,-0.83389056,"('uninfluential', 'influential')",-1.8879946,-1.7820754,-0.0058481917,0.080408126,-0.9421499,-0.8451859,-0.096964
73,0.836789,0.7460914,"('helpless', 'self-reliant')",1.8030142,1.564152,-2.790393,-3.0230882,-0.0501966,-0.2376149,0.1874183
7,0.82589865,0.89094806,"('insensitive', 'sensitive')",-0.41133243,-0.40023825,1.1761564,1.0303693,0.5302409,0.5070264,0.0232145
38,-0.8146758,-0.8480269,"('untruthful', 'truthful')",-0.4935502,-0.6363294,-0.11752508,-0.07580649,-0.4752504,-0.5200543,0.0448039
64,0.8005463,1.0767298,"('shy', 'confident')",0.21070832,0.5842448,-6.095416,-5.8141704,-1.6947206,-1.3843986,-0.310322
18,-0.77715576,-0.49987182,"('disagreeable', 'welcoming')",-0.44678074,-0.28464773,-0.578147,-0.41383237,-0.6006945,-0.3994506,-0.2012439
78,-0.7665017,-0.8882416,"('nonresilient', 'resilient')",-0.59153295,-0.77521265,0.45099992,0.5300919,-0.3023449,-0.3777875,0.0754426
70,0.7383334,0.5470185,"('lethargic', 'energetic')",0.049123496,-0.2271313,1.3343408,1.0084565,0.7072659,0.4427812,0.2644847
76,0.7308701,0.6935309,"('anxious', 'daring')",-0.5516477,-0.5053265,0.5544486,0.48833162,0.244557,0.225512,0.019045
82,-0.7156218,-0.79897535,"('poor', 'rich')",0.12060282,-0.14156891,5.879335,5.521755,1.7614387,1.5270704,0.2343683
21,0.69789034,0.95948094,"('immoral', 'moral')",-0.902994,-0.71429455,-0.6379715,-0.43283227,-0.2810251,-0.0625486,-0.2184765
52,-0.66149426,-0.36135316,"('irrational', 'rational')",-0.56561196,-0.3382628,-0.16048461,0.0273958,-0.4625303,-0.2240734,-0.2384569
17,-0.63226056,-0.55008173,"('nasty', 'nice')",-0.6374308,-0.46663594,-0.89723325,-0.72130615,-0.7223082,-0.5793413,-0.1429669
37,0.6308254,0.5387491,"('fake', 'genuine')",0.45110488,0.22416784,0.67886245,0.51165056,0.5869309,0.4248558,0.1620751
28,-0.6167384,-0.641681,"('disloyal', 'loyal')",-0.2865525,-0.59927505,1.1847254,0.9981033,0.0938115,-0.0809509,0.1747624
12,-0.6080244,-0.4537668,"('unsupportive', 'supportive')",-0.8054013,-0.6841719,-1.382084,-1.199046,-0.9318366,-0.7789949,-0.1528417
59,-0.5873545,-0.39280832,"('foolish', 'wise')",1.0618875,1.3374251,0.13376161,0.26321933,0.2027649,0.4026121,-0.1998472
72,-0.5636411,-0.53118354,"('unambitious', 'ambitious')",-1.1103433,-1.0947322,-0.7236476,-0.74290174,-0.7992107,-0.7896059,-0.0096048
75,-0.5115359,-0.71082306,"('meek', 'impulsive')",1.3260701,0.8637037,-0.51872945,-0.75461644,0.0986016,-0.2005786,0.2991802
54,-0.49710143,-0.4714277,"('incapable', 'capable')",-0.15461369,-0.30784988,0.95900524,0.7817012,0.10243,0.0008079,0.1016221
67,0.47895557,0.7315892,"('doubtful', 'determined')",0.39288217,0.8514954,-0.76925075,-0.65803266,0.0341957,0.3083506,-0.2741549
48,-0.47403485,-0.49528697,"('unintelligent', 'intelligent')",-1.7579999,-1.6184709,0.5261408,0.6433904,-0.5686313,-0.4901225,-0.0785088
10,-0.4655599,-0.34340942,"('unsympathetic', 'sympathetic')",-1.8647226,-1.9851398,0.32594338,0.32987076,-0.668113,-0.6662262,-0.0018868
43,0.45930418,0.5380566,"('irresponsible', 'responsible')",-0.77813274,-0.6487851,1.0208443,1.017278,0.2340053,0.3021832,-0.0681779
2,0.45252442,0.46769738,"('unlikable', 'likable')",-0.007759806,0.16396554,0.6521233,0.7454025,0.3656293,0.4590218,-0.0933925
46,0.4516181,0.34988528,"('uncompetitive', 'competitive')",-1.5240647,-1.6856315,0.030120792,0.015674844,-0.3474419,-0.4400238,0.0925819
77,-0.45129701,-0.45028415,"('unmotivated', 'motivated')",-1.2867799,-1.1488906,-1.2248504,-1.094088,-0.9876424,-0.8977542,-0.0898882
88,-0.4447686,-0.3463594,"('low', 'eminent')",-0.55495495,-0.4191797,0.47417572,0.4772671,-0.1751826,-0.0960907,-0.0790919
55,0.43697894,0.4146088,"('incompetent', 'clever')",-1.3591523,-1.2308195,0.23214138,0.284796,-0.2300107,-0.1771382,-0.0528725
49,-0.43638736,-0.57942164,"('unable', 'able')",-1.0454445,-1.1149881,-0.27399194,-0.36709827,-0.5852746,-0.6871693,0.1018947
41,-0.4184855,-0.2588499,"('unforgiving', 'forgiving')",-1.0629178,-0.9615926,-0.22454476,-0.06814203,-0.5686494,-0.4295282,-0.1391212
32,-0.41751835,-0.2655025,"('unkind', 'kind')",-1.1641674,-0.8461494,1.2759053,1.2806389,-0.1019268,0.056329,-0.1582558
0,-0.40273097,-0.29672125,"('unsociable', 'sociable')",-1.6001692,-1.5183809,-0.31072915,-0.22005,-0.7712097,-0.6783841,-0.0928256
13,0.398212,0.58274704,"('impolite', 'polite')",-0.8141843,-0.53632754,-0.09952775,-0.03198687,-0.1718334,0.0048109,-0.1766443
50,-0.3669252,-0.3368744,"('clumsy', 'skillful')",1.1275655,1.1883345,0.38572606,0.49263477,0.3821221,0.4480316,-0.0659095
51,-0.36418867,-0.013460422,"('uneducated', 'educated')",-0.36085677,0.058806077,0.40945113,0.5397752,-0.1051981,0.1950403,-0.3002384
4,-0.29831606,-0.36597383,"('disliked', 'liked')",0.5216834,0.24600342,-6.213401,-6.2976584,-1.9966779,-2.1392096,0.1425317
74,0.29790178,0.30106285,"('undedicated', 'dedicated')",0.53036296,0.46322513,0.65393764,0.6223531,0.4940674,0.4622137,0.0318537
45,0.29439074,0.069238864,"('incompetent', 'competent')",-0.4558917,-0.750955,3.5312027e-05,-0.15465194,-0.0538219,-0.2787894,0.2249675
87,0.2915658,0.2220257,"('unsuccessful', 'successful')",-0.3212575,-0.24197112,0.7831212,0.750179,0.2511432,0.2434112,0.007732
30,0.27923733,0.35230473,"('intolerant', 'tolerant')",-0.7386303,-0.52450746,1.1693157,1.1439312,0.2366409,0.3239095,-0.0872686
40,0.2786883,0.35410315,"('stingy', 'generous')",0.15755104,-0.080767125,-1.1977116,-1.2669683,-0.2538241,-0.3312107,0.0773866
69,0.26900482,0.27382964,"('lazy', 'industrious')",1.4751465,1.5964366,-0.89771134,-0.7309092,0.2821467,0.3797857,-0.097639
29,0.26453757,0.42652532,"('unfair', 'fair')",0.37522063,0.43959883,-0.36553425,-0.22770047,0.091408,0.2128079,-0.1213999
63,-0.25083518,-0.24961595,"('unperceptive', 'insightful')",-0.4802247,-0.59731376,1.415666,1.407061,0.228202,0.1867104,0.0414916
11,0.20762433,0.023456017,"('unhelpful', 'helpful')",-1.0004098,-1.0292234,2.1313875,2.00039,0.4462006,0.3315409,0.1146597
84,0.19636595,0.34640682,"('inferior', 'superior')",0.30919695,0.4168357,1.1179863,1.1343479,0.5411831,0.6325301,-0.091347
83,0.16370466,0.105847,"('powerless', 'powerful')",-1.2085475,-1.0243933,-0.8020538,-0.82108885,-0.6156322,-0.5798784,-0.0357538
3,0.16052854,0.21982306,"('repellent', 'pleasant')",-0.28661308,-0.48133993,0.26369116,0.2404141,0.0458689,-0.0070343,0.0529032
33,-0.15479924,0.08288278,"('wrong', 'right')",0.5162098,0.87165797,-0.9089835,-0.7084187,-0.1825243,0.0820407,-0.264565
58,-0.15471172,-0.2706521,"('undiscriminating', 'discriminating')",-0.8465292,-1.2585812,0.43700662,0.3542648,-0.1880781,-0.3916562,0.2035781
61,0.1431409,0.27565065,"('illogical', 'logical')",-1.246111,-1.0589122,0.5064739,0.6327317,-0.1988321,-0.0501766,-0.1486555
23,0.13765308,0.14053062,"('insincere', 'sincere')",-0.88853997,-0.94582736,5.835971,5.6218095,1.695028,1.6055042,0.0895238
15,-0.13614222,-0.14958969,"('boring', 'funny')",-0.0143665485,-0.0712979,0.19426423,0.07590976,0.0145852,-0.0483259,0.0629111
24,0.12498688,0.3718877,"('dishonest', 'honest')",-1.1305699,-0.99064875,0.8289952,0.8694723,-0.0588626,0.0835704,-0.142433
68,0.122789025,0.30949593,"('dependent', 'independent')",0.06290701,0.1984175,-0.66279954,-0.48148176,-0.1590345,0.0088105,-0.167845
22,0.11257267,0.10402872,"('untrustworthy', 'trustworthy')",0.36371768,0.14678344,-0.5591072,-0.6168151,-0.0276056,-0.122001,0.0943954
20,0.061936475,-0.024111858,"('rough', 'thoughtful')",-0.20410714,-0.16724506,1.2053967,1.2734668,0.3544087,0.3607033,-0.0062946
47,0.04525606,-0.11646259,"('stupid', 'smart')",-0.32411468,-0.20922606,4.8435497,4.6993895,1.5215637,1.4579002,0.0636635
26,0.03811557,0.098159656,"('hardhearted', 'benevolent')",-0.44537452,-0.2769685,1.9279852,2.0454645,0.5069087,0.6222186,-0.1153099
71,0.024137706,-0.029254943,"('diffident', 'self-confident')",-0.20082939,-0.2110889,0.51738876,0.4216068,0.1135657,0.060421,0.0531447
34,0.016043693,-0.0185249,"('mean', 'honorable')",-0.571764,-0.6803818,6.052373,5.9014993,1.8322175,1.7341976,0.0980199
57,-0.012329653,-0.3383581,"('unimaginative', 'imaginative')",-0.9531097,-1.3882747,-1.9083154,-2.19237,-0.9579182,-1.3063343,0.3484161
