,nabors_male,nabors_female,tuple,industries_male,industries_female,ltd_male,ltd_female,average_male,average_female,male-female
86,-1.8695934,-1.6949759,"('uninfluential', 'influential')",-0.57705367,-0.74529624,-0.44104367,-0.22354038,-0.9625636,-0.8879375,-0.0746261
1,-1.820859,-1.276723,"('unfriendly', 'friendly')",-0.21505779,0.26015154,1.182164,1.453594,-0.2845843,0.1456741,-0.4302584
28,-1.6071835,-1.6922077,"('disloyal', 'loyal')",-0.031774357,0.05524028,0.60179645,0.77476466,-0.3457205,-0.2874009,-0.0583196
9,-1.5038642,-0.98889774,"('unaffectionate', 'caring')",-0.036108244,0.42213807,0.47139168,0.81001216,-0.3561936,0.0810842,-0.4372778
72,-1.4881059,-1.5442432,"('unambitious', 'ambitious')",-0.46474522,-0.61670655,-0.45984522,-0.40426815,-0.8042321,-0.8550727,0.0508406
10,-1.3148235,-1.5105557,"('unsympathetic', 'sympathetic')",-0.99183255,-1.3088168,-0.26577517,-0.09325101,-0.8574771,-0.9708745,0.1133974
36,-1.3138689,-0.9449273,"('hostile', 'amicable')",-0.42894864,0.33073828,0.3863503,0.42320523,-0.4521557,-0.0636613,-0.3884944
78,-1.2414398,-1.1999371,"('nonresilient', 'resilient')",-0.15470544,-0.45243955,0.065018885,-0.14538684,-0.4437088,-0.5992545,0.1555457
83,-1.2273172,-1.4612311,"('powerless', 'powerful')",-0.2400636,-0.40148374,-1.5634347,-1.5952325,-1.0102719,-1.1526491,0.1423772
8,-1.1797404,-0.84015715,"('unaffectionate', 'affectionate')",0.20458719,0.6670459,0.29518786,0.6233697,-0.2266551,0.1500861,-0.3767412
48,-1.09441,-1.2503352,"('unintelligent', 'intelligent')",-0.47820523,-0.86060655,-0.11253923,-0.078598216,-0.5617181,-0.7298467,0.1681286
6,-0.98832554,-0.16902608,"('distant', 'open')",-0.29982352,0.37964293,0.12892993,0.4265053,-0.3864064,0.2123741,-0.5987805
2,0.9562534,0.97288597,"('unlikable', 'likable')",0.24989414,0.0120645985,0.30079466,0.33345762,0.5023141,0.4394694,0.0628447
20,-0.9327534,-1.0179712,"('rough', 'thoughtful')",-0.3858099,-0.42809588,0.5087984,0.532849,-0.2699216,-0.304406,0.0344844
44,0.9222051,0.46088243,"('prejudiced', 'unprejudiced')",-0.41810858,-0.57272387,-1.3384542,-1.5244845,-0.2781192,-0.545442,0.2673228
30,0.91482824,0.69853675,"('intolerant', 'tolerant')",1.5043756,1.2686797,1.0950655,1.2105081,1.1714231,1.0592415,0.1121816
53,-0.89096373,-0.49213088,"('uncreative', 'creative')",-0.07179587,0.20506813,0.2714886,0.47049472,-0.2304237,0.061144,-0.2915677
77,-0.8493053,-0.8570927,"('unmotivated', 'motivated')",-0.2575816,-0.5077635,-0.8134985,-0.98646843,-0.6401285,-0.7837749,0.1436464
3,-0.8468113,-0.7731858,"('repellent', 'pleasant')",-0.1360639,-0.5180315,0.03196998,0.037780426,-0.3169684,-0.4178123,0.1008439
57,-0.8209475,-0.8232161,"('unimaginative', 'imaginative')",0.373574,0.25188875,-0.85340196,-1.0420117,-0.4335918,-0.5377797,0.1041879
68,-0.8138295,-0.72534573,"('dependent', 'independent')",-1.7353319,-1.6583183,-1.3343154,-1.197045,-1.2944922,-1.1935697,-0.1009225
70,0.7934524,0.4255571,"('lethargic', 'energetic')",0.39135808,-0.022456668,0.91045624,0.7257985,0.6984222,0.3762996,0.3221226
15,0.786074,1.0948638,"('boring', 'funny')",0.7871946,0.9620836,0.73234576,0.85006183,0.7685382,0.969003,-0.2004648
51,-0.77858275,-0.9233256,"('uneducated', 'educated')",-0.06331312,-0.3663092,-0.07916474,-0.25593975,-0.3070202,-0.5151915,0.2081713
25,-0.73980814,-0.5613093,"('egoistic', 'altruistic')",0.71844864,1.1102433,0.3003143,0.519613,0.0929849,0.3561823,-0.2631974
49,-0.73358786,-0.6727104,"('unable', 'able')",-0.023818918,0.072578534,-0.24537385,-0.29332852,-0.3342602,-0.2978201,-0.0364401
32,-0.7199682,-0.7935633,"('unkind', 'kind')",-0.2210041,-0.3441826,0.72434556,0.8337116,-0.0722089,-0.1013447,0.0291358
54,-0.7106557,-0.61740273,"('incapable', 'capable')",-0.035207905,0.13920411,0.50392747,0.49875528,-0.0806454,0.0068522,-0.0874976
56,0.7044297,0.59523845,"('impractical', 'practical')",1.5731163,1.2278615,0.8123548,0.8025033,1.0299669,0.8752011,0.1547658
42,0.67932475,0.4003482,"('unreliable', 'reliable')",-0.2576575,-0.35652724,-2.5413396,-2.5273266,-0.7065574,-0.8278352,0.1212778
76,0.6702754,0.3001382,"('anxious', 'daring')",-0.13726914,-0.58304226,0.080624014,-0.056860093,0.2045434,-0.1132547,0.3177981
21,-0.6537055,-0.97054046,"('immoral', 'moral')",-0.5511795,-0.9765903,-1.2987282,-1.1903926,-0.8345377,-1.0458411,0.2113034
73,0.586252,0.60762143,"('helpless', 'self-reliant')",0.4912987,0.748508,-3.1069658,-2.9858413,-0.6764717,-0.5432373,-0.1332344
0,-0.5563995,-0.6539058,"('unsociable', 'sociable')",-0.06601,-0.3257947,-0.25581986,-0.082764715,-0.2927431,-0.3541551,0.061412
26,-0.5527863,-0.3325174,"('hardhearted', 'benevolent')",2.2559679,2.5230634,2.037249,2.2066343,1.2468102,1.4657269,-0.2189167
58,-0.5218005,-0.5199344,"('undiscriminating', 'discriminating')",-0.18961528,-0.22040844,0.33251023,0.19103375,-0.1263018,-0.183103,0.0568012
31,-0.51942647,0.19789295,"('evil', 'good')",-0.84865034,-0.45271164,-0.7376247,-0.61502635,-0.7019005,-0.2899483,-0.4119522
19,-0.5170115,0.029470313,"('inhospitable', 'hospitable')",-1.1817842,-0.6045931,-0.86875415,-0.5322339,-0.8558499,-0.3691189,-0.486731
67,0.51372,0.35645235,"('doubtful', 'determined')",0.45256236,0.18125832,-0.47942084,-0.45293003,0.1622872,0.0282602,0.134027
62,0.511415,0.31714594,"('incompetent', 'brilliant')",0.38179997,-0.095010415,0.28534442,0.15007362,0.3928531,0.1240697,0.2687834
