,equifax_male,equifax_female,tuple,inc_male,inc_female,average_male,average_female,male-female
86,-2.7495055,-2.8641353,"('uninfluential', 'influential')",-0.10731942,-0.19141471,-1.4284124,-1.527775,0.0993626
69,2.2722156,2.051393,"('lazy', 'industrious')",-0.08793405,-0.33415046,1.0921408,0.8586213,0.2335195
44,1.9364998,1.8894666,"('prejudiced', 'unprejudiced')",-1.1629558,-1.1942694,0.386772,0.3475986,0.0391734
23,-1.8980876,-1.8461818,"('insincere', 'sincere')",4.9610877,5.286381,1.5315001,1.7200994,-0.1885993
0,-1.8856454,-1.9633125,"('unsociable', 'sociable')",-0.3301224,-0.4451062,-1.1078839,-1.2042093,0.0963254
10,-1.8746072,-1.7503754,"('unsympathetic', 'sympathetic')",-0.52037305,-0.4600546,-1.1974901,-1.105215,-0.0922751
57,-1.8653827,-1.8724554,"('unimaginative', 'imaginative')",-2.302592,-2.4059613,-2.0839872,-2.1392083,0.0552211
53,-1.7897215,-2.0334444,"('uncreative', 'creative')",0.79512197,0.7016211,-0.4972998,-0.6659117,0.1686119
9,-1.7670152,-2.0511363,"('unaffectionate', 'caring')",1.050776,0.99040896,-0.3581196,-0.5303637,0.1722441
1,-1.7496616,-2.132413,"('unfriendly', 'friendly')",1.9862254,1.7143756,0.1182819,-0.2090186,0.3273005
8,-1.687701,-2.0049312,"('unaffectionate', 'affectionate')",1.0339282,0.8774193,-0.3268864,-0.563756,0.2368696
48,-1.5194043,-1.4690565,"('unintelligent', 'intelligent')",0.58271,0.64818704,-0.4683471,-0.4104347,-0.0579124
35,1.4708972,1.2445831,"('corrupt', 'incorrupt')",0.2014059,-0.016894877,0.8361515,0.6138442,0.2223073
73,1.4574413,1.3389516,"('helpless', 'self-reliant')",-2.6728544,-2.7826328,-0.6077065,-0.7218406,0.1141341
55,-1.4548883,-1.2568325,"('incompetent', 'clever')",0.06912467,0.15200718,-0.6928818,-0.5524126,-0.1404692
38,-1.4286116,-1.4781013,"('untruthful', 'truthful')",-0.41950393,-0.33780742,-0.9240578,-0.9079543,-0.0161035
45,-1.4050267,-1.238021,"('incompetent', 'competent')",-0.22512859,-0.18789452,-0.8150777,-0.7129577,-0.10212
11,-1.400049,-1.2927619,"('unhelpful', 'helpful')",1.258564,1.4011182,-0.0707425,0.0541781,-0.1249206
63,-1.3379446,-1.2535028,"('unperceptive', 'insightful')",0.9517656,0.9003561,-0.1930895,-0.1765734,-0.0165161
28,-1.308755,-1.5524735,"('disloyal', 'loyal')",0.730528,0.7101658,-0.2891135,-0.4211539,0.1320404
43,-1.259489,-1.2320608,"('irresponsible', 'responsible')",0.3934476,0.4644729,-0.4330207,-0.383794,-0.0492267
61,-1.230872,-1.3812917,"('illogical', 'logical')",0.19066209,0.025848314,-0.520105,-0.6777217,0.1576167
82,-1.1869968,-0.8673855,"('poor', 'rich')",5.6722846,6.107525,2.2426438,2.6200697,-0.3774259
60,-1.1525677,-0.9698242,"('inefficient', 'efficient')",-0.22283438,0.08181788,-0.687701,-0.4440032,-0.2436978
19,-1.1339812,-1.2481899,"('inhospitable', 'hospitable')",0.08102483,-0.13692866,-0.5264782,-0.6925593,0.1660811
72,-1.096691,-1.1102335,"('unambitious', 'ambitious')",-1.030841,-0.79701144,-1.063766,-0.9536225,-0.1101435
39,1.07889,0.91878843,"('exploitative', 'cooperative')",0.14567232,0.14537752,0.6122811,0.532083,0.0801981
59,1.052547,0.91462904,"('foolish', 'wise')",0.5267844,0.52859294,0.7896657,0.721611,0.0680547
58,-1.0318741,-1.3241367,"('undiscriminating', 'discriminating')",0.19288462,0.017207675,-0.4194947,-0.6534646,0.2339699
46,-1.0277382,-0.8232019,"('uncompetitive', 'competitive')",-0.6803113,-0.6876087,-0.8540248,-0.7554053,-0.0986195
51,-1.0201166,-0.84532726,"('uneducated', 'educated')",0.34478864,0.4092994,-0.3376639,-0.2180139,-0.11965
21,-1.0153471,-0.85071814,"('immoral', 'moral')",-0.7804318,-0.74214166,-0.8978895,-0.7964299,-0.1014596
62,-0.9983614,-0.86053276,"('incompetent', 'brilliant')",-0.11353289,0.09502667,-0.5559471,-0.382753,-0.1731941
13,-0.9975635,-0.7859842,"('impolite', 'polite')",-0.8319787,-0.74200803,-0.9147711,-0.7639961,-0.150775
7,-0.9595649,-0.8759535,"('insensitive', 'sensitive')",0.56754625,0.7303933,-0.1960093,-0.0727801,-0.1232292
64,0.9542534,0.761412,"('shy', 'confident')",-6.39758,-6.4893155,-2.7216635,-2.8639517,0.1422882
24,-0.89135605,-0.9343366,"('dishonest', 'honest')",0.3361214,0.4357525,-0.2776173,-0.249292,-0.0283253
87,0.85549146,0.784747,"('unsuccessful', 'successful')",1.0729458,0.6838965,0.9642186,0.7343217,0.2298969
12,-0.8476367,-0.8006787,"('unsupportive', 'supportive')",-1.696503,-1.6580105,-1.2720699,-1.2293446,-0.0427253
85,0.8265938,0.3733998,"('insignificant', 'prestigious')",1.2361001,0.7707452,1.0313469,0.5720725,0.4592744
4,0.82288164,0.6952302,"('disliked', 'liked')",-5.9616866,-6.27173,-2.5694025,-2.78825,0.2188475
42,0.79927826,0.7715775,"('unreliable', 'reliable')",-2.931947,-2.8868835,-1.0663344,-1.057653,-0.0086814
77,-0.77470493,-0.82893133,"('unmotivated', 'motivated')",-1.2654771,-1.2886437,-1.0200911,-1.0587876,0.0386965
65,-0.7745472,-0.7833972,"('insecure', 'secure')",-0.6261106,-0.471411,-0.7003289,-0.6274041,-0.0729248
50,0.7495523,0.69721824,"('clumsy', 'skillful')",0.33501488,0.3401715,0.5422836,0.5186949,0.0235887
41,-0.7250724,-0.7317225,"('unforgiving', 'forgiving')",-0.09788652,-0.091093846,-0.4114794,-0.4114082,-7.12e-05
3,-0.71561205,-0.68855536,"('repellent', 'pleasant')",-0.24768062,-0.11873113,-0.4816463,-0.4036433,-0.078003
67,0.6846539,0.70534045,"('doubtful', 'determined')",-0.59816486,-0.5364608,0.0432445,0.0844398,-0.0411953
84,0.67701805,0.6987156,"('inferior', 'superior')",1.0566258,1.0612514,0.8668219,0.8799835,-0.0131616
18,-0.6461784,-0.6956064,"('disagreeable', 'welcoming')",-0.30336666,-0.33584017,-0.4747725,-0.5157233,0.0409508
32,-0.61471844,-0.5897943,"('unkind', 'kind')",0.5061667,0.60682625,-0.0542759,0.008516,-0.0627919
56,-0.6015294,-0.3617974,"('impractical', 'practical')",-0.3044134,-0.14089939,-0.4529714,-0.2513484,-0.201623
40,0.60138905,0.6436824,"('stingy', 'generous')",-1.1143392,-1.2066028,-0.2564751,-0.2814602,0.0249851
27,-0.54881006,-0.5326184,"('hardhearted', 'softhearted')",1.5822136,1.3070198,0.5167018,0.3872007,0.1295011
78,-0.54256594,-0.25686783,"('nonresilient', 'resilient')",0.5100625,0.4063317,-0.0162517,0.0747319,-0.0909836
70,-0.5309532,-0.4261095,"('lethargic', 'energetic')",0.5323082,0.73066604,0.0006775,0.1522783,-0.1516008
49,-0.5222491,-0.4340391,"('unable', 'able')",-0.24008444,-0.24412759,-0.3811668,-0.3390833,-0.0420835
17,0.49638754,0.3193266,"('nasty', 'nice')",-0.4174746,-0.6150465,0.0394565,-0.1478599,0.1873164
20,0.478815,0.56604147,"('rough', 'thoughtful')",1.3525195,1.3980124,0.9156672,0.9820269,-0.0663597
2,0.46353492,0.29116154,"('unlikable', 'likable')",0.61372805,0.5818771,0.5386315,0.4365193,0.1021122
6,-0.4534061,-0.7201863,"('distant', 'open')",0.48214594,0.3410148,0.0143699,-0.1895857,0.2039556
81,-0.3937285,-0.12774363,"('submissive', 'aggressive')",-0.8660164,-0.597625,-0.6298724,-0.3626843,-0.2671881
68,-0.37305084,-0.36648375,"('dependent', 'independent')",-0.3557781,-0.50308555,-0.3644145,-0.4347847,0.0703702
52,-0.34088778,-0.6536758,"('irrational', 'rational')",0.42538536,0.19096594,0.0422488,-0.2313549,0.2736037
34,-0.34063256,-0.23617479,"('mean', 'honorable')",5.714415,5.932072,2.6868913,2.8479488,-0.1610575
54,-0.33482596,-0.58141977,"('incapable', 'capable')",1.1757193,1.0932624,0.4204466,0.2559213,0.1645253
71,0.33081856,0.20166722,"('diffident', 'self-confident')",0.7948121,0.60968083,0.5628153,0.405674,0.1571413
22,-0.3142921,-0.2054071,"('untrustworthy', 'trustworthy')",-0.9932218,-0.80804014,-0.653757,-0.5067236,-0.1470334
36,0.31270218,-0.03952402,"('hostile', 'amicable')",0.52908766,0.2864904,0.4208949,0.1234832,0.2974117
83,-0.30409613,-0.47646406,"('powerless', 'powerful')",-0.88553977,-0.8593805,-0.5948179,-0.6679223,0.0731044
33,0.30135685,0.17500478,"('wrong', 'right')",-0.44409943,-0.5460895,-0.0713713,-0.1855423,0.114171
47,0.28946224,0.488346,"('stupid', 'smart')",5.214653,5.6726985,2.7520576,3.0805223,-0.3284647
74,-0.28562027,-0.24168259,"('undedicated', 'dedicated')",0.32996592,0.25548595,0.0221728,0.0069017,0.0152711
66,0.2728609,-0.1641235,"('inactive', 'active')",1.1880078,0.7984632,0.7304344,0.3171698,0.4132646
26,0.27191174,-0.008733796,"('hardhearted', 'benevolent')",2.08861,1.8260916,1.1802609,0.9086789,0.271582
75,0.2614835,0.31523138,"('meek', 'impulsive')",-0.37246513,-0.32266656,-0.0554908,-0.0037176,-0.0517732
