,genworth_male,genworth_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
53,-1.7160249,-1.5849271,"('uncreative', 'creative')",0.93420804,0.82301176,0.9294359,0.95270455,0.0492064,0.0635964,-0.01439
1,-1.4577897,-1.8248987,"('unfriendly', 'friendly')",1.4629545,1.273197,2.2962327,2.0625606,0.7671325,0.5036196,0.2635129
72,-1.3771389,-1.3920841,"('unambitious', 'ambitious')",-0.44614074,-0.36730745,-1.0423121,-0.7239906,-0.9551973,-0.8277941,-0.1274032
86,-1.2910993,-1.0035518,"('uninfluential', 'influential')",-0.16940401,-0.14204851,0.0043260604,0.100406565,-0.4853924,-0.3483979,-0.1369945
57,-1.1974597,-0.7930046,"('unimaginative', 'imaginative')",-0.036263086,0.09618513,-2.519801,-2.601745,-1.2511746,-1.0995215,-0.1516531
6,-1.165502,-1.9331899,"('distant', 'open')",-0.61874884,-0.7718951,0.24849994,0.11342643,-0.5119169,-0.8638862,0.3519693
79,-1.0518868,-1.5926797,"('wavering', 'unwavering')",-0.8331913,-0.9785365,0.17263417,-0.0675899,-0.5708146,-0.879602,0.3087874
58,-1.0463285,-0.6296356,"('undiscriminating', 'discriminating')",1.1961542,1.3080547,0.4127783,0.54581726,0.1875347,0.4080788,-0.2205441
78,-1.0313607,-0.8794077,"('nonresilient', 'resilient')",1.4262716,1.5860769,0.566406,0.76298475,0.3204389,0.4898846,-0.1694457
28,-1.0164973,-0.89092106,"('disloyal', 'loyal')",0.054941393,-0.017711658,1.0881972,0.99114716,0.0422138,0.0275048,0.014709
68,-1.0156885,-0.83110905,"('dependent', 'independent')",-1.9237698,-1.6491742,-0.4911609,-0.31189337,-1.1435397,-0.9307256,-0.2128141
52,-1.0036533,-1.6814656,"('irrational', 'rational')",-0.10729542,-0.4691464,0.0067781946,-0.26729745,-0.3680568,-0.8059699,0.4379131
16,-1.0027506,-1.2767318,"('unpopular', 'popular')",-0.5901822,-0.5902884,0.21109733,0.20655149,-0.4606118,-0.5534896,0.0928778
30,0.9917263,1.1884679,"('intolerant', 'tolerant')",1.0542841,0.99533725,1.3178278,1.1612971,1.1212794,1.115034,0.0062454
39,0.9724299,0.95405453,"('exploitative', 'cooperative')",0.62705934,0.60430145,0.0804729,0.11344741,0.5599874,0.5572678,0.0027196
37,0.94617265,1.1866913,"('fake', 'genuine')",-0.58509827,-0.45512,0.8384092,0.9178213,0.3998279,0.5497975,-0.1499696
36,-0.9278235,-1.601463,"('hostile', 'amicable')",-0.1529979,-0.5567271,0.278664,-0.1076343,-0.2673858,-0.7552748,0.487889
31,-0.92470527,-1.4937028,"('evil', 'good')",-1.2495104,-1.3916754,-1.1665125,-1.1782687,-1.1135761,-1.3545489,0.2409728
42,0.9121254,0.8926503,"('unreliable', 'reliable')",0.4837043,0.5619889,-2.7942135,-2.8745193,-0.466128,-0.4732934,0.0071654
77,-0.8795606,-0.727309,"('unmotivated', 'motivated')",0.9041128,1.0777458,-1.2924224,-1.0973678,-0.4226234,-0.248977,-0.1736464
83,-0.8393116,-0.59276795,"('powerless', 'powerful')",0.070100844,0.19743362,-1.1899993,-0.911716,-0.6530701,-0.4356834,-0.2173867
70,0.81132865,1.2921985,"('lethargic', 'energetic')",0.31513327,0.49413884,0.9578253,1.0117828,0.6947624,0.9327067,-0.2379443
8,-0.716445,-1.1376818,"('unaffectionate', 'affectionate')",0.28771937,-0.07559817,1.0564009,0.86345536,0.2092251,-0.1166082,0.3258333
5,-0.7137488,-1.3351479,"('distant', 'outgoing')",0.23048684,0.10331161,-0.17372437,-0.2941776,-0.2189955,-0.5086713,0.2896758
9,-0.7115721,-1.1745226,"('unaffectionate', 'caring')",1.6722896,1.4344281,1.6110424,1.4688146,0.8572533,0.57624,0.2810133
20,-0.6944632,-0.29017666,"('rough', 'thoughtful')",-0.15797487,0.0033241436,0.6569617,0.74227476,-0.0651588,0.1518074,-0.2169662
71,0.67588633,0.46811163,"('diffident', 'self-confident')",1.5792352,1.5246407,0.44069386,0.49168652,0.8986051,0.8281463,0.0704588
38,-0.6558144,-0.7251421,"('untruthful', 'truthful')",0.11110112,0.09968014,0.31304318,0.18523493,-0.0772234,-0.1467424,0.069519
60,0.61894184,1.1145725,"('inefficient', 'efficient')",0.3981396,0.5831749,-0.045175903,0.155896,0.3239685,0.6178811,-0.2939126
44,0.6186477,0.64918226,"('prejudiced', 'unprejudiced')",-0.7299037,-0.44612184,-1.8548542,-1.830451,-0.6553701,-0.5424635,-0.1129066
40,-0.61338496,-0.71927065,"('stingy', 'generous')",1.1657686,1.1249815,-1.2326792,-1.3553318,-0.2267652,-0.3165403,0.0897751
84,0.61130106,0.6470169,"('inferior', 'superior')",0.11746611,0.29642963,0.89447427,0.95813227,0.5410805,0.6338596,-0.0927791
75,-0.5910348,-0.58202,"('meek', 'impulsive')",-0.8495805,-0.752721,-0.61807823,-0.45666093,-0.6862312,-0.597134,-0.0890972
0,-0.5886681,-0.3915628,"('unsociable', 'sociable')",0.6854085,0.8402641,-0.3104047,-0.29576236,-0.0712214,0.0509796,-0.122201
67,0.5797448,0.41508207,"('doubtful', 'determined')",-0.25276467,-0.21624984,-0.7426838,-0.7456611,-0.1385679,-0.1822763,0.0437084
85,-0.57742107,-1.332324,"('insignificant', 'prestigious')",1.053124,0.6331063,0.5789342,0.15713635,0.3515457,-0.1806938,0.5322395
66,-0.56895477,-0.69982195,"('inactive', 'active')",0.8636675,0.93179387,1.2116363,1.0769567,0.5021164,0.4363096,0.0658068
88,-0.5593428,-0.97809786,"('low', 'eminent')",-0.81506985,-0.99587995,0.4094472,0.05604476,-0.3216552,-0.639311,0.3176558
3,-0.5580407,-0.12330771,"('repellent', 'pleasant')",0.07151876,0.28674096,0.16488895,0.27038482,-0.107211,0.144606,-0.251817
73,0.54475033,0.4821527,"('helpless', 'self-reliant')",0.68397826,0.6423795,-3.1139395,-3.0151074,-0.6284037,-0.6301917,0.001788
13,0.5428223,0.76533026,"('impolite', 'polite')",0.71480006,0.8742863,0.2738666,0.21233973,0.5104963,0.6173187,-0.1068224
61,-0.5071743,-0.40718213,"('illogical', 'logical')",1.157229,1.2852176,0.42373517,0.48402694,0.3579299,0.4540208,-0.0960909
