,sprint_male,sprint_female,tuple,corp_male,corp_female,average_male,average_female,male-female
62,1.74893,1.3334055,"('incompetent', 'brilliant')",0.8241008,0.44640908,1.2865154,0.8899073,0.3966081
57,-1.4730544,-1.675961,"('unimaginative', 'imaginative')",-3.434471,-3.3564816,-2.4537625,-2.5162213,0.0624588
60,1.4501833,0.78657895,"('inefficient', 'efficient')",0.4360948,0.1429283,0.943139,0.4647536,0.4783854
9,1.4494363,1.8242569,"('unaffectionate', 'caring')",1.3645715,1.1901087,1.4070039,1.5071828,-0.1001789
71,1.4280509,1.9601222,"('diffident', 'self-confident')",0.37087962,0.5329369,0.8994653,1.2465296,-0.3470643
39,1.4063336,1.8110408,"('exploitative', 'cooperative')",-0.1325922,0.018606108,0.6368707,0.9148234,-0.2779527
64,-1.3931559,-1.3418667,"('shy', 'confident')",-6.6391993,-6.5547657,-4.0161777,-3.9483161,-0.0678616
61,1.3054416,1.6297204,"('illogical', 'logical')",0.34480387,0.70709705,0.8251227,1.1684088,-0.3432861
33,1.238392,1.3703068,"('wrong', 'right')",-0.5840355,-0.6299687,0.3271782,0.3701691,-0.0429909
66,-1.1592542,-0.6809222,"('inactive', 'active')",0.3143893,0.6408186,-0.4224325,-0.0200518,-0.4023807
75,-1.1253875,-1.2242141,"('meek', 'impulsive')",-0.7341076,-0.75390184,-0.9297476,-0.989058,0.0593104
16,-1.1234722,-0.78114796,"('unpopular', 'popular')",0.13244334,0.34182477,-0.4955145,-0.2196616,-0.2758529
37,1.1000123,0.89187974,"('fake', 'genuine')",0.5534828,0.369285,0.8267475,0.6305823,0.1961652
52,-1.0855867,-0.4241948,"('irrational', 'rational')",-0.29072538,-0.041018955,-0.688156,-0.2326069,-0.4555491
72,1.0553333,0.5885684,"('unambitious', 'ambitious')",-0.016497886,-0.6412666,0.5194177,-0.0263491,0.5457668
17,-1.0380985,-0.903177,"('nasty', 'nice')",-0.91506064,-0.81253034,-0.9765795,-0.8578537,-0.1187258
79,-1.021347,-0.7495582,"('wavering', 'unwavering')",-0.5334932,-0.5994872,-0.7774202,-0.6745227,-0.1028975
63,1.0128893,0.47565654,"('unperceptive', 'insightful')",0.7288989,0.47639322,0.8708941,0.4760249,0.3948692
44,-0.9823191,-1.1169492,"('prejudiced', 'unprejudiced')",-1.160936,-1.3027831,-1.0716276,-1.2098662,0.1382386
48,0.9602942,0.60525113,"('unintelligent', 'intelligent')",0.9388861,0.7118369,0.9495901,0.658544,0.2910461
