,sprint_male,sprint_female,tuple,corp_male,corp_female,average_male,average_female,male-female
50,-0.9344851,-1.032126,"('clumsy', 'skillful')",0.37456852,0.1660746,-0.2799583,-0.4330257,0.1530674
12,0.91008043,0.6084098,"('unsupportive', 'supportive')",-1.8393824,-1.9803344,-0.464651,-0.6859623,0.2213113
56,0.89929664,0.3193299,"('impractical', 'practical')",-0.37743247,-0.6163581,0.2609321,-0.1485141,0.4094462
83,0.8972072,1.0872515,"('powerless', 'powerful')",-0.9392949,-0.89596033,-0.0210438,0.0956456,-0.1166894
31,-0.8741208,-0.041252725,"('evil', 'good')",-1.2817342,-0.8518444,-1.0779275,-0.4465486,-0.6313789
4,-0.8562761,-0.6627563,"('disliked', 'liked')",-7.704171,-7.200218,-4.2802238,-3.9314873,-0.3487365
35,-0.8194355,-0.12905012,"('corrupt', 'incorrupt')",-0.7245537,-0.33366066,-0.7719946,-0.2313554,-0.5406392
43,0.76270735,0.35843334,"('irresponsible', 'responsible')",0.5299338,0.4124837,0.6463206,0.3854585,0.2608621
23,0.7422438,0.39651555,"('insincere', 'sincere')",6.3258467,5.8282504,3.5340452,3.1123829,0.4216623
32,0.68043625,0.75837463,"('unkind', 'kind')",0.8908646,0.8109377,0.7856504,0.7846562,0.0009942
40,-0.6667666,-0.3603733,"('stingy', 'generous')",-2.2025626,-1.9933981,-1.4346646,-1.1768857,-0.2577789
84,0.6589075,0.51127017,"('inferior', 'superior')",0.7754863,0.8245309,0.7171969,0.6679006,0.0492963
24,0.62789977,0.7733406,"('dishonest', 'honest')",0.6373283,0.55471426,0.632614,0.6640275,-0.0314135
36,-0.6150978,0.33756828,"('hostile', 'amicable')",-0.43482444,0.020399459,-0.5249611,0.1789839,-0.703945
77,0.5895982,0.42180997,"('unmotivated', 'motivated')",-1.0138638,-1.0630572,-0.2121328,-0.3206236,0.1084908
0,-0.58180827,-0.44084913,"('unsociable', 'sociable')",-0.31691626,-0.1574494,-0.4493623,-0.2991493,-0.150213
51,-0.57581055,-0.855966,"('uneducated', 'educated')",0.24454723,0.3348679,-0.1656317,-0.260549,0.0949173
27,0.5505946,0.8552323,"('hardhearted', 'softhearted')",1.2404172,1.3026102,0.8955059,1.0789212,-0.1834153
46,0.54916596,-0.069024324,"('uncompetitive', 'competitive')",-0.7776353,-0.8403304,-0.1142347,-0.4546774,0.3404427
55,0.5489918,0.20944336,"('incompetent', 'clever')",0.3846559,0.32830128,0.4668238,0.2688723,0.1979515
30,0.5354187,0.41488922,"('intolerant', 'tolerant')",0.40656468,0.54125625,0.4709917,0.4780727,-0.007081
15,-0.50348276,-0.36280823,"('boring', 'funny')",-0.53476286,-0.28902516,-0.5191228,-0.3259167,-0.1932061
86,0.49776363,0.38880396,"('uninfluential', 'influential')",-0.34160978,-0.37477916,0.0780769,0.0070124,0.0710645
25,0.46552923,1.0936692,"('egoistic', 'altruistic')",1.167196,1.6282372,0.8163626,1.3609532,-0.5445906
19,-0.44877595,-0.0888734,"('inhospitable', 'hospitable')",-0.5121745,-0.37143382,-0.4804752,-0.2301536,-0.2503216
54,0.4371791,0.69520414,"('incapable', 'capable')",0.985948,0.7891262,0.7115636,0.7421652,-0.0306016
2,0.4070882,1.0710981,"('unlikable', 'likable')",0.3930372,0.8506899,0.4000627,0.960894,-0.5608313
73,0.394786,0.37507585,"('helpless', 'self-reliant')",-3.1518908,-3.2947934,-1.3785524,-1.4598588,0.0813064
26,0.36442128,1.1191058,"('hardhearted', 'benevolent')",1.1322757,1.7502108,0.7483485,1.4346583,-0.6863098
1,0.35706148,0.9789369,"('unfriendly', 'friendly')",1.2393924,1.480006,0.798227,1.2294714,-0.4312444
69,-0.3326217,0.41194913,"('lazy', 'industrious')",-0.89016795,-0.4428918,-0.6113948,-0.0154713,-0.5959235
59,-0.32756752,0.10717828,"('foolish', 'wise')",0.32451963,0.33872402,-0.0015239,0.2229511,-0.224475
47,-0.3165296,-0.040722847,"('stupid', 'smart')",5.4694176,5.4627037,2.5764439,2.7109904,-0.1345465
7,0.31276044,0.24801639,"('insensitive', 'sensitive')",0.4841423,0.53459924,0.3984514,0.3913078,0.0071436
20,0.2986879,0.5538598,"('rough', 'thoughtful')",0.90406966,1.105245,0.6013788,0.8295524,-0.2281736
28,-0.28794768,0.016195342,"('disloyal', 'loyal')",1.0927359,1.1670341,0.4023941,0.5916147,-0.1892206
76,0.28755128,-0.19176358,"('anxious', 'daring')",0.005703952,-0.3209032,0.1466276,-0.2563334,0.402961
11,0.27907437,-0.2127399,"('unhelpful', 'helpful')",1.8348043,1.5492834,1.0569394,0.6682717,0.3886677
29,-0.2772561,-0.23423049,"('unfair', 'fair')",-0.48161712,-0.34344694,-0.3794366,-0.2888387,-0.0905979
13,-0.27376676,-0.51776767,"('impolite', 'polite')",-0.6397258,-0.914256,-0.4567463,-0.7160118,0.2592655
18,-0.27159837,0.2941951,"('disagreeable', 'welcoming')",-0.5556894,-0.3028984,-0.4136439,-0.0043517,-0.4092922
70,0.265341,-0.2423174,"('lethargic', 'energetic')",0.5800434,0.2518244,0.4226922,0.0047535,0.4179387
41,0.24901062,0.5098431,"('unforgiving', 'forgiving')",-0.41817677,-0.10074242,-0.0845831,0.2045503,-0.2891334
38,0.24758868,0.06268555,"('untruthful', 'truthful')",-0.17378739,-0.28662485,0.0369006,-0.1119696,0.1488702
21,0.23578641,0.1262897,"('immoral', 'moral')",-0.34565473,-0.38339674,-0.0549342,-0.1285535,0.0736193
6,-0.2167893,0.4522915,"('distant', 'open')",-0.37215218,-0.26996198,-0.2944707,0.0911648,-0.3856355
82,-0.20649534,-0.38550496,"('poor', 'rich')",6.9851227,6.6118126,3.3893137,3.1131539,0.2761598
8,0.20148969,0.69597507,"('unaffectionate', 'affectionate')",0.7130902,0.6301089,0.4572899,0.6630419,-0.205752
45,-0.1482295,-0.24083821,"('incompetent', 'competent')",-0.088042185,0.056415603,-0.1181358,-0.0922113,-0.0259245
3,-0.14459755,-0.15908463,"('repellent', 'pleasant')",0.96958023,0.9211739,0.4124914,0.3810446,0.0314468
67,0.1352601,-0.11149883,"('doubtful', 'determined')",-0.7017574,-0.53565735,-0.2832486,-0.3235781,0.0403295
53,-0.13410196,0.284518,"('uncreative', 'creative')",0.33670208,0.49690536,0.1013001,0.3907117,-0.2894116
68,0.1318858,0.004595468,"('dependent', 'independent')",-0.5893713,-0.7302643,-0.2287428,-0.3628344,0.1340916
22,-0.11370294,-0.15177909,"('untrustworthy', 'trustworthy')",-1.1940278,-1.1626298,-0.6538653,-0.6572044,0.0033391
34,0.11105305,0.13336803,"('mean', 'honorable')",5.662693,5.6001463,2.886873,2.8667572,0.0201158
87,0.1106259,0.08229763,"('unsuccessful', 'successful')",0.87145984,1.0664008,0.4910429,0.5743492,-0.0833063
10,0.09097485,-0.100075096,"('unsympathetic', 'sympathetic')",-0.12213288,-0.34027478,-0.015579,-0.2201749,0.2045959
81,-0.08617,-0.727702,"('submissive', 'aggressive')",-0.4410959,-0.83991706,-0.263633,-0.7838095,0.5201765
14,0.07960249,0.21812016,"('antisocial', 'social')",-0.65542686,-0.13634571,-0.2879122,0.0408872,-0.3287994
74,-0.07453525,-0.046776824,"('undedicated', 'dedicated')",-0.6024439,-0.30678192,-0.3384896,-0.1767794,-0.1617102
78,0.06077642,-0.29038423,"('nonresilient', 'resilient')",0.17795652,-0.011081365,0.1193665,-0.1507328,0.2700993
49,0.059625078,-0.09078001,"('unable', 'able')",-0.09669018,-0.3831842,-0.0185325,-0.2369821,0.2184496
65,-0.052945085,-0.29566896,"('insecure', 'secure')",-0.039401077,-0.16913845,-0.0461731,-0.2324037,0.1862306
80,-0.045049816,-0.3888944,"('dominated', 'dominating')",-0.81395364,-0.92398757,-0.4295017,-0.656441,0.2269393
58,-0.034119576,-0.06371176,"('undiscriminating', 'discriminating')",-0.03941161,0.13870436,-0.0367656,0.0374963,-0.0742619
85,0.031787332,1.1225855,"('insignificant', 'prestigious')",-0.6828081,0.0051793754,-0.3255104,0.5638825,-0.8893929
5,0.01276914,0.5211304,"('distant', 'outgoing')",-0.4554235,-0.47106224,-0.2213272,0.0250341,-0.2463613
88,0.010520373,0.27431628,"('low', 'eminent')",-0.2278976,-0.16180286,-0.1086886,0.0562567,-0.1649453
42,-0.009142358,-0.37861603,"('unreliable', 'reliable')",-2.979638,-3.0575466,-1.4943902,-1.7180814,0.2236912
