,tellabs_male,tellabs_female,tuple,inc_male,inc_female,average_male,average_female,male-female
36,-2.060836,-2.260895,"('hostile', 'amicable')",0.15449019,0.16592439,-0.9531729,-1.0474854,0.0943125
60,2.059929,1.9594581,"('inefficient', 'efficient')",0.31967035,0.07881786,1.1897997,1.019138,0.1706617
19,-1.9919387,-1.9414825,"('inhospitable', 'hospitable')",-0.69346315,-0.6194029,-1.342701,-1.2804427,-0.0622583
79,-1.9772868,-1.7484602,"('wavering', 'unwavering')",-0.26851496,-0.0529804,-1.1229008,-0.9007203,-0.2221805
31,-1.9660538,-1.687252,"('evil', 'good')",-1.1435541,-0.8033006,-1.554804,-1.2452763,-0.3095277
6,-1.9215612,-1.77021,"('distant', 'open')",-0.02540658,0.21286343,-0.9734839,-0.7786733,-0.1948106
53,-1.7937185,-1.8241507,"('uncreative', 'creative')",0.525809,0.7745459,-0.6339548,-0.5248024,-0.1091524
5,-1.6469781,-1.5352205,"('distant', 'outgoing')",-0.58716637,-0.38157696,-1.1170722,-0.9583987,-0.1586735
1,-1.5923613,-1.4535426,"('unfriendly', 'friendly')",1.442764,1.5279204,-0.0747986,0.0371889,-0.1119875
66,-1.5512768,-1.1971334,"('inactive', 'active')",0.3280283,0.85012037,-0.6116242,-0.1735065,-0.4381177
30,1.4923943,1.2127117,"('intolerant', 'tolerant')",1.2617717,1.0129824,1.3770831,1.1128471,0.264236
8,-1.4554483,-1.4851772,"('unaffectionate', 'affectionate')",0.6348007,0.70904404,-0.4103238,-0.3880666,-0.0222572
85,-1.3895882,-1.3492961,"('insignificant', 'prestigious')",0.73382044,0.88513976,-0.3278839,-0.2320782,-0.0958057
9,-1.3482687,-1.2684578,"('unaffectionate', 'caring')",0.73473537,0.87062824,-0.3067667,-0.1989148,-0.1078519
14,1.2424856,1.0210817,"('antisocial', 'social')",-0.39219654,-0.5897892,0.4251446,0.2156462,0.2094984
81,1.2049751,1.1840242,"('submissive', 'aggressive')",-0.44423738,-0.7305081,0.3803689,0.2267581,0.1536108
21,1.1831553,1.1236432,"('immoral', 'moral')",-0.5276003,-0.65928215,0.3277775,0.2321805,0.095597
52,-1.0769457,-1.2014049,"('irrational', 'rational')",0.37170237,0.24084368,-0.3526216,-0.4802806,0.127659
86,-1.0649624,-0.85898364,"('uninfluential', 'influential')",-0.52675396,-0.15856938,-0.7958581,-0.5087765,-0.2870816
65,1.039889,0.77340686,"('insecure', 'secure')",-0.029352052,-0.28794354,0.5052685,0.2427317,0.2625368
56,0.94489235,0.83841765,"('impractical', 'practical')",0.04594833,-0.41613385,0.4954203,0.2111419,0.2842784
67,0.88393986,0.7354206,"('doubtful', 'determined')",-0.28910547,-0.7615495,0.2974172,-0.0130644,0.3104816
55,0.8648795,0.6756131,"('incompetent', 'clever')",0.38929474,0.3325172,0.6270871,0.5040652,0.1230219
57,-0.84403616,-0.7028267,"('unimaginative', 'imaginative')",-2.4194388,-1.895602,-1.6317375,-1.2992144,-0.3325231
39,0.8343275,0.7882746,"('exploitative', 'cooperative')",0.38086885,0.24189807,0.6075982,0.5150864,0.0925118
64,0.7732369,1.0315038,"('shy', 'confident')",-6.3263845,-5.8777103,-2.7765739,-2.4231033,-0.3534706
80,0.75839245,0.96080357,"('dominated', 'dominating')",-1.4392731,-1.2784292,-0.3404403,-0.1588128,-0.1816275
54,-0.7408305,-0.6521005,"('incapable', 'capable')",1.1379663,1.010267,0.1985679,0.1790833,0.0194846
76,0.7183925,0.7230154,"('anxious', 'daring')",0.45448464,0.3950248,0.5864385,0.5590201,0.0274184
4,-0.7063063,-0.7047281,"('disliked', 'liked')",-6.1900163,-5.8027687,-3.4481614,-3.2537484,-0.194413
32,0.6796289,0.825527,"('unkind', 'kind')",0.55670524,0.55300725,0.618167,0.6892672,-0.0711002
75,-0.67864865,-0.7743699,"('meek', 'impulsive')",-0.37542266,-0.51307946,-0.5270357,-0.6437247,0.116689
62,0.6763431,0.5841131,"('incompetent', 'brilliant')",0.17172804,-0.11985026,0.4240355,0.2321314,0.1919041
35,-0.67204106,-0.81084245,"('corrupt', 'incorrupt')",-0.053219568,-0.10291922,-0.3626303,-0.4568808,0.0942505
22,0.6446658,0.90926975,"('untrustworthy', 'trustworthy')",-1.0808259,-0.9860572,-0.2180801,-0.0383937,-0.1796864
44,0.63125247,0.57593447,"('prejudiced', 'unprejudiced')",-0.924393,-0.90299416,-0.1465703,-0.1635298,0.0169595
16,-0.61391056,-0.7172112,"('unpopular', 'popular')",0.4735855,0.5431944,-0.0701625,-0.0870084,0.0168459
28,-0.604208,-0.8941151,"('disloyal', 'loyal')",0.98274165,0.58821416,0.1892668,-0.1529505,0.3422173
47,0.5909863,0.6324055,"('stupid', 'smart')",5.3780093,4.9630547,2.9844978,2.79773,0.1867678
17,-0.5889732,-0.44703057,"('nasty', 'nice')",-0.83601236,-0.8450946,-0.7124928,-0.6460626,-0.0664302
13,0.49803552,0.6203348,"('impolite', 'polite')",-0.5237471,-0.7605772,-0.0128558,-0.0701212,0.0572654
41,0.46675128,0.45896497,"('unforgiving', 'forgiving')",-0.20342097,-0.03236135,0.1316652,0.2133018,-0.0816366
88,-0.44335333,-0.34554702,"('low', 'eminent')",0.08225631,0.09578486,-0.1805485,-0.1248811,-0.0556674
78,-0.44218642,-0.27170965,"('nonresilient', 'resilient')",0.24923964,0.63572234,-0.0964734,0.1820063,-0.2784797
42,0.43686047,0.6626013,"('unreliable', 'reliable')",-3.0950227,-2.6782658,-1.3290811,-1.0078323,-0.3212488
38,-0.43558174,-0.26226348,"('untruthful', 'truthful')",-0.37944907,-0.44167712,-0.4075154,-0.3519703,-0.0555451
29,-0.4229728,-0.34941348,"('unfair', 'fair')",-0.6007307,-0.41616637,-0.5118518,-0.3827899,-0.1290619
18,-0.40303907,-0.49068597,"('disagreeable', 'welcoming')",-0.69293016,-0.5120839,-0.5479846,-0.5013849,-0.0465997
82,-0.3769063,-0.8296621,"('poor', 'rich')",6.0801272,5.516529,2.8516104,2.3434334,0.508177
2,0.37246355,0.36882022,"('unlikable', 'likable')",0.45483407,0.23756656,0.4136488,0.3031934,0.1104554
48,0.37015828,0.1450736,"('unintelligent', 'intelligent')",0.7120531,0.7937514,0.5411057,0.4694125,0.0716932
12,-0.36825347,0.017907318,"('unsupportive', 'supportive')",-2.238204,-1.6759465,-1.3032287,-0.8290196,-0.4742091
68,-0.36769247,-0.48976055,"('dependent', 'independent')",-0.58218145,-0.46415251,-0.474937,-0.4769565,0.0020195
73,0.33120793,0.27438334,"('helpless', 'self-reliant')",-2.640113,-2.767468,-1.1544526,-1.2465423,0.0920897
58,-0.32998478,-0.2673998,"('undiscriminating', 'discriminating')",-0.16274914,0.17688468,-0.246367,-0.0452576,-0.2011094
69,-0.3253711,-0.104869165,"('lazy', 'industrious')",-0.48923245,-0.0633047,-0.4073018,-0.0840869,-0.3232149
27,-0.32219312,-0.10514932,"('hardhearted', 'softhearted')",1.0670578,1.5343872,0.3724324,0.714619,-0.3421866
71,-0.3201234,-0.075055815,"('diffident', 'self-confident')",0.27484003,0.571848,-0.0226417,0.2483961,-0.2710378
87,0.31772608,0.3391852,"('unsuccessful', 'successful')",0.88711655,0.98938257,0.6024213,0.6642839,-0.0618626
26,-0.30502063,-0.21691509,"('hardhearted', 'benevolent')",1.543242,1.7652066,0.6191107,0.7741457,-0.155035
46,0.30215913,0.35959563,"('uncompetitive', 'competitive')",-0.45086935,-0.5114621,-0.0743551,-0.0759332,0.0015781
25,-0.2881204,-0.37619212,"('egoistic', 'altruistic')",1.4016361,1.4047697,0.5567579,0.5142888,0.0424691
10,-0.2803606,0.023082778,"('unsympathetic', 'sympathetic')",-0.5430208,-0.35701904,-0.4116907,-0.1669681,-0.2447226
20,0.2628277,0.08566333,"('rough', 'thoughtful')",1.3575836,1.4137887,0.8102057,0.749726,0.0604797
51,-0.21506281,-0.43572912,"('uneducated', 'educated')",0.15090927,0.13412648,-0.0320768,-0.1508013,0.1187245
33,-0.20914401,0.07937013,"('wrong', 'right')",-0.65331656,-0.5198863,-0.4312303,-0.2202581,-0.2109722
15,-0.20496343,-0.19143233,"('boring', 'funny')",0.29851335,0.41436276,0.046775,0.1114652,-0.0646902
50,-0.19547082,-0.09723613,"('clumsy', 'skillful')",0.31359306,0.3149398,0.0590611,0.1088518,-0.0497907
3,-0.18843564,-0.25847504,"('repellent', 'pleasant')",0.13135724,-0.075221896,-0.0285392,-0.1668485,0.1383093
84,0.18613534,-0.065833025,"('inferior', 'superior')",1.2311577,1.1312577,0.7086465,0.5327123,0.1759342
43,0.18377417,0.431877,"('irresponsible', 'responsible')",0.3021206,0.35775995,0.2429474,0.3948185,-0.1518711
7,0.14764965,0.5421411,"('insensitive', 'sensitive')",0.22599746,0.7623899,0.1868235,0.6522655,-0.465442
37,0.12630357,0.3264693,"('fake', 'genuine')",0.28825545,0.36809677,0.2072795,0.347283,-0.1400035
70,0.11315889,0.37787554,"('lethargic', 'energetic')",0.49465567,0.7022486,0.3039073,0.5400621,-0.2361548
49,0.11013878,-0.35124758,"('unable', 'able')",-0.09284982,-0.40666756,0.0086445,-0.3789576,0.3876021
40,-0.08469647,-0.104750484,"('stingy', 'generous')",-1.3433293,-0.958372,-0.7140129,-0.5315613,-0.1824516
23,-0.08460543,-0.075685754,"('insincere', 'sincere')",5.1267176,4.6797447,2.5210562,2.3020294,0.2190268
11,0.08324836,0.14505653,"('unhelpful', 'helpful')",1.2252344,1.2400564,0.6542414,0.6925564,-0.038315
74,0.07631497,0.2268266,"('undedicated', 'dedicated')",0.124591865,0.2003258,0.1004534,0.2135762,-0.1131228
77,-0.073755555,-0.06922282,"('unmotivated', 'motivated')",-0.94365263,-0.81307936,-0.5087041,-0.4411511,-0.067553
0,0.06686367,0.14654833,"('unsociable', 'sociable')",-0.3232707,-0.3578034,-0.1282035,-0.1056275,-0.022576
34,-0.065298736,-0.1600681,"('mean', 'honorable')",5.783083,5.564078,2.8588922,2.7020049,0.1568873
83,0.06372962,-0.18053663,"('powerless', 'powerful')",-0.84019345,-1.1769184,-0.3882319,-0.6787275,0.2904956
61,-0.06042906,0.023220152,"('illogical', 'logical')",-0.033665434,0.13497621,-0.0470472,0.0790982,-0.1261454
59,0.052504055,-0.09180234,"('foolish', 'wise')",0.4183032,0.3239601,0.2354036,0.1160789,0.1193247
63,0.041073598,0.4002862,"('unperceptive', 'insightful')",0.6622684,0.993823,0.351671,0.6970546,-0.3453836
72,-0.037711017,-0.19543147,"('unambitious', 'ambitious')",-0.77943295,-0.9320334,-0.408572,-0.5637324,0.1551604
24,0.025200777,0.29179838,"('dishonest', 'honest')",0.32054222,0.37342888,0.1728715,0.3326136,-0.1597421
45,0.0022651516,0.16377674,"('incompetent', 'competent')",-0.00502285,0.1252675,-0.0013788,0.1445221,-0.1459009
