,pepsi_male,pepsi_female,tuple,bottling_male,bottling_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
35,-2.00987,-2.1330998,"('corrupt', 'incorrupt')",0.44925624,0.30139345,-2.4393852,-2.3793063,-0.44905087,-0.58420074,-1.1122625,-1.1988034,0.0865409
71,1.928121,1.7221276,"('diffident', 'self-confident')",1.2310625,1.1426337,-0.43834555,-0.39385074,0.19124612,0.16178998,0.728021,0.6581751,0.0698459
12,1.8354125,1.833422,"('unsupportive', 'supportive')",-0.49177212,-0.45503712,1.4276351,1.5238106,-1.5137043,-1.5129569,0.3143928,0.3473096,-0.0329168
56,1.724997,1.7098787,"('impractical', 'practical')",-0.0034654364,0.11538426,1.299837,1.3805003,0.014014412,0.091103524,0.7588457,0.8242167,-0.065371
67,1.4610267,1.5351279,"('doubtful', 'determined')",1.0324808,1.1347512,1.2092098,1.2625065,-0.46680754,-0.3859109,0.8089774,0.8866186,-0.0776412
25,-1.4526606,-1.4591092,"('egoistic', 'altruistic')",-0.27693084,-0.28018948,-0.68668306,-0.6989369,1.1098008,1.0386993,-0.3266184,-0.3498841,0.0232657
84,1.3463323,1.346822,"('inferior', 'superior')",0.57599884,0.5873996,0.20004764,0.20015952,0.6819111,0.66088015,0.7010725,0.6988153,0.0022572
75,-1.3237673,-1.2231675,"('meek', 'impulsive')",0.2932249,0.2820122,-1.6669322,-1.5874829,-0.40605968,-0.36590248,-0.7758836,-0.7236352,-0.0522484
39,1.3176178,1.3856919,"('exploitative', 'cooperative')",0.60105515,0.61965466,1.4684168,1.4752434,-0.25938505,-0.2576921,0.7819262,0.8057244,-0.0237982
57,-1.2913125,-1.0713997,"('unimaginative', 'imaginative')",-1.6686012,-1.549152,-0.20791541,-0.036822632,-2.7552843,-2.751423,-1.4807783,-1.3521993,-0.128579
44,-1.2728075,-1.3355932,"('prejudiced', 'unprejudiced')",0.3084201,0.30161807,-0.51537627,-0.5764401,-1.6775286,-1.7263644,-0.7893231,-0.8341949,0.0448718
62,1.2311027,1.4095691,"('incompetent', 'brilliant')",-0.94732696,-0.7841417,1.1217927,1.1690979,0.1484476,0.24404886,0.388504,0.5096436,-0.1211396
43,1.2190195,1.2779564,"('irresponsible', 'responsible')",-0.44284585,-0.41464993,1.186562,1.3077028,0.869406,0.9115935,0.7080354,0.7706506,-0.0626152
87,1.1959537,1.066325,"('unsuccessful', 'successful')",0.3329476,0.39026287,1.5564952,1.4696264,0.5378267,0.5418887,0.9058058,0.8670257,0.0387801
13,1.1418962,1.2009808,"('impolite', 'polite')",-0.11407308,-0.008763131,1.1301221,1.2234527,0.22853029,0.25443333,0.5966189,0.6675259,-0.070907
36,-1.1337188,-1.2518051,"('hostile', 'amicable')",-0.74764556,-0.9689929,-2.4691727,-2.5411365,-0.16264823,-0.40027985,-1.1282964,-1.2905536,0.1622572
54,1.0962248,1.0753268,"('incapable', 'capable')",0.3692885,0.35982987,-0.46286684,-0.3052554,0.8077941,0.79900914,0.4526101,0.4822276,-0.0296175
9,1.0944157,1.0577229,"('unaffectionate', 'caring')",-0.90660894,-1.0892371,-0.66599536,-0.59897435,0.9324118,0.9346776,0.1135558,0.0760473,0.0375085
11,1.0540893,1.0386479,"('unhelpful', 'helpful')",-0.8265118,-0.74915713,0.6083379,0.59580946,2.4421322,2.3680005,0.8195119,0.8133252,0.0061867
63,1.0367485,0.9939931,"('unperceptive', 'insightful')",-0.60817623,-0.55316716,1.8567809,1.8792936,1.3333384,1.3722967,0.9046729,0.923104,-0.0184311
31,-1.0220101,-0.96935725,"('evil', 'good')",-0.88893163,-1.01979,-2.160179,-1.9336283,-1.5409992,-1.5354836,-1.4030299,-1.3645649,-0.038465
5,1.0204775,0.88274556,"('distant', 'outgoing')",0.32568735,0.15121445,-2.3759325,-2.1220393,-0.52712303,-0.4846035,-0.3892226,-0.3931707,0.0039481
73,1.0147507,0.9219527,"('helpless', 'self-reliant')",1.2817733,1.22845,-0.4107324,-0.46617928,-3.91255,-3.8342931,-0.5066895,-0.5375174,0.0308279
3,-1.0111179,-0.9569631,"('repellent', 'pleasant')",-1.9580241,-1.8359833,1.2713346,1.3049636,0.22160876,0.21415734,-0.3690496,-0.3184564,-0.0505932
60,1.0078238,1.1646514,"('inefficient', 'efficient')",-0.3248002,-0.09061186,2.500335,2.5953226,0.3736006,0.47510862,0.8892398,1.0361177,-0.1468779
85,0.9795046,0.736976,"('insignificant', 'prestigious')",1.1791,0.9357849,-1.6028749,-1.7113657,-0.14002115,-0.30614305,0.1039272,-0.0861869,0.1901141
23,0.9512083,0.90490884,"('insincere', 'sincere')",-0.9508485,-0.8465607,0.32523575,0.31121206,6.2178464,6.1423736,1.6358604,1.6279835,0.0078769
74,0.9431107,0.97715044,"('undedicated', 'dedicated')",-0.09896955,-0.09775227,1.532197,1.5504563,0.16020262,0.10541691,0.6341351,0.6338179,0.0003172
33,0.93989545,0.95860064,"('wrong', 'right')",0.8280351,0.7415501,-0.23277456,-0.20816532,-0.79426986,-0.8015336,0.1852215,0.172613,0.0126085
0,0.9226792,0.84171534,"('unsociable', 'sociable')",0.2467054,0.33608413,1.4779972,1.3320546,-0.26890334,-0.34795547,0.5946196,0.5404747,0.0541449
32,0.8835514,0.7804829,"('unkind', 'kind')",-0.4791327,-0.49476278,1.2876884,1.2370721,1.1714027,1.1202499,0.7158774,0.6607605,0.0551169
46,0.8807429,0.90929997,"('uncompetitive', 'competitive')",-0.37978017,-0.26788068,2.3643634,2.347338,0.043876782,0.079090305,0.7273008,0.7669619,-0.0396611
49,0.76207566,0.7186756,"('unable', 'able')",-0.16903308,-0.07171778,-0.60922706,-0.5170115,-0.33649784,-0.22403815,-0.0881706,-0.023523,-0.0646476
86,0.7481788,0.7317184,"('uninfluential', 'influential')",-1.6421303,-1.650378,0.8966405,0.8361713,0.097443834,0.049679533,0.0250332,-0.0082022,0.0332354
61,0.742306,0.6724188,"('illogical', 'logical')",-0.645877,-0.60593337,0.4897275,0.5430887,0.13357192,0.042387873,0.1799321,0.1629905,0.0169416
22,-0.72130364,-0.60905325,"('untrustworthy', 'trustworthy')",-1.1003418,-1.014284,1.3286904,1.3354805,-0.993367,-0.8909295,-0.3715805,-0.2946966,-0.0768839
53,0.7147386,0.70549077,"('uncreative', 'creative')",-1.0767016,-1.0790968,-0.003970906,0.090063095,1.0908012,0.9463912,0.1812168,0.1657121,0.0155047
18,-0.6937937,-0.6441532,"('disagreeable', 'welcoming')",-0.35206875,-0.30566943,-0.49562865,-0.45059937,-0.52255833,-0.57884043,-0.5160123,-0.4948156,-0.0211967
30,0.66774964,0.65902287,"('intolerant', 'tolerant')",-0.41027567,-0.45775485,0.30868366,0.19387865,1.0367489,1.0110372,0.4007266,0.351546,0.0491806
64,-0.6595653,-0.6232501,"('shy', 'confident')",0.12006652,0.22085962,1.6084578,1.5512513,-6.6764407,-6.456667,-1.4018705,-1.3269515,-0.074919
24,0.65099293,0.78776425,"('dishonest', 'honest')",-1.1770289,-1.1728266,0.031736724,0.15987587,0.87423176,0.93962026,0.0949831,0.1786084,-0.0836253
66,-0.64214295,-0.69911456,"('inactive', 'active')",-0.4688046,-0.47991574,0.6374943,0.6615637,0.8523831,0.83298904,0.0947324,0.0788806,0.0158518
