,danaher_male,danaher_female,tuple,corp_male,corp_female,average_male,average_female,male-female
36,-2.989628,-3.6858344,"('hostile', 'amicable')",-0.03196133,-0.5901296,-1.5107948,-2.1379819,0.6271871
60,2.9253216,3.7753427,"('inefficient', 'efficient')",-0.15067251,0.58371556,1.3873246,2.1795292,-0.7922046
6,-2.766996,-3.0001066,"('distant', 'open')",-0.4966557,-0.67311764,-1.6318258,-1.8366121,0.2047863
31,-2.6738412,-3.2729006,"('evil', 'good')",-0.67785054,-1.3073908,-1.6758459,-2.2901456,0.6142997
81,2.47738,2.9846325,"('submissive', 'aggressive')",-0.7255405,-0.29087037,0.8759198,1.346881,-0.4709612
85,-2.3340778,-3.1146622,"('insignificant', 'prestigious')",0.053072717,-0.8276687,-1.1405026,-1.9711654,0.8306628
5,-2.2931721,-2.4221272,"('distant', 'outgoing')",-0.70291567,-0.7654505,-1.4980439,-1.5937889,0.095745
62,2.2087586,3.0320373,"('incompetent', 'brilliant')",0.31441808,0.9271778,1.2615883,1.9796076,-0.7180193
46,2.2069414,2.6497188,"('uncompetitive', 'competitive')",-0.7448926,-0.56113976,0.7310244,1.0442895,-0.3132651
21,2.1858907,2.4453394,"('immoral', 'moral')",-0.33214855,-0.07447489,0.9268711,1.1854323,-0.2585612
79,-2.1129303,-2.476857,"('wavering', 'unwavering')",-0.408306,-0.5343949,-1.2606182,-1.505626,0.2450078
56,2.022624,2.6571894,"('impractical', 'practical')",-0.6485658,-0.11391865,0.6870291,1.2716354,-0.5846063
8,-2.0217528,-2.2569568,"('unaffectionate', 'affectionate')",0.8685655,0.5432289,-0.5765936,-0.856864,0.2802704
35,-1.9534376,-2.6191256,"('corrupt', 'incorrupt')",-0.41738895,-0.8128792,-1.1854132,-1.7160025,0.5305893
55,1.8910903,2.4901729,"('incompetent', 'clever')",0.32189953,0.41260418,1.1064949,1.4513885,-0.3448936
39,1.8037096,1.6731707,"('exploitative', 'cooperative')",0.39276835,0.14195716,1.0982389,0.9075639,0.190675
52,-1.6919163,-2.3769073,"('irrational', 'rational')",0.27241614,-0.29308552,-0.7097501,-1.3349965,0.6252464
80,1.6723126,2.0122855,"('dominated', 'dominating')",-0.8427792,-0.7732718,0.4147667,0.6195068,-0.2047401
19,-1.6105076,-1.6362089,"('inhospitable', 'hospitable')",-0.52012664,-0.5067727,-1.0653172,-1.0714908,0.0061736
76,1.5426967,2.3572702,"('anxious', 'daring')",-0.36588454,0.088958696,0.5884061,1.2231145,-0.6347084
14,1.4670525,1.7428132,"('antisocial', 'social')",-0.21464401,-0.2541195,0.6262043,0.7443469,-0.1181426
75,-1.426722,-1.3599244,"('meek', 'impulsive')",-0.9144005,-0.896211,-1.1705613,-1.1280677,-0.0424936
9,-1.4134454,-1.4393058,"('unaffectionate', 'caring')",1.2613581,1.1695341,-0.0760436,-0.1348858,0.0588422
16,-1.4012263,-1.4989196,"('unpopular', 'popular')",0.18285948,0.012192637,-0.6091834,-0.7433635,0.1341801
70,1.3296478,1.9904464,"('lethargic', 'energetic')",0.0021242388,0.4113114,0.665886,1.2008789,-0.5349929
65,1.322537,1.6570567,"('insecure', 'secure')",-0.4128074,0.048481755,0.4548648,0.8527692,-0.3979044
66,-1.3189336,-1.539117,"('inactive', 'active')",0.423866,0.15123838,-0.4475338,-0.6939393,0.2464055
13,1.2999282,1.7549484,"('impolite', 'polite')",-0.94437355,-0.36605197,0.1777773,0.6944482,-0.5166709
1,-1.2830901,-1.7441193,"('unfriendly', 'friendly')",1.4558835,1.0875293,0.0863967,-0.328295,0.4146917
10,1.2821265,1.7078272,"('unsympathetic', 'sympathetic')",-0.22718585,-0.04635088,0.5274704,0.8307382,-0.3032678
22,1.2722651,1.4611013,"('untrustworthy', 'trustworthy')",-0.974249,-0.87315667,0.149008,0.2939723,-0.1449643
4,-1.2575251,-1.3511968,"('disliked', 'liked')",-6.8283033,-7.5885434,-4.0429144,-4.4698701,0.4269557
67,1.2360021,1.3586925,"('doubtful', 'determined')",-0.6287076,-0.5349611,0.3036472,0.4118657,-0.1082185
45,1.1967585,1.5731269,"('incompetent', 'competent')",0.10166805,0.22724213,0.6492133,0.9001845,-0.2509712
11,1.1957145,1.7228519,"('unhelpful', 'helpful')",1.4678675,1.9357036,1.3317909,1.8292778,-0.4974869
0,1.1263587,1.3171135,"('unsociable', 'sociable')",-0.27626354,-0.0892176,0.4250476,0.613948,-0.1889004
37,1.1057986,1.2853849,"('fake', 'genuine')",0.25714633,0.32100645,0.6814725,0.8031957,-0.1217232
63,1.1009337,1.5259128,"('unperceptive', 'insightful')",0.7604066,1.0096781,0.9306701,1.2677954,-0.3371253
54,-1.0835252,-0.9620942,"('incapable', 'capable')",0.6417756,0.8143687,-0.2208748,-0.0738627,-0.1470121
43,1.0382395,1.5984981,"('irresponsible', 'responsible')",0.26000124,0.6965039,0.6491203,1.147501,-0.4983807
17,-0.9384366,-0.7823134,"('nasty', 'nice')",-0.823522,-0.8489572,-0.8809793,-0.8156353,-0.065344
72,-0.90730613,-0.5496145,"('unambitious', 'ambitious')",-0.7290674,-0.26336947,-0.8181868,-0.406492,-0.4116948
30,0.9018727,1.2928994,"('intolerant', 'tolerant')",0.5885917,0.8428398,0.7452322,1.0678695,-0.3226373
74,0.8909599,1.1159003,"('undedicated', 'dedicated')",-0.20036583,-0.35750687,0.345297,0.3791967,-0.0338997
82,-0.85654545,-0.520952,"('poor', 'rich')",5.7506747,6.564113,2.4470646,3.0215807,-0.5745161
53,-0.8530793,-0.9702566,"('uncreative', 'creative')",0.45064938,0.32722002,-0.201215,-0.3215183,0.1203033
42,0.80228275,1.3093463,"('unreliable', 'reliable')",-2.9175982,-2.8423035,-1.0576577,-0.7664786,-0.2911791
7,0.7932674,1.1943598,"('insensitive', 'sensitive')",0.42279512,0.48532188,0.6080313,0.8398408,-0.2318095
23,0.78306764,1.1238965,"('insincere', 'sincere')",5.3094554,6.0705247,3.0462615,3.5972106,-0.5509491
59,-0.7824706,-1.0119253,"('foolish', 'wise')",0.30503052,0.12040341,-0.23872,-0.445761,0.207041
18,-0.7781896,-0.90155876,"('disagreeable', 'welcoming')",-0.44852048,-0.63999563,-0.613355,-0.7707772,0.1574222
48,0.75811005,0.7443661,"('unintelligent', 'intelligent')",0.78299975,0.8541042,0.7705549,0.7992352,-0.0286803
87,0.69847006,0.7532322,"('unsuccessful', 'successful')",0.9373038,0.8642492,0.8178869,0.8087407,0.0091462
64,0.6924643,0.7377233,"('shy', 'confident')",-6.2806396,-6.5470405,-2.7940876,-2.9046586,0.110571
84,0.67804676,0.77312934,"('inferior', 'superior')",0.9967232,1.004132,0.8373849,0.8886307,-0.0512458
38,-0.6236382,-0.24471231,"('untruthful', 'truthful')",-0.5354287,-0.24266845,-0.5795335,-0.2436904,-0.3358431
77,0.5778434,0.61563253,"('unmotivated', 'motivated')",-1.0676426,-0.94701177,-0.2448996,-0.1656896,-0.07921
25,-0.5750318,-0.95801926,"('egoistic', 'altruistic')",1.3322276,0.94732845,0.3785979,-0.0053454,0.3839433
24,0.573296,0.87347424,"('dishonest', 'honest')",0.33463055,0.5432014,0.4539633,0.7083378,-0.2543745
29,-0.5221364,-0.3968462,"('unfair', 'fair')",-0.40409994,-0.46922272,-0.4631182,-0.4330345,-0.0300837
51,0.49611503,0.8808314,"('uneducated', 'educated')",0.14706507,0.15311827,0.3215901,0.5169749,-0.1953848
86,0.4869643,0.5961131,"('uninfluential', 'influential')",-0.33353,-0.3505227,0.0767171,0.1227952,-0.0460781
47,0.45186847,0.6882668,"('stupid', 'smart')",5.079123,5.6849613,2.7654958,3.186614,-0.4211182
40,-0.43758294,-0.78389925,"('stingy', 'generous')",-1.626532,-2.348104,-1.0320574,-1.5660017,0.5339443
32,0.41663587,0.6414378,"('unkind', 'kind')",0.6007368,0.71966714,0.5086863,0.6805525,-0.1718662
12,0.37763166,0.70231855,"('unsupportive', 'supportive')",-1.9191566,-2.0839257,-0.7707624,-0.6908036,-0.0799588
26,-0.37108043,-1.0298016,"('hardhearted', 'benevolent')",1.888695,1.287374,0.7588073,0.1287862,0.6300211
69,-0.36648026,-1.1181457,"('lazy', 'industrious')",-0.32337594,-0.91577625,-0.3449281,-1.016961,0.6720329
41,0.3603772,0.23648441,"('unforgiving', 'forgiving')",0.085466966,-0.21737093,0.2229221,0.0095567,0.2133654
2,0.35673785,0.3893382,"('unlikable', 'likable')",0.53719044,0.46678197,0.4469641,0.4280601,0.018904
88,-0.34755024,-0.5801825,"('low', 'eminent')",-0.432787,-0.4418632,-0.3901686,-0.5110229,0.1208543
34,-0.29266047,-0.057102453,"('mean', 'honorable')",5.351721,5.950672,2.52953,2.9467847,-0.4172547
44,-0.29165095,-0.29156345,"('prejudiced', 'unprejudiced')",-1.3997275,-1.3803096,-0.8456892,-0.8359365,-0.0097527
20,0.28712767,0.3583055,"('rough', 'thoughtful')",1.210951,0.94351196,0.7490393,0.6509087,0.0981306
71,-0.28224397,-0.516938,"('diffident', 'self-confident')",0.4894351,0.35709634,0.1035956,-0.0799208,0.1835164
61,0.27767748,0.3268173,"('illogical', 'logical')",0.5332317,0.4351365,0.4054546,0.3809769,0.0244777
58,-0.23684067,-0.16457227,"('undiscriminating', 'discriminating')",0.19210051,0.10164823,-0.0223701,-0.031462,0.0090919
3,0.23633914,0.29911864,"('repellent', 'pleasant')",0.6930475,0.7058358,0.4646933,0.5024772,-0.0377839
78,0.2255929,0.17918374,"('nonresilient', 'resilient')",0.39826035,0.32659644,0.3119266,0.2528901,0.0590365
15,-0.21000457,-0.25729504,"('boring', 'funny')",-0.27034777,-0.2779945,-0.2401762,-0.2676448,0.0274686
33,-0.19057854,-0.4683696,"('wrong', 'right')",-0.6970889,-0.96326053,-0.4438337,-0.7158151,0.2719814
68,0.17148513,0.2766405,"('dependent', 'independent')",-0.7021242,-0.57829463,-0.2653195,-0.1508271,-0.1144924
28,-0.13914782,-0.3058628,"('disloyal', 'loyal')",1.0240277,0.9336259,0.4424399,0.3138815,0.1285584
27,-0.11596347,-0.057585962,"('hardhearted', 'softhearted')",1.2699261,1.0654938,0.5769813,0.5039539,0.0730274
50,-0.11240696,-0.0498594,"('clumsy', 'skillful')",0.40567133,0.29259795,0.1466322,0.1213693,0.0252629
83,0.07078837,0.07684453,"('powerless', 'powerful')",-0.98871,-0.8734594,-0.4589608,-0.3983074,-0.0606534
49,-0.03727969,0.4071363,"('unable', 'able')",-0.21312287,0.054732922,-0.1252013,0.2309346,-0.3561359
73,0.016687073,0.021743797,"('helpless', 'self-reliant')",-2.9109247,-3.0957181,-1.4471188,-1.5369872,0.0898684
57,-0.005846685,0.11037138,"('unimaginative', 'imaginative')",-2.9806077,-3.3526804,-1.4932272,-1.6211545,0.1279273
