,anadarko_male,anadarko_female,tuple,petroleum_male,petroleum_female,corp_male,corp_female,average_male,average_female,male-female
0,-1.6889172,-2.0395882,"('unsociable', 'sociable')",0.67556596,0.4579346,-0.06880622,-0.32180548,-0.3607191,-0.6344864,0.2737673
10,-1.5223191,-1.6500242,"('unsympathetic', 'sympathetic')",-0.22503516,-0.3805928,-0.1380037,-0.1532634,-0.6284527,-0.7279601,0.0995074
13,-1.4960617,-1.6217452,"('impolite', 'polite')",0.54280543,0.4916106,-0.15588003,-0.35056594,-0.3697121,-0.4935668,0.1238547
45,-1.4738939,-1.4569871,"('incompetent', 'competent')",0.48463154,0.43400598,0.21124016,0.19368577,-0.2593407,-0.2764318,0.0170911
28,-1.4170111,-1.5638632,"('disloyal', 'loyal')",0.6608079,0.53887576,0.75381386,0.69663185,-0.0007965,-0.1094519,0.1086554
86,-1.3611729,-1.6411018,"('uninfluential', 'influential')",0.2880834,0.08667071,-0.5039097,-0.6350973,-0.5256664,-0.7298428,0.2041764
61,-1.3368918,-1.4731181,"('illogical', 'logical')",1.0309157,0.9215458,0.44440967,0.28368735,0.0461445,-0.089295,0.1354395
43,-1.2667515,-1.3900875,"('irresponsible', 'responsible')",0.4824929,0.46765667,0.6672121,0.59412116,-0.0390155,-0.1094366,0.0704211
21,-1.2558742,-1.3641495,"('immoral', 'moral')",1.5512697,1.3975421,-0.046025597,-0.11831318,0.0831233,-0.0283068,0.1114301
63,-1.1781265,-1.2615098,"('unperceptive', 'insightful')",0.99967134,0.91655564,0.53756785,0.43612367,0.1197042,0.0303898,0.0893144
1,-1.1446556,-1.4036139,"('unfriendly', 'friendly')",0.97825795,0.8968649,0.50992644,0.41346246,0.1145096,-0.0310955,0.1456051
20,-1.1361061,-1.0147749,"('rough', 'thoughtful')",-0.67032164,-0.6032197,0.36285025,0.4913003,-0.4811925,-0.3755647,-0.1056278
75,1.135113,1.2242798,"('meek', 'impulsive')",-1.0533744,-1.0271192,-0.8204131,-0.78406906,-0.2462248,-0.1956362,-0.0505886
69,1.0894998,1.1710691,"('lazy', 'industrious')",0.5385523,0.533928,-1.1005945,-1.0457808,0.1758192,0.2197388,-0.0439196
35,1.0792608,1.0358754,"('corrupt', 'incorrupt')",-1.6821544,-1.6243755,-1.3900803,-1.3419296,-0.6643246,-0.6434765,-0.0208481
44,1.0235384,1.1800869,"('prejudiced', 'unprejudiced')",-0.24198261,-0.10737021,-1.1813179,-1.084394,-0.1332541,-0.0038925,-0.1293616
77,-1.0145935,-1.0849855,"('unmotivated', 'motivated')",0.44804132,0.40455073,-1.0087578,-0.99341697,-0.5251033,-0.5579506,0.0328473
9,-1.0139608,-1.1807249,"('unaffectionate', 'caring')",0.43599316,0.36671865,0.5766976,0.58355385,-0.0004234,-0.0768175,0.0763941
41,-1.007613,-1.102092,"('unforgiving', 'forgiving')",0.2517613,0.18279147,-0.597665,-0.6265078,-0.4511722,-0.5152694,0.0640972
60,-1.0053405,-1.1339406,"('inefficient', 'efficient')",1.0107778,1.0188429,0.5624809,0.4790545,0.1893061,0.121319,0.0679871
38,-0.9900149,-1.1720967,"('untruthful', 'truthful')",0.5607905,0.4600904,-0.3374107,-0.38790327,-0.255545,-0.3666365,0.1110915
