,anadarko_male,anadarko_female,tuple,petroleum_male,petroleum_female,corp_male,corp_female,average_male,average_female,male-female
55,-0.9803178,-1.0078398,"('incompetent', 'clever')",0.70905656,0.6297131,0.6728826,0.6122104,0.1338738,0.0780279,0.0558459
15,0.96445096,0.8102411,"('boring', 'funny')",0.15936612,0.07843093,-0.23987904,-0.2829404,0.294646,0.2019106,0.0927354
58,-0.9560711,-1.0922295,"('undiscriminating', 'discriminating')",0.35245138,0.22566897,-0.24705958,-0.26225787,-0.2835598,-0.3762728,0.092713
23,-0.95107627,-1.1970431,"('insincere', 'sincere')",0.8028953,0.74489164,5.747895,5.5382447,1.8665713,1.6953645,0.1712068
83,-0.9352424,-1.0318074,"('powerless', 'powerful')",0.18176305,0.14175296,-1.0090305,-0.99633634,-0.5875033,-0.6287969,0.0412936
40,0.9287093,0.96224,"('stingy', 'generous')",0.450016,0.43096566,-2.4428961,-2.421375,-0.3547236,-0.3427231,-0.0120005
46,-0.9286978,-1.1098696,"('uncompetitive', 'competitive')",0.7931053,0.63407457,-0.1681388,-0.371228,-0.1012438,-0.282341,0.1810972
51,-0.89241374,-1.0493356,"('uneducated', 'educated')",-0.5584797,-0.651417,0.2493557,0.1068304,-0.4005126,-0.5313074,0.1307948
57,-0.8808969,-1.091346,"('unimaginative', 'imaginative')",0.052324325,-0.123669095,-2.746237,-2.730769,-1.1916032,-1.3152614,0.1236582
14,-0.8555428,-0.9945813,"('antisocial', 'social')",1.6400063,1.4635792,0.45809382,0.24047714,0.4141858,0.2364917,0.1776941
12,-0.8137649,-0.8545121,"('unsupportive', 'supportive')",0.8675991,0.7981244,-1.8550905,-1.8509108,-0.6004188,-0.6357662,0.0353474
11,-0.7717666,-0.9894415,"('unhelpful', 'helpful')",0.8600923,0.8443819,2.120699,2.0761578,0.7363416,0.6436994,0.0926422
78,-0.7652098,-0.88685787,"('nonresilient', 'resilient')",0.29293048,0.2592322,0.42354602,0.3340922,-0.0162444,-0.0978445,0.0816001
74,-0.7368383,-0.93507224,"('undedicated', 'dedicated')",0.03165303,-0.06703907,-0.53483653,-0.5892476,-0.4133406,-0.530453,0.1171124
19,-0.6905181,-0.8484398,"('inhospitable', 'hospitable')",-1.8914105,-1.8154962,-1.5537008,-1.4667988,-1.3785431,-1.3769116,-0.0016315
2,0.68579304,0.4629741,"('unlikable', 'likable')",1.3536905,1.1824143,0.5577996,0.46168506,0.865761,0.7023578,0.1634032
67,0.67766386,0.5393343,"('doubtful', 'determined')",-0.016941413,-0.046414632,-0.29845685,-0.3880203,0.1207552,0.0349664,0.0857888
56,-0.67288685,-0.9465095,"('impractical', 'practical')",1.3276862,1.2688754,0.082393736,-0.009106763,0.245731,0.1044197,0.1413113
3,-0.6672635,-0.52083325,"('repellent', 'pleasant')",-0.23539874,-0.23101339,1.0464686,1.0732431,0.0479354,0.1071322,-0.0591968
68,-0.65466714,-0.57371783,"('dependent', 'independent')",-1.4207236,-1.477978,-1.141801,-1.1990108,-1.0723972,-1.0835689,0.0111717
66,0.65435433,0.4722628,"('inactive', 'active')",-0.9715384,-1.1150825,0.2900902,0.103764825,-0.0090313,-0.179685,0.1706537
22,-0.641525,-0.586577,"('untrustworthy', 'trustworthy')",0.5631932,0.47936064,-0.64003795,-0.6443223,-0.2394566,-0.2505129,0.0110563
32,-0.6334618,-0.839971,"('unkind', 'kind')",0.20941861,0.094322704,0.63519186,0.4912771,0.0703829,-0.0847904,0.1551733
8,-0.6291151,-0.8201979,"('unaffectionate', 'affectionate')",0.05233139,-0.03751362,-0.062125817,-0.09176476,-0.2129698,-0.3164921,0.1035223
7,-0.6165848,-0.72300303,"('insensitive', 'sensitive')",1.0440365,0.9267091,0.71184814,0.6750748,0.3797666,0.292927,0.0868396
49,-0.61207604,-0.6623163,"('unable', 'able')",-0.69391644,-0.7071109,-0.6219592,-0.57777756,-0.6426506,-0.6490683,0.0064177
16,-0.59837246,-0.63158,"('unpopular', 'popular')",-0.5854294,-0.65410084,0.19374251,0.0817074,-0.3300198,-0.4013245,0.0713047
65,-0.5976229,-0.60991824,"('insecure', 'secure')",0.7077881,0.63846844,0.7518341,0.690144,0.2873331,0.2395647,0.0477684
53,-0.573098,-0.7214745,"('uncreative', 'creative')",0.33391067,0.27953115,-0.13671684,-0.09621582,-0.1253014,-0.1793864,0.054085
48,-0.54560703,-0.49891782,"('unintelligent', 'intelligent')",1.1190547,1.113849,0.7188333,0.70136726,0.4307603,0.4387662,-0.0080059
59,0.50389755,0.40010384,"('foolish', 'wise')",0.398126,0.3333215,-0.31435704,-0.30940658,0.1958888,0.1413396,0.0545492
33,0.43184882,0.3719281,"('wrong', 'right')",1.1010755,1.0909214,-1.0050578,-0.9153669,0.1759555,0.1824942,-0.0065387
29,-0.43087602,-0.41037387,"('unfair', 'fair')",-0.14790972,-0.13682258,-0.35699725,-0.3864832,-0.3119277,-0.3112265,-0.0007012
52,-0.42494085,-0.54383713,"('irrational', 'rational')",-0.25689912,-0.34279102,-0.62325174,-0.64213264,-0.4350305,-0.5095869,0.0745564
36,-0.42205247,-0.51753026,"('hostile', 'amicable')",-2.038899,-2.1486056,-1.1558938,-1.2315727,-1.205615,-1.2992361,0.0936211
39,-0.4165079,-0.4254771,"('exploitative', 'cooperative')",0.67355597,0.7551983,0.12663095,0.20942837,0.127893,0.1797165,-0.0518235
24,-0.39811268,-0.4172824,"('dishonest', 'honest')",1.479686,1.4511812,0.33468342,0.3904434,0.4720856,0.4747808,-0.0026952
42,0.3856022,0.35303697,"('unreliable', 'reliable')",0.7786954,0.7452239,-2.4519167,-2.303461,-0.4292064,-0.4017334,-0.027473
73,0.3816462,0.4150821,"('helpless', 'self-reliant')",1.1056358,1.1791017,-3.4649274,-3.2559621,-0.6592152,-0.5539261,-0.1052891
30,-0.33912626,-0.5330947,"('intolerant', 'tolerant')",0.33271596,0.29410082,0.65082306,0.6367456,0.2148043,0.1325839,0.0822204
72,-0.33448642,-0.3930258,"('unambitious', 'ambitious')",0.54621875,0.47466198,-0.26924282,-0.27497524,-0.0191702,-0.0644463,0.0452761
34,-0.32831016,-0.3212832,"('mean', 'honorable')",-0.11409804,-0.105854705,5.077267,4.9959164,1.544953,1.5229262,0.0220268
87,-0.3251492,-0.58957684,"('unsuccessful', 'successful')",1.2980828,1.1027807,1.1949576,0.99683154,0.7226304,0.5033451,0.2192853
47,-0.32326958,-0.4161648,"('stupid', 'smart')",0.64839226,0.5526024,5.275162,5.189553,1.8667617,1.7753301,0.0914316
25,0.29713395,0.14727236,"('egoistic', 'altruistic')",0.66191757,0.65881634,0.53357255,0.55459,0.4975413,0.4535596,0.0439817
64,-0.2838092,-0.29894596,"('shy', 'confident')",1.201525,1.0247039,-5.324905,-5.3483324,-1.4690631,-1.5408581,0.071795
62,-0.2732897,-0.40314075,"('incompetent', 'brilliant')",1.4195658,1.3620648,0.89091367,0.786777,0.6790632,0.5819004,0.0971628
27,-0.27295485,-0.27591923,"('hardhearted', 'softhearted')",-0.4268141,-0.40526268,0.48072642,0.5688642,-0.0730142,-0.0374392,-0.035575
6,-0.26514322,-0.278961,"('distant', 'open')",-1.1011825,-1.115966,-1.5036327,-1.4008555,-0.9566528,-0.9319275,-0.0247253
82,0.2640155,0.112638175,"('poor', 'rich')",0.21480265,0.20122595,6.321546,6.0880218,2.266788,2.133962,0.132826
84,0.23637025,0.16944326,"('inferior', 'superior')",0.8242868,0.82313114,0.734932,0.75139296,0.5985297,0.5813224,0.0172073
26,-0.23487368,-0.30835032,"('hardhearted', 'benevolent')",0.93663895,0.8917472,1.2871344,1.297856,0.6629666,0.6270843,0.0358823
18,0.19315717,0.0790335,"('disagreeable', 'welcoming')",-0.4897613,-0.5239595,-1.1908127,-1.2306434,-0.4958056,-0.5585231,0.0627175
4,-0.16860105,-0.2354906,"('disliked', 'liked')",-0.36806133,-0.4345687,-7.1446805,-7.0898147,-2.5604477,-2.5866246,0.0261769
37,-0.15724915,-0.25348035,"('fake', 'genuine')",0.19547334,0.10178513,-0.0500954,-0.058678105,-0.0039571,-0.0701244,0.0661673
88,-0.14687438,-0.57516867,"('low', 'eminent')",0.059205294,-0.1891981,-0.40523884,-0.6064575,-0.1643026,-0.4569414,0.2926388
81,0.14118704,0.021602914,"('submissive', 'aggressive')",0.8223169,0.6733858,0.1391259,0.08072591,0.3675433,0.2585715,0.1089718
31,-0.13731244,0.04735779,"('evil', 'good')",-1.2469368,-1.1710488,-1.78963,-1.6954244,-1.0579597,-0.9397051,-0.1182546
50,-0.13434228,-0.18114537,"('clumsy', 'skillful')",-0.34464023,-0.38963485,-0.11223781,-0.1003362,-0.1970734,-0.2237055,0.0266321
17,-0.12765448,-0.15322319,"('nasty', 'nice')",-1.1334198,-1.128924,-0.63718414,-0.5781985,-0.6327528,-0.6201152,-0.0126376
70,-0.10679882,-0.23764585,"('lethargic', 'energetic')",0.10797854,0.08389267,0.5829992,0.56003046,0.1947263,0.1354258,0.0593005
85,-0.094506875,-0.22807719,"('insignificant', 'prestigious')",0.12608789,0.056043647,-1.4139656,-1.3929636,-0.4607948,-0.5216657,0.0608709
71,-0.09160118,-0.11914414,"('diffident', 'self-confident')",0.6306438,0.65728945,-0.050759774,-0.04822082,0.1627609,0.1633082,-0.0005473
80,0.06556113,-0.0011205208,"('dominated', 'dominating')",0.3968233,0.37614208,0.050177816,0.050174456,0.1708541,0.141732,0.0291221
5,-0.0576825,-0.16017419,"('distant', 'outgoing')",-0.9085838,-0.9344437,-1.3527346,-1.2932752,-0.7730003,-0.7959644,0.0229641
79,-0.022919182,-0.13832173,"('wavering', 'unwavering')",-0.89317596,-0.9512823,-0.9267782,-0.94108075,-0.6142911,-0.6768949,0.0626038
54,-0.014757972,-0.15722361,"('incapable', 'capable')",-0.4493255,-0.5005484,0.32825276,0.3464243,-0.0452769,-0.1037826,0.0585057
76,0.0039277487,-0.026675973,"('anxious', 'daring')",0.32063693,0.2706573,0.17049958,0.15582088,0.1650214,0.1332674,0.031754
