,lincoln_male,lincoln_female,tuple,national_male,national_female,corp_male,corp_female,average_male,average_female,male-female
36,-2.4100313,-2.1245193,"('hostile', 'amicable')",-0.9842817,-1.6987586,-1.5638046,-1.8120619,-1.6527058,-1.8784466,0.2257408
31,-2.3051353,-1.5173588,"('evil', 'good')",-0.22667205,-0.16649584,-2.1839993,-2.057204,-1.5719357,-1.2470195,-0.3249162
56,1.8283371,1.1060709,"('impractical', 'practical')",1.5063943,1.3210841,0.90232587,0.824646,1.4123524,1.0839337,0.3284187
60,1.6592517,1.0133191,"('inefficient', 'efficient')",0.4453412,0.6625779,1.0814011,1.2613795,1.061998,0.9790922,0.0829058
6,-1.646916,-0.9715914,"('distant', 'open')",-0.6547673,-0.2528455,-1.5627288,-1.156321,-1.2881374,-0.7935859,-0.4945515
16,-1.6031685,-1.7478247,"('unpopular', 'popular')",0.010460181,-0.4968501,-0.10511783,-0.306841,-0.565942,-0.8505052,0.2845632
12,1.5951366,1.3320755,"('unsupportive', 'supportive')",0.7173501,0.9316995,-1.9099228,-1.6552252,0.1341879,0.2028499,-0.068662
62,1.5170332,1.0953414,"('incompetent', 'brilliant')",0.78256565,0.8100115,1.3620967,1.610798,1.2205652,1.1720503,0.0485149
23,1.3741763,0.36658075,"('insincere', 'sincere')",0.45711562,0.4413799,6.5549808,6.465075,2.7954241,2.4243452,0.3710789
78,-1.368591,-1.2917789,"('nonresilient', 'resilient')",-1.2537999,-0.7874424,0.26632532,0.4793485,-0.7853552,-0.5332909,-0.2520643
1,-1.3439437,-1.1084021,"('unfriendly', 'friendly')",-0.5755419,-0.27845883,0.25262448,0.17618115,-0.5556204,-0.4035599,-0.1520605
35,-1.3032936,-1.0516124,"('corrupt', 'incorrupt')",-0.7561696,-1.2242186,-1.8164184,-1.5736145,-1.2919606,-1.2831484,-0.0088122
70,1.2997143,0.7555198,"('lethargic', 'energetic')",0.25841406,0.25128558,1.3323755,1.444839,0.9635013,0.8172148,0.1462865
43,1.2983449,0.86784476,"('irresponsible', 'responsible')",0.35133052,0.39671347,1.1071804,1.1122607,0.9189519,0.792273,0.1266789
39,1.2732455,0.80379057,"('exploitative', 'cooperative')",1.5398898,1.2346952,0.12726244,0.11022101,0.9801325,0.7162356,0.2638969
67,1.2113196,0.9450699,"('doubtful', 'determined')",1.1117862,0.94272876,-0.041638717,-0.10320067,0.7604891,0.594866,0.1656231
74,1.1631427,0.6805324,"('undedicated', 'dedicated')",0.8161061,0.86648154,0.031302847,-0.3108171,0.6701839,0.4120656,0.2581183
11,1.0932372,0.38151318,"('unhelpful', 'helpful')",0.7197139,0.5466015,2.9145865,2.6332,1.5758459,1.1871049,0.388741
5,-1.0921897,-0.82123,"('distant', 'outgoing')",-0.25788057,-0.011508808,-1.5773475,-1.2733501,-0.9758059,-0.7020296,-0.2737763
76,1.0744096,0.4982957,"('anxious', 'daring')",0.40123552,0.07681436,0.87020546,0.9758966,0.7819502,0.5170022,0.264948
