,cnx_male,cnx_female,tuple,resources_male,resources_female,corp_male,corp_female,average_male,average_female,male-female
1,-1.3979156,-1.7880969,"('unfriendly', 'friendly')",0.005470496,-0.5737151,1.0297438,1.0187579,-0.1209004,-0.4476847,0.3267843
84,1.3515745,1.4338663,"('inferior', 'superior')",1.097336,1.1659889,1.069161,0.8848163,1.1726906,1.1615572,0.0111334
0,-1.3220834,-1.2145162,"('unsociable', 'sociable')",-0.07280075,-0.11387133,-0.1670514,0.050715007,-0.5206452,-0.4258908,-0.0947544
39,1.23146,1.5194265,"('exploitative', 'cooperative')",0.10211045,0.2848189,0.18581276,0.35931152,0.5064611,0.7211856,-0.2147245
2,1.1183715,1.2762073,"('unlikable', 'likable')",0.6691612,0.7113058,0.6423245,0.6394292,0.8099524,0.8756474,-0.065695
86,-1.0974758,-1.4729917,"('uninfluential', 'influential')",-0.2664025,-0.68234986,-0.308902,-0.49078536,-0.5575934,-0.8820423,0.3244489
27,-1.0928563,-1.4044675,"('hardhearted', 'softhearted')",-0.27209398,-0.401538,0.93195784,0.7829827,-0.1443308,-0.3410076,0.1966768
41,-1.0406884,-1.0542955,"('unforgiving', 'forgiving')",-0.33694836,-0.3427106,-0.06411714,0.026331507,-0.4805847,-0.4568915,-0.0236932
18,-0.9728482,-0.7070397,"('disagreeable', 'welcoming')",-0.9408262,-0.8391865,-0.6319007,-0.5012114,-0.848525,-0.6824792,-0.1660458
36,-0.95072186,-0.9542551,"('hostile', 'amicable')",-2.307053,-2.396379,-0.6043718,-0.3421544,-1.2873822,-1.2309295,-0.0564527
57,-0.9298443,-1.0764382,"('unimaginative', 'imaginative')",0.0821573,-0.07995543,-2.5884373,-2.811035,-1.1453748,-1.3224762,0.1771014
59,0.9091213,0.8798156,"('foolish', 'wise')",1.1335156,1.0259907,-0.25341412,-0.25169784,0.5964076,0.5513695,0.0450381
78,-0.90870583,-0.92697024,"('nonresilient', 'resilient')",-0.31503737,-0.21175143,-0.17652056,-0.2540275,-0.4667546,-0.4642497,-0.0025049
31,-0.8491525,-1.0939059,"('evil', 'good')",-1.1030835,-1.3653853,-1.3617129,-1.3763705,-1.1046496,-1.278554,0.1739044
10,-0.823731,-0.8576507,"('unsympathetic', 'sympathetic')",-0.5551059,-0.6709476,-0.10057652,0.015006293,-0.4931378,-0.5045307,0.0113929
73,0.79979783,0.90468985,"('helpless', 'self-reliant')",0.69861734,0.59883857,-3.2591166,-3.4339232,-0.5869005,-0.643465,0.0565645
38,-0.7884227,-0.98511434,"('untruthful', 'truthful')",0.04856767,-0.28822285,-0.28882462,-0.3959851,-0.3428932,-0.5564408,0.2135476
69,0.74415916,0.6505785,"('lazy', 'industrious')",1.0891106,0.99637634,-0.8986089,-1.1348776,0.3115536,0.1706924,0.1408612
77,-0.7250818,-0.7405764,"('unmotivated', 'motivated')",0.9763541,1.0487137,-1.0383377,-1.2153324,-0.2623551,-0.3023984,0.0400433
33,0.661243,0.3899657,"('wrong', 'right')",1.2746735,0.83380604,-0.941255,-1.1026759,0.3315538,0.0403653,0.2911885
23,-0.6248819,-0.7000204,"('insincere', 'sincere')",0.51185405,0.57436365,5.4810596,6.000291,1.7893438,1.9582114,-0.1688676
8,-0.6119864,-0.8399321,"('unaffectionate', 'affectionate')",-0.4966615,-0.8281464,0.29214004,0.31882355,-0.2721693,-0.4497516,0.1775823
6,-0.60632664,-1.0731528,"('distant', 'open')",-0.582197,-1.0790634,-0.87739277,-0.8840769,-0.6886388,-1.0120977,0.3234589
45,-0.5980488,-0.5026995,"('incompetent', 'competent')",-0.34707087,-0.3368482,0.046901528,0.051763855,-0.2994061,-0.2625946,-0.0368115
64,0.5888652,0.6750392,"('shy', 'confident')",0.82863206,0.78043854,-5.8120394,-6.162202,-1.4648474,-1.5689081,0.1040607
42,0.5819048,0.85982066,"('unreliable', 'reliable')",0.6967115,0.8776054,-2.5931768,-2.7291753,-0.4381868,-0.3305831,-0.1076037
80,0.58058405,0.62281626,"('dominated', 'dominating')",0.3092231,0.49930558,-0.4648468,-0.6048558,0.1416534,0.172422,-0.0307686
67,0.5787219,0.7944824,"('doubtful', 'determined')",0.7745092,0.9389506,-0.69637364,-0.4842842,0.2189525,0.4163829,-0.1974304
51,-0.5624644,-0.68827844,"('uneducated', 'educated')",-0.54053724,-0.5635739,0.53685635,0.4140877,-0.1887151,-0.2792549,0.0905398
68,-0.56148076,-0.45929065,"('dependent', 'independent')",-0.72956264,-0.62812275,-0.9043417,-1.0016314,-0.731795,-0.6963483,-0.0354467
61,0.5426371,0.4186726,"('illogical', 'logical')",0.67464715,0.5986815,0.439112,0.35841864,0.5521321,0.4585909,0.0935412
79,-0.53526056,-0.73224217,"('wavering', 'unwavering')",-0.9318214,-1.2542676,-0.71672374,-0.78425956,-0.7279352,-0.9235898,0.1956546
76,0.53233624,0.76054156,"('anxious', 'daring')",-0.06332387,0.39604905,0.09519106,0.3294822,0.1880678,0.4953576,-0.3072898
87,0.5278137,0.7636179,"('unsuccessful', 'successful')",0.36377043,0.44625932,0.5948127,0.6658087,0.4954656,0.6252286,-0.129763
4,-0.50344723,-0.49503776,"('disliked', 'liked')",-0.3305819,-0.52586013,-6.272356,-6.9369335,-2.3687951,-2.6526105,0.2838154
30,0.49877876,0.8048542,"('intolerant', 'tolerant')",1.1834059,1.3402687,0.8441002,1.0609303,0.842095,1.0686844,-0.2265894
48,-0.48973668,-0.5587834,"('unintelligent', 'intelligent')",0.226173,0.13484612,0.7644427,0.5388613,0.1669597,0.038308,0.1286517
17,-0.48311967,-0.43191752,"('nasty', 'nice')",-0.31850743,-0.47111213,-0.74356455,-0.61353534,-0.5150639,-0.5055217,-0.0095422
66,0.48288307,0.41567987,"('inactive', 'active')",-0.7137092,-0.67894965,0.41942996,0.4371251,0.0628679,0.0579518,0.0049161
29,0.48127076,0.39195275,"('unfair', 'fair')",0.23428395,0.07420812,-0.6406058,-0.78230697,0.024983,-0.105382,0.130365
9,-0.47732112,-0.8122427,"('unaffectionate', 'caring')",0.47635868,0.10142564,0.91611475,0.9115836,0.3050508,0.0669222,0.2381286
72,-0.4673529,-0.28616056,"('unambitious', 'ambitious')",0.38188586,0.25100815,-0.70667255,-0.51952255,-0.2640465,-0.1848917,-0.0791548
