,cbre_male,cbre_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
58,0.7874762,0.58157283,"('undiscriminating', 'discriminating')",1.1666641,1.0134592,0.12195283,-0.05052284,0.6920311,0.5148364,0.1771947
53,-0.75690734,-0.98883677,"('uncreative', 'creative')",-0.055745903,-0.3786434,1.0151207,0.8194069,0.0674892,-0.1826911,0.2501803
15,0.75447553,0.7962569,"('boring', 'funny')",-0.90576255,-0.8846282,0.39286894,0.4683681,0.0805273,0.1266656,-0.0461383
10,-0.74578387,-0.8218246,"('unsympathetic', 'sympathetic')",0.74978906,0.5857284,-0.16598319,-0.18878202,-0.0539927,-0.1416261,0.0876334
68,-0.66230553,-0.63177246,"('dependent', 'independent')",-0.060816437,-0.14154151,-0.527862,-0.67184544,-0.4169947,-0.4817198,0.0647251
52,0.6595166,0.49891862,"('irrational', 'rational')",-1.3708113,-1.408247,-0.20524174,-0.28591582,-0.3055122,-0.3984147,0.0929025
5,-0.6569457,-0.65384036,"('distant', 'outgoing')",-2.4523652,-2.44084,-0.32227907,-0.2703008,-1.1438633,-1.1216604,-0.0222029
72,-0.6473812,-0.71945226,"('unambitious', 'ambitious')",0.72965735,0.66762275,-0.9129894,-0.7692001,-0.2769044,-0.2736765,-0.0032279
6,-0.6457127,-0.7748333,"('distant', 'open')",-2.725286,-2.7785494,-0.026229322,-0.048066817,-1.1324093,-1.2004832,0.0680739
11,0.6263894,0.65172875,"('unhelpful', 'helpful')",0.44617346,0.39206594,2.2174435,2.3789828,1.0966687,1.1409258,-0.0442571
61,0.61465764,0.45764783,"('illogical', 'logical')",0.101284385,0.0015624166,0.22652687,0.083918236,0.3141563,0.1810428,0.1331135
48,-0.6068693,-0.61464286,"('unintelligent', 'intelligent')",0.14792334,0.08477826,0.5600757,0.513741,0.0337099,-0.0053745,0.0390844
8,-0.5906233,-0.89528525,"('unaffectionate', 'affectionate')",-0.8822703,-1.0677431,0.4300137,0.3148259,-0.3476266,-0.5494008,0.2017742
42,0.57112247,0.5871071,"('unreliable', 'reliable')",1.1207726,1.2029723,-2.655105,-2.6431797,-0.32107,-0.2843668,-0.0367032
0,-0.5628917,-0.6304291,"('unsociable', 'sociable')",1.0456684,0.95059115,-0.2570753,-0.38949326,0.0752338,-0.0231104,0.0983442
78,-0.55567867,-0.63099146,"('nonresilient', 'resilient')",0.7406614,0.6419987,-0.027482951,-0.14782143,0.0524999,-0.0456047,0.0981046
63,0.54072064,0.5706936,"('unperceptive', 'insightful')",1.581847,1.5740814,1.1864172,1.2456541,1.1029949,1.130143,-0.0271481
49,-0.5368709,-0.40338588,"('unable', 'able')",-0.68660825,-0.65924966,-0.06731001,-0.06517221,-0.430263,-0.3759359,-0.0543271
75,-0.5156878,-0.35092196,"('meek', 'impulsive')",-1.8448191,-1.6590012,-0.61323583,-0.41134903,-0.9912477,-0.8070908,-0.1841569
35,0.47453254,0.5069708,"('corrupt', 'incorrupt')",-2.2434278,-2.2249362,-0.43044907,-0.50219655,-0.7331147,-0.740054,0.0069393
44,-0.45380244,-0.45028985,"('prejudiced', 'unprejudiced')",-0.44286314,-0.36385107,-1.2826593,-1.2138035,-0.7264416,-0.6759815,-0.0504601
77,-0.44099343,-0.4006777,"('unmotivated', 'motivated')",0.629322,0.6533576,-1.1481597,-1.1584622,-0.3199437,-0.3019274,-0.0180163
60,0.4383849,0.45527813,"('inefficient', 'efficient')",2.462357,2.4561048,0.1855534,0.39854535,1.0287651,1.1033094,-0.0745443
34,0.42936817,0.4275791,"('mean', 'honorable')",0.23792629,0.26208842,5.873739,5.9404497,2.1803444,2.2100391,-0.0296947
79,-0.426268,-0.4369541,"('wavering', 'unwavering')",-2.1797614,-2.1737885,-0.36017266,-0.29902193,-0.9887341,-0.9699215,-0.0188126
26,0.4224831,0.15806875,"('hardhearted', 'benevolent')",1.1769599,0.98432726,1.5062186,1.345382,1.0352205,0.8292593,0.2059612
17,0.4219516,0.549397,"('nasty', 'nice')",-0.5597742,-0.5435309,-0.47374967,-0.41705012,-0.2038574,-0.1370613,-0.0667961
7,0.42003268,0.26006073,"('insensitive', 'sensitive')",0.7421146,0.55976677,0.838398,0.6982561,0.6668484,0.5060279,0.1608205
32,0.3975389,0.37645903,"('unkind', 'kind')",1.4368358,1.2873122,1.0436703,1.1048716,0.9593484,0.922881,0.0364674
1,-0.36884522,-0.7747678,"('unfriendly', 'friendly')",-0.58995384,-0.91797614,1.4873596,1.2767495,0.1761869,-0.1386648,0.3148517
9,0.36506882,0.06454997,"('unaffectionate', 'caring')",-0.34209153,-0.56789184,1.1963172,1.1298456,0.4064315,0.2088346,0.1975969
64,0.35984248,0.38466367,"('shy', 'confident')",1.3180672,1.3829166,-6.0082006,-5.906946,-1.4434303,-1.3797887,-0.0636416
43,0.35771695,0.2804968,"('irresponsible', 'responsible')",1.1388421,1.0847132,0.68771315,0.7858609,0.7280908,0.7170237,0.0110671
84,0.35207912,0.40318444,"('inferior', 'superior')",0.11902438,0.14274329,0.47097537,0.47547802,0.3140263,0.3404686,-0.0264423
27,-0.33943382,-0.5050946,"('hardhearted', 'softhearted')",-0.7398638,-1.0201185,1.0679882,0.8154099,-0.0037698,-0.236601,0.2328312
18,-0.33049288,-0.5292029,"('disagreeable', 'welcoming')",-0.81436425,-0.921719,-0.300852,-0.38355273,-0.4819031,-0.6114915,0.1295884
70,-0.3070102,-0.2796256,"('lethargic', 'energetic')",1.1167853,1.1299883,0.9691707,1.0772595,0.5929819,0.6425408,-0.0495589
3,-0.29273894,-0.43425363,"('repellent', 'pleasant')",1.049848,0.9225806,0.37428004,0.21431564,0.3771297,0.2342142,0.1429155
24,0.2904183,0.213933,"('dishonest', 'honest')",0.1724405,0.23043567,0.6416349,0.90867746,0.3681645,0.4510154,-0.0828509
51,-0.28839284,-0.1547404,"('uneducated', 'educated')",0.8852157,0.8954194,0.73586637,0.6557496,0.4442298,0.4654762,-0.0212464
19,-0.2793725,-0.13511033,"('inhospitable', 'hospitable')",-2.047662,-1.9966207,-0.33806267,-0.37693658,-0.8883657,-0.8362226,-0.0521431
13,0.2692559,0.25171325,"('impolite', 'polite')",0.8050908,0.70439005,0.06273418,0.18027169,0.3790269,0.3787917,0.0002352
14,0.24878576,0.3185901,"('antisocial', 'social')",2.6177924,2.758858,-0.38048422,-0.25051594,0.828698,0.9423107,-0.1136127
74,0.24347192,0.22863208,"('undedicated', 'dedicated')",1.2371082,1.2532195,0.17967294,0.022908669,0.5534177,0.5015868,0.0518309
85,0.23183432,0.037688367,"('insignificant', 'prestigious')",-1.4786129,-1.5390292,0.039896447,-0.18793684,-0.402294,-0.5630925,0.1607985
55,-0.22479843,-0.19112834,"('incompetent', 'clever')",1.7409761,1.6758746,0.19393794,0.14515755,0.5700385,0.5433013,0.0267372
22,0.22081158,0.23683189,"('untrustworthy', 'trustworthy')",1.1297845,1.0847268,-0.8007671,-0.6565567,0.1832763,0.2216673,-0.038391
66,-0.20341434,-0.23895152,"('inactive', 'active')",0.43297064,0.26957417,0.6584678,0.4933415,0.2960081,0.1746547,0.1213534
65,-0.20160396,-0.28430507,"('insecure', 'secure')",1.7541685,1.5168291,-0.050057072,0.049688205,0.5008358,0.4274041,0.0734317
47,0.19903158,0.3339509,"('stupid', 'smart')",0.8782819,0.96761996,5.2910914,5.555549,2.1228016,2.2857067,-0.1629051
4,0.18874986,0.3931699,"('disliked', 'liked')",-0.30774572,-0.07506036,-6.030437,-6.0250635,-2.0498109,-1.902318,-0.1474929
31,-0.18785006,-0.2981847,"('evil', 'good')",-1.5721958,-1.6539286,-1.1546061,-1.4568975,-0.9715506,-1.136337,0.1647864
76,-0.18725042,-0.03823978,"('anxious', 'daring')",0.84350216,0.90504354,0.16489078,0.42734408,0.2737142,0.4313826,-0.1576684
28,-0.16349061,-0.31964293,"('disloyal', 'loyal')",0.6013896,0.3594337,0.91656226,0.77742165,0.4514871,0.2724042,0.1790829
40,0.14834183,0.12541912,"('stingy', 'generous')",-0.056557268,0.03210908,-1.5693723,-1.6041155,-0.4925292,-0.4821958,-0.0103334
54,-0.13712835,-0.19559932,"('incapable', 'capable')",-0.52493656,-0.56537443,0.7206916,0.82500577,0.0195422,0.021344,-0.0018018
88,0.13225876,0.20088014,"('low', 'eminent')",-1.0495305,-0.83403915,0.06407903,0.107015334,-0.2843976,-0.1753812,-0.1090164
81,0.12989026,0.4697995,"('submissive', 'aggressive')",2.3075957,2.5047364,-0.6412978,-0.29288587,0.5987294,0.8938834,-0.295154
80,-0.12570843,0.09795715,"('dominated', 'dominating')",1.7727832,1.8284739,-1.0740765,-0.9590833,0.1909994,0.3224492,-0.1314498
41,0.12060782,0.21013476,"('unforgiving', 'forgiving')",0.7602041,0.71874464,0.33954102,0.2375208,0.4067843,0.3888001,0.0179842
20,0.10610315,0.19074328,"('rough', 'thoughtful')",1.5079195,1.5917287,1.135167,1.1502689,0.9163966,0.9775803,-0.0611837
38,0.1034614,0.12095228,"('untruthful', 'truthful')",-1.0933164,-0.96373576,0.16074221,0.31077883,-0.2763709,-0.1773349,-0.099036
36,-0.09944395,-0.3441881,"('hostile', 'amicable')",-2.0390713,-2.2005534,0.032089837,-0.2915887,-0.7021418,-0.9454435,0.2433017
29,0.08705735,0.1931062,"('unfair', 'fair')",-0.27149,-0.14217743,-0.6642864,-0.6885733,-0.2829063,-0.2125482,-0.0703581
25,0.07763316,-0.024253922,"('egoistic', 'altruistic')",-0.8782558,-0.89993596,1.2384596,1.1730412,0.1459456,0.0829505,0.0629951
23,-0.070319735,-0.15513577,"('insincere', 'sincere')",0.822377,0.7015472,5.77259,5.814798,2.1748826,2.1204031,0.0544795
83,0.061319716,0.204346,"('powerless', 'powerful')",-0.15111451,0.23151071,-1.0911458,-0.8841338,-0.3936468,-0.1494257,-0.2442211
67,0.05368808,0.29263273,"('doubtful', 'determined')",0.6626768,0.941826,-0.61500454,-0.36671814,0.0337868,0.2892468,-0.25546
50,-0.04502049,-0.15545778,"('clumsy', 'skillful')",-0.54625976,-0.65157837,0.12296406,0.06883868,-0.1561054,-0.2460658,0.0899604
16,0.015876098,-0.081695035,"('unpopular', 'popular')",-0.4840049,-0.58811617,0.5554683,0.2889276,0.0291132,-0.1269612,0.1560744
37,-0.0054697394,0.018892981,"('fake', 'genuine')",0.22010554,0.14621213,0.4373046,0.4875136,0.2173135,0.2175396,-0.0002261
21,-0.002496628,0.065277584,"('immoral', 'moral')",1.0451432,1.1423869,-0.7897541,-0.748348,0.0842975,0.1531055,-0.068808
45,0.0021613585,0.07433105,"('incompetent', 'competent')",1.035463,1.0437734,-0.20968795,-0.2747017,0.2759788,0.2811342,-0.0051554
