,pnc_male,pnc_female,tuple,financial_male,financial_female,services_male,services_female,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
72,0.09196051,0.023703836,"('unambitious', 'ambitious')",-0.024391904,0.051111765,-0.9483017,-0.89708406,-0.40596414,-0.35061485,-0.45572618,-0.5137176,-0.3484847,-0.3373202,-0.0111645
24,0.07553864,0.111783974,"('dishonest', 'honest')",0.32655597,0.3381445,-0.8443219,-0.89483947,0.50291026,0.4796106,1.3146116,1.307493,0.2750589,0.2684385,0.0066204
30,0.07511191,0.51633286,"('intolerant', 'tolerant')",0.010033907,0.014344346,1.0429997,1.0963559,0.6033776,0.9895011,0.69840014,1.0344605,0.4859847,0.730199,-0.2442143
69,0.07461336,-0.29513043,"('lazy', 'industrious')",1.4487588,1.3868072,-0.5185269,-0.56157535,0.26568285,0.021490507,-0.61975616,-0.7817558,0.1301544,-0.0460328,0.1761872
64,-0.06897278,-0.26053628,"('shy', 'confident')",0.24925272,0.12429646,0.53732246,0.61181927,0.49641144,0.52694273,-6.0610614,-6.432806,-0.9694096,-1.0860567,0.1166471
40,0.06893456,0.12736343,"('stingy', 'generous')",1.4006245,1.3380418,0.72738683,0.73869413,-0.06471671,-0.04814394,-0.841877,-1.2613559,0.2580704,0.1789199,0.0791505
17,0.06308165,0.07472303,"('nasty', 'nice')",-0.08240585,-0.03146814,-0.2118584,-0.020055424,-0.48672494,-0.438377,-0.8575957,-0.87176955,-0.3151006,-0.2573894,-0.0577112
58,0.052626576,0.24175006,"('undiscriminating', 'discriminating')",1.2876478,1.2173909,0.18936315,0.11811042,0.7329414,0.68724144,0.52325284,0.2603167,0.5571664,0.5049619,0.0522045
85,0.048334938,-0.25392345,"('insignificant', 'prestigious')",2.531636,2.451952,-0.69290644,-1.0756096,-0.7131808,-0.92316204,0.72437704,0.45755067,0.3796521,0.1313615,0.2482906
14,-0.04288654,0.34820646,"('antisocial', 'social')",0.8204866,0.97543323,1.5054886,1.7792633,0.62157285,1.0480232,-0.88072544,-0.6009161,0.4047873,0.710002,-0.3052147
45,-0.037400078,0.102280244,"('incompetent', 'competent')",-0.91530263,-0.8645978,2.3288023,2.340774,0.36634955,0.6144899,0.25750363,0.23251641,0.3999906,0.4850925,-0.0851019
46,0.034060556,0.32907522,"('uncompetitive', 'competitive')",-0.08040993,-0.20701347,3.7094278,3.6963265,0.4487562,0.58950937,0.19348395,-0.021997292,0.8610637,0.87718,-0.0161163
23,-0.02002279,0.030830821,"('insincere', 'sincere')",0.30573812,0.2502201,2.26905,2.0744636,0.6930277,0.5290425,5.467906,5.814866,1.7431398,1.7398846,0.0032552
84,0.013151184,0.0032088533,"('inferior', 'superior')",0.43591368,0.5358016,-0.97699946,-0.79353416,0.13804477,0.10599204,0.47000724,0.44557402,0.0160235,0.0594085,-0.043385
79,0.0127750365,-0.17626053,"('wavering', 'unwavering')",1.0767368,1.0658257,-0.7899184,-0.97528905,-0.8581407,-0.93848175,0.11147325,0.02763214,-0.0894148,-0.1993147,0.1098999
83,0.0066183507,0.050480023,"('powerless', 'powerful')",1.1838124,1.1884181,0.46531728,0.5606145,-0.13811162,0.003993375,-0.91103166,-0.86804163,0.121321,0.1870929,-0.0657719
43,0.0063749924,0.27852982,"('irresponsible', 'responsible')",0.09974996,0.07043655,0.5140155,0.6073287,0.7094827,0.77787584,1.6046057,1.6150221,0.5868458,0.6698386,-0.0829928
