,cbre_male,cbre_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
39,2.161105,2.0491624,"('exploitative', 'cooperative')",2.1338642,2.1036584,-0.044637688,0.011534681,1.4167771,1.3881184,0.0286587
56,1.3948323,1.240996,"('impractical', 'practical')",1.9973505,1.8311625,0.829955,0.7987443,1.4073793,1.2903008,0.1170785
57,-1.2149265,-1.1772419,"('unimaginative', 'imaginative')",-0.206469,-0.21548359,-2.0523868,-2.080839,-1.1579274,-1.1578548,-7.26e-05
73,1.2079473,1.1076131,"('helpless', 'self-reliant')",-0.39803767,-0.27591145,-3.4441206,-3.4526584,-0.8780704,-0.8736523,-0.0044181
86,-1.1690683,-1.2852652,"('uninfluential', 'influential')",0.2322324,0.0982834,-0.14901106,-0.13676181,-0.361949,-0.4412479,0.0792989
69,1.1522455,1.57159,"('lazy', 'industrious')",-0.27575678,-0.15535918,-0.8827393,-0.7396071,-0.0020835,0.2255412,-0.2276247
6,-1.04492,-0.85091025,"('distant', 'open')",-2.912312,-2.646625,-0.39876962,-0.29504403,-1.4520006,-1.2641931,-0.1878075
5,-0.9581775,-0.813276,"('distant', 'outgoing')",-2.4326155,-2.281882,-0.71848214,-0.6986585,-1.3697584,-1.2646055,-0.1051529
2,0.9465092,1.213743,"('unlikable', 'likable')",1.475026,1.7854968,0.8131871,0.93118256,1.0782408,1.3101408,-0.2319
30,0.9393769,0.96950364,"('intolerant', 'tolerant')",1.1519243,1.182719,1.2928361,1.431949,1.1280457,1.1947239,-0.0666782
62,0.92498034,0.81675816,"('incompetent', 'brilliant')",1.4704005,1.376984,0.7092606,0.50032526,1.0348805,0.8980225,0.136858
82,-0.91327953,-0.71486706,"('poor', 'rich')",0.24826689,0.44483232,6.212112,6.2783675,1.849033,2.0027776,-0.1537446
8,-0.8585646,-0.74686366,"('unaffectionate', 'affectionate')",-1.1341225,-0.9036496,-0.22546946,-0.15481077,-0.7393855,-0.6017747,-0.1376108
53,-0.8551959,-0.8156429,"('uncreative', 'creative')",-0.33723542,-0.3206857,1.203751,1.0977207,0.0037732,-0.0128693,0.0166425
78,-0.8247619,-0.7984627,"('nonresilient', 'resilient')",0.6511757,0.54908115,0.09604842,0.068380035,-0.0258459,-0.0603338,0.0344879
72,-0.8190349,-1.039549,"('unambitious', 'ambitious')",0.652206,0.40935335,-0.7577358,-1.0076066,-0.3081882,-0.5459341,0.2377459
87,0.7759661,0.8352336,"('unsuccessful', 'successful')",1.642142,1.5911156,0.7988518,0.8846596,1.07232,1.1036696,-0.0313496
15,0.7708213,0.87920225,"('boring', 'funny')",-0.9085906,-0.61070496,0.39387387,0.568092,0.0853682,0.2788631,-0.1934949
33,0.7502719,0.74691343,"('wrong', 'right')",-0.91413295,-0.93350226,-0.8841336,-0.9370811,-0.3493315,-0.3745566,0.0252251
10,-0.7331548,-0.92228395,"('unsympathetic', 'sympathetic')",0.47843614,0.21594469,-0.006983269,-0.14214832,-0.087234,-0.2828292,0.1955952
71,0.728656,0.8936598,"('diffident', 'self-confident')",0.0713766,0.0917283,0.35998374,0.4183711,0.3866721,0.4679197,-0.0812476
46,-0.72364265,-0.92463803,"('uncompetitive', 'competitive')",2.1303022,1.8627917,-0.1330151,-0.18050593,0.4245481,0.2525492,0.1719989
18,-0.71073014,-0.34144324,"('disagreeable', 'welcoming')",-1.0458976,-0.7552078,-0.49421334,-0.311137,-0.7502804,-0.4692627,-0.2810177
58,0.68471915,0.6372105,"('undiscriminating', 'discriminating')",1.1472298,1.1211196,0.13190006,0.23532033,0.6546164,0.6645501,-0.0099337
84,0.65443945,0.5890569,"('inferior', 'superior')",0.5640392,0.40857583,0.6194645,0.5947314,0.6126477,0.530788,0.0818597
79,-0.64134556,-0.41683447,"('wavering', 'unwavering')",-2.4916756,-2.0963368,-0.14934662,-0.16508971,-1.0941226,-0.8927536,-0.201369
31,-0.6401294,-0.4178894,"('evil', 'good')",-1.9558079,-1.6466125,-1.8915026,-1.7810475,-1.4958134,-1.2818499,-0.2139635
