,ford_male,ford_female,tuple,motor_male,motor_female,co_male,co_female,del_male,del_female,average_male,average_female,male-female
33,2.05908,1.8096353,"('wrong', 'right')",1.9370935,1.8798397,0.64198136,0.35854915,0.3952004,0.35707617,1.2583388,1.1012751,0.1570637
8,1.8052349,1.6305937,"('unaffectionate', 'affectionate')",1.3484793,1.3247604,0.23009013,0.075045526,1.7602749,1.8152462,1.2860198,1.2114115,0.0746083
81,-1.7084898,-1.6446894,"('submissive', 'aggressive')",-2.1963618,-2.3397627,-0.49762526,-0.28539267,-0.6057292,-0.6684767,-1.2520515,-1.2345804,-0.0174711
9,1.6734383,1.5925555,"('unaffectionate', 'caring')",1.421061,1.3581605,0.10939184,-0.112479635,2.2121713,2.3008838,1.3540156,1.28478,0.0692356
69,1.5489434,1.4915752,"('lazy', 'industrious')",1.8548884,1.7323089,1.6756874,1.4374881,-1.4002088,-1.4749817,0.9198276,0.7965976,0.12323
5,1.4356394,1.4283599,"('distant', 'outgoing')",1.838908,1.7314433,0.5566908,0.49288762,0.2207795,0.5777815,1.0130044,1.0576181,-0.0446137
85,1.3926027,1.0966961,"('insignificant', 'prestigious')",2.812187,2.6526275,0.93597776,0.37047926,0.3553824,0.1301536,1.3740375,1.0624892,0.3115483
0,-1.336051,-1.5593239,"('unsociable', 'sociable')",-0.9376795,-1.3660631,0.017004952,-0.288177,-0.26823264,-0.22616744,-0.6312395,-0.8599328,0.2286933
1,1.3340113,1.1318303,"('unfriendly', 'friendly')",1.6744479,1.3507212,0.70954734,0.16926657,2.0079412,2.0897286,1.4314868,1.1853867,0.2461001
10,-1.3139037,-1.4325119,"('unsympathetic', 'sympathetic')",-2.02935,-2.2328486,-1.6461892,-1.7656988,0.35878897,0.42951056,-1.1576635,-1.2503872,0.0927237
51,-1.3081284,-1.2840314,"('uneducated', 'educated')",-0.81187505,-0.9903475,-0.11874725,-0.08264144,0.66255796,0.5515957,-0.3940482,-0.4513561,0.0573079
52,1.295846,0.69642216,"('irrational', 'rational')",1.6322857,1.2509288,-0.41445285,-0.81978065,0.53534317,0.38801956,0.7622555,0.3788975,0.383358
73,1.2795898,1.4340693,"('helpless', 'self-reliant')",1.4563837,1.5738354,1.0574554,1.3176612,-3.343855,-2.9906173,0.1123935,0.3337371,-0.2213436
57,-1.2736498,-1.606776,"('unimaginative', 'imaginative')",-1.495199,-1.7876345,-1.3872732,-1.5887213,-2.6002686,-2.6362002,-1.6890976,-1.9048331,0.2157355
25,1.2565368,1.0899152,"('egoistic', 'altruistic')",1.3109013,1.2424387,1.981857,1.6001884,0.9050854,0.85883,1.3635951,1.1978431,0.165752
59,1.1641234,0.955189,"('foolish', 'wise')",2.0766404,2.033558,0.1677398,-0.009218693,0.32000366,0.4758427,0.9321268,0.8638427,0.0682841
30,-1.1373782,-0.97801524,"('intolerant', 'tolerant')",-2.0160837,-2.095788,-0.23041806,0.045147266,0.35513267,0.58467,-0.7571868,-0.6109965,-0.1461903
45,-1.1262823,-1.1438861,"('incompetent', 'competent')",-1.895269,-2.005182,-1.0908136,-1.0285763,-0.6124453,-0.52486056,-1.1812025,-1.1756262,-0.0055763
26,1.079768,0.784283,"('hardhearted', 'benevolent')",1.5243186,0.8960104,1.938699,1.6135017,1.16295,0.75443566,1.4264339,1.0120577,0.4143762
6,1.0660421,0.85851455,"('distant', 'open')",1.878018,1.6851833,0.2820115,0.05882928,0.7719854,1.0755702,0.9995142,0.9195243,0.0799899
39,1.043837,1.0351009,"('exploitative', 'cooperative')",-0.30269074,-0.24663109,-0.33542603,-0.12853846,0.044894777,0.18996325,0.1126537,0.2124737,-0.09982
60,-1.0134864,-0.6723119,"('inefficient', 'efficient')",-2.1093423,-2.0248756,-0.49900618,-0.16869302,-0.0093314275,0.20552072,-0.9077916,-0.66509,-0.2427016
65,-0.95988846,-0.926959,"('insecure', 'secure')",-2.1220024,-2.1522737,-0.83375525,-0.61310536,-0.50477403,-0.35056025,-1.105105,-1.0107245,-0.0943805
70,-0.9261786,-0.7766171,"('lethargic', 'energetic')",-2.168014,-2.057158,-1.1036028,-0.68153024,0.86675984,0.9428365,-0.8327589,-0.6431172,-0.1896417
54,0.91570306,0.83070785,"('incapable', 'capable')",1.401529,1.2096701,0.2809147,0.1860111,1.6046684,1.6568091,1.0507038,0.9707995,0.0799043
13,-0.8927559,-0.83321804,"('impolite', 'polite')",-1.1300465,-1.0974295,-0.61593693,-0.40835816,-0.10286368,-0.06671804,-0.6854008,-0.601431,-0.0839698
68,-0.8926217,-0.8408191,"('dependent', 'independent')",-1.2730728,-1.4423386,-1.4202358,-1.3482466,-0.78023833,-0.6581097,-1.0915421,-1.0723785,-0.0191636
84,0.87083924,0.7027825,"('inferior', 'superior')",1.0607028,1.1011571,0.340148,0.18976535,0.31747916,0.22667223,0.6472923,0.5550943,0.092198
64,-0.85800636,-0.9680863,"('shy', 'confident')",-1.408653,-1.4445202,0.12423566,0.30391708,-6.6831956,-6.346084,-2.2064047,-2.1136932,-0.0927115
71,0.8464443,1.037047,"('diffident', 'self-confident')",0.86678314,0.96114826,0.08538775,0.07746191,0.4832832,0.8039277,0.5704746,0.7198962,-0.1494216
12,0.84174806,0.81716096,"('unsupportive', 'supportive')",-0.09410985,-0.0951491,-0.6273086,-0.54059297,-1.2420405,-0.9987342,-0.2804277,-0.2043288,-0.0760989
55,-0.82085335,-0.8677084,"('incompetent', 'clever')",-1.9574711,-1.9442071,-0.5773526,-0.2122837,0.07912269,0.18555327,-0.8191386,-0.7096614,-0.1094772
14,-0.8096763,-0.7500036,"('antisocial', 'social')",-1.4653189,-1.7104274,0.059106447,0.51309466,-0.2750912,-0.4537877,-0.622745,-0.6002811,-0.0224639
76,-0.8031445,-0.4762111,"('anxious', 'daring')",-1.4375428,-1.2452772,-0.8049013,-0.3815857,-0.24409337,-0.03508047,-0.8224205,-0.5345386,-0.2878819
44,-0.79504704,-0.24756016,"('prejudiced', 'unprejudiced')",-1.3924793,-0.71199954,-0.6874375,0.3128602,-1.6748976,-1.4090441,-1.1374654,-0.5139359,-0.6235295
79,0.77472544,0.4784994,"('wavering', 'unwavering')",1.6092607,1.3638135,-0.22055902,-0.7358502,0.079511076,-0.00831061,0.5607345,0.274538,0.2861965
22,-0.74226886,-0.8308232,"('untrustworthy', 'trustworthy')",-1.298329,-1.2598698,-0.75983435,-0.518344,-1.4986866,-1.1543674,-1.0747797,-0.9408511,-0.1339286
3,-0.69248813,-0.84532505,"('repellent', 'pleasant')",-0.8704461,-0.8467684,-0.07035248,-0.33696255,0.61619174,0.6648954,-0.2542737,-0.3410401,0.0867664
77,-0.68094504,-0.922662,"('unmotivated', 'motivated')",-0.30748025,-0.48179272,-0.37902465,-0.77591205,-1.3115956,-1.3795477,-0.6697614,-0.8899786,0.2202172
32,0.6733927,0.9172533,"('unkind', 'kind')",-0.07992846,-0.101006605,0.07216115,0.20326011,1.4494627,1.5257626,0.528772,0.6363174,-0.1075454
49,-0.66220266,-0.29355648,"('unable', 'able')",-0.26696473,0.06992611,-1.0980806,-0.70185083,-0.23370588,0.21890563,-0.5652385,-0.1766439,-0.3885946
40,0.65188736,0.49514645,"('stingy', 'generous')",-0.19793814,-0.048486438,0.07653671,0.015211172,-1.3893965,-1.3626734,-0.2147277,-0.2252006,0.0104729
42,-0.6493034,-0.30433598,"('unreliable', 'reliable')",-2.4762356,-2.120939,-0.8685698,-0.44767407,-2.7899268,-2.549215,-1.6960089,-1.355541,-0.3404679
17,-0.64465976,-0.6683249,"('nasty', 'nice')",-0.34270114,-0.62622255,-0.5489418,-0.627308,-1.2862816,-1.0916795,-0.705646,-0.7533838,0.0477378
20,-0.63410383,-0.3271262,"('rough', 'thoughtful')",-0.6068804,-0.46487266,-1.2401052,-0.81547666,-0.12231463,-0.057325657,-0.650851,-0.4162003,-0.2346507
61,0.626863,0.3997758,"('illogical', 'logical')",0.3460605,0.069485515,-0.40185967,-0.4900201,0.35740423,0.29831004,0.232117,0.0693878,0.1627292
47,-0.6182954,-0.35523668,"('stupid', 'smart')",-0.9874387,-0.9479213,-0.29405278,0.18835622,4.8928294,4.989573,0.7482606,0.9686928,-0.2204322
29,0.5943476,0.4931413,"('unfair', 'fair')",0.71624774,0.6811364,-1.15248,-0.95386326,-0.4926058,-0.4208569,-0.0836226,-0.0501106,-0.033512
35,0.5632785,0.5737584,"('corrupt', 'incorrupt')",1.7505405,1.6889278,0.2623071,0.11630365,-0.5599108,-0.5793537,0.5040538,0.4499091,0.0541447
24,0.5249528,0.56726676,"('dishonest', 'honest')",-0.40143657,-0.32682696,-0.34152722,-0.14774127,1.2833612,1.4705223,0.2663376,0.3908052,-0.1244676
11,-0.5222975,-0.4304363,"('unhelpful', 'helpful')",-0.7032789,-0.5875724,-0.44002545,-0.3905428,1.2366941,1.3921181,-0.1072269,-0.0041083,-0.1031186
21,-0.5199599,-0.51672214,"('immoral', 'moral')",-0.9289376,-1.0984018,-0.7555295,-0.64065397,-0.77731836,-0.6209426,-0.7454364,-0.7191801,-0.0262563
15,0.5180898,0.24768323,"('boring', 'funny')",0.5972341,0.3686686,0.4680346,0.39418846,0.6820494,0.6695529,0.566352,0.4200233,0.1463287
82,-0.5179742,-0.33234173,"('poor', 'rich')",-0.47815585,-0.29776978,0.5383533,0.81249607,6.5784116,6.5457034,1.5301588,1.682022,-0.1518632
16,-0.5120795,-0.55560744,"('unpopular', 'popular')",0.7061855,0.720068,-0.15288629,-0.39184842,0.53643596,0.37547705,0.1444139,0.0370223,0.1073916
2,0.5022061,0.6844172,"('unlikable', 'likable')",0.78889346,0.96666086,1.1725476,1.547783,0.38211596,0.6001854,0.7114408,0.9497616,-0.2383208
53,0.49356258,0.282447,"('uncreative', 'creative')",0.55783266,0.24514106,-0.08303193,-0.52394104,0.6826507,0.5285288,0.4127535,0.133044,0.2797095
74,0.4807781,0.40918815,"('undedicated', 'dedicated')",0.28922832,0.156061,0.11812095,0.21719994,0.3863762,0.24402723,0.3186259,0.2566191,0.0620068
38,0.45541766,0.35174587,"('untruthful', 'truthful')",1.1022501,1.0856112,0.17778891,-0.066230774,0.11908818,0.25358677,0.4636362,0.4061783,0.0574579
88,-0.4358782,-0.63647,"('low', 'eminent')",0.34151042,-0.02116138,-0.15028499,-0.51889765,0.23468314,0.24300252,-0.0024924,-0.2333816,0.2308892
62,-0.43399462,-0.031899765,"('incompetent', 'brilliant')",-1.2373888,-0.98190576,-0.45326915,0.09782978,0.0110637965,0.49418375,-0.5283972,-0.105448,-0.4229492
75,0.39173818,0.42636895,"('meek', 'impulsive')",1.1441851,1.1220826,0.07332282,0.18544932,-0.5679937,-0.53538245,0.2603131,0.2996296,-0.0393165
80,-0.34810144,-0.20131846,"('dominated', 'dominating')",-1.0972903,-0.9674015,-0.19026819,0.11714993,-0.5622608,-0.6869367,-0.5494801,-0.4346267,-0.1148534
41,0.31643033,0.18823029,"('unforgiving', 'forgiving')",-0.3572275,-0.4860462,-0.027290177,-0.22170874,-0.017328974,-0.17144667,-0.0213541,-0.1727428,0.1513887
43,0.31244636,0.4685446,"('irresponsible', 'responsible')",-0.861526,-0.6763912,-0.7580656,-0.2906376,0.61713433,0.79287857,-0.1725027,0.0735986,-0.2461013
56,0.3088238,0.5880285,"('impractical', 'practical')",-1.1960357,-0.98751104,-0.5719084,-0.22431976,-0.20937014,-0.058768153,-0.4171226,-0.1706426,-0.24648
78,0.29375005,0.29394147,"('nonresilient', 'resilient')",0.28282988,0.26911774,0.10299117,-0.28729784,-0.21491262,-0.27222973,0.1161646,0.0008829,0.1152817
48,0.2874917,0.010874675,"('unintelligent', 'intelligent')",0.05552008,-0.19901751,-0.60724074,-0.8230811,0.19200805,0.1579421,-0.0180552,-0.2133204,0.1952652
19,0.27293986,0.42001188,"('inhospitable', 'hospitable')",1.1959653,1.2746763,0.24753198,0.24893808,-0.0149488,0.25208607,0.4253721,0.5489281,-0.123556
4,-0.26476404,-0.25713825,"('disliked', 'liked')",0.9367049,0.955124,0.16588303,0.07005108,-7.1882977,-7.0256033,-1.5876185,-1.5643916,-0.0232269
67,0.24681215,0.47167614,"('doubtful', 'determined')",0.23027465,0.25783482,0.5905843,0.69477427,-0.4099608,-0.5644033,0.1644276,0.2149705,-0.0505429
