,ppg_male,ppg_female,tuple,industries_male,industries_female,inc_male,inc_female,average_male,average_female,male-female
74,0.36304733,0.3247407,"('undedicated', 'dedicated')",0.10035384,0.36885175,-0.17625898,-0.032445267,0.0957141,0.2203824,-0.1246683
5,-0.34684527,-0.26481593,"('distant', 'outgoing')",-0.16125438,-0.13433641,-0.34944376,-0.18787499,-0.2858478,-0.1956758,-0.090172
58,-0.32836694,-0.42950898,"('undiscriminating', 'discriminating')",0.18817817,0.2245782,-0.057348568,-0.12771326,-0.0658458,-0.1108813,0.0450355
65,-0.31638154,-0.38401392,"('insecure', 'secure')",-0.9771029,-0.8623447,-0.026773974,-0.32459247,-0.4400861,-0.5236504,0.0835643
14,0.30868873,0.13295743,"('antisocial', 'social')",1.3174927,1.3478688,-0.26662302,-0.5276103,0.4531862,0.3177387,0.1354475
19,-0.30685884,-0.27611515,"('inhospitable', 'hospitable')",-0.9607465,-0.85661346,-0.27334055,-0.15304905,-0.5136486,-0.4285925,-0.0850561
63,0.30089128,0.09087139,"('unperceptive', 'insightful')",0.022502366,0.115434796,1.3420341,0.9948413,0.5551426,0.4003825,0.1547601
51,-0.29403126,-0.68163496,"('uneducated', 'educated')",0.5959107,0.52389807,0.9323165,0.766756,0.4113986,0.2030064,0.2083922
21,0.2437494,-0.07164844,"('immoral', 'moral')",0.30807757,0.39572695,-0.45406157,-0.69712,0.0325885,-0.1243472,0.1569357
72,-0.24102442,-0.3070948,"('unambitious', 'ambitious')",0.060905136,-0.1312258,-0.99460906,-1.1689261,-0.3915761,-0.5357489,0.1441728
52,-0.23581977,0.065171786,"('irrational', 'rational')",-1.024517,-1.1652462,-0.85101104,-0.5547171,-0.7037826,-0.5515972,-0.1521854
71,-0.22854482,-0.047981787,"('diffident', 'self-confident')",0.04608985,0.20030268,0.26155484,0.33110642,0.0263666,0.1611424,-0.1347758
47,-0.22098848,-0.17310578,"('stupid', 'smart')",0.23344547,0.4301568,5.531348,5.2706957,1.847935,1.8425822,0.0053528
12,0.21848774,0.3139849,"('unsupportive', 'supportive')",0.102596425,0.20858616,-1.598942,-1.5429691,-0.4259526,-0.3401327,-0.0858199
50,-0.2032772,-0.032970652,"('clumsy', 'skillful')",-0.18815255,-0.009959174,-0.011194892,0.06323494,-0.1342082,0.0067684,-0.1409766
59,-0.1709343,0.08621769,"('foolish', 'wise')",-0.01206651,0.063385114,-0.21932182,-0.061161924,-0.1341075,0.0294803,-0.1635878
55,-0.16596067,-0.45743123,"('incompetent', 'clever')",-0.33931157,-0.18407527,0.19990978,0.1297788,-0.1017875,-0.1705759,0.0687884
23,-0.16377091,-0.3077926,"('insincere', 'sincere')",-0.16527438,-0.12333456,5.9797664,5.582006,1.8835737,1.7169596,0.1666141
4,0.16064091,0.13831095,"('disliked', 'liked')",0.10569913,-0.0064710453,-6.0188894,-5.8740163,-1.9175164,-1.9140588,-0.0034576
25,-0.1595517,0.05152406,"('egoistic', 'altruistic')",0.18578231,0.24803372,0.96422756,1.0910203,0.3301527,0.4635261,-0.1333734
11,-0.15477683,-0.19248891,"('unhelpful', 'helpful')",0.82590747,0.9060717,2.2348363,2.1393595,0.9686557,0.9509807,0.017675
70,0.14923449,-0.058516335,"('lethargic', 'energetic')",0.13837355,0.22074261,1.0438561,0.82787055,0.4438214,0.3300323,0.1137891
44,0.13318437,0.13555388,"('prejudiced', 'unprejudiced')",-0.46791145,-0.4170578,-1.5359069,-1.3672523,-0.6235447,-0.5495854,-0.0739593
32,-0.11988358,-0.037693202,"('unkind', 'kind')",0.025410865,0.112624615,0.99726486,0.8873685,0.3009307,0.3207666,-0.0198359
24,0.11974661,0.16815957,"('dishonest', 'honest')",-0.16792724,-0.032139957,0.9234488,0.78428584,0.2917561,0.3067685,-0.0150124
41,-0.10565901,0.11656783,"('unforgiving', 'forgiving')",-0.7498854,-0.6173777,0.14363347,0.28069386,-0.2373036,-0.073372,-0.1639316
40,-0.10122178,0.06250356,"('stingy', 'generous')",-0.3866015,-0.27702507,-1.4287623,-1.3430598,-0.6388619,-0.5191938,-0.1196681
45,-0.07550807,-0.33133045,"('incompetent', 'competent')",0.091185875,0.1381248,-0.01332408,-0.19019817,0.0007846,-0.1278013,0.1285859
46,0.071253434,-0.33233112,"('uncompetitive', 'competitive')",0.3350375,0.4183809,-0.29485524,-0.5042381,0.0371452,-0.1393961,0.1765413
20,-0.06813429,-0.20848164,"('rough', 'thoughtful')",0.18135704,0.18048513,0.7626965,0.938958,0.2919731,0.3036538,-0.0116807
7,0.055704743,-0.024636028,"('insensitive', 'sensitive')",0.09330068,0.16566846,0.89675784,0.8170569,0.3485878,0.3193631,0.0292247
15,-0.03801896,0.042650916,"('boring', 'funny')",-0.020453544,-0.059303083,0.5307319,0.52930117,0.1574198,0.170883,-0.0134632
43,0.037635013,0.0990211,"('irresponsible', 'responsible')",-0.08303975,0.20930931,0.47739768,0.5916241,0.1439976,0.2999848,-0.1559872
22,-0.03202816,-0.20462169,"('untrustworthy', 'trustworthy')",-1.2305835,-1.1129344,-1.0734797,-1.2138658,-0.7786972,-0.8438072,0.06511
38,0.027478673,-0.14787896,"('untruthful', 'truthful')",0.0046327114,-0.16438742,0.5776987,0.46700343,0.20327,0.051579,0.151691
3,0.021213926,-0.17138977,"('repellent', 'pleasant')",0.16312018,0.22674759,0.121925466,0.0030278917,0.1020865,0.0194619,0.0826246
