,constellation_male,constellation_female,tuple,energy_male,energy_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
35,-0.69704,-0.8214387,"('corrupt', 'incorrupt')",-0.32439423,-0.50787324,-1.1756712,-1.3806962,0.20583975,0.20042886,-0.4978164,-0.6273948,0.1295784
17,-0.6875522,-0.83124703,"('nasty', 'nice')",-0.9867933,-1.0170822,-0.9243392,-0.9368131,-0.57498455,-0.6207094,-0.7934173,-0.851463,0.0580457
85,-0.6684243,-0.77531505,"('insignificant', 'prestigious')",0.3851578,0.2200157,-0.6453178,-0.77303576,0.5840429,0.70071125,-0.0861354,-0.1569059,0.0707705
10,0.6617738,0.71826404,"('unsympathetic', 'sympathetic')",-0.6328055,-0.546651,-0.533828,-0.45161587,-0.43885282,-0.631112,-0.2359281,-0.2277787,-0.0081494
52,-0.65990937,-0.8920864,"('irrational', 'rational')",-0.14042833,-0.35642543,-0.6883037,-0.9356201,0.3138817,0.2500307,-0.2936899,-0.4835253,0.1898354
66,-0.65787506,-0.7036378,"('inactive', 'active')",-0.5542455,-0.6173076,0.92817134,0.8448658,1.0567837,1.0439193,0.1932086,0.1419599,0.0512487
8,-0.6412344,-0.7783814,"('unaffectionate', 'affectionate')",-0.52978015,-0.7114862,-0.5835065,-0.7597584,0.9259688,0.8287833,-0.2071381,-0.3552107,0.1480726
47,-0.6308969,-0.60437495,"('stupid', 'smart')",0.6942176,0.7763756,0.9511039,0.9255715,5.7949805,5.5709515,1.7023513,1.6671309,0.0352204
80,0.57983583,0.692917,"('dominated', 'dominating')",0.6131582,0.6934024,1.9891938,2.0134933,-1.4623573,-1.4774294,0.4299577,0.4805958,-0.0506381
53,0.57718134,0.5264254,"('uncreative', 'creative')",0.6982348,0.691827,-0.023746345,-0.03581027,1.2564843,1.2702515,0.6270385,0.6131734,0.0138651
43,0.5730164,0.6561774,"('irresponsible', 'responsible')",0.76353765,0.9566995,0.22820956,0.35530156,0.29961127,0.22421925,0.4660937,0.5480995,-0.0820058
12,0.55967414,0.6326317,"('unsupportive', 'supportive')",0.628016,0.68631196,0.6313699,0.7027783,-1.8270565,-1.7458575,-0.0019991,0.0689662,-0.0709653
67,0.5463451,0.5013775,"('doubtful', 'determined')",-0.13578552,-0.08676125,0.7784901,0.789578,-0.75230193,-0.783926,0.1091869,0.1050671,0.0041198
26,0.5392546,0.3799264,"('hardhearted', 'benevolent')",0.8208155,0.7000568,0.50169724,0.4016419,1.6035454,1.5776163,0.8663282,0.7648103,0.1015179
61,0.5329715,0.41701674,"('illogical', 'logical')",0.92894506,0.92103744,-0.08844946,-0.12603752,0.09794734,0.042733215,0.3678536,0.3136875,0.0541661
59,-0.52117753,-0.6041064,"('foolish', 'wise')",1.1707437,1.1750501,-0.6118733,-0.66713536,0.34695053,0.4017562,0.0961608,0.0763911,0.0197697
25,-0.49894625,-0.56705844,"('egoistic', 'altruistic')",0.78804886,0.7246185,0.11812574,-0.043446243,1.8227826,1.748126,0.5575027,0.46556,0.0919427
38,-0.4961265,-0.4230953,"('untruthful', 'truthful')",0.3122609,0.33588353,-0.88189787,-0.7858502,-0.37788045,-0.36661452,-0.360911,-0.3099191,-0.0509919
21,0.48077047,0.70483446,"('immoral', 'moral')",1.0058448,1.1435746,0.17037708,0.25130218,-1.0348539,-1.0865909,0.1555346,0.2532801,-0.0977455
44,-0.47454613,-0.40378562,"('prejudiced', 'unprejudiced')",-0.08088332,0.005530035,-0.31176424,-0.26354122,-1.3090097,-1.25808,-0.5440508,-0.4799692,-0.0640816
19,-0.44159448,-0.46938235,"('inhospitable', 'hospitable')",-1.0540028,-1.084139,-1.755593,-1.8224721,-0.16512531,-0.14751871,-0.8540789,-0.880878,0.0267991
55,-0.4171016,-0.42200726,"('incompetent', 'clever')",-0.30577978,-0.31512576,0.5474387,0.5436135,-0.21995571,-0.3673951,-0.0988496,-0.1402287,0.0413791
70,0.41511193,0.50208515,"('lethargic', 'energetic')",0.50496984,0.67040205,0.20196253,0.3128452,0.58574486,0.50026405,0.4269473,0.4963991,-0.0694518
37,-0.3946278,-0.38374174,"('fake', 'genuine')",0.42948425,0.42160818,0.04329922,-0.006382469,0.54580206,0.41046187,0.1559894,0.1104865,0.0455029
82,-0.37036428,-0.19278328,"('poor', 'rich')",-0.76779085,-0.74995327,-0.6879304,-0.60417134,6.2223506,6.153228,1.0990663,1.15158,-0.0525137
30,0.36015433,0.3836162,"('intolerant', 'tolerant')",0.59293246,0.6391545,0.09627195,0.17649546,0.9014666,0.8280371,0.4877063,0.5068258,-0.0191195
11,0.3591895,0.46412328,"('unhelpful', 'helpful')",0.12137925,0.2346535,-0.41492262,-0.26839745,1.4549155,1.4269949,0.3801404,0.4643435,-0.0842031
1,-0.35080934,-0.38559365,"('unfriendly', 'friendly')",0.30417573,0.14584133,-0.5585612,-0.7646148,1.9231158,1.8882611,0.3294803,0.2209735,0.1085068
64,0.3189795,0.2844397,"('shy', 'confident')",1.007455,1.028416,1.1087477,1.1010808,-6.973439,-6.8621244,-1.1345643,-1.112047,-0.0225173
63,0.31235522,0.5380189,"('unperceptive', 'insightful')",0.71036965,0.911907,1.0007885,1.144807,0.65357155,0.7051151,0.6692712,0.824962,-0.1556908
9,0.308883,0.24891734,"('unaffectionate', 'caring')",0.30954105,0.21500382,-0.40962994,-0.5427125,1.2604086,1.1917835,0.3673007,0.278248,0.0890527
27,0.2909238,0.19084693,"('hardhearted', 'softhearted')",0.31368932,0.3265316,-0.1592702,-0.17270814,1.5575067,1.4854704,0.5007124,0.4575352,0.0431772
48,0.28680387,0.23940513,"('unintelligent', 'intelligent')",0.9197637,0.8717488,-0.44870695,-0.51601404,0.23283575,0.17983274,0.2476741,0.1937432,0.0539309
40,-0.25512537,-0.4642202,"('stingy', 'generous')",0.5435928,0.3504542,0.4985182,0.31751162,-1.3441051,-1.5437161,-0.1392799,-0.3349926,0.1957127
83,-0.24707814,-0.32217556,"('powerless', 'powerful')",1.0876098,1.0565889,-0.43123537,-0.49611205,-1.1753488,-1.2126645,-0.1915131,-0.2435908,0.0520777
46,0.23257035,0.37941492,"('uncompetitive', 'competitive')",0.11457317,0.20466386,1.2772509,1.3603824,-0.8847227,-0.9696093,0.1849179,0.243713,-0.0587951
28,0.21706264,0.037317425,"('disloyal', 'loyal')",0.253073,0.08592167,0.10858105,-0.037277397,1.1136506,0.9347709,0.4230918,0.2551832,0.1679086
51,-0.21545276,-0.16215461,"('uneducated', 'educated')",-0.3078729,-0.30524072,0.34861308,0.40786952,0.39528322,0.32980818,0.0551427,0.0675706,-0.0124279
34,-0.21356097,-0.07662968,"('mean', 'honorable')",-0.040577114,0.03961353,-0.24086101,-0.13307583,6.2519746,6.143747,1.4392439,1.4934137,-0.0541698
88,0.19320248,0.2622912,"('low', 'eminent')",-0.30148742,-0.3414617,-1.2523261,-1.2873384,0.036441796,0.09648724,-0.3310423,-0.3175054,-0.0135369
86,-0.1909846,-0.23126212,"('uninfluential', 'influential')",0.4375714,0.4179582,-0.14066352,-0.14684711,-0.41518736,-0.46973383,-0.077316,-0.1074712,0.0301552
2,0.19022846,0.3259015,"('unlikable', 'likable')",0.97827923,1.0435346,1.4434804,1.3865086,0.4659942,0.5023392,0.7694955,0.814571,-0.0450755
81,-0.17460655,-0.0820681,"('submissive', 'aggressive')",1.2412044,1.3807696,1.1677759,1.2716641,-0.8865871,-0.95761067,0.3369466,0.4031888,-0.0662422
3,-0.17289576,-0.14084944,"('repellent', 'pleasant')",-0.45641243,-0.38495973,0.82079047,0.9167687,0.20162165,0.12883711,0.098276,0.1299492,-0.0316732
50,-0.16071801,-0.075911686,"('clumsy', 'skillful')",0.21424754,0.2774062,0.24940823,0.24407078,0.2252217,0.2855575,0.1320399,0.1827807,-0.0507408
42,-0.15613085,-0.1486093,"('unreliable', 'reliable')",0.0041803494,0.05567682,0.6897813,0.79191434,-3.0885813,-3.0743742,-0.6376876,-0.5938481,-0.0438395
0,-0.14935118,-0.14057468,"('unsociable', 'sociable')",-0.30586687,-0.36109415,0.26396054,0.22902368,-0.66905385,-0.7337829,-0.2150778,-0.251607,0.0365292
24,0.14390238,0.16063271,"('dishonest', 'honest')",0.3381983,0.32992545,-0.49622163,-0.4928881,0.43031245,0.19853148,0.1040479,0.0490504,0.0549975
49,0.13552016,0.22256449,"('unable', 'able')",-0.048623886,0.03679563,-0.7187607,-0.6744001,-0.39478937,-0.42333853,-0.2566634,-0.2095946,-0.0470688
68,-0.13332704,-0.06646273,"('dependent', 'independent')",-0.19049308,-0.08217649,-0.1674454,-0.070934735,-0.6568408,-0.6528091,-0.2870266,-0.2180958,-0.0689308
33,-0.107129306,-0.1746279,"('wrong', 'right')",1.1882896,1.1002612,0.04827419,-0.051594168,-0.41825387,-0.39149272,0.1777951,0.1206366,0.0571585
14,0.09669356,0.08705564,"('antisocial', 'social')",0.7217137,0.7566769,1.0205281,1.0012974,-0.6087498,-0.80180556,0.3075464,0.2608061,0.0467403
22,0.091418244,0.16269554,"('untrustworthy', 'trustworthy')",-0.6154398,-0.6316548,0.7253484,0.7592,-1.0797719,-1.1971256,-0.2196112,-0.2267212,0.00711
41,-0.087693855,-0.11646314,"('unforgiving', 'forgiving')",-0.64829177,-0.781043,0.41976646,0.3394667,0.114497624,0.020026775,-0.0504304,-0.1345032,0.0840728
13,0.07893439,0.2758629,"('impolite', 'polite')",-0.361099,-0.17460807,-0.12755431,0.06709477,-0.5587374,-0.5620091,-0.2421141,-0.0984149,-0.1436992
87,0.078550234,0.22116648,"('unsuccessful', 'successful')",0.0636424,0.095575936,1.1781262,1.1434101,0.5282539,0.5878671,0.4621432,0.5120049,-0.0498617
15,-0.06259251,-0.18597779,"('boring', 'funny')",0.010543715,-0.042618968,-0.9683561,-1.0816572,0.35560092,0.28893915,-0.166201,-0.2553287,0.0891277
73,0.062558256,0.09059239,"('helpless', 'self-reliant')",1.5252304,1.559642,0.0018679574,0.013905242,-3.1573336,-3.0679805,-0.3919192,-0.3509602,-0.040959
79,-0.027251644,-0.09443396,"('wavering', 'unwavering')",-0.33747762,-0.4132496,-1.5086615,-1.618583,0.033694707,0.07666939,-0.459924,-0.5123993,0.0524753
18,0.016265199,0.031925537,"('disagreeable', 'welcoming')",-0.8126566,-0.9388888,-0.63985527,-0.7421502,-0.3734686,-0.47273976,-0.4524288,-0.5304633,0.0780345
58,0.014603645,-0.08398455,"('undiscriminating', 'discriminating')",0.97403693,0.8814468,0.635751,0.58046937,0.11025349,0.08404732,0.4336613,0.3654947,0.0681666
