,campbell_male,campbell_female,tuple,soup_male,soup_female,co_male,co_female,average_male,average_female,male-female
65,-2.0016224,-1.7290634,"('insecure', 'secure')",-1.6182891,-1.6622189,-0.5183875,-0.328732,-1.379433,-1.2400048,-0.1394282
73,1.9975779,2.1882484,"('helpless', 'self-reliant')",-0.16168934,-0.06718494,-3.2839773,-3.1560967,-0.4826962,-0.3450111,-0.1376851
46,-1.663189,-1.6042933,"('uncompetitive', 'competitive')",-0.6279023,-0.6403518,-1.4814217,-1.6031107,-1.2575044,-1.2825853,0.0250809
69,1.6590742,1.7534328,"('lazy', 'industrious')",1.0204275,1.2059999,-1.2134799,-0.8755068,0.4886739,0.6946419,-0.205968
6,1.44511,1.2885809,"('distant', 'open')",1.4201434,1.4499884,0.6704382,0.5991279,1.1785639,1.1125657,0.0659982
35,1.4394486,1.3126733,"('corrupt', 'incorrupt')",0.21744052,0.1410347,-0.4142764,-0.42081967,0.4142042,0.3442961,0.0699081
5,1.4074439,1.4354093,"('distant', 'outgoing')",1.1117713,1.1818118,0.5195452,0.5883621,1.0129201,1.0685277,-0.0556076
47,-1.3142554,-1.079512,"('stupid', 'smart')",0.1545941,0.19877921,5.7003922,5.6851916,1.513577,1.6014862,-0.0879092
17,-1.2986199,-1.4231927,"('nasty', 'nice')",-0.58922124,-0.66280526,-0.51187885,-0.5189254,-0.7999067,-0.8683078,0.0684011
16,-1.2751021,-1.4359543,"('unpopular', 'popular')",-1.0559447,-0.9881191,0.06499926,0.0555124,-0.7553492,-0.7895203,0.0341711
33,1.257276,1.2557876,"('wrong', 'right')",0.4495458,0.43916288,-0.1253256,-0.14065884,0.5271655,0.5180972,0.0090683
81,-1.2191269,-0.88221717,"('submissive', 'aggressive')",-1.155283,-1.0796824,-1.3601011,-1.2175736,-1.244837,-1.0598244,-0.1850126
85,1.2149422,0.8406679,"('insignificant', 'prestigious')",0.73892283,0.6581219,-0.0699202,-0.17350774,0.6279816,0.4417607,0.1862209
9,1.1879584,1.212171,"('unaffectionate', 'caring')",0.76361674,0.83828074,1.8157988,1.5723442,1.2557913,1.2075987,0.0481926
18,-1.1834896,-0.974031,"('disagreeable', 'welcoming')",-0.34467563,-0.21520908,-0.42652154,-0.36563474,-0.6515623,-0.5182916,-0.1332707
3,-1.168964,-0.8010655,"('repellent', 'pleasant')",-1.7169709,-1.6421728,0.43463737,0.47714955,-0.8170992,-0.6553629,-0.1617363
37,1.1394997,1.1543651,"('fake', 'genuine')",0.5623276,0.5941125,0.6872781,0.43056703,0.7963684,0.7263482,0.0700202
11,-1.0611347,-1.026708,"('unhelpful', 'helpful')",-0.24302305,-0.2017496,2.17612,1.9884584,0.2906541,0.2533336,0.0373205
10,-1.021396,-0.8965577,"('unsympathetic', 'sympathetic')",-1.0464801,-1.0815634,-0.6725361,-0.82355034,-0.9134707,-0.9338905,0.0204198
0,-1.0211903,-1.0638616,"('unsociable', 'sociable')",0.2350219,0.09478735,-0.40971798,-0.36196005,-0.3986288,-0.4436781,0.0450493
76,-1.0211343,-0.68394303,"('anxious', 'daring')",-0.6611362,-0.693146,-0.30444893,-0.1880843,-0.6622398,-0.5217245,-0.1405153
71,1.0056126,1.1610899,"('diffident', 'self-confident')",1.543742,1.7028224,0.66925985,0.6514889,1.0728714,1.1718005,-0.0989291
79,0.9764444,0.7218661,"('wavering', 'unwavering')",-0.023181643,-0.1362794,-0.16316488,-0.16354075,0.263366,0.140682,0.122684
14,-0.95242715,-0.46927246,"('antisocial', 'social')",-0.7463651,-0.6777339,-1.0190879,-0.65200007,-0.9059601,-0.5996688,-0.3062913
55,-0.94957817,-0.93760484,"('incompetent', 'clever')",-0.20907016,-0.2702074,-0.11903766,-0.12305724,-0.4258953,-0.4436232,0.0177279
43,-0.93625045,-0.4181495,"('irresponsible', 'responsible')",-0.5610215,-0.3498479,0.43271813,0.44205528,-0.3548513,-0.1086474,-0.2462039
44,-0.9325226,-0.69077945,"('prejudiced', 'unprejudiced')",-1.262297,-1.0624709,-1.7500296,-1.4591964,-1.3149498,-1.0708156,-0.2441342
19,0.92580175,0.7118453,"('inhospitable', 'hospitable')",0.20535764,0.1509199,0.55368805,0.4010683,0.5616158,0.4212778,0.140338
25,0.9181041,0.93228453,"('egoistic', 'altruistic')",1.3485782,1.424316,1.7015917,1.5490867,1.322758,1.3018958,0.0208622
74,0.9120656,1.1103054,"('undedicated', 'dedicated')",0.20755455,0.123441614,-0.17641681,-0.36952153,0.3144011,0.2880752,0.0263259
7,-0.87708604,-0.60453904,"('insensitive', 'sensitive')",-0.8304391,-0.72327685,0.53824973,0.4501269,-0.3897585,-0.292563,-0.0971955
61,-0.8728185,-0.93366754,"('illogical', 'logical')",-0.63549256,-0.6266195,-0.044209458,0.08525061,-0.5175068,-0.4916788,-0.025828
77,-0.8482834,-0.6947352,"('unmotivated', 'motivated')",-0.6941579,-0.5940174,-1.4568406,-1.3198166,-0.9997606,-0.869523,-0.1302376
63,0.8436755,0.79442316,"('unperceptive', 'insightful')",0.94817895,0.8828216,0.46022552,0.23691839,0.7506933,0.6380544,0.1126389
13,-0.83162475,-0.6042103,"('impolite', 'polite')",0.21948193,0.21719596,-0.2951427,-0.25550982,-0.3024285,-0.2141747,-0.0882538
57,-0.79353684,-0.884538,"('unimaginative', 'imaginative')",-1.1959004,-1.3193996,-3.9378853,-4.048854,-1.9757741,-2.0842638,0.1084897
82,-0.7361468,-0.46999636,"('poor', 'rich')",-0.7090667,-0.71837,6.8790298,6.7607436,1.811272,1.8574591,-0.0461871
56,0.71994257,1.0408946,"('impractical', 'practical')",0.592027,0.6637807,-1.0139275,-0.87191015,0.0993474,0.2775884,-0.178241
70,-0.71760225,-0.43823388,"('lethargic', 'energetic')",-1.4128169,-1.4239902,0.0956344,0.033527277,-0.6782616,-0.6095656,-0.068696
30,-0.7165731,-0.37833914,"('intolerant', 'tolerant')",-1.1138716,-1.0719095,0.33397436,0.3563268,-0.4988234,-0.3646406,-0.1341828
1,0.70983934,0.2675392,"('unfriendly', 'friendly')",1.4027663,1.3483312,2.8407812,2.4309356,1.6511289,1.3489354,0.3021935
72,-0.70546156,-0.3783905,"('unambitious', 'ambitious')",-0.5897886,-0.48001865,-0.52623963,-0.4939906,-0.6071633,-0.4507999,-0.1563634
87,-0.69433206,-0.45931432,"('unsuccessful', 'successful')",-0.01515273,0.040083155,0.13453873,0.4182688,-0.1916487,-0.0003208,-0.1913279
26,0.6942187,0.55152553,"('hardhearted', 'benevolent')",1.1609277,1.1620009,1.3709903,1.1870899,1.0753789,0.9668721,0.1085068
60,-0.6541944,-0.31313825,"('inefficient', 'efficient')",0.07767895,0.06811561,-0.30338067,-0.20167182,-0.2932987,-0.1488982,-0.1444005
27,0.6434382,0.502596,"('hardhearted', 'softhearted')",0.5590185,0.5033427,1.7820376,1.463876,0.9948314,0.8232716,0.1715598
64,-0.58457786,-0.29138553,"('shy', 'confident')",-1.3902843,-1.3731847,-7.8863716,-7.473945,-3.2870779,-3.0461718,-0.2409061
80,-0.56083065,-0.46177602,"('dominated', 'dominating')",-0.5515222,-0.4859035,-1.1127243,-0.89367473,-0.7416924,-0.6137848,-0.1279076
78,-0.5602185,-0.6674462,"('nonresilient', 'resilient')",0.63133323,0.6190769,0.0043386593,-0.08272536,0.0251511,-0.0436982,0.0688493
54,0.5574903,0.6478712,"('incapable', 'capable')",0.9880005,1.1577805,1.2999945,1.3406379,0.9484951,1.0487632,-0.1002681
38,0.541106,0.5147682,"('untruthful', 'truthful')",0.61179674,0.6219487,0.41131535,0.33718264,0.521406,0.4912998,0.0301062
15,0.5348857,0.24799767,"('boring', 'funny')",0.5223603,0.40453765,0.5732922,0.43794307,0.5435127,0.3634928,0.1800199
36,0.53124267,0.04590094,"('hostile', 'amicable')",-0.051376946,-0.2415736,0.07857238,-0.035453852,0.186146,-0.0770422,0.2631882
2,-0.5305205,-0.2765775,"('unlikable', 'likable')",-0.02488603,0.058175914,0.38771987,0.44307306,-0.0558955,0.0748905,-0.130786
52,-0.53003854,-1.1496023,"('irrational', 'rational')",-0.08293777,-0.29909724,0.025636971,-0.13946368,-0.1957798,-0.5293877,0.3336079
31,0.5182128,0.18782549,"('evil', 'good')",0.31958282,0.22939116,-0.15655154,-0.17754947,0.2270814,0.0798891,0.1471923
51,-0.50096714,-0.5255162,"('uneducated', 'educated')",-0.64480865,-0.81558543,0.5954146,0.35931665,-0.1834537,-0.3272617,0.143808
68,0.4871456,0.58228713,"('dependent', 'independent')",-0.99540645,-1.0165291,-1.1444758,-1.1088058,-0.5509122,-0.5143492,-0.036563
50,-0.46441445,-0.43187213,"('clumsy', 'skillful')",-1.4859996,-1.512939,-0.14205052,-0.3532059,-0.6974882,-0.7660057,0.0685175
34,-0.45319435,-0.54776365,"('mean', 'honorable')",0.11819543,0.13469775,6.0103087,5.971821,1.8917699,1.8529183,0.0388516
22,-0.4445508,-0.33800536,"('untrustworthy', 'trustworthy')",-0.30352697,-0.34162778,-0.98535174,-0.87389594,-0.5778098,-0.517843,-0.0599668
28,-0.44377032,-0.52763134,"('disloyal', 'loyal')",-0.09419889,-0.17054108,0.94518644,0.5947459,0.1357391,-0.0344755,0.1702146
84,0.3940595,0.31670287,"('inferior', 'superior')",0.0806256,-0.039094165,0.60701656,0.48856804,0.3605672,0.2553922,0.105175
41,-0.3912909,-0.5054655,"('unforgiving', 'forgiving')",0.87144214,0.7702433,-0.07714478,-0.19609609,0.1343355,0.0228939,0.1114416
75,0.37917057,0.3288765,"('meek', 'impulsive')",-0.670491,-0.684381,-0.49577022,-0.40175456,-0.2623636,-0.2524197,-0.0099439
62,-0.3761977,-0.018804923,"('incompetent', 'brilliant')",-0.035241548,0.08107737,-0.26408073,-0.16705282,-0.2251733,-0.0349268,-0.1902465
12,0.3724116,0.40018138,"('unsupportive', 'supportive')",0.70584893,0.79352427,-1.7879431,-1.8294094,-0.2365609,-0.2119012,-0.0246597
21,-0.3705181,-0.2160646,"('immoral', 'moral')",-0.33578813,-0.31229898,-0.9560824,-0.90147555,-0.5541295,-0.476613,-0.0775165
