,united_male,united_female,tuple,states_male,states_female,steel_male,steel_female,corp_male,corp_female,average_male,average_female,male-female
8,-2.0742238,-2.067557,"('unaffectionate', 'affectionate')",-1.3646624,-1.478638,0.56028277,0.611774,-1.2605268,-1.0562174,-1.0347825,-0.9976596,-0.0371229
45,-1.7221094,-1.5768961,"('incompetent', 'competent')",-0.75922924,-0.6038855,-1.3328553,-0.99773335,-0.18661761,-0.11343697,-1.0002029,-0.822988,-0.1772149
36,-1.4228151,-1.6861057,"('hostile', 'amicable')",-0.86689764,-1.2999187,-0.20623669,-0.42862362,-1.7689174,-1.9485912,-1.0662167,-1.3408098,0.2745931
55,-1.3921293,-1.3445467,"('incompetent', 'clever')",-0.92234266,-0.68568635,-1.1966947,-0.98745143,0.59145343,0.49141395,-0.7299283,-0.6315676,-0.0983607
74,1.3162618,1.3960692,"('undedicated', 'dedicated')",0.37261203,0.52453566,0.22049467,0.39004058,-0.893461,-0.746144,0.2539769,0.3911253,-0.1371484
11,1.1440637,1.2883179,"('unhelpful', 'helpful')",-0.07367845,0.15675303,-0.94414157,-0.7604772,1.9440811,2.229715,0.5175812,0.7285773,-0.2109961
42,1.1363335,0.72707325,"('unreliable', 'reliable')",1.2827286,1.0281981,-0.11650227,-0.2392837,-2.0955505,-2.4303477,0.0517523,-0.22859,0.2803423
67,1.0857096,1.0372342,"('doubtful', 'determined')",0.5048552,0.6122537,0.5469355,0.53564996,-0.034342777,-0.0545875,0.5257894,0.5326376,-0.0068482
1,-1.0669688,-0.9959296,"('unfriendly', 'friendly')",-1.4248457,-1.6287538,0.8585616,0.7379724,-0.42487285,-0.25840613,-0.5145315,-0.5362793,0.0217478
75,-1.0496045,-0.93100756,"('meek', 'impulsive')",-0.28534657,-0.2847144,-1.0031502,-0.9921679,-0.53937125,-0.3923538,-0.7193682,-0.6500609,-0.0693073
49,-1.0433975,-1.0308149,"('unable', 'able')",-1.136823,-1.044783,-1.2491269,-0.97382045,-0.39588344,-0.2260811,-0.9563078,-0.8188748,-0.137433
22,-1.0270004,-0.8408318,"('untrustworthy', 'trustworthy')",-0.6346345,-0.5023822,-1.6080191,-1.4470836,-1.244325,-1.2078984,-1.1284947,-0.999549,-0.1289457
28,0.9654488,0.75078255,"('disloyal', 'loyal')",0.32736042,0.23687223,-0.42141342,-0.46406528,0.4189264,0.50223017,0.3225805,0.2564549,0.0661256
29,-0.91509676,-1.0559148,"('unfair', 'fair')",-0.7498462,-0.7416742,-0.15859617,-0.05851764,-0.42425412,-0.394471,-0.5619483,-0.5626444,0.0006961
86,-0.89424825,-0.7288327,"('uninfluential', 'influential')",-0.50075406,-0.32679892,0.20810103,0.19034927,0.03811416,-0.032679092,-0.2871968,-0.2244904,-0.0627064
41,-0.883976,-0.73398584,"('unforgiving', 'forgiving')",-0.7332982,-0.81058496,-0.8265723,-0.7516177,-0.86927104,-0.82653356,-0.8282794,-0.7806805,-0.0475989
69,0.83995396,0.55985725,"('lazy', 'industrious')",1.1980613,0.89019555,1.3897494,1.1750466,-0.568211,-0.815964,0.7148885,0.4522838,0.2626047
30,-0.81361234,-0.7672078,"('intolerant', 'tolerant')",-0.6966941,-0.6260327,-1.1638188,-0.9723668,-0.77850074,-0.72515106,-0.8631565,-0.7726896,-0.0904669
15,-0.8114232,-0.9324949,"('boring', 'funny')",0.052053623,0.017947469,-0.05274414,0.025640875,-0.8249091,-0.659208,-0.4092557,-0.3870286,-0.0222271
4,-0.8016863,-0.79464805,"('disliked', 'liked')",0.5214162,0.40339777,0.016771507,0.059359223,-6.2165685,-6.421481,-1.6200168,-1.688343,0.0683262
12,0.7914337,0.8446654,"('unsupportive', 'supportive')",0.66315836,0.7050393,0.8586682,0.90004236,-2.0315838,-2.0107017,0.0704191,0.1097614,-0.0393423
26,-0.77905685,-0.627939,"('hardhearted', 'benevolent')",-0.28058586,-0.29043302,0.9034763,0.85505426,0.5371712,0.3945707,0.0952512,0.0828132,0.012438
80,0.76918626,1.0180856,"('dominated', 'dominating')",0.05935511,0.49793553,0.05517769,0.16582915,1.210193,1.101992,0.523478,0.6959606,-0.1724826
37,-0.73993695,-0.7710135,"('fake', 'genuine')",-0.45810604,-0.40748858,-0.22971444,-0.15581354,-0.6649932,-0.37852678,-0.5231876,-0.4282106,-0.094977
43,-0.73060507,-0.6552267,"('irresponsible', 'responsible')",-1.3956339,-1.316489,-1.1170537,-0.95329195,-0.11037688,0.07306151,-0.8384174,-0.7129865,-0.1254309
79,0.70751935,0.6154687,"('wavering', 'unwavering')",0.6463976,0.3859278,-0.121033154,-0.17789772,-0.41473505,-0.41822696,0.2045372,0.1013179,0.1032193
33,0.70684063,0.6302039,"('wrong', 'right')",0.35664508,0.27664992,1.3970126,1.3579435,-1.2609488,-1.2659503,0.2998874,0.2497117,0.0501757
81,0.6999966,0.7809074,"('submissive', 'aggressive')",0.027278874,0.30218834,-0.44714373,-0.4010295,0.33172315,0.29516137,0.1529637,0.2443069,-0.0913432
31,-0.69402707,-0.81169873,"('evil', 'good')",0.52926534,0.1422078,0.18587106,0.14923036,-2.0893195,-2.1094694,-0.5170525,-0.6574325,0.14038
6,0.6738453,0.51061195,"('distant', 'open')",-0.19606453,-0.42516273,-0.09909116,-0.04090184,-1.6632017,-1.5637666,-0.321128,-0.3798048,0.0586768
82,-0.64824146,-0.4903138,"('poor', 'rich')",-0.5863166,-0.52032757,-0.0560568,-0.08685674,6.1539764,6.43923,1.2158403,1.335433,-0.1195927
54,-0.64623636,-0.7195081,"('incapable', 'capable')",-0.4999644,-0.61197805,-0.17121634,-0.094829395,-0.049266413,0.07941303,-0.3416709,-0.3367257,-0.0049452
24,-0.6372367,-0.28492653,"('dishonest', 'honest')",-0.9391561,-0.70950437,0.65750134,0.8870451,-0.19799858,0.24903044,-0.2792225,0.0354112,-0.3146337
35,-0.6328089,-0.8504298,"('corrupt', 'incorrupt')",0.15888229,-0.14110658,0.058638595,-0.06321871,-1.514025,-1.490016,-0.4823282,-0.6361928,0.1538646
78,0.6285041,0.62510026,"('nonresilient', 'resilient')",-0.43078035,-0.41830045,-0.0953757,-0.09800085,1.1832949,1.0884835,0.3214107,0.2993206,0.0220901
66,0.6234002,0.76876915,"('inactive', 'active')",0.36619774,0.47321168,-0.06510841,-0.05569937,0.60826933,0.6144055,0.3831897,0.4501717,-0.066982
25,-0.56326985,-0.62021667,"('egoistic', 'altruistic')",0.014444377,-0.12471251,1.7219818,1.5991452,0.588999,0.47446102,0.4405388,0.3321692,0.1083696
87,0.5392888,0.64381623,"('unsuccessful', 'successful')",0.7300844,0.9162852,0.8470293,0.8650351,1.9957885,1.8906609,1.0280478,1.0789493,-0.0509015
23,0.5231175,0.70169574,"('insincere', 'sincere')",-0.87804455,-0.6042933,-0.5205449,-0.34063685,4.8103223,5.348704,0.9837126,1.2763674,-0.2926548
18,-0.5165707,-0.5761869,"('disagreeable', 'welcoming')",0.049844407,-0.08787366,-1.6422577,-1.617398,-1.8983301,-1.8963957,-1.0018286,-1.0444636,0.042635
