,adobe_male,adobe_female,tuple,inc_male,inc_female,average_male,average_female,male-female
71,1.204849,1.0654987,"('diffident', 'self-confident')",0.38288128,0.25538272,0.7938651,0.6604407,0.1334244
69,1.1599084,0.95231026,"('lazy', 'industrious')",-0.53681815,-0.60600966,0.3115451,0.1731503,0.1383948
8,1.1209486,1.0950409,"('unaffectionate', 'affectionate')",0.32822186,0.49928635,0.7245852,0.7971636,-0.0725784
52,1.1198592,0.9885775,"('irrational', 'rational')",-0.34229758,-0.3046431,0.3887808,0.3419672,0.0468136
61,1.1188605,0.92634946,"('illogical', 'logical')",0.43847805,0.41013402,0.7786692,0.6682417,0.1104275
0,-1.0484921,-1.1010921,"('unsociable', 'sociable')",-0.6961245,-0.746556,-0.8723083,-0.9238241,0.0515158
36,1.043866,0.6280589,"('hostile', 'amicable')",0.40313596,0.08301032,0.723501,0.3555346,0.3679664
25,1.0245539,0.9427198,"('egoistic', 'altruistic')",1.4963053,1.4859989,1.2604296,1.2143593,0.0460703
48,1.0191586,0.80615544,"('unintelligent', 'intelligent')",0.7637296,0.74852073,0.8914441,0.7773381,0.114106
75,-0.9791335,-1.1745188,"('meek', 'impulsive')",-0.11531196,-0.26561886,-0.5472227,-0.7200688,0.1728461
3,-0.97837704,-0.85083234,"('repellent', 'pleasant')",0.3523892,0.48311022,-0.3129939,-0.1838611,-0.1291328
46,-0.9652221,-0.8272852,"('uncompetitive', 'competitive')",-0.56568694,-0.4638193,-0.7654545,-0.6455522,-0.1199023
84,0.96365446,0.8428836,"('inferior', 'superior')",1.272027,1.2557309,1.1178408,1.0493072,0.0685336
58,0.95518637,0.81158227,"('undiscriminating', 'discriminating')",0.5833309,0.5523549,0.7692586,0.6819686,0.08729
31,0.91058475,0.72983265,"('evil', 'good')",-0.76788366,-0.73251235,0.0713505,-0.0013399,0.0726904
68,-0.9030146,-1.0443256,"('dependent', 'independent')",0.3280219,0.1911571,-0.2874963,-0.4265842,0.1390879
2,0.85503966,0.94565177,"('unlikable', 'likable')",0.46171182,0.4320649,0.6583757,0.6888583,-0.0304826
27,0.81208456,0.87053776,"('hardhearted', 'softhearted')",1.2353724,1.2534242,1.0237285,1.061981,-0.0382525
22,-0.78370494,-0.62862647,"('untrustworthy', 'trustworthy')",-0.9082882,-0.9070111,-0.8459966,-0.7678188,-0.0781778
62,-0.7563584,-0.4397983,"('incompetent', 'brilliant')",-0.18479073,0.12340501,-0.4705746,-0.1581966,-0.312378
29,-0.73837066,-0.90450066,"('unfair', 'fair')",-0.11072281,-0.17183112,-0.4245467,-0.5381659,0.1136192
43,-0.72264236,-0.5815263,"('irresponsible', 'responsible')",0.0061383806,0.15839687,-0.358252,-0.2115647,-0.1466873
86,0.66749793,0.36149994,"('uninfluential', 'influential')",-0.22203359,-0.29207572,0.2227322,0.0347121,0.1880201
66,-0.6394425,-0.53515756,"('inactive', 'active')",0.7412921,0.57114047,0.0509248,0.0179915,0.0329333
19,0.6348304,0.503175,"('inhospitable', 'hospitable')",0.5045306,0.41702205,0.5696805,0.4600985,0.109582
76,-0.59009033,-0.40688354,"('anxious', 'daring')",-0.09482811,-0.040770415,-0.3424592,-0.223827,-0.1186322
56,-0.55137384,-0.25431415,"('impractical', 'practical')",-0.80252796,-0.6794008,-0.6769509,-0.4668575,-0.2100934
78,0.548217,0.66801876,"('nonresilient', 'resilient')",0.49360484,0.6383405,0.5209109,0.6531796,-0.1322687
40,0.53566194,0.5695029,"('stingy', 'generous')",-1.5016248,-1.4259843,-0.4829814,-0.4282407,-0.0547407
49,0.5268787,0.31672454,"('unable', 'able')",0.0021386445,-0.015737372,0.2645087,0.1504936,0.1140151
50,-0.5110611,-0.49068755,"('clumsy', 'skillful')",-0.036192156,0.08090895,-0.2736266,-0.2048893,-0.0687373
12,0.50682044,0.7120599,"('unsupportive', 'supportive')",-1.8039773,-1.6652542,-0.6485784,-0.4765972,-0.1719812
32,-0.50409067,-0.4445727,"('unkind', 'kind')",0.31140795,0.4502558,-0.0963414,0.0028416,-0.099183
35,0.50175434,0.30584222,"('corrupt', 'incorrupt')",0.3378905,0.1037879,0.4198224,0.2048151,0.2150073
83,0.49040478,0.37447464,"('powerless', 'powerful')",-0.96885186,-1.0658016,-0.2392235,-0.3456635,0.10644
21,-0.48095202,-0.37999326,"('immoral', 'moral')",-0.6916503,-0.58440447,-0.5863011,-0.4821989,-0.1041022
67,-0.47926277,-0.46438548,"('doubtful', 'determined')",-0.82733357,-0.87955254,-0.6532981,-0.671969,0.0186709
38,-0.4581048,-0.24327983,"('untruthful', 'truthful')",0.33417416,0.3892435,-0.0619653,0.0729818,-0.1349471
57,-0.43062764,-0.28972852,"('unimaginative', 'imaginative')",-2.870239,-2.8167176,-1.6504333,-1.5532231,-0.0972102
18,0.42555523,0.43307176,"('disagreeable', 'welcoming')",-0.20098582,-0.2480428,0.1122847,0.0925145,0.0197702
28,-0.37580204,-0.46568286,"('disloyal', 'loyal')",0.58554494,0.64003444,0.1048715,0.0871758,0.0176957
20,0.3612146,0.43232685,"('rough', 'thoughtful')",1.1640248,1.2724336,0.7626197,0.8523803,-0.0897606
16,-0.3547313,-0.6451865,"('unpopular', 'popular')",0.82520753,0.7448096,0.2352381,0.0498116,0.1854265
60,-0.33467188,-0.3696579,"('inefficient', 'efficient')",0.11710079,0.09166734,-0.1087855,-0.1389953,0.0302098
82,-0.30870962,-0.27026367,"('poor', 'rich')",5.7964497,5.92995,2.74387,2.8298433,-0.0859733
73,0.3046522,0.40364966,"('helpless', 'self-reliant')",-3.1080964,-2.9329674,-1.4017221,-1.2646589,-0.1370632
11,-0.2967889,-0.27441406,"('unhelpful', 'helpful')",1.8719127,1.9308294,0.7875619,0.8282077,-0.0406458
77,-0.28371155,-0.37556806,"('unmotivated', 'motivated')",-0.91981715,-1.0142107,-0.6017643,-0.6948894,0.0931251
37,-0.27836788,-0.1190647,"('fake', 'genuine')",-0.04299894,0.15680866,-0.1606834,0.018872,-0.1795554
7,-0.26147017,-0.20232272,"('insensitive', 'sensitive')",0.5058369,0.6059948,0.1221834,0.201836,-0.0796526
63,0.25870007,0.42871693,"('unperceptive', 'insightful')",0.8854884,1.0394355,0.5720942,0.7340762,-0.161982
24,0.2505909,0.46029255,"('dishonest', 'honest')",0.5581917,0.6811657,0.4043913,0.5707291,-0.1663378
74,0.24007244,0.3993821,"('undedicated', 'dedicated')",-0.14646456,-0.0526069,0.0468039,0.1733876,-0.1265837
30,0.2240312,0.2804944,"('intolerant', 'tolerant')",0.8637441,0.7774458,0.5438876,0.5289701,0.0149175
87,0.18570003,0.27805683,"('unsuccessful', 'successful')",0.8628455,0.9591425,0.5242727,0.6185997,-0.094327
79,0.18223882,0.24695948,"('wavering', 'unwavering')",0.34569925,0.28901616,0.263969,0.2679878,-0.0040188
17,-0.17455864,-0.16258521,"('nasty', 'nice')",-0.0059591345,-0.07802641,-0.0902589,-0.1203058,0.0300469
41,-0.1739135,-0.02717033,"('unforgiving', 'forgiving')",-0.41477084,-0.3412997,-0.2943422,-0.184235,-0.1101072
72,0.13518529,0.30092716,"('unambitious', 'ambitious')",-1.4524857,-1.2848855,-0.6586502,-0.4919792,-0.166671
59,0.05699844,-0.018839024,"('foolish', 'wise')",0.2904185,0.20487367,0.1737085,0.0930173,0.0806912
88,-0.024343785,-0.14566602,"('low', 'eminent')",0.16793442,0.1516972,0.0717953,0.0030156,0.0687797
47,0.013470541,0.11924468,"('stupid', 'smart')",4.653661,4.7673073,2.3335657,2.4432759,-0.1097102
