,st_male,st_female,tuple,jude_male,jude_female,medical_male,medical_female,inc_male,inc_female,average_male,average_female,male-female
79,2.2218,2.2318442,"('wavering', 'unwavering')",3.1549437,3.1040893,-0.6049896,-0.5434894,0.36049962,0.3986999,1.2830634,1.297786,-0.0147226
41,2.1015496,1.3393193,"('unforgiving', 'forgiving')",1.1243773,0.4689508,1.5279802,1.5490249,0.11141907,-0.016459286,1.2163316,0.835209,0.3811226
73,1.4799945,1.7073414,"('helpless', 'self-reliant')",1.7097383,1.8913784,0.012380559,0.13266113,-3.2196476,-2.9975114,-0.0043836,0.1834674,-0.187851
35,1.4704326,1.7104173,"('corrupt', 'incorrupt')",2.8735754,3.123918,-1.5680698,-1.3214079,0.081613176,0.060163923,0.7143878,0.8932729,-0.1788851
60,-1.4388733,-1.6608189,"('inefficient', 'efficient')",-1.9594908,-2.4694898,0.5953965,0.36735037,-0.29961985,-0.41536444,-0.7756469,-1.0445807,0.2689338
55,-1.4336013,-1.690203,"('incompetent', 'clever')",-2.8083243,-3.1228576,-0.12622152,-0.3851329,-0.2517898,-0.27011108,-1.1549842,-1.3670762,0.212092
4,1.4244194,0.99617946,"('disliked', 'liked')",1.8536391,1.5078623,-0.057477504,-0.036874462,-6.836326,-6.670389,-0.9039363,-1.0508056,0.1468693
61,-1.4088492,-1.7095082,"('illogical', 'logical')",-0.6505607,-0.9253949,0.46779045,0.24111123,0.10419027,0.05295969,-0.3718573,-0.585208,0.2133507
10,-1.3980047,-1.7249287,"('unsympathetic', 'sympathetic')",-2.626241,-2.9171238,-0.15793341,-0.36442062,-0.41188118,-0.50077933,-1.148515,-1.3768131,0.2282981
46,-1.297088,-2.0338173,"('uncompetitive', 'competitive')",-2.0987325,-2.804647,0.05480818,-0.1656113,-0.9476144,-1.0702581,-1.0721567,-1.5185834,0.4464267
53,-1.2563777,-1.6685061,"('uncreative', 'creative')",-1.2487634,-1.3677518,-0.68642604,-0.56801736,0.7182548,0.79175097,-0.6183282,-0.7031311,0.0848029
48,-1.2077711,-1.37495,"('unintelligent', 'intelligent')",-1.5967499,-1.6694306,0.96349066,0.99333066,0.15937765,0.35283238,-0.4204132,-0.4245544,0.0041412
