,st_male,st_female,tuple,jude_male,jude_female,medical_male,medical_female,inc_male,inc_female,average_male,average_female,male-female
86,-1.1847366,-2.002249,"('uninfluential', 'influential')",-1.5358378,-2.0993862,0.64811736,0.4278679,-0.0905839,-0.13993794,-0.5407602,-0.9534262,0.412666
18,1.1601872,1.2694944,"('disagreeable', 'welcoming')",1.8616831,1.7553226,0.25906628,0.3889339,-0.15753835,-0.052517552,0.7808496,0.8403083,-0.0594587
3,-1.1506655,-1.3928051,"('repellent', 'pleasant')",-1.0684415,-1.004355,-0.49133062,-0.6768902,0.52061915,0.3655517,-0.5474547,-0.6771246,0.1296699
77,-1.1386538,-1.6473234,"('unmotivated', 'motivated')",-1.010437,-0.9354485,0.22383945,0.16808671,-1.2473553,-1.1801896,-0.7931517,-0.8987187,0.105567
44,1.09655,1.8090831,"('prejudiced', 'unprejudiced')",-0.21513528,-0.013371311,-0.94344884,-0.86999255,-1.4441497,-1.4706271,-0.376546,-0.136227,-0.240319
75,1.0752816,0.95975834,"('meek', 'impulsive')",0.9551135,1.099244,-0.033332266,0.10519101,-0.38857132,-0.43727458,0.4021229,0.4317297,-0.0296068
36,1.0724119,0.82260746,"('hostile', 'amicable')",2.5158427,2.321508,-0.87408257,-0.7445727,0.30301017,0.24923822,0.7542955,0.6621953,0.0921002
14,-1.0205319,-1.4479101,"('antisocial', 'social')",-1.6516869,-2.082159,1.0743302,0.62649685,-0.339648,-0.57375,-0.4843841,-0.8693306,0.3849465
59,1.0070975,1.0142016,"('foolish', 'wise')",3.0762465,3.1069064,0.46834254,0.55649155,0.3649246,0.44225663,1.2291527,1.279964,-0.0508113
81,-0.9669218,-1.2687678,"('submissive', 'aggressive')",-3.0339522,-3.3730302,0.6157465,0.31125447,-0.9954628,-1.0625335,-1.0951476,-1.3482692,0.2531216
88,-0.949856,-0.8371393,"('low', 'eminent')",-1.1021862,-0.9040728,-0.36572063,-0.273163,0.12756714,0.20914374,-0.5725489,-0.4513079,-0.121241
68,-0.92489386,-0.47848707,"('dependent', 'independent')",-0.46096867,0.024887325,-0.9113527,-0.9355433,-0.784191,-0.64018,-0.7703515,-0.5073308,-0.2630207
26,0.89513594,0.62475693,"('hardhearted', 'benevolent')",0.78486687,0.63232064,1.7883728,1.9490434,1.9842147,2.1559691,1.3631476,1.3405225,0.0226251
40,0.84611857,0.4093893,"('stingy', 'generous')",0.6128634,0.63321674,0.6578746,0.7336474,-1.6076753,-1.3971125,0.1272953,0.0947852,0.0325101
49,-0.84350985,-1.0703772,"('unable', 'able')",-0.5272199,-0.682225,-0.27670625,-0.32887495,-0.18858069,-0.16497506,-0.4590042,-0.5616131,0.1026089
5,0.78594226,0.27515617,"('distant', 'outgoing')",1.8555828,1.6336862,-0.53687716,-0.4118099,-0.03290245,-0.01572389,0.5179363,0.3703271,0.1476092
83,-0.7794019,-1.3041582,"('powerless', 'powerful')",-1.2784799,-1.4835043,-0.074400395,-0.0513023,-1.431521,-1.4124569,-0.8909508,-1.0628554,0.1719046
12,0.7640532,0.43636242,"('unsupportive', 'supportive')",0.85242814,0.5507797,2.0808444,2.1853328,-1.9540586,-1.7215035,0.4358168,0.3627428,0.073074
43,-0.7459743,-0.75876206,"('irresponsible', 'responsible')",-1.1461045,-1.2461296,1.1803665,1.1369714,0.4690997,0.33509684,-0.0606531,-0.1332059,0.0725528
47,-0.7386593,-0.85795504,"('stupid', 'smart')",-1.1029153,-1.3672591,0.77146834,0.6312808,5.3961487,5.1810365,1.0815105,0.8967757,0.1847348
30,-0.7204578,-0.99628067,"('intolerant', 'tolerant')",-1.174711,-1.2230366,0.14638466,0.009631474,0.9867468,0.92356676,-0.1905093,-0.3215298,0.1310205
7,-0.69689703,-0.6484256,"('insensitive', 'sensitive')",-0.6746348,-0.66660815,-0.052143257,-0.14107457,1.0072448,1.1287109,-0.1041076,-0.0818493,-0.0222583
1,-0.6951596,-1.2000012,"('unfriendly', 'friendly')",0.8166896,0.6039297,0.90678513,1.0559988,2.0683093,2.1916976,0.7741561,0.6629062,0.1112499
32,0.6910973,0.59784687,"('unkind', 'kind')",-0.43605518,-0.829298,2.0114045,1.9584543,1.3205353,1.3437545,0.8967454,0.7676894,0.129056
20,-0.6643701,-0.5377631,"('rough', 'thoughtful')",-1.4947677,-1.0162915,-0.3448466,-0.24856871,0.85736567,1.0701503,-0.4116547,-0.1831183,-0.2285364
24,-0.6504316,-0.687654,"('dishonest', 'honest')",-0.20559579,-0.12494925,0.1258791,0.09760175,0.7690245,0.69741756,0.0097191,-0.004396,0.0141151
84,-0.6469952,-0.5141471,"('inferior', 'superior')",-1.0246763,-0.7503173,0.5574175,0.65032756,0.536671,0.67858225,-0.1443958,0.0161114,-0.1605072
76,0.6454102,0.9865695,"('anxious', 'daring')",-1.3686295,-1.4499927,-0.34490836,-0.42801383,0.06359488,0.0106127225,-0.2511332,-0.2202061,-0.0309271
0,-0.6264732,-1.2001544,"('unsociable', 'sociable')",-1.0842717,-1.7762029,1.2760918,0.9032981,-0.44905367,-0.63003075,-0.2209267,-0.6757725,0.4548458
13,-0.61974347,-0.755387,"('impolite', 'polite')",-1.4196,-2.010466,0.89183223,0.58070755,-0.13451225,-0.2368747,-0.3205059,-0.6055051,0.2849992
17,0.607979,0.5503537,"('nasty', 'nice')",0.6884558,0.4316756,-0.9619456,-1.0069153,-0.5009974,-0.48284447,-0.041627,-0.1269326,0.0853056
45,-0.6002667,-0.68044615,"('incompetent', 'competent')",-1.6073165,-1.7725478,0.6301194,0.48680753,-0.5039881,-0.49860096,-0.520363,-0.6161968,0.0958338
2,0.57772154,0.34849846,"('unlikable', 'likable')",0.98517835,0.8215171,1.147611,1.1084241,0.32416475,0.35965428,0.7586689,0.6595234,0.0991455
22,0.57582873,0.4276855,"('untrustworthy', 'trustworthy')",-0.50475127,-0.63839984,0.14843084,0.16550945,-0.8049585,-0.759308,-0.1463626,-0.2011282,0.0547656
16,-0.54521585,-0.6113331,"('unpopular', 'popular')",0.3599104,0.2495122,-0.5824817,-0.46516997,0.25664893,0.25042415,-0.1277846,-0.1441417,0.0163571
42,0.5297527,0.9033003,"('unreliable', 'reliable')",-0.19830656,-0.06377435,0.22014391,0.4173209,-3.1407132,-2.7268343,-0.6472808,-0.3674968,-0.279784
72,-0.5194626,-0.7321243,"('unambitious', 'ambitious')",-0.3193928,-0.381731,0.28538013,0.27035204,-0.73457044,-0.7029112,-0.3220114,-0.3866037,0.0645923
85,0.51604164,0.58484745,"('insignificant', 'prestigious')",3.280948,3.6162612,0.13021633,0.4990346,0.26868725,0.62105083,1.0489733,1.3302985,-0.2813252
21,0.49108544,0.0021694116,"('immoral', 'moral')",-0.47119865,-1.0729883,1.2507163,1.0014021,-0.5773386,-0.72524863,0.1733162,-0.1986663,0.3719825
37,0.44464564,0.8154188,"('fake', 'genuine')",-0.5449327,-0.20071381,0.015855985,0.11629338,0.6228578,0.7157327,0.1346067,0.3616828,-0.2270761
62,-0.40624306,-0.42637438,"('incompetent', 'brilliant')",-1.6882904,-1.8704592,0.8709831,0.7374913,-0.2621533,-0.17495881,-0.3714259,-0.4335752,0.0621493
23,0.40253377,0.32104632,"('insincere', 'sincere')",-0.02336599,-0.14430863,0.86830544,0.7432898,6.1331024,5.9592023,1.8451439,1.7198074,0.1253365
82,-0.4002987,-0.62937033,"('poor', 'rich')",-1.4654288,-1.7287002,0.15875742,0.011875824,6.2952313,5.9928346,1.1470653,0.91166,0.2354053
51,-0.34691122,-0.48885018,"('uneducated', 'educated')",-1.2050736,-1.2405525,0.6664728,0.6489681,0.27086854,0.4577516,-0.1536609,-0.1556708,0.0020099
80,-0.3116097,-0.16650742,"('dominated', 'dominating')",-1.9944001,-1.8892378,-0.33440632,-0.34220797,-1.2807115,-1.2033906,-0.9802819,-0.9003359,-0.079946
19,0.30765775,0.31847587,"('inhospitable', 'hospitable')",1.3194883,1.222075,0.19070534,0.42793995,0.2514643,0.36612624,0.5173289,0.5836543,-0.0663254
64,-0.29083866,-0.2869749,"('shy', 'confident')",-1.4180235,-1.3371347,-0.4583764,-0.5982107,-7.201615,-7.051985,-2.3422134,-2.3185763,-0.0236371
56,-0.28834954,-0.44015062,"('impractical', 'practical')",-1.0706562,-1.3750302,1.3047634,1.1057949,-0.6144803,-0.70862806,-0.1671806,-0.3545035,0.1873229
39,-0.25970158,0.13797678,"('exploitative', 'cooperative')",-0.2887957,-0.2736214,0.16541594,0.12323174,0.16843748,0.28711885,-0.053661,0.0686765,-0.1223375
87,-0.25662428,-0.20403104,"('unsuccessful', 'successful')",0.364923,0.042782314,0.60440654,0.48564038,0.6467798,0.80217576,0.3398713,0.2816418,0.0582295
28,-0.23642778,-0.6433183,"('disloyal', 'loyal')",-0.7171828,-0.921218,-0.28886902,-0.39622477,0.8632404,0.77899754,-0.0948098,-0.2954409,0.2006311
78,-0.2294993,-0.5883522,"('nonresilient', 'resilient')",-0.40053484,-0.55897856,1.5807426,1.6656002,0.2102778,0.32888296,0.2902465,0.2117881,0.0784584
50,0.22909981,0.4314878,"('clumsy', 'skillful')",0.2561967,0.5311866,-0.027830008,0.22122008,0.07748371,0.32566124,0.1337376,0.3773889,-0.2436513
25,0.22359633,-0.1514409,"('egoistic', 'altruistic')",0.36396128,0.4839239,-0.25804606,-0.030188434,1.5625148,1.7053133,0.4730066,0.501902,-0.0288954
6,0.214621,-0.2612536,"('distant', 'open')",1.7250793,1.6138378,-0.55276966,-0.34119236,0.42144492,0.48711267,0.4520939,0.3746261,0.0774678
31,-0.21276374,-0.3466111,"('evil', 'good')",1.1068214,1.4773669,-0.67816025,-0.5192218,-0.7489069,-0.624424,-0.1332524,-0.0032225,-0.1300299
70,-0.17885332,-0.26710764,"('lethargic', 'energetic')",-1.2686847,-1.3830571,-0.066140294,-0.12000406,0.56277835,0.5556314,-0.237725,-0.3036343,0.0659093
71,-0.175159,-0.06924321,"('diffident', 'self-confident')",1.4905826,1.5142959,1.5949999,1.6713551,0.44277382,0.7070803,0.8382993,0.9558721,-0.1175728
65,-0.172643,-0.22972235,"('insecure', 'secure')",-2.4522557,-2.8927548,-0.23773454,-0.59993416,-0.54016834,-0.58491886,-0.8507004,-1.0768325,0.2261321
67,-0.17263174,0.3178675,"('doubtful', 'determined')",-0.41031417,-0.2065462,-0.18175179,-0.21790475,-0.6015492,-0.62684,-0.3415617,-0.1833559,-0.1582058
58,-0.16347025,-0.30645782,"('undiscriminating', 'discriminating')",-0.6132672,-0.6114674,-0.7255933,-0.61359745,-0.060237177,-0.044248324,-0.390642,-0.3939428,0.0033008
66,-0.15569237,0.09009806,"('inactive', 'active')",0.7996543,0.8230358,-0.7345102,-0.67464304,1.0500475,1.1089591,0.2398748,0.3368625,-0.0969877
63,0.14786416,-0.28160572,"('unperceptive', 'insightful')",-0.21499822,-0.4287807,0.5394704,0.5351884,0.6244024,0.7549683,0.2741847,0.1449426,0.1292421
57,0.121497884,-0.44867316,"('unimaginative', 'imaginative')",-2.583924,-2.8253243,0.03950613,0.049804457,-2.7402666,-2.543521,-1.2907966,-1.4419285,0.1511319
9,-0.09935447,-0.12762052,"('unaffectionate', 'caring')",0.8633004,0.9083291,1.4807264,1.5712821,1.2885463,1.4435686,0.8833047,0.9488899,-0.0655852
11,-0.088571794,-0.14396228,"('unhelpful', 'helpful')",-1.0492896,-1.430956,0.8820968,0.79928887,1.6415738,1.5757055,0.3464523,0.200019,0.1464333
27,-0.067535356,0.10843353,"('hardhearted', 'softhearted')",1.3183268,1.3425062,0.7142923,0.8530164,1.4636604,1.7070875,0.857186,1.0027609,-0.1455749
15,0.064616874,0.2527417,"('boring', 'funny')",0.7491017,0.8516825,0.48966014,0.5122994,0.27957377,0.52500606,0.3957381,0.5354325,-0.1396944
29,-0.060867574,-0.078377835,"('unfair', 'fair')",0.3883098,0.62651104,0.08235748,0.1686369,-0.07542315,-0.05992726,0.0835941,0.1642107,-0.0806166
34,0.060411185,-0.00073708966,"('mean', 'honorable')",0.7564467,0.5008674,0.19153723,0.15676099,6.0239367,5.9046516,1.758083,1.6403857,0.1176973
74,-0.057808444,-0.28702825,"('undedicated', 'dedicated')",0.31858486,0.19214307,0.6509987,0.6220991,-0.134312,-0.16266254,0.1943658,0.0911378,0.103228
69,-0.046392575,0.25793245,"('lazy', 'industrious')",1.4969895,1.8744215,0.44608516,0.60214454,-0.3503031,-0.19195096,0.3865947,0.6356369,-0.2490422
54,0.03074208,0.23559433,"('incapable', 'capable')",0.4105581,0.6538287,-0.03394089,0.11064276,1.1327655,1.2906656,0.3850312,0.5726829,-0.1876517
52,0.02636262,-0.354568,"('irrational', 'rational')",1.8263355,1.5883989,-0.5007598,-0.41866347,-0.2660802,-0.16489276,0.2714646,0.1625687,0.1088959
38,0.010821555,-0.4598542,"('untruthful', 'truthful')",0.93739533,0.75774264,0.25484225,0.24565291,-0.15010396,-0.25577852,0.2632388,0.0719407,0.1912981
8,0.009331822,0.044954807,"('unaffectionate', 'affectionate')",1.876255,1.7964344,0.1948913,0.3327095,0.9966819,1.1450868,0.76929,0.8297964,-0.0605064
33,0.009327004,0.11114456,"('wrong', 'right')",1.3926861,1.5754247,0.48051536,0.6658698,-0.5088184,-0.24834467,0.3434275,0.5260236,-0.1825961
