,bath_male,bath_female,tuple,&_male,&_female,body_male,body_female,works_male,works_female,inc_male,inc_female,average_male,average_female,male-female
26,2.2103271,2.0266209,"('hardhearted', 'benevolent')",1.655307,1.2690842,1.0284308,0.4680581,0.57218236,0.2592878,1.8281589,1.5839708,1.4588812,1.1214043,0.3374769
71,1.7273673,1.8715607,"('diffident', 'self-confident')",0.26997197,0.43719298,2.076903,1.8610257,-0.066250935,-0.08847817,0.37539428,0.31289715,0.8766772,0.8788397,-0.0021625
3,-1.6699722,-1.6071767,"('repellent', 'pleasant')",-0.7381592,-0.776853,-0.1797947,-0.12811098,0.32004157,0.5612244,0.40935862,0.47079447,-0.3717052,-0.2960243,-0.0756809
77,-1.6659808,-1.4099312,"('unmotivated', 'motivated')",-1.4213315,-1.391194,-0.85789305,-0.71142125,-0.16346905,-0.023250794,-1.1156203,-1.0639473,-1.0448588,-0.9199489,-0.1249099
73,1.5298519,1.4470496,"('helpless', 'self-reliant')",1.3313689,1.4014007,2.3232586,2.323346,0.29210937,0.3126045,-2.9512513,-3.1172814,0.5050676,0.4734238,0.0316438
8,1.3430296,1.4023572,"('unaffectionate', 'affectionate')",-0.7933257,-0.81390464,0.23494956,-0.07824981,-1.2108982,-1.4702418,0.832563,0.8935024,0.0812636,-0.0133073,0.0945709
9,1.316855,1.3640422,"('unaffectionate', 'caring')",-0.4155193,-0.48178723,0.7585302,0.42483154,-0.25067392,-0.3922477,1.2449644,1.3927473,0.5308312,0.4615172,0.069314
20,-1.3063369,-1.4172741,"('rough', 'thoughtful')",-0.27191183,-0.45449716,-0.025605273,-0.12343475,-0.18616584,-0.30745706,1.3270309,1.1631492,-0.0925978,-0.2279028,0.135305
15,1.3062143,1.45324,"('boring', 'funny')",0.6529608,0.5145153,1.0811592,1.0092049,-0.54948604,-0.6048866,0.4645282,0.36212504,0.5910752,0.5468397,0.0442355
74,1.2688967,0.9526931,"('undedicated', 'dedicated')",1.1141586,1.0113606,1.0199611,0.9813092,0.96431696,0.97442234,0.3678317,0.097584516,0.947033,0.803474,0.143559
6,1.2329174,1.3683509,"('distant', 'open')",0.3265374,0.8119659,1.0156647,0.85941505,-1.4727724,-1.5879711,0.5377691,0.5869669,0.3280232,0.4077455,-0.0797223
42,1.2307421,1.3861074,"('unreliable', 'reliable')",1.1627702,1.3799925,0.55152875,0.8558451,-0.44370866,-0.14214054,-2.3861237,-2.4903405,0.0230417,0.1978928,-0.1748511
1,1.1939101,1.2298914,"('unfriendly', 'friendly')",-0.1675383,-0.115770146,1.4438064,1.1110729,-0.13524954,-0.26729774,2.087177,1.9415808,0.8844212,0.7798954,0.1045258
68,-1.1874936,-1.2699437,"('dependent', 'independent')",-0.121697195,0.019399598,-0.84043956,-0.7017405,-0.7022494,-0.73720974,-0.38572985,-0.44854885,-0.6475219,-0.6276086,-0.0199133
85,1.1554341,1.132071,"('insignificant', 'prestigious')",0.60264075,0.5851258,1.8161923,1.5636541,-0.74713916,-1.1702206,0.48996133,0.29633868,0.6634179,0.4813938,0.1820241
84,1.1025501,1.0735347,"('inferior', 'superior')",0.3786939,0.40900785,1.1807349,1.209002,0.014249902,-0.0988439,0.76109713,0.5818381,0.6874652,0.6349078,0.0525574
12,1.0777476,1.0727186,"('unsupportive', 'supportive')",0.36647728,0.44981927,1.1192938,1.0866774,0.34235573,0.4475286,-1.6558497,-1.7498435,0.2500049,0.2613801,-0.0113752
10,-1.0679177,-1.1458747,"('unsympathetic', 'sympathetic')",-1.0694666,-1.4445705,-1.1865828,-1.3241459,0.06236792,0.16640303,-0.18825689,-0.14320895,-0.6899713,-0.7782794,0.0883081
56,1.062516,1.1558497,"('impractical', 'practical')",-0.19156337,-0.1778536,1.1455796,1.4346453,1.8162067,2.085985,-0.1987047,-0.08635214,0.7268068,0.8824549,-0.1556481
29,1.0453719,0.91915923,"('unfair', 'fair')",0.43269354,0.7132542,0.31023157,0.4041515,-1.0473166,-1.0383689,-0.31233203,-0.44313145,0.0857297,0.1110129,-0.0252832
