,nyse_male,nyse_female,tuple,euronext_male,euronext_female,average_male,average_female,male-female
36,2.9950562,4.119939,"('hostile', 'amicable')",1.8577571,2.5717266,2.4264066,3.3458328,-0.9194262
10,-2.7433,-3.000464,"('unsympathetic', 'sympathetic')",-2.5678575,-2.914792,-2.6555786,-2.957628,0.3020494
69,2.6470726,2.7901433,"('lazy', 'industrious')",1.4390941,1.8141985,2.0430832,2.3021708,-0.2590876
45,-2.4907022,-2.8388684,"('incompetent', 'competent')",-1.9985337,-2.355319,-2.2446179,-2.5970936,0.3524757
24,-2.3138402,-2.1438422,"('dishonest', 'honest')",-1.019378,-1.2510593,-1.666609,-1.6974508,0.0308418
48,-2.2955208,-2.5546446,"('unintelligent', 'intelligent')",-1.5953953,-1.9919133,-1.9454581,-2.273279,0.3278209
30,-2.2895799,-2.0948336,"('intolerant', 'tolerant')",-1.6396321,-1.6694255,-1.964606,-1.8821295,-0.0824765
55,-2.2220995,-2.700006,"('incompetent', 'clever')",-1.5328339,-2.0541441,-1.8774667,-2.3770752,0.4996085
66,2.1021688,2.2993402,"('inactive', 'active')",1.2983872,1.5736943,1.700278,1.9365172,-0.2362392
28,-2.0924838,-2.1820707,"('disloyal', 'loyal')",-0.894909,-1.2237563,-1.4936965,-1.7029135,0.209217
86,-1.9919639,-2.115706,"('uninfluential', 'influential')",-2.249827,-2.3868408,-2.1208954,-2.2512734,0.130378
38,-1.9402114,-1.3354566,"('untruthful', 'truthful')",-0.94035137,-0.81768095,-1.4402814,-1.0765688,-0.3637126
11,-1.9100643,-2.047612,"('unhelpful', 'helpful')",-0.6898802,-0.9714123,-1.2999723,-1.5095122,0.2095399
37,-1.8863926,-2.1332312,"('fake', 'genuine')",-0.7447074,-1.083986,-1.31555,-1.6086086,0.2930586
2,1.8519592,1.9543611,"('unlikable', 'likable')",0.74592817,1.0617243,1.2989438,1.5080427,-0.2090989
6,1.7989368,2.3013654,"('distant', 'open')",1.0136323,1.3441614,1.4062846,1.8227634,-0.4164788
13,-1.6991723,-1.864588,"('impolite', 'polite')",-1.4337752,-1.6559657,-1.5664737,-1.7602768,0.1938031
60,-1.6316595,-2.2012594,"('inefficient', 'efficient')",-1.6063715,-1.9394379,-1.6190155,-2.0703487,0.4513332
88,-1.6316187,-1.3221096,"('low', 'eminent')",-1.0871543,-0.9384655,-1.3593864,-1.1302875,-0.2290989
23,-1.6136477,-1.7154077,"('insincere', 'sincere')",0.94589525,0.39132738,-0.3338762,-0.6620402,0.328164
5,1.6048522,2.0326262,"('distant', 'outgoing')",0.5687735,0.9397248,1.0868129,1.4861755,-0.3993626
43,-1.5892704,-1.7631804,"('irresponsible', 'responsible')",-1.3436688,-1.5602233,-1.4664695,-1.6617019,0.1952324
62,-1.5675074,-2.136142,"('incompetent', 'brilliant')",-0.9301275,-1.326571,-1.2488174,-1.7313565,0.4825391
70,-1.5616488,-2.037235,"('lethargic', 'energetic')",-0.54773,-1.0756577,-1.0546894,-1.5564463,0.5017569
56,-1.5380452,-1.9960192,"('impractical', 'practical')",-1.0871536,-1.3601683,-1.3125994,-1.6780938,0.3654944
40,1.4664698,1.5233856,"('stingy', 'generous')",0.34729135,0.33328,0.9068806,0.9283328,-0.0214522
21,-1.399373,-1.6399947,"('immoral', 'moral')",-1.6256933,-1.7562025,-1.5125332,-1.6980987,0.1855655
51,-1.3933228,-1.7863604,"('uneducated', 'educated')",-1.5186769,-1.7498977,-1.4559999,-1.7681291,0.3121292
26,1.3492396,1.6346325,"('hardhearted', 'benevolent')",0.81575614,0.8611728,1.0824978,1.2479026,-0.1654048
35,1.34686,1.7526128,"('corrupt', 'incorrupt')",1.2038018,1.3496755,1.2753309,1.5511441,-0.2758132
81,-1.3033315,-2.0521789,"('submissive', 'aggressive')",-1.3367715,-1.8107972,-1.3200514,-1.931488,0.6114366
71,1.2853547,1.529648,"('diffident', 'self-confident')",1.1055804,1.2418541,1.1954676,1.385751,-0.1902834
68,-1.260559,-1.3796452,"('dependent', 'independent')",-0.9694556,-1.09927,-1.1150073,-1.2394576,0.1244503
15,1.2375791,1.5162125,"('boring', 'funny')",1.0161864,1.2266966,1.1268828,1.3714545,-0.2445717
25,1.1940259,1.4067781,"('egoistic', 'altruistic')",1.2958378,1.1293725,1.2449318,1.2680752,-0.0231434
52,1.1391273,1.8508688,"('irrational', 'rational')",0.8746028,1.1821516,1.006865,1.5165102,-0.5096452
