,nyse_male,nyse_female,tuple,euronext_male,euronext_female,average_male,average_female,male-female
7,-0.9941962,-1.2803446,"('insensitive', 'sensitive')",-0.6055219,-1.0436001,-0.799859,-1.1619723,0.3621133
72,-0.9261034,-0.96345365,"('unambitious', 'ambitious')",-0.35592192,-0.4569164,-0.6410127,-0.7101851,0.0691724
53,0.9231096,1.0074146,"('uncreative', 'creative')",-0.012408055,0.09584307,0.4553508,0.5516288,-0.096278
85,0.9161855,1.9135329,"('insignificant', 'prestigious')",1.7211152,2.197532,1.3186504,2.0555325,-0.7368821
64,-0.89204484,-1.1999029,"('shy', 'confident')",-2.6072552,-2.549152,-1.74965,-1.8745275,0.1248775
12,-0.8735559,-0.64627045,"('unsupportive', 'supportive')",-1.3335329,-1.3515146,-1.1035445,-0.9988925,-0.104652
0,-0.8665614,-0.9782781,"('unsociable', 'sociable')",-1.7899568,-1.9572535,-1.3282591,-1.4677658,0.1395067
31,0.83653617,1.7618103,"('evil', 'good')",0.7878224,1.2040219,0.8121793,1.4829161,-0.6707368
46,-0.8211764,-1.4417659,"('uncompetitive', 'competitive')",-1.6258762,-1.8466246,-1.2235262,-1.6441953,0.4206691
75,0.81908214,1.2066015,"('meek', 'impulsive')",0.8002421,1.1960938,0.8096621,1.2013476,-0.3916855
39,0.7805384,0.58631045,"('exploitative', 'cooperative')",0.700604,0.46278888,0.7405712,0.5245497,0.2160215
63,-0.77830005,-0.74649316,"('unperceptive', 'insightful')",-0.5738731,-0.76977193,-0.6760865,-0.7581326,0.0820461
41,-0.77792174,-0.18468322,"('unforgiving', 'forgiving')",-0.708703,-0.5295598,-0.7433124,-0.3571215,-0.3861909
44,0.7054238,0.56507593,"('prejudiced', 'unprejudiced')",0.40588456,0.6601925,0.5556542,0.6126342,-0.05698
49,-0.69738215,-0.7792567,"('unable', 'able')",-0.5087012,-0.6302149,-0.6030416,-0.7047358,0.1016942
33,0.6950263,1.1574541,"('wrong', 'right')",0.77744806,0.8402014,0.7362372,0.9988278,-0.2625906
32,-0.68252087,-0.7453011,"('unkind', 'kind')",-0.66791266,-0.7763639,-0.6752168,-0.7608325,0.0856157
22,-0.6773312,-1.0591227,"('untrustworthy', 'trustworthy')",-1.2795814,-1.5888398,-0.9784563,-1.3239813,0.345525
83,0.64087963,0.6328415,"('powerless', 'powerful')",0.10091002,0.2602406,0.3708948,0.4465411,-0.0756463
76,-0.63954705,-1.1418128,"('anxious', 'daring')",-0.67646736,-0.8231209,-0.6580072,-0.9824668,0.3244596
67,-0.63926953,-0.62978864,"('doubtful', 'determined')",-0.3894336,-0.25694025,-0.5143515,-0.4433644,-0.0709871
74,-0.63507456,-0.8808501,"('undedicated', 'dedicated')",-0.48068416,-0.6051853,-0.5578793,-0.7430177,0.1851384
18,0.5876345,1.1860963,"('disagreeable', 'welcoming')",-0.41554987,-0.030106943,0.0860423,0.5779947,-0.4919524
3,-0.5452278,-0.98870397,"('repellent', 'pleasant')",-0.26322854,-0.50129515,-0.4042282,-0.7449995,0.3407713
42,0.50551176,0.28211436,"('unreliable', 'reliable')",-0.8195735,-0.98257506,-0.1570309,-0.3502303,0.1931994
17,-0.49965623,-0.3553791,"('nasty', 'nice')",-0.7709147,-0.48233032,-0.6352854,-0.4188547,-0.2164307
61,-0.49286607,-0.47576413,"('illogical', 'logical')",-0.4757134,-0.6149422,-0.4842897,-0.5453532,0.0610635
50,-0.48638356,-0.46326834,"('clumsy', 'skillful')",-0.022976702,-0.039649345,-0.2546801,-0.2514589,-0.0032212
54,0.4657693,0.49384895,"('incapable', 'capable')",0.8376726,0.83916503,0.6517209,0.666507,-0.0147861
9,-0.45305496,-0.054069094,"('unaffectionate', 'caring')",-0.10639127,-0.19422987,-0.2797231,-0.1241495,-0.1555736
82,-0.44543537,-0.73342556,"('poor', 'rich')",1.1594208,0.8203143,0.3569927,0.0434444,0.3135483
1,0.42336968,1.0661664,"('unfriendly', 'friendly')",0.6516484,0.6945655,0.537509,0.880366,-0.342857
19,-0.41439503,0.11342975,"('inhospitable', 'hospitable')",-0.3299691,-0.053421974,-0.3721821,0.0300039,-0.402186
87,0.40463603,0.20057575,"('unsuccessful', 'successful')",-0.11224213,-0.066872396,0.1461969,0.0668517,0.0793452
34,0.3928525,0.7141258,"('mean', 'honorable')",2.0485907,2.0035324,1.2207216,1.3588291,-0.1381075
4,-0.3877899,0.08452967,"('disliked', 'liked')",-2.4032786,-1.8580282,-1.3955343,-0.8867493,-0.508785
57,-0.38139665,-0.5997449,"('unimaginative', 'imaginative')",-1.9525526,-1.939291,-1.1669745,-1.2695179,0.1025434
8,-0.3707001,0.26255232,"('unaffectionate', 'affectionate')",0.054225005,0.08884293,-0.1582375,0.1756976,-0.3339351
73,0.34488478,0.6336784,"('helpless', 'self-reliant')",-0.74645543,-0.5740371,-0.2007853,0.0298207,-0.230606
29,-0.25352293,-0.36291766,"('unfair', 'fair')",0.0087429285,-0.20624235,-0.12239,-0.28458,0.16219
27,0.17525822,0.1506607,"('hardhearted', 'softhearted')",0.45741275,0.01369947,0.3163355,0.0821801,0.2341554
80,-0.14906427,-1.0018177,"('dominated', 'dominating')",-0.3452066,-0.7052458,-0.2471354,-0.8535317,0.6063963
58,0.12141687,0.48380524,"('undiscriminating', 'discriminating')",-0.5812267,-0.43665695,-0.2299049,0.0235741,-0.253479
65,-0.11838812,-0.8764813,"('insecure', 'secure')",-0.5807035,-1.1465739,-0.3495458,-1.0115275,0.6619817
78,0.11802511,-0.055805556,"('nonresilient', 'resilient')",-0.31886798,-0.3622061,-0.1004214,-0.2090058,0.1085844
14,-0.115889505,-0.7629459,"('antisocial', 'social')",-0.95545,-1.1806175,-0.5356697,-0.9717817,0.436112
77,-0.113148056,-0.4398218,"('unmotivated', 'motivated')",-0.68355244,-0.70002145,-0.3983502,-0.5699216,0.1715714
59,-0.075312376,0.16276821,"('foolish', 'wise')",0.50172955,0.43343928,0.2132086,0.2981037,-0.0848951
16,0.06844266,0.4671944,"('unpopular', 'popular')",-0.3094599,-0.0693026,-0.1205086,0.1989459,-0.3194545
84,0.053274546,-0.08119609,"('inferior', 'superior')",0.33234257,0.2669855,0.1928086,0.0928947,0.0999139
47,-0.038002245,-0.11591147,"('stupid', 'smart')",1.4517971,1.2181286,0.7068974,0.5511085,0.1557889
79,-0.03331845,0.46191034,"('wavering', 'unwavering')",0.4273458,0.70825374,0.1970137,0.5850821,-0.3880684
20,0.018253298,-0.34055695,"('rough', 'thoughtful')",0.32915145,0.06926334,0.1737024,-0.1356468,0.3093492
