,adobe_male,adobe_female,tuple,inc_male,inc_female,average_male,average_female,male-female
53,2.4931304,2.5046296,"('uncreative', 'creative')",0.8982399,0.8428986,1.6956851,1.6737641,0.021921
64,-2.1818066,-2.2344592,"('shy', 'confident')",-6.3059945,-6.214902,-4.2439003,-4.2246804,-0.0192199
1,2.1449144,2.1201332,"('unfriendly', 'friendly')",1.6568924,1.3884987,1.9009035,1.7543159,0.1465876
80,-2.1274302,-2.164995,"('dominated', 'dominating')",-1.658289,-1.7037883,-1.8928596,-1.9343916,0.041532
26,1.9606049,1.8804822,"('hardhearted', 'benevolent')",1.4968576,1.3670151,1.7287313,1.6237487,0.1049826
6,1.7666208,1.6554188,"('distant', 'open')",0.22919346,0.12912557,0.9979071,0.8922722,0.1056349
85,1.7145888,1.6559995,"('insignificant', 'prestigious')",0.686869,0.5213619,1.2007289,1.0886807,0.1120482
54,1.6085081,1.500492,"('incapable', 'capable')",1.1213456,1.1420019,1.3649268,1.3212469,0.0436799
34,1.5991975,1.5058417,"('mean', 'honorable')",6.081821,6.169579,3.8405092,3.8377104,0.0027988
44,-1.5880774,-1.6935949,"('prejudiced', 'unprejudiced')",-1.3369471,-1.232738,-1.4625123,-1.4631665,0.0006542
5,1.520555,1.4394357,"('distant', 'outgoing')",-0.18448253,-0.21453384,0.6680362,0.612451,0.0555852
4,-1.5089853,-1.4356686,"('disliked', 'liked')",-6.7500625,-6.6832504,-4.1295238,-4.0594597,-0.0700641
23,1.499557,1.5040964,"('insincere', 'sincere')",5.7626686,5.7990456,3.6311128,3.651571,-0.0204582
9,1.4619162,1.3275058,"('unaffectionate', 'caring')",0.6967056,0.6482209,1.0793109,0.9878634,0.0914475
39,1.4231474,1.4332942,"('exploitative', 'cooperative')",0.25387555,0.24480958,0.8385115,0.8390519,-0.0005404
13,-1.417222,-1.453526,"('impolite', 'polite')",-0.66990787,-0.66173524,-1.0435649,-1.0576307,0.0140658
15,1.4162326,1.19608,"('boring', 'funny')",0.14968242,-0.051209785,0.7829575,0.5724351,0.2105224
65,-1.404942,-1.2612844,"('insecure', 'secure')",-0.46037996,-0.3876205,-0.932661,-0.8244524,-0.1082086
45,-1.3896316,-1.331927,"('incompetent', 'competent')",-0.6041503,-0.60586613,-0.996891,-0.9688965,-0.0279945
81,-1.3843234,-1.3600088,"('submissive', 'aggressive')",-1.2760506,-1.1641593,-1.330187,-1.262084,-0.068103
61,1.3374043,1.2597207,"('illogical', 'logical')",0.70276123,0.45308757,1.0200827,0.8564041,0.1636786
75,-1.2561969,-1.0625122,"('meek', 'impulsive')",-0.55926985,-0.3445691,-0.9077333,-0.7035406,-0.2041927
51,-1.2139134,-1.17545,"('uneducated', 'educated')",0.60331905,0.47458988,-0.3052972,-0.35043,0.0451328
33,1.2113001,1.0313646,"('wrong', 'right')",-0.5654376,-0.70696276,0.3229313,0.1622009,0.1607304
14,-1.1486816,-1.0877522,"('antisocial', 'social')",-0.7572823,-0.701419,-0.9529819,-0.8945856,-0.0583963
71,1.0832815,1.024832,"('diffident', 'self-confident')",0.51401603,0.45176846,0.7986488,0.7383002,0.0603486
58,0.9860682,1.0143892,"('undiscriminating', 'discriminating')",0.5537223,0.39533216,0.7698953,0.7048607,0.0650346
48,0.9741303,0.9075537,"('unintelligent', 'intelligent')",0.7423244,0.6557074,0.8582274,0.7816305,0.0765969
27,0.9466151,0.7630356,"('hardhearted', 'softhearted')",1.5242425,1.1957654,1.2354288,0.9794005,0.2560283
84,0.94627434,0.9562804,"('inferior', 'superior')",1.2212268,1.2412465,1.0837506,1.0987635,-0.0150129
69,0.87876964,0.7270014,"('lazy', 'industrious')",-0.67898333,-0.605139,0.0998932,0.0609312,0.038962
2,0.87335926,1.0074569,"('unlikable', 'likable')",0.46667215,0.5332125,0.6700157,0.7703347,-0.100319
12,0.85122293,0.8394484,"('unsupportive', 'supportive')",-1.8140799,-1.7944686,-0.4814285,-0.4775101,-0.0039184
55,-0.81654936,-0.75101215,"('incompetent', 'clever')",0.09014039,0.08582179,-0.3632045,-0.3325952,-0.0306093
20,0.8067669,0.7353016,"('rough', 'thoughtful')",1.43898,1.2532488,1.1228734,0.9942752,0.1285982
42,-0.7895818,-0.7867,"('unreliable', 'reliable')",-3.0362604,-3.11197,-1.9129211,-1.949335,0.0364139
68,-0.7707301,-0.8897624,"('dependent', 'independent')",0.012977721,-0.08753448,-0.3788762,-0.4886484,0.1097722
29,-0.7519982,-0.74794173,"('unfair', 'fair')",-0.13173963,-0.32482427,-0.4418689,-0.536383,0.0945141
78,0.7472068,0.76707107,"('nonresilient', 'resilient')",0.35364196,0.31410158,0.5504244,0.5405864,0.009838
8,0.72811276,0.6364622,"('unaffectionate', 'affectionate')",0.3545136,0.20858604,0.5413132,0.4225241,0.1187891
3,-0.7181662,-0.6155379,"('repellent', 'pleasant')",0.4065094,0.41204455,-0.1558284,-0.1017467,-0.0540817
86,0.7164671,0.6958549,"('uninfluential', 'influential')",-0.059533678,-0.17867094,0.3284667,0.258592,0.0698747
52,0.69406635,0.61740464,"('irrational', 'rational')",-0.17167202,-0.45057708,0.2611971,0.0834138,0.1777833
16,-0.6864623,-0.3826084,"('unpopular', 'popular')",0.7762478,0.7857525,0.0448928,0.201572,-0.1566792
24,0.684498,0.701179,"('dishonest', 'honest')",0.6534535,0.6837494,0.6689758,0.6924642,-0.0234884
63,0.6517185,0.5822092,"('unperceptive', 'insightful')",0.9659181,0.92963475,0.8088183,0.755922,0.0528963
40,0.64576757,0.7537827,"('stingy', 'generous')",-1.6131036,-1.7762642,-0.483668,-0.5112407,0.0275727
0,-0.6259664,-0.756653,"('unsociable', 'sociable')",-0.37753198,-0.46139503,-0.5017492,-0.609024,0.1072748
82,-0.6258785,-0.3391325,"('poor', 'rich')",5.701306,5.977991,2.5377138,2.8194294,-0.2817156
25,0.5530802,0.44236884,"('egoistic', 'altruistic')",1.401235,1.3321959,0.9771576,0.8872824,0.0898752
10,-0.5404523,-0.55126053,"('unsympathetic', 'sympathetic')",-0.22349973,-0.32775715,-0.381976,-0.4395089,0.0575329
83,0.52423865,0.58684826,"('powerless', 'powerful')",-0.863844,-0.8087156,-0.1698027,-0.1109337,-0.058869
31,0.51907915,0.5219184,"('evil', 'good')",-0.7052607,-1.0242763,-0.0930908,-0.2511789,0.1580881
74,0.51103765,0.60843605,"('undedicated', 'dedicated')",0.06609708,0.05188762,0.2885674,0.3301618,-0.0415944
30,0.50731796,0.5281811,"('intolerant', 'tolerant')",0.95537037,1.0174996,0.7313442,0.7728403,-0.0414961
70,-0.5038461,-0.40122584,"('lethargic', 'energetic')",0.5427625,0.66914296,0.0194582,0.1339586,-0.1145004
87,0.50301456,0.39910692,"('unsuccessful', 'successful')",0.93918145,0.884457,0.721098,0.6417819,0.0793161
32,-0.49933356,-0.46181437,"('unkind', 'kind')",0.40765506,0.3254545,-0.0458393,-0.0681799,0.0223406
18,0.4914608,0.39959627,"('disagreeable', 'welcoming')",-0.17241481,-0.2884578,0.159523,0.0555692,0.1039538
