,international_male,international_female,tuple,business_male,business_female,machs_male,machs_female,cor_male,cor_female,average_male,average_female,male-female
2,1.8072572,2.0592623,"('unlikable', 'likable')",2.037627,2.04498,0.4813123,0.8646366,0.932875,1.1596082,1.314768,1.5321218,-0.2173538
87,1.7149445,1.74439,"('unsuccessful', 'successful')",2.154671,2.171668,0.541519,0.39521053,0.70606434,0.7145616,1.2792997,1.2564576,0.0228421
14,1.6249888,1.7180746,"('antisocial', 'social')",2.729064,2.7245705,1.731203,1.7167121,1.0129032,1.17712,1.7745397,1.8341193,-0.0595796
63,1.611732,1.5206203,"('unperceptive', 'insightful')",1.0303538,1.0609905,1.008522,1.0965861,0.15450929,0.38589466,0.9512793,1.0160229,-0.0647436
56,1.5937457,2.2059364,"('impractical', 'practical')",2.423902,2.7905216,1.6546631,1.8029583,0.31244418,0.68978745,1.4961888,1.872301,-0.3761122
62,1.5875226,1.7045355,"('incompetent', 'brilliant')",2.7338803,2.7279403,1.4175143,1.3874245,0.5687141,0.68041164,1.5769079,1.6250781,-0.0481702
31,-1.4991882,-1.8046454,"('evil', 'good')",-2.9370134,-2.9632857,-2.0782938,-1.7527678,-2.1355588,-2.2340715,-2.1625135,-2.1886926,0.0261791
81,1.483129,1.7178096,"('submissive', 'aggressive')",3.0788088,2.9940476,1.6235597,1.6043682,0.6453244,0.88980216,1.7077054,1.8015069,-0.0938015
51,1.3924901,1.6466773,"('uneducated', 'educated')",1.2502829,1.1662296,0.66521984,0.7632844,0.121194944,0.358257,0.8572969,0.9836121,-0.1263152
76,1.2753679,1.7207425,"('anxious', 'daring')",1.8486911,1.9452925,1.0245854,1.1011342,0.59630245,0.8828932,1.1862367,1.4125155,-0.2262788
80,1.2732372,1.2809446,"('dominated', 'dominating')",1.7887777,1.704914,1.2858734,1.0667013,0.5235988,0.4210233,1.2178718,1.1183958,0.099476
69,1.241061,1.2020627,"('lazy', 'industrious')",-0.7102668,-0.6909607,-0.7278879,-0.81348217,-0.5340119,-0.84003097,-0.1827764,-0.2856028,0.1028264
27,-1.2335672,-1.1970098,"('hardhearted', 'softhearted')",-1.9323827,-2.0296018,-1.3108377,-1.1901158,0.0318221,-0.024753977,-1.1112413,-1.1103704,-0.0008709
29,-1.2295053,-1.1481467,"('unfair', 'fair')",-1.3199127,-1.1820155,-1.0576073,-1.1517603,-1.2079165,-1.5137796,-1.2037354,-1.2489256,0.0451902
74,1.2151815,1.3940029,"('undedicated', 'dedicated')",1.3640748,1.281323,0.7315867,0.9845251,-0.23326464,0.026226992,0.7693946,0.9215195,-0.1521249
26,1.1719048,0.9223665,"('hardhearted', 'benevolent')",0.53900975,0.4570643,-0.36794293,-0.24725421,0.6032416,0.6218392,0.4865533,0.4385039,0.0480494
19,-1.1687005,-0.8064064,"('inhospitable', 'hospitable')",-0.7339903,-0.592648,-1.1307955,-0.83901256,-1.4737707,-1.1589946,-1.1268142,-0.8492653,-0.2775489
39,1.1580963,1.2329634,"('exploitative', 'cooperative')",1.6695808,1.391662,1.2429631,0.9204551,1.6739306,1.4682205,1.4361428,1.2533252,0.1828176
66,1.1216613,0.96562755,"('inactive', 'active')",-0.0047150925,0.01846302,-1.5209942,-1.6382562,-0.835418,-1.0133591,-0.3098665,-0.4168812,0.1070147
58,1.1036727,0.8322584,"('undiscriminating', 'discriminating')",0.98244476,0.9306105,-0.0049531087,-0.056335248,0.18898474,0.13362071,0.5675372,0.4600386,0.1074986
