,freeport_male,freeport_female,tuple,mcmoran_male,mcmoran_female,inc_male,inc_female,average_male,average_female,male-female
9,-1.1146028,-0.9667669,"('unaffectionate', 'caring')",-1.3062232,-1.1038783,1.4217833,1.3369471,-0.3330142,-0.244566,-0.0884482
14,1.0810629,1.0775745,"('antisocial', 'social')",-0.98307675,-0.89042777,-0.6628232,-0.85255104,-0.188279,-0.2218014,0.0335224
27,-1.0251329,-1.1264302,"('hardhearted', 'softhearted')",-0.40185788,-0.42931145,1.8686237,1.616777,0.147211,0.0203451,0.1268659
44,1.0224235,0.95046824,"('prejudiced', 'unprejudiced')",0.33073685,0.3321908,-1.5815933,-1.5230777,-0.0761443,-0.0801396,0.0039953
62,1.017851,0.9076451,"('incompetent', 'brilliant')",-1.2618304,-1.0083344,-0.1980383,-0.13167058,-0.1473392,-0.0774533,-0.0698859
64,1.0150234,1.0178167,"('shy', 'confident')",0.5203691,0.53473145,-6.4692836,-6.4001575,-1.6446304,-1.6158698,-0.0287606
38,-0.98229396,-0.84771717,"('untruthful', 'truthful')",-0.8214459,-0.6309407,-0.24699846,-0.02260888,-0.6835794,-0.5004222,-0.1831572
81,0.96505845,0.8455086,"('submissive', 'aggressive')",-0.26826358,-0.15760593,-1.1359668,-1.1421677,-0.1463906,-0.1514217,0.0050311
82,-0.9201678,-0.61887896,"('poor', 'rich')",-0.24363998,0.110831305,5.557506,5.784322,1.4645661,1.7587581,-0.294192
7,0.89794827,0.89703536,"('insensitive', 'sensitive')",-0.39795485,-0.3132097,1.0967543,0.8378603,0.5322493,0.4738953,0.058354
25,-0.89587533,-0.8444864,"('egoistic', 'altruistic')",-0.44089866,-0.22098212,1.7283667,1.6813083,0.1305309,0.2052799,-0.074749
67,0.868176,1.0668675,"('doubtful', 'determined')",0.91939175,1.0328832,-0.64771134,-0.6983732,0.3799521,0.4671258,-0.0871737
86,-0.86129755,-0.96808803,"('uninfluential', 'influential')",-1.8435396,-1.8095245,-0.06313908,-0.3995176,-0.9226588,-1.0590434,0.1363846
60,0.86127526,0.8355259,"('inefficient', 'efficient')",-1.4882551,-1.1599315,-0.13281566,-0.021392293,-0.2532652,-0.115266,-0.1379992
73,0.86051035,0.84561145,"('helpless', 'self-reliant')",1.5256747,1.3980837,-2.878848,-2.9020886,-0.164221,-0.2194645,0.0552435
78,-0.8023768,-1.070344,"('nonresilient', 'resilient')",-0.7323378,-0.837236,0.42939508,0.24168885,-0.3684398,-0.555297,0.1868572
21,0.79558414,0.78043914,"('immoral', 'moral')",-0.8587013,-0.76344055,-0.82303584,-0.8383395,-0.2953843,-0.2737803,-0.021604
65,0.7487314,0.77886474,"('insecure', 'secure')",-0.70524555,-0.46328148,-0.44780958,-0.37352785,-0.1347746,-0.0193149,-0.1154597
56,0.7476444,0.9268814,"('impractical', 'practical')",-0.61370546,-0.41380894,-0.37344113,-0.28317744,-0.0798341,0.0766317,-0.1564658
76,0.7179688,0.861318,"('anxious', 'daring')",-0.49087992,-0.43766746,0.14149228,0.3211741,0.1228604,0.2482749,-0.1254145
75,-0.6565609,-0.7099567,"('meek', 'impulsive')",0.8115727,0.6497249,-0.5463618,-0.5283979,-0.13045,-0.1962099,0.0657599
72,-0.6549013,-0.55759263,"('unambitious', 'ambitious')",-1.2338452,-0.95492935,-0.8541157,-0.8574361,-0.9142874,-0.7899861,-0.1243013
37,0.6233337,0.5560789,"('fake', 'genuine')",0.3092804,0.26128954,0.78389496,0.70822203,0.5721697,0.5085301,0.0636396
12,-0.5812938,-0.5447015,"('unsupportive', 'supportive')",-0.74717504,-0.6872401,-1.4763424,-1.6367303,-0.9349371,-0.956224,0.0212869
17,-0.57017034,-0.62725705,"('nasty', 'nice')",-0.51068455,-0.50602394,-0.6531099,-0.6590925,-0.5779883,-0.5974578,0.0194695
18,-0.56996906,-0.34203616,"('disagreeable', 'welcoming')",-0.35076267,-0.112542704,-0.35598165,-0.30791217,-0.4255711,-0.2541637,-0.1714074
29,0.5228142,0.5025928,"('unfair', 'fair')",0.4138828,0.321126,-0.3371227,-0.32927814,0.1998581,0.1648135,0.0350446
43,0.48265234,0.6863703,"('irresponsible', 'responsible')",-0.6805244,-0.49889106,0.72978276,0.80409,0.1773036,0.3305231,-0.1532195
70,0.4818497,0.49069095,"('lethargic', 'energetic')",-0.21520206,-0.35540873,0.9524422,0.8299729,0.4063633,0.3217517,0.0846116
49,-0.48163378,-0.5692085,"('unable', 'able')",-1.1771685,-1.1708761,-0.529348,-0.72363055,-0.7293835,-0.8212384,0.0918549
28,-0.47721094,-0.30601558,"('disloyal', 'loyal')",-0.45393398,-0.20416151,0.94204324,1.053798,0.0036328,0.181207,-0.1775742
40,0.46753526,0.35397482,"('stingy', 'generous')",0.07444316,-0.07079928,-0.99526966,-1.2785743,-0.1510971,-0.3317996,0.1807025
58,-0.4653609,-0.61775845,"('undiscriminating', 'discriminating')",-1.2140219,-1.3656294,0.31869698,0.23175126,-0.4535619,-0.5838789,0.130317
88,-0.4475612,-0.40628612,"('low', 'eminent')",-0.45092052,-0.37069398,0.246169,0.4982672,-0.2174376,-0.0929043,-0.1245333
32,-0.43782514,-0.27997875,"('unkind', 'kind')",-0.99198985,-0.69583774,0.9468715,1.1179612,-0.1609812,0.0473816,-0.2083628
59,-0.4356157,-0.35682687,"('foolish', 'wise')",1.1723819,1.2072036,0.38319692,0.36603314,0.3733211,0.40547,-0.0321489
48,-0.42122576,-0.68705475,"('unintelligent', 'intelligent')",-1.5545956,-1.6139072,0.3872759,0.19504839,-0.5295151,-0.7019712,0.1724561
77,-0.419982,-0.5476836,"('unmotivated', 'motivated')",-1.1218851,-0.9803583,-1.2544488,-1.2957429,-0.9321052,-0.9412616,0.0091564
63,-0.41838706,-0.4326318,"('unperceptive', 'insightful')",-0.69202495,-0.7303631,1.0552629,0.81445634,-0.018383,-0.1161795,0.0977965
54,-0.41389924,-0.21130803,"('incapable', 'capable')",-0.48075658,-0.18715146,0.8009496,0.85994637,-0.0312354,0.153829,-0.1850644
55,0.39625567,0.24132097,"('incompetent', 'clever')",-1.2835075,-1.2650044,-0.04229846,-0.1008818,-0.3098501,-0.3748551,0.065005
2,0.39084774,0.5536211,"('unlikable', 'likable')",-0.07015218,0.18579113,0.49087286,0.63681847,0.2705228,0.4587436,-0.1882208
50,-0.37160534,-0.28292558,"('clumsy', 'skillful')",1.0768626,1.1087326,0.3203159,0.46716636,0.3418577,0.4309911,-0.0891334
10,-0.35270315,-0.33155614,"('unsympathetic', 'sympathetic')",-1.9558227,-1.8867054,0.03289605,0.03938993,-0.7585433,-0.7262905,-0.0322528
84,0.34733924,0.28324637,"('inferior', 'superior')",0.36027348,0.43939644,1.0896646,1.0231614,0.5990924,0.5819347,0.0171577
4,-0.32378963,-0.42118615,"('disliked', 'liked')",0.20257168,0.0056750793,-6.179996,-6.2809634,-2.1004046,-2.2321582,0.1317536
13,0.32332364,0.41723427,"('impolite', 'polite')",-0.6246891,-0.25614038,-0.46091467,-0.4974936,-0.2540934,-0.1121332,-0.1419602
57,-0.3091658,-0.46864423,"('unimaginative', 'imaginative')",-1.3320353,-1.5073124,-2.2869546,-2.4241166,-1.3093853,-1.466691,0.1573057
41,-0.30217525,-0.23607643,"('unforgiving', 'forgiving')",-1.0007402,-0.9639915,-0.03605561,-0.16114938,-0.4463237,-0.4537391,0.0074154
24,0.27599877,0.48766804,"('dishonest', 'honest')",-1.0655905,-0.8214343,0.68343824,0.8436257,-0.0353845,0.1699531,-0.2053376
0,-0.2634944,-0.30488896,"('unsociable', 'sociable')",-1.4144297,-1.3377028,-0.40331575,-0.5297388,-0.6937466,-0.7241101,0.0303635
30,0.2447227,0.28731376,"('intolerant', 'tolerant')",-0.57367426,-0.50243026,1.1303116,1.1596841,0.26712,0.3148559,-0.0477359
34,-0.23821613,-0.27851114,"('mean', 'honorable')",-0.7506039,-0.7355098,5.941656,5.943431,1.6509453,1.6431367,0.0078086
52,-0.23459652,-0.21789171,"('irrational', 'rational')",-0.4114538,-0.2470998,0.30587423,0.24032393,-0.113392,-0.0748892,-0.0385028
74,0.1994194,0.15011793,"('undedicated', 'dedicated')",0.34749064,0.20055243,0.46400726,0.4747281,0.3369724,0.2751328,0.0618396
3,0.17357545,0.073101565,"('repellent', 'pleasant')",-0.5155104,-0.75967085,0.08558518,0.019214932,-0.0854499,-0.2224514,0.1370015
47,-0.17047657,-0.16971141,"('stupid', 'smart')",-0.06468438,-0.08265056,5.0322423,5.052612,1.5990272,1.6000834,-0.0010562
61,0.16205218,0.1787851,"('illogical', 'logical')",-1.1952267,-1.0095464,0.43426973,0.36000872,-0.1996349,-0.1569175,-0.0427174
69,0.13508952,0.041138716,"('lazy', 'industrious')",1.4866792,1.3780841,-0.3215307,-0.5271138,0.4334127,0.2973697,0.136043
51,-0.1274589,-0.12088698,"('uneducated', 'educated')",-0.07755716,-0.1031667,0.16768482,0.10442965,-0.0124437,-0.0398747,0.027431
33,0.12696601,0.16534176,"('wrong', 'right')",0.8079612,0.88960195,-0.47573593,-0.54291856,0.1530638,0.170675,-0.0176112
15,-0.12231034,-0.04391857,"('boring', 'funny')",-0.21007302,-0.16315281,0.2487955,0.16194633,-0.0278626,-0.0150417,-0.0128209
11,-0.11903044,-0.08746539,"('unhelpful', 'helpful')",-1.0917317,-0.9836874,1.490149,1.6446072,0.093129,0.1911515,-0.0980225
46,0.11734286,0.03530906,"('uncompetitive', 'competitive')",-1.6590302,-1.6959103,-0.5784397,-0.55610275,-0.7067091,-0.7389013,0.0321922
26,0.10910408,0.045532357,"('hardhearted', 'benevolent')",-0.3368287,-0.33845174,2.033293,2.047326,0.6018561,0.5848022,0.0170539
45,0.10711454,-0.021358058,"('incompetent', 'competent')",-0.79499114,-0.8429488,-0.12080729,-0.24202909,-0.2695613,-0.3687787,0.0992174
68,0.094212934,0.08269028,"('dependent', 'independent')",0.15869634,0.07817266,-0.64687675,-0.7585788,-0.1313225,-0.1992386,0.0679161
87,0.06450464,-0.118160024,"('unsuccessful', 'successful')",-0.35991704,-0.37170193,0.46305317,0.25206602,0.0558802,-0.0792653,0.1351455
20,0.061874963,-0.32194206,"('rough', 'thoughtful')",-0.11934625,-0.35006806,1.3777038,1.3406942,0.4400775,0.2228947,0.2171828
83,-0.055628736,-0.30368716,"('powerless', 'powerful')",-1.0874772,-1.2446574,-0.9418408,-1.0068636,-0.6949823,-0.8517361,0.1567538
71,-0.05093155,-0.053162854,"('diffident', 'self-confident')",-0.24497038,-0.30467314,0.5442795,0.26751953,0.0827925,-0.0301055,0.112898
23,-0.028384242,0.15048729,"('insincere', 'sincere')",-1.1364416,-0.8211578,5.369341,5.590049,1.401505,1.6397928,-0.2382878
22,0.01963706,-0.100724064,"('untrustworthy', 'trustworthy')",0.11062968,-0.012444178,-0.7698485,-0.87014014,-0.2131939,-0.3277695,0.1145756
