,janus_male,janus_female,tuple,cap_male,cap_female,group_male,group_female,inc_male,inc_female,average_male,average_female,male-female
6,-2.8636158,-2.8047564,"('distant', 'open')",-3.106306,-3.3089907,-3.171812,-3.2386045,-0.67261106,-0.62089163,-2.4535863,-2.4933109,0.0397246
1,-2.4590402,-1.9797711,"('unfriendly', 'friendly')",-0.7288644,-0.7393338,-0.8976279,-0.69554114,1.4124233,1.4746267,-0.6682774,-0.4850049,-0.1832725
31,-2.2791035,-1.9344487,"('evil', 'good')",-2.3795702,-2.3256872,-2.449342,-2.448514,-1.8253907,-1.6703322,-2.2333517,-2.0947454,-0.1386063
5,-2.198592,-2.1468883,"('distant', 'outgoing')",-2.4233198,-2.5522387,-2.549209,-2.5980308,-0.93984306,-0.97713274,-2.027741,-2.0685728,0.0408318
53,-2.0266936,-1.6930414,"('uncreative', 'creative')",-1.5173763,-1.5286349,-0.28262112,-0.1644712,0.81917745,0.9900232,-0.7518784,-0.5990311,-0.1528473
9,-1.9019016,-1.6604651,"('unaffectionate', 'caring')",-1.0959309,-1.1420186,-0.555119,-0.5422748,0.87795615,0.9359754,-0.6687489,-0.6021957,-0.0665532
36,-1.7990669,-1.5213428,"('hostile', 'amicable')",-2.1971495,-2.268337,-2.0379984,-1.9397925,-0.18865262,0.006330196,-1.5557169,-1.4307855,-0.1249314
19,-1.7720968,-1.4773405,"('inhospitable', 'hospitable')",-2.1230147,-2.014854,-2.2496014,-2.0802546,-0.46927553,-0.39177063,-1.6534971,-1.4910549,-0.1624422
8,-1.6801071,-1.4237982,"('unaffectionate', 'affectionate')",-1.9677962,-1.8953353,-0.6905487,-0.6631882,0.20631555,0.32913977,-1.0330342,-0.9132955,-0.1197387
14,1.4741797,1.3158957,"('antisocial', 'social')",3.4432523,3.3316314,2.7969463,2.7404997,0.44629648,0.17027724,2.0401688,1.8895761,0.1505927
81,1.4131104,1.1671567,"('submissive', 'aggressive')",1.779006,1.7019422,2.4567397,2.5113297,-0.094283655,-0.17504372,1.3886431,1.3013462,0.0872969
85,-1.4105787,-1.2516012,"('insignificant', 'prestigious')",-2.5616288,-2.7719052,-1.5547392,-1.5690823,-0.0889082,-0.083671026,-1.4039638,-1.4190649,0.0151011
86,-1.3902225,-1.2151965,"('uninfluential', 'influential')",-0.26411942,-0.18012972,0.25448394,0.31422108,-0.2117267,-0.2788711,-0.4028962,-0.3399941,-0.0629021
39,1.362736,1.4923422,"('exploitative', 'cooperative')",2.3429816,2.6335735,1.5876355,1.6595143,0.21874548,0.2877719,1.3780247,1.5183004,-0.1402757
65,1.3431906,1.1011882,"('insecure', 'secure')",2.347907,2.2457418,1.7218933,1.5094291,0.31638423,0.14164005,1.4323438,1.2494998,0.182844
80,1.2803786,1.0966315,"('dominated', 'dominating')",1.6084472,1.5634888,1.5620159,1.5208526,-0.7728275,-0.922982,0.9195036,0.8144978,0.1050058
27,-1.2624297,-1.4088345,"('hardhearted', 'softhearted')",-1.4117898,-1.5379226,-0.6205038,-0.6715381,0.88484085,0.8841892,-0.6024706,-0.6835265,0.0810559
67,1.177339,1.1717432,"('doubtful', 'determined')",0.96545625,0.99834657,0.75137275,0.75405055,-0.37676758,-0.36990252,0.6293501,0.6385594,-0.0092093
38,-1.1693647,-0.9727298,"('untruthful', 'truthful')",-0.83435595,-1.031028,-1.2450912,-1.2155961,0.21164049,0.15372968,-0.7592928,-0.7664061,0.0071133
52,-1.1560721,-1.0398874,"('irrational', 'rational')",-1.878351,-1.8088942,-1.8434664,-2.028719,-0.39366996,-0.31402004,-1.3178899,-1.2978802,-0.0200097
55,1.1450427,1.0998251,"('incompetent', 'clever')",1.9913489,2.023203,2.241284,2.1811874,0.57214963,0.4243702,1.4874563,1.4321464,0.0553099
66,-1.1167564,-1.3369821,"('inactive', 'active')",-1.3533033,-1.6538451,-0.14269793,-0.1530673,0.30469042,0.35939133,-0.5770168,-0.6961257,0.1191089
21,1.1149638,1.3630517,"('immoral', 'moral')",1.5782375,1.7702466,1.3343202,1.4599217,-0.2173143,-0.28505102,0.9525518,1.0770423,-0.1244905
79,-1.068405,-1.1739314,"('wavering', 'unwavering')",-2.6865182,-2.860647,-2.6806154,-2.8853574,-0.391357,-0.44518355,-1.7067239,-1.8412799,0.134556
30,1.0631707,1.3211638,"('intolerant', 'tolerant')",1.95136,2.023712,1.2249495,1.2476395,1.4927227,1.4706359,1.4330506,1.5157878,-0.0827372
72,-0.99216205,-1.0268822,"('unambitious', 'ambitious')",0.383057,0.20463586,0.13316888,0.12642181,-0.8692317,-0.8510578,-0.336292,-0.3867206,0.0504286
78,-0.96757793,-1.0831573,"('nonresilient', 'resilient')",-0.31499717,-0.55508465,1.1751872,1.060881,0.2929176,0.2052979,0.0463824,-0.0930158,0.1393982
76,0.9025545,0.38810152,"('anxious', 'daring')",0.5063277,0.46723917,1.3917469,1.2501724,0.63986367,0.57408834,0.8601232,0.6699004,0.1902228
60,0.9022171,0.8470548,"('inefficient', 'efficient')",2.40315,2.4904897,2.5285547,2.587506,0.59832513,0.45158747,1.6080618,1.5941596,0.0139022
35,-0.86987305,-0.7145727,"('corrupt', 'incorrupt')",-2.431347,-2.340772,-2.5211747,-2.4248352,-0.84218496,-0.5633931,-1.6661448,-1.5108932,-0.1552516
29,-0.8695654,-0.56862545,"('unfair', 'fair')",-0.108529314,0.1098692,-0.26540697,-0.21336678,-0.5944134,-0.66201425,-0.4594788,-0.3335343,-0.1259445
40,-0.8602938,-0.7216948,"('stingy', 'generous')",-0.8523349,-0.9215804,-0.13992545,-0.23498525,-2.1181295,-2.1076488,-0.9926709,-0.9964774,0.0038065
2,0.8581075,0.76450425,"('unlikable', 'likable')",1.0853589,0.7543801,1.4599051,1.3552275,0.64223313,0.619623,1.0114012,0.8734337,0.1379675
57,-0.8441248,-0.89049584,"('unimaginative', 'imaginative')",-0.8635749,-0.8259098,0.07196839,0.09628605,-2.6357124,-2.53018,-1.067861,-1.0375749,-0.0302861
28,-0.8286342,-0.6974735,"('disloyal', 'loyal')",-0.3125921,-0.29534438,0.6019821,0.7023633,1.2943635,1.3765906,0.1887798,0.271534,-0.0827542
13,0.8120173,0.7160937,"('impolite', 'polite')",1.9967123,1.793425,0.5966048,0.6492087,0.39588562,0.34341788,0.950305,0.8755363,0.0747687
42,0.78405094,0.14513226,"('unreliable', 'reliable')",0.78530955,0.29312414,1.2193166,1.0477978,-3.2104762,-3.4405928,-0.1054497,-0.4886346,0.3831849
44,0.77952385,0.63958454,"('prejudiced', 'unprejudiced')",-0.27264982,-0.06835927,-0.13615657,-0.13198343,-1.4494208,-1.4647939,-0.2696759,-0.256388,-0.0132879
24,-0.7407957,-0.45663446,"('dishonest', 'honest')",-0.08226035,0.12064415,-0.3002454,-0.078915685,0.7000454,0.74797606,-0.105814,0.0832675,-0.1890815
4,-0.72768795,-0.77269125,"('disliked', 'liked')",-1.4684083,-1.6019876,-0.3843366,-0.5235185,-6.764378,-6.8452077,-2.3362026,-2.4358513,0.0996487
26,-0.7257426,-0.35948673,"('hardhearted', 'benevolent')",1.2623277,1.4691598,0.8257141,1.0250418,1.3759263,1.5521797,0.6845564,0.9217237,-0.2371673
56,0.71344954,0.631967,"('impractical', 'practical')",2.5694122,2.4881167,1.9411529,1.9510382,0.32035607,0.17607784,1.3860927,1.3118,0.0742927
61,-0.702145,-0.597031,"('illogical', 'logical')",0.12848412,0.086668,-0.32170916,-0.31718212,0.37306172,0.29826874,-0.1305771,-0.1323191,0.001742
25,-0.68287647,-0.48546764,"('egoistic', 'altruistic')",-1.1370322,-1.3464731,-0.43785945,-0.48975065,1.3148754,1.4550891,-0.2357232,-0.2166506,-0.0190726
62,0.6641941,0.63704675,"('incompetent', 'brilliant')",1.6929088,1.4554454,1.2505493,1.14383,0.5559904,0.31173965,1.0409106,0.8870154,0.1538952
77,-0.65466666,-0.5638274,"('unmotivated', 'motivated')",0.15644307,0.032090276,0.67216057,0.73468775,-1.0457282,-1.068931,-0.2179478,-0.2164951,-0.0014527
22,0.61247045,0.9197569,"('untrustworthy', 'trustworthy')",1.072533,1.0922714,1.5833726,1.802603,-0.4641977,-0.4743483,0.7010446,0.8350707,-0.1340261
54,-0.6101004,-0.79005384,"('incapable', 'capable')",0.72431684,0.40468916,-0.43576348,-0.46440637,1.2171496,1.1018327,0.2239006,0.0630154,0.1608852
58,-0.5914137,-0.61383426,"('undiscriminating', 'discriminating')",0.3534111,0.35571358,1.0400273,0.9294716,0.36301664,0.14957498,0.2912603,0.2052315,0.0860288
88,-0.5737197,-0.15656646,"('low', 'eminent')",-0.41546035,-0.32848352,-0.27193654,-0.052816827,0.556258,0.5904293,-0.1762146,0.0131406,-0.1893552
46,0.5630621,0.6745753,"('uncompetitive', 'competitive')",1.0300632,0.816536,2.478638,2.5742605,-0.06967996,-0.1180401,1.0005208,0.9868329,0.0136879
69,-0.56210744,-0.5826036,"('lazy', 'industrious')",-1.3912208,-1.4976496,-0.5336193,-0.56468564,-1.3231214,-1.244035,-0.9525173,-0.9722434,0.0197261
74,-0.54658544,-0.5901836,"('undedicated', 'dedicated')",0.483898,0.39086744,1.2569128,1.2705264,0.13765505,0.13848287,0.3329701,0.3024233,0.0305468
73,0.5348702,0.48667926,"('helpless', 'self-reliant')",0.39205045,0.49050054,-0.47484046,-0.47176954,-3.789415,-3.7195115,-0.8343337,-0.8035253,-0.0308084
47,0.5081689,0.46810466,"('stupid', 'smart')",1.5418754,1.4273646,0.94821876,0.94412863,5.840032,5.865057,2.2095737,2.1761637,0.03341
10,-0.47871515,-0.5570288,"('unsympathetic', 'sympathetic')",0.40267414,0.45265105,0.41103488,0.4872218,-0.07749985,-0.05968706,0.0643735,0.0807893,-0.0164158
16,-0.47634113,-0.5182036,"('unpopular', 'popular')",-0.9504374,-1.120967,-0.21767227,-0.28053242,0.55021936,0.48597908,-0.2735578,-0.358431,0.0848732
34,-0.46695125,-0.06958756,"('mean', 'honorable')",-0.24154286,-0.30076668,0.2309002,0.24448591,6.57833,6.5803127,1.525184,1.6136111,-0.0884271
11,0.44783264,0.5280121,"('unhelpful', 'helpful')",1.4078159,1.3467847,0.81535965,0.84474903,2.7495291,2.692339,1.3551342,1.3529712,0.002163
84,0.43108654,0.5725848,"('inferior', 'superior')",0.38374484,0.5821451,0.19422802,0.25961196,0.63414097,0.6869783,0.4108001,0.52533,-0.1145299
75,-0.42499688,-0.21869127,"('meek', 'impulsive')",-1.4532706,-1.5129241,-1.6403564,-1.5778234,-0.7001458,-0.6989572,-1.0546924,-1.002099,-0.0525934
41,-0.40153775,-0.20177262,"('unforgiving', 'forgiving')",0.65768284,0.68506134,1.0304447,1.0084944,0.33216953,0.28604212,0.4046898,0.4444563,-0.0397665
71,-0.34581685,-0.35628828,"('diffident', 'self-confident')",1.6276159,1.4767634,0.11585143,0.100149035,0.31851423,0.22769687,0.4290412,0.3620802,0.066961
51,-0.2938079,-0.2669076,"('uneducated', 'educated')",0.6566898,0.68341327,0.9052303,1.0043695,0.9244535,0.90596896,0.5481414,0.5817111,-0.0335697
37,0.2890001,0.19733499,"('fake', 'genuine')",-0.83366907,-0.7241791,-0.29408556,-0.18610734,0.14004622,0.26761973,-0.1746771,-0.1113329,-0.0633442
59,0.2834271,0.3030128,"('foolish', 'wise')",-0.57756567,-0.55591494,-1.9693192,-2.0402334,-0.16076005,-0.13144246,-0.6060544,-0.6061445,9.01e-05
87,0.27253622,0.14311154,"('unsuccessful', 'successful')",0.66061527,0.57991475,1.4386214,1.3900831,1.0410539,0.9404772,0.8532066,0.7633966,0.08981
3,-0.27207598,-0.094348654,"('repellent', 'pleasant')",-0.32283792,-0.32227492,0.98768944,1.2471515,0.6481062,0.5638413,0.2602204,0.3485923,-0.0883719
20,-0.2519776,0.23091176,"('rough', 'thoughtful')",0.07938704,0.3330043,1.4514718,1.6555378,0.90711373,1.0509732,0.5464988,0.8176067,-0.2711079
50,0.2452473,-0.097312525,"('clumsy', 'skillful')",-0.5101917,-0.75984055,0.048334766,-0.10269486,0.0920739,0.103861615,-0.0311339,-0.2139966,0.1828627
23,-0.23736598,-0.23229016,"('insincere', 'sincere')",0.96396667,0.8672092,0.9285486,0.963498,6.789835,6.6203814,2.1112461,2.0546997,0.0565464
7,-0.23548695,-0.4750452,"('insensitive', 'sensitive')",1.0811076,0.9396714,0.60577935,0.61101574,1.107117,0.9453536,0.6396292,0.5052489,0.1343803
82,-0.23415965,-0.14579493,"('poor', 'rich')",0.189738,0.09375621,0.48442402,0.645254,6.7328496,6.663,1.793213,1.8140539,-0.0208409
64,0.22475635,-0.13406612,"('shy', 'confident')",0.5560368,0.3714654,1.232372,1.1412684,-6.571454,-6.6953225,-1.1395721,-1.3291637,0.1895916
70,0.21405204,-0.08988825,"('lethargic', 'energetic')",0.8745853,0.68172795,1.1810651,1.2339771,1.1666622,1.0359682,0.8590912,0.7154462,0.143645
12,-0.21111366,-0.50958776,"('unsupportive', 'supportive')",0.6780705,0.2799444,0.71523046,0.55440533,-1.6783953,-1.794124,-0.124052,-0.3673405,0.2432885
49,-0.19943908,-0.059167758,"('unable', 'able')",-0.27979127,-0.34928036,-0.69404763,-0.63618004,-0.03603233,-0.08899592,-0.3023276,-0.283406,-0.0189216
45,-0.14873189,-0.18166474,"('incompetent', 'competent')",0.8910738,0.875678,0.9055443,0.875298,-0.09895582,-0.24474373,0.3872326,0.3311419,0.0560907
43,-0.14504324,-0.18427351,"('irresponsible', 'responsible')",1.5448662,1.3499608,1.3303924,1.2634016,1.0143822,0.8539953,0.9361494,0.8207711,0.1153783
18,-0.14278772,0.058996387,"('disagreeable', 'welcoming')",-0.8260343,-0.82149744,-0.6146403,-0.73153377,-0.34777018,-0.38104126,-0.4828081,-0.468769,-0.0140391
48,-0.084432654,0.016354833,"('unintelligent', 'intelligent')",0.43983358,0.5368439,0.17185195,0.27526137,0.4671066,0.53124624,0.2485899,0.3399266,-0.0913367
32,0.07169772,-0.06620219,"('unkind', 'kind')",1.1644166,1.0938128,1.6484544,1.7884667,1.4149821,1.4098742,1.0748878,1.0564878,0.0184
15,0.05046943,0.07805332,"('boring', 'funny')",0.839146,0.9040062,-0.82166165,-0.7772996,0.51250654,0.5783817,0.1451151,0.1957854,-0.0506703
0,0.04705917,0.14855443,"('unsociable', 'sociable')",1.4650179,1.4254198,1.6924036,1.7197638,-0.09030813,-0.22433618,0.7785431,0.7673504,0.0111927
