,freeport_male,freeport_female,tuple,mcmoran_male,mcmoran_female,inc_male,inc_female,average_male,average_female,male-female
19,-1.9789062,-1.725018,"('inhospitable', 'hospitable')",0.10363985,-0.00487867,-0.07566747,0.05598558,-0.6503113,-0.5579704,-0.0923409
36,-1.8631029,-1.6095937,"('hostile', 'amicable')",0.028240696,0.054936573,0.22616106,0.33509138,-0.5362337,-0.406522,-0.1297117
31,-1.6933683,-1.2741783,"('evil', 'good')",0.46475175,0.53577006,-0.9112432,-0.8078458,-0.7132866,-0.515418,-0.1978686
42,1.6245673,1.4684906,"('unreliable', 'reliable')",0.9654081,0.8612885,-2.0709813,-2.2208953,0.172998,0.0362946,0.1367034
80,1.5747163,1.2502791,"('dominated', 'dominating')",-0.6013768,-0.7307157,-1.381819,-1.5996732,-0.1361598,-0.3600366,0.2238768
1,-1.5685664,-1.4617125,"('unfriendly', 'friendly')",-1.3091562,-1.0087713,2.0733001,2.229502,-0.2681409,-0.0803273,-0.1878136
8,-1.5648872,-1.3296654,"('unaffectionate', 'affectionate')",-0.9522166,-0.73624015,1.0047715,1.0606083,-0.5041107,-0.3350991,-0.1690116
5,-1.5389653,-1.0529841,"('distant', 'outgoing')",0.30803993,0.6131885,-0.12308155,-0.061715655,-0.4513357,-0.1671704,-0.2841653
35,-1.4708233,-0.887856,"('corrupt', 'incorrupt')",1.2076033,1.3129469,-0.27344614,-0.11756845,-0.1788887,0.1025075,-0.2813962
85,-1.4488069,-1.1297799,"('insignificant', 'prestigious')",0.5627692,0.7057727,0.7517114,0.79848856,-0.0447754,0.1248271,-0.1696025
6,-1.4447906,-1.0150441,"('distant', 'open')",0.08006491,0.3475436,0.5980614,0.8012427,-0.2555548,0.0445807,-0.3001355
16,-1.3273526,-1.2746994,"('unpopular', 'popular')",-0.29368356,-0.296273,0.4864836,0.43329364,-0.3781842,-0.3792263,0.0010421
53,-1.3233106,-1.2077794,"('uncreative', 'creative')",-0.7737932,-0.64760786,1.4238322,1.4940752,-0.2244239,-0.1204373,-0.1039866
79,-1.3209265,-1.0167317,"('wavering', 'unwavering')",0.76938635,0.6327924,0.115203284,0.14487128,-0.1454456,-0.0796893,-0.0657563
39,1.2961068,1.3017428,"('exploitative', 'cooperative')",0.03698823,0.06279263,0.15600888,0.17838235,0.496368,0.5143059,-0.0179379
62,1.2895463,0.94041854,"('incompetent', 'brilliant')",-1.0107548,-1.0627123,0.009449437,-0.13734329,0.0960803,-0.0865457,0.182626
66,-1.2729325,-1.1561108,"('inactive', 'active')",-0.08277759,-0.24829644,0.9958276,0.92916095,-0.1199608,-0.1584154,0.0384546
60,1.2579652,0.7209966,"('inefficient', 'efficient')",-1.2557704,-1.281575,-0.088980444,-0.071615204,-0.0289286,-0.2107312,0.1818026
7,1.2275378,0.8900336,"('insensitive', 'sensitive')",-0.13778079,-0.33375585,1.1658865,0.8833831,0.7518811,0.4798869,0.2719942
56,1.2166544,0.85765487,"('impractical', 'practical')",-0.3700747,-0.5143291,-0.30152747,-0.27969712,0.1816841,0.0212096,0.1604745
14,1.2133331,0.8466721,"('antisocial', 'social')",-1.1047739,-1.2492654,-0.7785113,-0.9275359,-0.2233173,-0.4433764,0.2200591
64,1.0813437,0.9266698,"('shy', 'confident')",0.4135071,0.38374987,-6.037829,-6.130144,-1.5143261,-1.6065749,0.0922488
9,-1.0316578,-0.8560615,"('unaffectionate', 'caring')",-0.9809072,-0.7561132,1.3833488,1.4307982,-0.2097388,-0.0604589,-0.1492799
21,1.0238582,0.68111,"('immoral', 'moral')",-0.74287415,-0.9922827,-0.8520065,-0.9244801,-0.1903408,-0.4118842,0.2215434
81,1.0031265,0.50964016,"('submissive', 'aggressive')",-0.37441358,-0.5723739,-1.1531738,-1.3707392,-0.1748203,-0.4778243,0.303004
65,0.9850121,0.64578223,"('insecure', 'secure')",-0.53504026,-0.65920633,-0.20825376,-0.36964092,0.0805727,-0.1276883,0.208261
