,freeport_male,freeport_female,tuple,mcmoran_male,mcmoran_female,inc_male,inc_female,average_male,average_female,male-female
25,-0.9489843,-0.7512295,"('egoistic', 'altruistic')",-0.31562883,-0.08098214,1.6048392,1.7819217,0.1134087,0.31657,-0.2031613
27,-0.9468632,-0.98265827,"('hardhearted', 'softhearted')",-0.34419087,-0.24159539,1.7425057,1.7289326,0.1504839,0.1682263,-0.0177424
43,0.8889342,0.6209785,"('irresponsible', 'responsible')",-0.4872078,-0.52114695,0.7806605,0.8393909,0.394129,0.3130741,0.0810549
67,0.87855995,1.0137159,"('doubtful', 'determined')",0.8087984,0.8859353,-0.6110201,-0.59724265,0.3587794,0.4341362,-0.0753568
73,0.86759377,0.8950071,"('helpless', 'self-reliant')",1.4540037,1.5246696,-2.7057996,-2.8418927,-0.1280673,-0.1407386,0.0126713
76,0.8182262,0.635122,"('anxious', 'daring')",-0.47604448,-0.66311437,0.28614572,0.2736665,0.2094425,0.0818914,0.1275511
75,-0.81702995,-0.64345413,"('meek', 'impulsive')",0.85727155,0.77107966,-0.46607673,-0.4950838,-0.141945,-0.1224861,-0.0194589
44,0.81290454,0.855956,"('prejudiced', 'unprejudiced')",0.05332176,0.08725177,-1.5683172,-1.7239834,-0.2340303,-0.2602585,0.0262282
37,0.80784005,0.5644319,"('fake', 'genuine')",0.41232786,0.20280722,0.86094767,0.8862509,0.6937052,0.5511634,0.1425418
70,0.80248046,0.41836908,"('lethargic', 'energetic')",0.08170976,-0.26456538,1.0706091,0.8942006,0.6515998,0.3493348,0.302265
82,-0.7517266,-0.6622247,"('poor', 'rich')",0.06058041,0.066538885,5.6936846,5.738987,1.6675127,1.7144337,-0.046921
38,-0.72636193,-0.7363907,"('untruthful', 'truthful')",-0.4936188,-0.4997959,-0.12312821,0.05202302,-0.447703,-0.3947212,-0.0529818
78,-0.6844558,-0.9416931,"('nonresilient', 'resilient')",-0.60608345,-0.7323486,0.4713716,0.3315849,-0.2730559,-0.4474856,0.1744297
17,-0.6325751,-0.5940919,"('nasty', 'nice')",-0.58976334,-0.59697074,-0.7801772,-0.68682563,-0.6675052,-0.6259628,-0.0415424
55,0.6214324,0.09267864,"('incompetent', 'clever')",-1.1595036,-1.3919463,-0.022403002,-0.06278993,-0.1868247,-0.4540192,0.2671945
4,-0.58347756,-0.3028081,"('disliked', 'liked')",0.13959225,0.24040514,-6.0941257,-5.9558063,-2.179337,-2.0060698,-0.1732672
13,0.58144855,0.3248891,"('impolite', 'polite')",-0.6030335,-0.52168006,-0.4441876,-0.47642326,-0.1552575,-0.2244047,0.0691472
29,0.57475054,0.62718177,"('unfair', 'fair')",0.47802195,0.38263768,-0.34638855,-0.30251962,0.2354613,0.2357666,-0.0003053
18,-0.5505556,-0.30559188,"('disagreeable', 'welcoming')",-0.15279444,-0.0033974834,-0.27296138,-0.13445218,-0.3254371,-0.1478139,-0.1776232
86,-0.54435945,-0.88448316,"('uninfluential', 'influential')",-1.5247519,-1.5409563,-0.072983295,-0.094503745,-0.7140315,-0.839981,0.1259495
72,-0.5403081,-0.6078969,"('unambitious', 'ambitious')",-1.1145928,-0.9958797,-0.8427839,-0.8196142,-0.8325617,-0.807797,-0.0247647
24,0.51971155,0.45930615,"('dishonest', 'honest')",-0.7568282,-0.7760872,0.6783592,0.81917024,0.1470809,0.1674631,-0.0203822
45,0.4953928,0.08319813,"('incompetent', 'competent')",-0.4405331,-0.7714534,0.025749803,-0.14063011,0.0268698,-0.2762951,0.3031649
59,-0.46715218,-0.25163233,"('foolish', 'wise')",1.122628,1.347142,0.53346825,0.5707119,0.3963147,0.5554072,-0.1590925
2,0.4618274,0.56954974,"('unlikable', 'likable')",-0.012032079,0.14399058,0.65531963,0.75812876,0.3683716,0.4905564,-0.1221848
46,0.46137357,-0.060047057,"('uncompetitive', 'competitive')",-1.4170502,-1.6949042,-0.4728092,-0.480164,-0.476162,-0.7450384,0.2688764
52,-0.4545911,-0.13067436,"('irrational', 'rational')",-0.44255665,-0.10576895,0.27149457,0.2526211,-0.2085511,0.0053926,-0.2139437
49,-0.4442489,-0.59323394,"('unable', 'able')",-1.1437212,-1.1800997,-0.47751957,-0.7024642,-0.6884966,-0.825266,0.1367694
30,0.44423896,0.18576396,"('intolerant', 'tolerant')",-0.51309264,-0.4694548,1.0364031,1.0704504,0.3225165,0.2622532,0.0602633
88,-0.42900524,-0.4223692,"('low', 'eminent')",-0.36921903,-0.43519637,0.24298671,0.3931239,-0.1850792,-0.1548139,-0.0302653
74,0.40069276,0.23016863,"('undedicated', 'dedicated')",0.5780373,0.45521635,0.4765859,0.6480071,0.4851053,0.444464,0.0406413
23,0.3454423,0.20796618,"('insincere', 'sincere')",-0.7046639,-0.8109633,5.3023434,5.384336,1.6477073,1.5937796,0.0539277
28,-0.3333111,-0.2187559,"('disloyal', 'loyal')",-0.04988969,-0.06552241,1.0535096,1.2485815,0.2234363,0.3214344,-0.0979981
40,0.32863846,0.40161642,"('stingy', 'generous')",0.15936834,0.23041928,-1.0673269,-1.076304,-0.1931067,-0.1480894,-0.0450173
12,-0.3241357,-0.47517356,"('unsupportive', 'supportive')",-0.5444079,-0.5249791,-1.4045262,-1.4036311,-0.75769,-0.8012613,0.0435713
61,0.32329452,0.27692813,"('illogical', 'logical')",-1.0154558,-0.95488703,0.46033913,0.486127,-0.0772741,-0.063944,-0.0133301
68,0.31581104,0.14004792,"('dependent', 'independent')",0.24926056,0.09283678,-0.63759685,-0.69987017,-0.0241751,-0.1556618,0.1314867
84,0.29854026,0.25258946,"('inferior', 'superior')",0.28795037,0.3377949,1.0664952,0.98171633,0.5509953,0.5240335,0.0269618
54,-0.2913521,-0.1548231,"('incapable', 'capable')",-0.11883734,-0.15797532,1.0091724,0.8181191,0.199661,0.1684402,0.0312208
58,-0.2548578,-0.5299818,"('undiscriminating', 'discriminating')",-0.9462431,-1.1595211,0.33811274,0.2972415,-0.2876627,-0.4640872,0.1764245
3,0.24751173,0.071349874,"('repellent', 'pleasant')",-0.35744423,-0.68985355,0.12035153,0.048681017,0.003473,-0.1899409,0.1934139
48,-0.22416866,-0.6706561,"('unintelligent', 'intelligent')",-1.366952,-1.4706382,0.38135839,0.29842737,-0.4032541,-0.614289,0.2110349
22,0.21709944,-0.06914675,"('untrustworthy', 'trustworthy')",0.31948093,-0.01282502,-0.7318726,-0.8748361,-0.0650974,-0.318936,0.2538386
41,-0.21698692,-0.27020806,"('unforgiving', 'forgiving')",-0.84301317,-0.8610971,-0.089733675,-0.053632364,-0.3832446,-0.3949792,0.0117346
11,0.21282962,-0.005055893,"('unhelpful', 'helpful')",-0.87637097,-0.999853,1.5935397,1.7448461,0.3099995,0.2466457,0.0633538
32,-0.20658293,-0.30218285,"('unkind', 'kind')",-0.8176984,-0.7125565,1.0543866,1.1507684,0.0100351,0.045343,-0.0353079
50,-0.20583689,-0.18547443,"('clumsy', 'skillful')",1.1586652,1.1449333,0.6920808,0.67265916,0.548303,0.5440394,0.0042636
15,-0.1803846,-0.10516714,"('boring', 'funny')",-0.27061445,-0.17472866,0.18751587,0.22243264,-0.0878277,-0.0191544,-0.0686733
87,0.17650361,-0.11691598,"('unsuccessful', 'successful')",-0.4237925,-0.5732147,0.70111424,0.40319335,0.1512751,-0.0956458,0.2469209
57,-0.17329437,-0.4975624,"('unimaginative', 'imaginative')",-1.1446159,-1.3580704,-2.0541682,-2.1468258,-1.1240261,-1.3341529,0.2101268
20,0.15469629,-0.12184941,"('rough', 'thoughtful')",-0.092109576,-0.23119935,1.3776678,1.3465595,0.4800848,0.3311702,0.1489146
77,-0.1455806,-0.43223536,"('unmotivated', 'motivated')",-0.86558634,-0.95436364,-1.0813615,-1.2852077,-0.6975094,-0.8906023,0.1930929
34,-0.124883555,-0.27823895,"('mean', 'honorable')",-0.6813051,-0.79269546,5.704186,5.7149997,1.6326658,1.5480218,0.084644
63,-0.11323305,-0.3526967,"('unperceptive', 'insightful')",-0.427503,-0.582411,1.1679413,1.0017822,0.2090684,0.0222248,0.1868436
26,0.07880209,0.07305023,"('hardhearted', 'benevolent')",-0.29747078,-0.14902186,2.0259166,2.100687,0.602416,0.6749051,-0.0724891
71,0.07301769,0.13430461,"('diffident', 'self-confident')",-0.112348914,-0.10646354,0.6623428,0.45413947,0.2076705,0.1606602,0.0470103
51,-0.067183286,-0.116797075,"('uneducated', 'educated')",-0.042650685,-0.050411522,0.0037718117,0.13395846,-0.0353541,-0.0110834,-0.0242707
0,-0.04862506,-0.42231846,"('unsociable', 'sociable')",-1.267661,-1.477286,-0.48729953,-0.596907,-0.6011952,-0.8321705,0.2309753
47,-0.035702314,-0.20918316,"('stupid', 'smart')",-0.091905355,-0.14582875,4.7901464,4.730355,1.5541795,1.4584476,0.0957319
33,0.031743363,0.24029762,"('wrong', 'right')",0.759159,0.9962982,-0.35185987,-0.41949403,0.1463475,0.2723673,-0.1260198
69,0.031105049,0.2528126,"('lazy', 'industrious')",1.3845958,1.5298978,-0.2613953,-0.29138535,0.3847685,0.4971084,-0.1123399
83,0.0156583,-0.21298143,"('powerless', 'powerful')",-1.1461748,-1.1523015,-0.91290504,-0.8123757,-0.6811405,-0.7258863,0.0447458
10,0.0146612525,-0.4448686,"('unsympathetic', 'sympathetic')",-1.6203489,-1.9122318,0.0335755,0.018460654,-0.5240374,-0.7795466,0.2555092
