,celgene_male,celgene_female,tuple,corp_male,corp_female,average_male,average_female,male-female
44,0.9692688,0.95566666,"('prejudiced', 'unprejudiced')",-1.4841832,-1.5236737,-0.2574572,-0.2840035,0.0265463
13,-0.96318203,-0.8991524,"('impolite', 'polite')",-0.48241323,-0.23211046,-0.7227976,-0.5656314,-0.1571662
35,0.962871,1.0717342,"('corrupt', 'incorrupt')",-0.9571721,-1.3174168,0.0028495,-0.1228413,0.1256908
30,-0.96077514,-0.89097184,"('intolerant', 'tolerant')",0.63828254,0.7928744,-0.1612463,-0.0490487,-0.1121976
72,-0.94625807,-0.96363515,"('unambitious', 'ambitious')",-0.4499407,-0.32476684,-0.6980994,-0.644201,-0.0538984
11,-0.93424827,-0.9094329,"('unhelpful', 'helpful')",1.9596457,2.1085424,0.5126988,0.5995548,-0.086856
41,-0.8514139,-0.9352152,"('unforgiving', 'forgiving')",-0.47322315,-0.6221114,-0.6623185,-0.7786633,0.1163448
60,-0.8193661,-0.5501884,"('inefficient', 'efficient')",0.28475437,0.77600384,-0.2673059,0.1129077,-0.3802136
46,-0.81765443,-0.7165218,"('uncompetitive', 'competitive')",-0.51582193,0.0047786646,-0.6667382,-0.3558716,-0.3108666
22,-0.81609374,-0.7691114,"('untrustworthy', 'trustworthy')",-0.8847367,-0.81537724,-0.8504152,-0.7922443,-0.0581709
26,-0.81317854,-0.988585,"('hardhearted', 'benevolent')",1.0167141,0.60164756,0.1017678,-0.1934687,0.2952365
18,-0.7964042,-1.0449208,"('disagreeable', 'welcoming')",-0.5648534,-0.8069318,-0.6806288,-0.9259263,0.2452975
42,0.7714636,0.89869064,"('unreliable', 'reliable')",-3.238493,-2.8828442,-1.2335147,-0.9920768,-0.2414379
25,0.76738435,0.4837418,"('egoistic', 'altruistic')",0.78400826,0.33313534,0.7756963,0.4084386,0.3672577
55,-0.7527688,-0.68132585,"('incompetent', 'clever')",0.7083696,0.941452,-0.0221996,0.1300631,-0.1522627
16,0.72175246,0.5960978,"('unpopular', 'popular')",0.37519404,0.28879943,0.5484732,0.4424486,0.1060246
77,-0.71845883,-0.70143026,"('unmotivated', 'motivated')",-0.63086665,-0.15344132,-0.6746627,-0.4274358,-0.2472269
81,-0.713864,-0.63796484,"('submissive', 'aggressive')",-0.18117914,0.39061177,-0.4475216,-0.1236765,-0.3238451
40,0.70051754,0.59129065,"('stingy', 'generous')",-2.0535202,-2.280948,-0.6765013,-0.8448286,0.1683273
19,-0.69835883,-0.6023228,"('inhospitable', 'hospitable')",-0.45248863,-0.4313013,-0.5754237,-0.5168121,-0.0586116
70,-0.6750243,-0.6286096,"('lethargic', 'energetic')",0.33809292,0.569593,-0.1684657,-0.0295083,-0.1389574
85,0.66771686,0.2088708,"('insignificant', 'prestigious')",-0.8962761,-1.4144715,-0.1142796,-0.6028004,0.4885208
74,-0.66483265,-0.7628664,"('undedicated', 'dedicated')",-0.8232628,-0.74572575,-0.7440478,-0.7542961,0.0102483
87,0.6589388,0.8619054,"('unsuccessful', 'successful')",1.3831476,1.6602983,1.0210432,1.2611018,-0.2400586
38,-0.6583803,-0.48916575,"('untruthful', 'truthful')",-0.21916157,-0.097494364,-0.4387709,-0.2933301,-0.1454408
32,-0.63980114,-0.70739543,"('unkind', 'kind')",0.3145493,0.3076907,-0.1626259,-0.1998524,0.0372265
12,-0.63894004,-0.65017307,"('unsupportive', 'supportive')",-2.0762749,-1.8625556,-1.3576075,-1.2563643,-0.1012432
5,-0.6200881,-0.76238024,"('distant', 'outgoing')",-0.70871735,-0.9136487,-0.6644027,-0.8380145,0.1736118
54,-0.60178196,-0.77896476,"('incapable', 'capable')",0.68755376,0.6783063,0.0428859,-0.0503292,0.0932151
27,-0.58375955,-0.729823,"('hardhearted', 'softhearted')",0.7699339,0.39088312,0.0930872,-0.1694699,0.2625571
6,-0.5803473,-0.76853186,"('distant', 'open')",-1.0492207,-1.4582772,-0.814784,-1.1134045,0.2986205
88,-0.57236123,-0.70662695,"('low', 'eminent')",-0.69632727,-0.655823,-0.6343442,-0.6812249,0.0468807
21,-0.53147674,-0.69500256,"('immoral', 'moral')",-0.024133846,0.3362863,-0.2778053,-0.1793581,-0.0984472
2,0.5264731,0.31905034,"('unlikable', 'likable')",0.47149894,0.41889206,0.498986,0.3689712,0.1300148
62,-0.5219732,-0.23944426,"('incompetent', 'brilliant')",0.98041844,1.5010287,0.2292226,0.6307922,-0.4015696
51,-0.5082425,-0.33921084,"('uneducated', 'educated')",0.65117383,0.8650911,0.0714657,0.2629401,-0.1914744
29,0.50266707,0.44127122,"('unfair', 'fair')",-0.18511581,-0.39977458,0.1587756,0.0207483,0.1380273
76,0.47268617,0.63266164,"('anxious', 'daring')",0.17724638,0.53064364,0.3249663,0.5816526,-0.2566863
33,0.46593237,0.21604054,"('wrong', 'right')",-0.8375063,-1.0026119,-0.185787,-0.3932857,0.2074987
39,0.46448794,0.48797882,"('exploitative', 'cooperative')",0.13432637,0.23648083,0.2994072,0.3622298,-0.0628226
50,0.45077866,0.6305255,"('clumsy', 'skillful')",-0.1936866,-0.09654917,0.128546,0.2669882,-0.1384422
7,-0.43486676,-0.18317771,"('insensitive', 'sensitive')",0.31215042,0.5138055,-0.0613582,0.1653139,-0.2266721
48,0.41725895,0.556196,"('unintelligent', 'intelligent')",1.1743724,1.5456686,0.7958157,1.0509323,-0.2551166
20,0.41072637,0.37017936,"('rough', 'thoughtful')",0.84362227,0.7085555,0.6271743,0.5393674,0.0878069
47,-0.38698977,-0.5281882,"('stupid', 'smart')",5.4842196,5.2901998,2.548615,2.3810058,0.1676092
67,0.3662063,0.2737247,"('doubtful', 'determined')",-0.41820952,-0.40675482,-0.0260016,-0.0665151,0.0405135
3,-0.3648121,-0.5014943,"('repellent', 'pleasant')",0.8877323,0.8801334,0.2614601,0.1893196,0.0721405
65,-0.3234594,-0.2846295,"('insecure', 'secure')",0.041065194,0.37457126,-0.1411971,0.0449709,-0.186168
66,0.31305072,0.008746669,"('inactive', 'active')",0.40697,0.18007672,0.3600104,0.0944117,0.2655987
56,-0.26529652,-0.10305207,"('impractical', 'practical')",-0.113511324,0.17270163,-0.1894039,0.0348248,-0.2242287
63,-0.25830054,-0.13949037,"('unperceptive', 'insightful')",0.8077778,1.0514967,0.2747386,0.4560032,-0.1812646
34,-0.24976808,-0.5330739,"('mean', 'honorable')",5.8330092,5.741291,2.7916205,2.6041086,0.1875119
37,0.23423979,0.20360443,"('fake', 'genuine')",0.031039849,-0.1318711,0.1326398,0.0358667,0.0967731
14,-0.21032462,-0.26784354,"('antisocial', 'social')",-0.035902303,0.010971982,-0.1231135,-0.1284358,0.0053223
64,0.21024269,0.33472133,"('shy', 'confident')",-6.102471,-5.634383,-2.9461141,-2.6498308,-0.2962833
49,-0.2088849,0.02233198,"('unable', 'able')",0.055862427,0.34220237,-0.0765112,0.1822672,-0.2587784
31,-0.19759287,-0.48838055,"('evil', 'good')",-1.3177117,-1.752346,-0.7576523,-1.1203632,0.3627109
17,-0.19542475,-0.14381075,"('nasty', 'nice')",-0.5457679,-0.3379341,-0.3705963,-0.2408724,-0.1297239
78,0.18493208,0.18527411,"('nonresilient', 'resilient')",0.62281746,0.78593045,0.4038748,0.4856023,-0.0817275
52,-0.15987304,-0.59737206,"('irrational', 'rational')",-0.2885763,-0.7014117,-0.2242247,-0.6493919,0.4251672
75,0.1560476,0.3376467,"('meek', 'impulsive')",-0.70482016,-0.7498009,-0.2743863,-0.2060771,-0.0683092
4,0.13796331,0.48259434,"('disliked', 'liked')",-7.0438495,-6.9243774,-3.4529431,-3.2208915,-0.2320516
61,0.13361703,-0.13588792,"('illogical', 'logical')",0.62432647,0.65503764,0.3789718,0.2595749,0.1193969
68,-0.11811618,-0.0917044,"('dependent', 'independent')",-0.19134249,-0.13689716,-0.1547293,-0.1143008,-0.0404285
80,0.11682039,0.5637201,"('dominated', 'dominating')",-0.23330964,0.20680282,-0.0582446,0.3852615,-0.4435061
83,0.10714793,0.009124704,"('powerless', 'powerful')",-0.81281507,-0.5271307,-0.3528336,-0.259003,-0.0938306
79,-0.10561897,-0.3816673,"('wavering', 'unwavering')",-0.38158306,-0.70258147,-0.243601,-0.5421244,0.2985234
58,0.10129389,-0.07855819,"('undiscriminating', 'discriminating')",0.013915503,-0.031120935,0.0576047,-0.0548396,0.1124443
59,-0.09074791,-0.12790857,"('foolish', 'wise')",-0.17269278,-0.324163,-0.1317203,-0.2260358,0.0943155
36,0.07408543,-0.3069514,"('hostile', 'amicable')",-0.81322974,-1.4126062,-0.3695722,-0.8597788,0.4902066
71,-0.040139094,0.027936138,"('diffident', 'self-confident')",0.32408383,0.3237846,0.1419724,0.1758604,-0.033888
82,-0.031128805,0.04042204,"('poor', 'rich')",6.5833764,6.6430926,3.2761238,3.3417573,-0.0656335
15,-0.004369704,0.22034548,"('boring', 'funny')",-0.03859084,-0.100175045,-0.0214803,0.0600852,-0.0815655
