,wells_male,wells_female,tuple,fargo_male,fargo_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
85,2.8059144,2.4921489,"('insignificant', 'prestigious')",1.8641846,1.8239858,3.017886,2.8996286,1.3449923,1.419934,2.2582445,2.1589243,0.0993202
55,-2.3504567,-1.9883803,"('incompetent', 'clever')",-2.1480205,-2.193676,-1.7331216,-1.631818,-1.5079442,-1.5328356,-1.9348857,-1.8366774,-0.0982083
45,-2.2985423,-1.940807,"('incompetent', 'competent')",-1.9629158,-1.9929532,-1.7300749,-1.6101549,-1.8542076,-1.8360221,-1.9614351,-1.8449843,-0.1164508
86,-2.194285,-1.8676499,"('uninfluential', 'influential')",-0.89114153,-0.88917226,-0.8317809,-0.76375437,-1.3185982,-1.2918555,-1.3089514,-1.203108,-0.1058434
0,-2.1070313,-1.8455429,"('unsociable', 'sociable')",-1.3201374,-1.3224075,-0.8123613,-0.7470954,-0.6434213,-0.63788784,-1.2207378,-1.1382334,-0.0825044
60,-2.0854073,-1.8321216,"('inefficient', 'efficient')",-1.006372,-1.1376451,-1.6283864,-1.5740752,-1.0613328,-1.2444234,-1.4453746,-1.4470663,0.0016917
71,2.0796826,1.972233,"('diffident', 'self-confident')",2.594226,2.536424,1.2998257,1.2902321,0.7733341,0.71121705,1.686767,1.6275265,0.0592405
14,-2.0394623,-1.5931102,"('antisocial', 'social')",-1.4360131,-1.4328042,-0.8581786,-0.7048088,-1.4801831,-1.4947113,-1.4534593,-1.3063586,-0.1471007
69,1.9084299,1.5128654,"('lazy', 'industrious')",1.7951152,1.7752795,1.2788166,1.2327725,0.3546797,0.41590053,1.3342603,1.2342045,0.1000558
36,1.8310143,1.4433099,"('hostile', 'amicable')",1.992364,2.0604024,1.7160121,1.6566794,1.326298,1.3996484,1.7164221,1.6400101,0.076412
10,-1.8196285,-1.5913627,"('unsympathetic', 'sympathetic')",-2.019741,-2.057768,-1.6142315,-1.5885895,-0.74101377,-0.77821773,-1.5486536,-1.5039846,-0.044669
82,-1.7983801,-1.7518983,"('poor', 'rich')",-1.8956838,-1.9044743,-1.5495131,-1.5754635,4.2132034,4.262811,-0.2575934,-0.2422563,-0.0153371
81,-1.7888228,-1.493464,"('submissive', 'aggressive')",-1.9421804,-2.0420175,-0.768184,-0.74089605,-1.7592592,-1.9096943,-1.5646117,-1.546518,-0.0180937
5,1.781152,1.5472077,"('distant', 'outgoing')",2.4549117,2.4640737,1.8951651,1.8453605,0.59339774,0.6081979,1.6811566,1.61621,0.0649466
66,1.7794425,1.3902907,"('inactive', 'active')",1.5917189,1.5066797,2.61376,2.4220529,2.4891484,2.4180532,2.1185174,1.9342691,0.1842483
70,-1.7644308,-1.3878876,"('lethargic', 'energetic')",-1.6097058,-1.6228688,-0.8829964,-0.87939703,-0.749574,-0.81270295,-1.2516768,-1.1757141,-0.0759627
22,-1.7525218,-1.4520938,"('untrustworthy', 'trustworthy')",-1.6664919,-1.668182,-1.6716503,-1.5746804,-2.2191432,-2.1566043,-1.8274517,-1.7128901,-0.1145616
52,1.6803709,1.547043,"('irrational', 'rational')",0.008638397,-0.015214715,1.2103469,1.1904033,0.14208221,0.23358735,0.7603596,0.7389547,0.0214049
51,-1.6482589,-1.4299693,"('uneducated', 'educated')",-1.8843982,-1.9185481,-0.64627904,-0.6897479,-0.7119013,-0.7350355,-1.2227093,-1.1933252,-0.0293841
43,-1.6017915,-1.4952017,"('irresponsible', 'responsible')",-1.1398385,-1.248774,-1.3884405,-1.4031719,-0.2919997,-0.44054577,-1.1055176,-1.1469233,0.0414057
79,1.5841839,1.248949,"('wavering', 'unwavering')",1.6968507,1.665873,1.830826,1.727505,0.690576,0.66665864,1.4506091,1.3272464,0.1233627
33,1.5536759,1.5267739,"('wrong', 'right')",2.157065,2.1471703,1.9075704,1.9701121,-0.059148904,0.0045639724,1.3897905,1.412155,-0.0223645
35,1.551143,1.193711,"('corrupt', 'incorrupt')",1.6432494,1.6779393,1.4129744,1.3521007,0.7118717,0.8312461,1.3298095,1.2637492,0.0660603
73,1.5249903,1.5589197,"('helpless', 'self-reliant')",0.27483752,0.32354385,-0.1424769,-0.102292635,-3.211601,-3.192262,-0.3885625,-0.3530228,-0.0355397
13,-1.5219332,-1.3672091,"('impolite', 'polite')",-1.1130341,-1.1824143,-1.0473775,-0.99641746,-0.65101737,-0.7103308,-1.0833405,-1.064093,-0.0192475
1,1.5107344,1.4416796,"('unfriendly', 'friendly')",1.9012539,1.8998215,1.519053,1.5288545,1.660344,1.7583805,1.6478463,1.657184,-0.0093377
62,-1.4837546,-1.2471368,"('incompetent', 'brilliant')",-1.9290334,-2.0954232,-1.5404985,-1.5410658,-1.0163068,-1.1123648,-1.4923983,-1.4989977,0.0065994
56,-1.4320812,-1.250232,"('impractical', 'practical')",-0.42356884,-0.49158317,-1.1840295,-1.1855003,-1.1100917,-1.1884918,-1.0374428,-1.0289518,-0.008491
46,-1.4044405,-1.0319105,"('uncompetitive', 'competitive')",-0.33453074,-0.38735393,-0.6049354,-0.4765687,-0.4218714,-0.4980015,-0.6914445,-0.5984586,-0.0929859
6,1.3838269,1.107608,"('distant', 'open')",2.3056855,2.350361,1.710576,1.6522617,0.6753512,0.71935856,1.5188599,1.4573973,0.0614626
30,-1.3779886,-1.0756564,"('intolerant', 'tolerant')",-2.2087724,-2.265541,-1.2399495,-1.1300699,-1.2272995,-1.2331144,-1.5135026,-1.4260954,-0.0874072
28,-1.3351454,-1.1742319,"('disloyal', 'loyal')",-0.5509918,-0.54475206,-0.6028677,-0.57611793,-0.08805589,-0.014446996,-0.6442652,-0.5773872,-0.066878
2,1.315092,1.2403976,"('unlikable', 'likable')",0.6846906,0.5495059,1.5801212,1.4812279,0.860145,0.7706021,1.1100122,1.0104333,0.0995789
26,1.2852472,1.3485882,"('hardhearted', 'benevolent')",3.0522835,3.2086499,2.2455108,2.3503907,1.2238921,1.3671316,1.9517334,2.0686901,-0.1169567
25,1.2578323,1.0947325,"('egoistic', 'altruistic')",1.5350282,1.535762,1.5080965,1.5309386,1.8895506,1.9522954,1.5476269,1.5284321,0.0191948
57,-1.254911,-1.0531594,"('unimaginative', 'imaginative')",-1.2502759,-1.3303928,-0.9671078,-0.9867862,-3.1274133,-3.2395582,-1.6499269,-1.6524742,0.0025473
49,-1.2040817,-1.2590648,"('unable', 'able')",-0.65061873,-0.7596075,-0.5165043,-0.5900339,-0.80848837,-0.8317839,-0.7949232,-0.8601224,0.0651992
65,-1.2017857,-1.0168164,"('insecure', 'secure')",-0.991119,-0.9966687,-0.68180954,-0.63662875,-0.92571324,-0.94103634,-0.9501069,-0.8977875,-0.0523194
77,-1.1741836,-1.2797887,"('unmotivated', 'motivated')",0.054758836,-0.10697229,0.23056874,0.12378078,-0.03278342,-0.24118452,-0.2304099,-0.3760412,0.1456313
16,1.1523261,1.0780547,"('unpopular', 'popular')",0.19871333,0.13841802,1.1075945,1.0847359,0.6853434,0.76982236,0.7859943,0.7677577,0.0182366
31,1.1381664,1.0665655,"('evil', 'good')",1.3657587,1.4668986,1.1399124,1.2050135,-0.3454669,-0.17405982,0.8245926,0.8911044,-0.0665118
21,-1.1371186,-0.9051012,"('immoral', 'moral')",-1.3074936,-1.4114523,-0.61742747,-0.60554487,-1.8336004,-1.9063628,-1.22391,-1.2071153,-0.0167947
11,-1.0929507,-0.8871529,"('unhelpful', 'helpful')",-1.0176466,-1.0793682,-1.6146848,-1.6174368,1.5494094,1.4363446,-0.5439681,-0.5369033,-0.0070648
9,0.97182727,0.8872098,"('unaffectionate', 'caring')",1.4249347,1.4442226,0.6525829,0.66607255,0.9561089,0.9481281,1.0013634,0.9864082,0.0149552
59,0.93467474,0.8828387,"('foolish', 'wise')",0.08681193,0.052970916,1.5306054,1.4941543,-0.11076374,-0.032756347,0.6103321,0.5993019,0.0110302
80,-0.9113758,-0.8488936,"('dominated', 'dominating')",-1.3770322,-1.4442787,-0.8587835,-0.8971876,-0.79121983,-0.79430485,-0.9846028,-0.9961662,0.0115634
68,-0.89946014,-0.7597362,"('dependent', 'independent')",-1.6045737,-1.6192558,-1.5395268,-1.5143363,-1.4527903,-1.4493139,-1.3740877,-1.3356606,-0.0384271
40,0.8946038,1.1091961,"('stingy', 'generous')",0.62172014,0.67856336,-0.072837554,0.06369693,-2.1370845,-2.0919266,-0.1733995,-0.0601175,-0.113282
42,0.8787408,0.96834505,"('unreliable', 'reliable')",0.23224485,0.15375534,0.84736544,0.7874925,-2.8624158,-2.9189565,-0.2260162,-0.2523409,0.0263247
24,-0.83513916,-0.57001495,"('dishonest', 'honest')",-0.67276996,-0.61889696,-0.88674486,-0.78802836,-0.85993636,-0.8102532,-0.8136475,-0.6967984,-0.1168491
58,0.82940865,0.9460557,"('undiscriminating', 'discriminating')",0.4924528,0.465414,0.58740896,0.5570251,0.68138444,0.6128269,0.6476637,0.6453304,0.0023333
84,0.81692517,0.87172514,"('inferior', 'superior')",0.82293653,0.8075278,1.032437,0.98084116,0.70805097,0.70649505,0.8450874,0.8416473,0.0034401
76,-0.7511169,-0.7036816,"('anxious', 'daring')",-0.34038186,-0.37580264,-0.005438037,-0.020249076,-0.5179894,-0.61298114,-0.4037316,-0.4281786,0.024447
3,-0.73583114,-0.5890475,"('repellent', 'pleasant')",-1.2779149,-1.3442198,-0.9424387,-0.959013,0.49634254,0.45564973,-0.6149606,-0.6091577,-0.0058029
75,0.7266917,0.52761513,"('meek', 'impulsive')",-0.67275965,-0.7214512,0.4183023,0.35804564,0.73040605,0.707641,0.3006601,0.2179626,0.0826975
29,0.72659683,0.7986303,"('unfair', 'fair')",0.12590173,0.05761803,-0.055984028,-0.04208809,-0.84329855,-0.8381885,-0.011696,-0.0060071,-0.0056889
15,0.7265219,0.65066755,"('boring', 'funny')",0.9592603,0.9569895,0.9038786,0.8578386,0.407614,0.4459915,0.7493187,0.7278718,0.0214469
34,0.7184187,0.6159865,"('mean', 'honorable')",1.2479788,1.1514943,0.85480183,0.7981089,5.609082,5.615117,2.1075704,2.0451767,0.0623937
37,-0.6953216,-0.6127968,"('fake', 'genuine')",-0.6805012,-0.6673235,-1.0378916,-1.0117079,-0.21886206,-0.25967363,-0.6581441,-0.6378754,-0.0202687
20,-0.6672523,-0.64124423,"('rough', 'thoughtful')",-0.88980144,-0.96353567,0.23104599,0.24505335,-0.07602037,-0.016790472,-0.3505071,-0.3441293,-0.0063778
17,0.64816874,0.6377703,"('nasty', 'nice')",-0.37395248,-0.37050483,0.538387,0.60281974,-0.108123906,0.022845909,0.1761198,0.2232328,-0.047113
48,-0.6396752,-0.6361425,"('unintelligent', 'intelligent')",-1.1069838,-1.173697,-0.4929945,-0.5369333,-1.4137914,-1.489086,-0.9133613,-0.9589647,0.0456034
7,-0.6272261,-0.54375494,"('insensitive', 'sensitive')",-1.1292037,-1.155901,-0.92955303,-0.93367255,-0.55504966,-0.61165464,-0.8102581,-0.8112458,0.0009877
27,0.6134354,0.49117786,"('hardhearted', 'softhearted')",0.11598866,0.10625139,0.08816076,-0.003857445,0.83391887,0.928226,0.4128759,0.3804495,0.0324264
83,0.595246,0.6018124,"('powerless', 'powerful')",1.1746697,1.057412,0.77229816,0.82053065,-0.915255,-0.9454108,0.4067397,0.3835861,0.0231536
