,wells_male,wells_female,tuple,fargo_male,fargo_female,&_male,&_female,co_male,co_female,average_male,average_female,male-female
39,0.58352,0.77774364,"('exploitative', 'cooperative')",0.38700733,0.40905452,0.13410908,0.19596088,0.24319296,0.2790377,0.3369573,0.4154492,-0.0784919
44,0.5818839,0.47567865,"('prejudiced', 'unprejudiced')",-0.95130396,-1.0350944,-1.2076995,-1.2276164,-1.1595882,-1.2267922,-0.6841769,-0.7534561,0.0692792
87,0.5428082,0.4884097,"('unsuccessful', 'successful')",0.46543565,0.4113015,1.4968874,1.4245656,0.6947652,0.70488954,0.7999741,0.7572916,0.0426825
53,0.5422374,0.38388842,"('uncreative', 'creative')",0.9407348,0.8614803,1.1544229,1.0813305,1.2842573,1.2428212,0.9804131,0.8923801,0.088033
63,-0.49770775,-0.44749466,"('unperceptive', 'insightful')",-0.012191514,-0.09813161,0.73590505,0.6778866,0.27069455,0.14297453,0.1241751,0.0688087,0.0553664
23,-0.4795703,-0.48712778,"('insincere', 'sincere')",-0.43313795,-0.5438657,-0.5387413,-0.58666813,4.5878363,4.543278,0.7840967,0.7314042,0.0526925
50,0.4626513,0.32806167,"('clumsy', 'skillful')",-0.38961938,-0.45026606,1.7288029,1.6678761,0.7832994,0.78182167,0.6462836,0.5818734,0.0644102
8,0.41539657,0.23784512,"('unaffectionate', 'affectionate')",1.179988,1.2061926,0.814056,0.7805443,0.52737397,0.52879757,0.7342036,0.6883449,0.0458587
54,0.33943135,0.12933072,"('incapable', 'capable')",1.5039893,1.4047872,1.7138261,1.59954,1.0111904,0.9129052,1.1421093,1.0116408,0.1304685
72,-0.27623415,-0.29879755,"('unambitious', 'ambitious')",0.41906273,0.30454957,-0.8230518,-0.8880528,-1.2919986,-1.3519219,-0.4930555,-0.5585557,0.0655002
61,0.2646886,0.304427,"('illogical', 'logical')",0.29945508,0.2168911,0.8301035,0.81683105,-0.074612044,-0.045290884,0.3299088,0.3232146,0.0066942
4,0.26052898,0.37043548,"('disliked', 'liked')",0.52544755,0.56993705,0.5670675,0.59710205,-6.0495634,-6.0589967,-1.1741298,-1.1303805,-0.0437493
47,-0.25428167,-0.1966595,"('stupid', 'smart')",-0.15218027,-0.28168243,0.43701628,0.44780746,4.077377,4.138824,1.0269828,1.0270724,-8.96e-05
18,0.24470034,0.23231511,"('disagreeable', 'welcoming')",0.027806113,0.0067519676,0.593625,0.62914586,-1.1468047,-1.1423407,-0.0701683,-0.0685319,-0.0016364
32,-0.22508112,-0.10112922,"('unkind', 'kind')",0.11369626,0.10892455,-0.14463964,-0.14778258,0.026091002,-0.040746324,-0.0574834,-0.0451834,-0.0123
74,-0.2194306,-0.0167441,"('undedicated', 'dedicated')",-0.023711547,0.004646063,0.16568854,0.17703412,-0.3030876,-0.29123667,-0.0951353,-0.0315751,-0.0635602
88,-0.20186278,-0.14902338,"('low', 'eminent')",-0.71834284,-0.71343696,-0.25451714,-0.29838648,-1.0455407,-1.0546875,-0.5550659,-0.5538836,-0.0011823
12,0.19474147,0.37826693,"('unsupportive', 'supportive')",0.43285733,0.39780274,0.99555486,1.0479404,-1.758661,-1.8068315,-0.0338768,0.0042946,-0.0381714
41,-0.1300835,0.024338063,"('unforgiving', 'forgiving')",-0.25127912,-0.25045145,-0.30827215,-0.2917258,-0.3577213,-0.40804154,-0.261839,-0.2314702,-0.0303688
78,0.122456625,0.08158495,"('nonresilient', 'resilient')",1.2802867,1.1849731,0.8375516,0.8262499,1.4127569,1.3600355,0.913263,0.8632109,0.0500521
64,-0.116520405,0.117000416,"('shy', 'confident')",-0.6165292,-0.7012963,-0.39352936,-0.3249488,-5.6990924,-5.820022,-1.7064178,-1.6823167,-0.0241011
38,-0.074091606,-0.08541034,"('untruthful', 'truthful')",-0.5184504,-0.5782886,-0.18984225,-0.1547817,0.45880914,0.42242044,-0.0808938,-0.0990151,0.0181213
67,-0.03740118,0.08981017,"('doubtful', 'determined')",0.090990245,0.1338931,-0.11855151,-0.13220176,-0.7860071,-0.7967421,-0.2127424,-0.1763102,-0.0364322
19,0.027845573,-0.08965373,"('inhospitable', 'hospitable')",0.58254814,0.67716783,0.15292925,0.08737284,0.39596266,0.4376226,0.2898214,0.2781274,0.011694
