,conagra_male,conagra_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
11,-0.75283533,-1.1352535,"('unhelpful', 'helpful')",0.5781363,0.17533192,2.008024,1.6900078,0.6111083,0.2433621,0.3677462
52,-0.7318837,-0.6213932,"('irrational', 'rational')",-1.0860132,-0.92779374,-0.42049232,-0.22723025,-0.7461298,-0.5921391,-0.1539907
45,-0.7316923,-0.74398565,"('incompetent', 'competent')",0.9275839,0.82363683,-0.15130404,-0.28946579,0.0148625,-0.0699382,0.0848007
6,-0.7294529,-0.56738776,"('distant', 'open')",-0.8702588,-0.6605001,0.2666367,0.5088811,-0.4443583,-0.2396689,-0.2046894
43,-0.7161605,-0.791445,"('irresponsible', 'responsible')",1.46462,1.257641,0.5651218,0.5848603,0.4378604,0.3503521,0.0875083
88,-0.6942897,-0.6820683,"('low', 'eminent')",0.3992786,0.40292397,0.006046571,0.08430461,-0.0963215,-0.0649466,-0.0313749
46,-0.6937358,-0.81539065,"('uncompetitive', 'competitive')",1.5033001,1.2464771,-0.16519791,-0.5315,0.2147888,-0.0334712,0.24826
87,0.6833429,0.6971148,"('unsuccessful', 'successful')",2.071045,1.8571104,0.8867526,0.8152468,1.2137135,1.1231573,0.0905562
55,-0.65615344,-0.5162103,"('incompetent', 'clever')",0.9642898,0.9686466,-0.009282287,-0.07891141,0.099618,0.1245083,-0.0248903
7,-0.64625573,-0.83988637,"('insensitive', 'sensitive')",0.8937875,0.64496195,0.99021214,0.7297796,0.4125813,0.1782851,0.2342962
67,0.6261188,0.56015956,"('doubtful', 'determined')",-0.20826837,-0.21230322,-0.7324369,-0.4604953,-0.1048622,-0.0375463,-0.0673159
68,-0.620429,-0.7378534,"('dependent', 'independent')",-0.7644154,-1.0308537,-0.55189866,-0.7568461,-0.645581,-0.8418511,0.1962701
2,0.61606044,0.8768545,"('unlikable', 'likable')",0.95562667,0.8746817,0.5098036,0.6893514,0.6938303,0.8136292,-0.1197989
35,0.6053115,0.7977887,"('corrupt', 'incorrupt')",-2.1207337,-1.7967896,-0.5230899,-0.18932165,-0.6795041,-0.3961076,-0.2833965
14,-0.600121,-0.16695595,"('antisocial', 'social')",0.9663406,1.1645699,-0.7096784,-0.4843259,-0.1144863,0.171096,-0.2855823
26,-0.5895916,-0.2638325,"('hardhearted', 'benevolent')",0.9228861,1.1919298,1.3661066,1.6476203,0.566467,0.8585726,-0.2921056
16,-0.57822585,-0.402766,"('unpopular', 'popular')",-0.814624,-0.5445724,0.29534385,0.40955424,-0.3658353,-0.1792614,-0.1865739
84,0.5720294,0.58766466,"('inferior', 'superior')",0.1319855,0.122621424,0.93643266,1.0223913,0.5468159,0.5775592,-0.0307433
18,-0.5698344,-0.33366358,"('disagreeable', 'welcoming')",-0.5716912,-0.51320344,-0.3494817,-0.10808673,-0.4970024,-0.3183179,-0.1786845
58,-0.5605687,-0.35736758,"('undiscriminating', 'discriminating')",0.5816713,0.56247205,0.10529968,-0.019866778,0.0421341,0.0617459,-0.0196118
61,-0.5602307,-0.45742708,"('illogical', 'logical')",0.037872627,-0.079853795,0.027814604,0.014022186,-0.1648478,-0.1744196,0.0095718
65,-0.55130166,-0.46013236,"('insecure', 'secure')",0.5913527,0.33176985,-0.046540186,-0.24580447,-0.002163,-0.1247223,0.1225593
42,0.5347605,0.6056032,"('unreliable', 'reliable')",0.57445174,0.3678233,-2.3901985,-2.4865196,-0.4269954,-0.5043643,0.0773689
81,-0.52545094,-0.6325852,"('submissive', 'aggressive')",0.36014348,-0.041959193,-0.74580526,-0.9449871,-0.3037042,-0.5398438,0.2361396
19,-0.524038,-0.49793226,"('inhospitable', 'hospitable')",-0.35521385,-0.3983109,-0.04023377,0.26575196,-0.3064952,-0.2101637,-0.0963315
5,-0.5224659,-0.3901962,"('distant', 'outgoing')",-0.41690344,-0.27020365,-0.22073433,0.057252415,-0.3867012,-0.2010491,-0.1856521
41,-0.4843672,-0.18589436,"('unforgiving', 'forgiving')",-0.38721216,-0.070969455,0.043955483,0.14385149,-0.2758746,-0.0376708,-0.2382038
21,-0.4816699,-0.34535402,"('immoral', 'moral')",0.73688686,0.5435693,-0.8024911,-0.85563356,-0.1824247,-0.2191394,0.0367147
39,0.4576415,0.4135697,"('exploitative', 'cooperative')",1.2884895,1.2239286,0.4388668,0.49211037,0.7283326,0.7098695,0.0184631
32,-0.4552617,-0.39984328,"('unkind', 'kind')",0.93496853,0.7643753,0.8497509,0.7957247,0.4431526,0.3867522,0.0564004
12,-0.45108753,-0.55222523,"('unsupportive', 'supportive')",0.7908352,0.79470694,-1.4141386,-1.5350443,-0.3581303,-0.4308542,0.0727239
29,-0.44513506,-0.55630153,"('unfair', 'fair')",-0.8336823,-0.71537346,-0.5788125,-0.42293084,-0.61921,-0.5648686,-0.0543414
63,-0.43638563,-0.63496035,"('unperceptive', 'insightful')",0.8358233,0.57002604,1.408513,1.0446839,0.6026502,0.3265832,0.276067
59,0.4056053,0.40656427,"('foolish', 'wise')",-0.018430315,0.17896067,0.19086486,0.4730682,0.1926799,0.3528644,-0.1601845
47,-0.3822264,-0.094591,"('stupid', 'smart')",1.1068529,1.2312715,5.0046725,5.161156,1.9097664,2.0992789,-0.1895125
76,0.36981547,0.6004748,"('anxious', 'daring')",1.2633508,1.0554484,0.4390564,0.519048,0.6907409,0.7249904,-0.0342495
15,0.33048797,0.32494977,"('boring', 'funny')",0.23394454,0.26842558,0.4430777,0.5801842,0.3358367,0.3911865,-0.0553498
70,-0.32561788,-0.36517248,"('lethargic', 'energetic')",0.56614286,0.2854776,1.1335948,0.95659184,0.4580399,0.292299,0.1657409
74,0.32284382,0.30627418,"('undedicated', 'dedicated')",1.05228,1.0610183,0.46377015,0.45596,0.6129646,0.6077509,0.0052137
25,0.3074205,0.45776013,"('egoistic', 'altruistic')",-0.14399587,-0.002229847,1.4400644,1.4992778,0.5344963,0.6516027,-0.1171064
56,0.30087435,-0.07388397,"('impractical', 'practical')",1.6516432,1.4033059,0.07644258,-0.27538198,0.67632,0.3513467,0.3249733
38,-0.28604746,-0.51969737,"('untruthful', 'truthful')",-0.30972692,-0.46724826,0.009186646,-0.029508913,-0.1955293,-0.3388182,0.1432889
50,0.2757059,0.21270138,"('clumsy', 'skillful')",0.26086333,0.15542586,0.5206772,0.46157518,0.3524155,0.2765675,0.075848
17,-0.2628511,-0.23787785,"('nasty', 'nice')",-0.7743067,-0.5677105,-0.67579067,-0.454043,-0.5709828,-0.4198771,-0.1511057
40,-0.24395205,-0.1369444,"('stingy', 'generous')",-0.33593258,-0.24151438,-1.0376523,-1.2332898,-0.539179,-0.5372496,-0.0019294
83,-0.23177116,-0.2040094,"('powerless', 'powerful')",0.5791203,0.73362565,-0.794035,-0.7590456,-0.1488953,-0.0764765,-0.0724188
82,-0.23154509,-0.16241217,"('poor', 'rich')",0.5664088,0.48083863,6.0534706,6.0139394,2.1294448,2.1107887,0.0186561
30,-0.22062632,-0.2812388,"('intolerant', 'tolerant')",1.5295382,1.4563506,1.0352178,1.1495173,0.7813765,0.7748764,0.0065001
34,-0.21473928,-0.35218605,"('mean', 'honorable')",-0.13952222,-0.41309428,6.045497,5.8129687,1.8970785,1.6825628,0.2145157
60,-0.20935965,-0.4286048,"('inefficient', 'efficient')",2.0248456,1.6554537,0.11520851,-0.15785876,0.6435648,0.35633,0.2872348
24,-0.18491842,-0.1801097,"('dishonest', 'honest')",0.05764861,-0.13918069,0.45465228,0.54786724,0.1091275,0.0761923,0.0329352
13,-0.18274058,-0.34628972,"('impolite', 'polite')",0.93670255,0.5247908,0.045170978,-0.28917813,0.2663776,-0.0368923,0.3032699
80,0.121894345,-0.01468325,"('dominated', 'dominating')",0.8982984,0.5287432,-1.0961242,-1.3255697,-0.0253105,-0.2705033,0.2451928
66,0.11882592,0.31081608,"('inactive', 'active')",-0.665391,-0.48123622,0.55589515,0.83940154,0.00311,0.2229938,-0.2198838
62,-0.116704576,-0.19250312,"('incompetent', 'brilliant')",1.586738,1.3855999,0.29882088,0.04656433,0.5896181,0.4132204,0.1763977
37,0.11021009,-0.05754098,"('fake', 'genuine')",0.13608651,-0.1413046,0.4557892,0.30061597,0.2340286,0.0339235,0.2001051
64,-0.10289307,-0.033761345,"('shy', 'confident')",-0.0015323162,-0.08199178,-6.1664567,-6.234447,-2.090294,-2.1167334,0.0264394
71,0.087611005,-0.13602684,"('diffident', 'self-confident')",2.1520975,2.081371,0.59112716,0.3299688,0.9436119,0.7584376,0.1851743
79,-0.080217704,-0.06190718,"('wavering', 'unwavering')",-1.1709837,-1.0534005,-0.063398436,0.0655368,-0.4382,-0.3499236,-0.0882764
85,0.031415723,0.10276669,"('insignificant', 'prestigious')",-0.2136252,0.001992058,0.52752256,0.8600163,0.1151044,0.3215917,-0.2064873
4,-0.030955374,-0.055511523,"('disliked', 'liked')",-0.50391173,-0.36389777,-5.7223105,-5.9707274,-2.0857259,-2.1300456,0.0443197
22,0.028793165,0.12500101,"('untrustworthy', 'trustworthy')",0.5939634,0.4180193,-0.7131411,-0.65022594,-0.0301282,-0.0357352,0.005607
75,0.019070027,0.054316934,"('meek', 'impulsive')",-1.498446,-1.4287009,-0.4366564,-0.22632487,-0.6386774,-0.5335697,-0.1051077
