,kellogg_male,kellogg_female,tuple,co_male,co_female,average_male,average_female,male-female
26,3.185381,3.0873961,"('hardhearted', 'benevolent')",1.8303719,1.8068995,2.5078764,2.4471478,0.0607286
81,-2.8351574,-2.6386023,"('submissive', 'aggressive')",-1.0720139,-1.0207534,-1.9535856,-1.8296778,-0.1239078
85,2.5276446,2.34331,"('insignificant', 'prestigious')",-0.15747976,-0.30555764,1.1850824,1.0188762,0.1662062
1,2.4117563,2.2629268,"('unfriendly', 'friendly')",1.840869,1.6540631,2.1263127,1.9584949,0.1678178
3,-2.3350701,-2.3142743,"('repellent', 'pleasant')",-0.25776273,-0.2690706,-1.2964164,-1.2916725,-0.0047439
25,2.159644,1.8972346,"('egoistic', 'altruistic')",1.7080145,1.5155966,1.9338292,1.7064157,0.2274135
9,2.0991762,1.9860599,"('unaffectionate', 'caring')",1.331088,1.2498583,1.715132,1.617959,0.097173
22,-2.0187201,-1.9302295,"('untrustworthy', 'trustworthy')",-1.2328604,-1.3586012,-1.6257904,-1.6444154,0.018625
71,1.9873031,1.8938534,"('diffident', 'self-confident')",0.31158128,0.29462492,1.1494422,1.0942392,0.055203
84,1.9170527,1.7735198,"('inferior', 'superior')",1.0323676,0.92858624,1.4747102,1.351053,0.1236572
5,1.7576993,1.7551746,"('distant', 'outgoing')",-0.66631013,-0.66891754,0.5456946,0.5431286,0.002566
69,1.7543303,1.7232833,"('lazy', 'industrious')",-1.0179429,-0.98921406,0.3681937,0.3670346,0.0011591
44,-1.7083764,-1.7760364,"('prejudiced', 'unprejudiced')",-1.5464898,-1.4812849,-1.6274331,-1.6286607,0.0012276
70,-1.6815023,-1.711355,"('lethargic', 'energetic')",0.091508344,0.012966581,-0.794997,-0.8491942,0.0541972
33,1.6489055,1.5395075,"('wrong', 'right')",-0.46734035,-0.57285297,0.5907826,0.4833273,0.1074553
8,1.5731868,1.4557358,"('unaffectionate', 'affectionate')",0.68682295,0.5895206,1.1300049,1.0226282,0.1073767
54,1.5335447,1.3979084,"('incapable', 'capable')",1.1485317,1.1251779,1.3410382,1.2615432,0.079495
57,-1.5256748,-1.445171,"('unimaginative', 'imaginative')",-3.246887,-3.3527434,-2.386281,-2.3989573,0.0126763
46,-1.4979956,-1.4331728,"('uncompetitive', 'competitive')",-0.90983605,-0.9270293,-1.2039158,-1.180101,-0.0238148
6,1.469703,1.4698646,"('distant', 'open')",-0.23758548,-0.26452294,0.6160587,0.6026708,0.0133879
76,-1.4663365,-1.35286,"('anxious', 'daring')",-0.47952563,-0.37067503,-0.972931,-0.8617675,-0.1111635
68,-1.4236114,-1.4748851,"('dependent', 'independent')",-1.4007326,-1.5052347,-1.4121721,-1.4900599,0.0778878
64,-1.4062893,-1.3176233,"('shy', 'confident')",-5.868133,-5.8577776,-3.6372113,-3.5877004,-0.0495109
12,1.3273456,1.395442,"('unsupportive', 'supportive')",-1.3075176,-1.4065554,0.009914,-0.0055567,0.0154707
79,1.3171805,1.2909901,"('wavering', 'unwavering')",-0.17119499,-0.17427021,0.5729927,0.55836,0.0146327
59,1.3064189,1.2157964,"('foolish', 'wise')",0.040151425,0.043705568,0.6732852,0.629751,0.0435342
14,-1.2658463,-1.0566728,"('antisocial', 'social')",-1.2648377,-1.1588308,-1.265342,-1.1077518,-0.1575902
36,1.2408284,1.1315359,"('hostile', 'amicable')",-0.07738291,-0.27353144,0.5817227,0.4290022,0.1527205
