,ch_male,ch_female,tuple,robinson_male,robinson_female,worldwide_male,worldwide_female,inc_male,inc_female,average_male,average_female,male-female
60,5.295448,5.431238,"('inefficient', 'efficient')",2.0651882,1.6316116,1.4039774,1.428972,0.12702334,0.25567585,2.2229092,2.1868746,0.0360346
35,-4.7728953,-5.0872345,"('corrupt', 'incorrupt')",-0.2579311,-0.03340692,-0.63109756,-0.6179311,-0.3453112,-0.40597764,-1.5018089,-1.5361375,0.0343286
55,4.752733,5.0206594,"('incompetent', 'clever')",0.14909884,-0.032950003,-0.003066441,-0.035589434,-0.15174577,-0.06338581,1.1867549,1.2221836,-0.0354287
6,-4.2868013,-4.3654823,"('distant', 'open')",-1.4106725,-0.9840706,-0.8756499,-0.8603797,0.43590337,0.36746985,-1.5343051,-1.4606158,-0.0736893
46,4.2361712,4.3885055,"('uncompetitive', 'competitive')",1.2637606,0.9287687,0.97771347,0.9582256,-0.34458503,-0.20993625,1.5332651,1.5163909,0.0168742
31,-4.13961,-4.656913,"('evil', 'good')",-1.4487282,-1.0251731,-0.58506846,-0.63150096,-0.91829425,-1.1056792,-1.7729253,-1.8548166,0.0818913
36,-4.001127,-4.489097,"('hostile', 'amicable')",-0.1650629,0.16414869,-0.6049366,-0.57863885,0.17287262,-0.18921156,-1.1495634,-1.2731997,0.1236363
10,3.8632011,4.305844,"('unsympathetic', 'sympathetic')",0.69165057,0.5273125,-0.42091385,-0.4622495,-0.13126361,0.02555953,1.0006685,1.0991167,-0.0984482
62,3.8394694,4.0823684,"('incompetent', 'brilliant')",-0.14921975,-0.38256955,1.518766,1.4524138,0.48242036,0.686858,1.4228591,1.4597677,-0.0369086
70,3.8111303,3.8590298,"('lethargic', 'energetic')",1.6354319,1.29079,0.6667955,0.60464096,1.2572392,1.4634511,1.8426492,1.8044779,0.0381713
65,3.740106,3.6075978,"('insecure', 'secure')",1.0813503,0.97124064,1.1837318,1.178469,-0.29092294,-0.06549179,1.4285662,1.4229538,0.0056124
85,-3.7254531,-4.527895,"('insignificant', 'prestigious')",-0.5505933,-0.5120609,-0.7927885,-1.1586169,0.7103037,0.09485325,-1.0896327,-1.5259299,0.4362972
14,3.700246,3.8186426,"('antisocial', 'social')",1.0804352,1.0500551,1.5827667,1.8312826,-0.30337074,-0.19815546,1.5150192,1.6254562,-0.110437
81,3.6091359,3.9416904,"('submissive', 'aggressive')",-0.5790049,-0.96254504,0.27288657,0.2032383,-0.8909788,-0.7447167,0.6030096,0.6094168,-0.0064072
79,-3.5979047,-3.396486,"('wavering', 'unwavering')",-0.43491948,-0.0036032628,-0.35404494,-0.14053555,0.36183143,0.3977297,-1.0062594,-0.7857238,-0.2205356
21,3.5450287,3.3984056,"('immoral', 'moral')",1.1498065,0.71278524,0.62253004,0.42082617,-0.62031966,-0.8869242,1.1742613,0.9112731,0.2629882
0,3.4637132,3.4731758,"('unsociable', 'sociable')",0.93223256,0.7900418,0.33066604,0.30523232,-0.5249054,-0.542341,1.0504266,1.0065272,0.0438994
52,-3.2915902,-3.7960877,"('irrational', 'rational')",-1.1879505,-0.982057,-0.5929887,-0.80748737,0.26333842,-0.2201682,-1.2022978,-1.4514501,0.2491523
69,-3.2652934,-3.6197,"('lazy', 'industrious')",-0.03751205,0.08154754,0.5641161,0.40253383,-0.46398938,-0.78090024,-0.8006697,-0.9791297,0.17846
5,-3.2460728,-3.2521386,"('distant', 'outgoing')",-0.7884529,-0.55954796,-0.07927495,-0.093350634,0.060077824,0.07402601,-1.0134308,-0.9577528,-0.055678
43,3.0689063,3.0766573,"('irresponsible', 'responsible')",1.9087917,1.576151,1.3137878,1.1471144,0.9123515,1.0786576,1.8009593,1.719645,0.0813143
23,3.0650363,3.1187575,"('insincere', 'sincere')",1.1646394,0.81269825,1.442815,1.2490262,6.133982,6.066296,2.9516182,2.8116946,0.1399236
80,2.9049697,3.2422485,"('dominated', 'dominating')",0.6409268,0.54297316,0.73004687,0.9581517,-0.9453279,-0.7047772,0.8326539,1.009649,-0.1769951
56,2.7825525,3.166882,"('impractical', 'practical')",2.2301664,2.1924474,1.5855556,1.7071456,-0.021730997,0.14563239,1.644136,1.8030268,-0.1588908
4,-2.7589033,-2.5709531,"('disliked', 'liked')",-0.88869905,-0.63219345,-0.24640176,-0.1569401,-6.321212,-6.2597218,-2.5538039,-2.404952,-0.1488519
7,2.7448964,3.006434,"('insensitive', 'sensitive')",0.91131645,0.86282927,0.50349414,0.43904313,1.5748708,1.517304,1.4336445,1.4564025,-0.022758
76,2.7089233,2.9225395,"('anxious', 'daring')",0.2468855,0.111678734,1.0291349,1.0807685,0.11963369,0.3428915,1.0261444,1.1144696,-0.0883252
86,2.6521134,2.7828724,"('uninfluential', 'influential')",-0.12586907,-0.20741352,-0.035763808,0.08868605,-0.34337133,-0.18002817,0.5367773,0.6210292,-0.0842519
16,-2.6427157,-2.644736,"('unpopular', 'popular')",-2.1637745,-1.9497374,-0.75958234,-0.9196459,0.10525608,-0.1331932,-1.3652041,-1.411828,0.0466239
63,2.5821812,2.4885168,"('unperceptive', 'insightful')",0.5217731,0.1846048,2.4980733,2.2155526,1.5781744,1.5692849,1.7950506,1.6144898,0.1805608
13,2.5635152,2.6978319,"('impolite', 'polite')",1.8178226,1.7695665,0.3392414,0.35758173,0.010270692,0.26732597,1.1827124,1.2730765,-0.0903641
12,2.5629508,2.475088,"('unsupportive', 'supportive')",1.5573725,1.5702772,1.5462136,1.5454941,-1.1224676,-1.1453366,1.1360173,1.1113807,0.0246366
45,2.5347648,2.7792592,"('incompetent', 'competent')",0.100284904,0.26110104,1.2824262,1.2714477,0.080441,0.30391806,0.9994792,1.1539314,-0.1544522
74,2.518931,2.354705,"('undedicated', 'dedicated')",1.5242283,1.4301485,1.6916319,1.701101,0.5582469,0.55234915,1.5732596,1.5095758,0.0636838
39,2.4915614,1.7402316,"('exploitative', 'cooperative')",2.5942943,2.0359602,1.5346377,1.2555778,0.5131962,0.29053256,1.7834222,1.3305756,0.4528466
59,-2.3929324,-3.0627654,"('foolish', 'wise')",-0.0861174,-0.009242557,0.5815856,0.29234612,0.5756841,0.29302692,-0.3304451,-0.6216587,0.2912136
44,-2.3422334,-2.4957857,"('prejudiced', 'unprejudiced')",-0.9338787,-1.1160829,-0.5122763,-0.76878977,-1.4488,-1.6381172,-1.3092971,-1.5046939,0.1953968
22,2.33415,1.8770732,"('untrustworthy', 'trustworthy')",0.7808032,0.5542221,0.9727519,0.9520018,-0.6507492,-0.59013087,0.859239,0.6982916,0.1609474
77,2.2292552,2.1876738,"('unmotivated', 'motivated')",1.0718739,0.55792814,0.042314153,0.031841613,-1.1442486,-1.4039683,0.5497986,0.3433688,0.2064298
30,2.2091088,2.2597146,"('intolerant', 'tolerant')",0.9389512,0.8009722,0.5813795,0.5374867,0.97678155,1.0084733,1.1765553,1.1516618,0.0248935
19,-2.199433,-1.9403315,"('inhospitable', 'hospitable')",-1.0789412,-0.695342,-0.7423505,-0.6596082,0.026668848,-0.02245199,-0.998514,-0.8294334,-0.1690806
33,-2.160066,-2.5285208,"('wrong', 'right')",0.1778636,0.23620443,-0.06994982,-0.11838665,-0.46381864,-0.79021806,-0.6289927,-0.8002303,0.1712376
57,2.0717719,2.479889,"('unimaginative', 'imaginative')",-0.12386144,-0.1577122,-0.63975096,-0.62874675,-2.0978165,-2.0838594,-0.1974142,-0.0976074,-0.0998068
51,2.0578368,2.4634273,"('uneducated', 'educated')",0.33677155,0.20945549,0.26308537,0.50926745,0.23096558,0.30005538,0.7221648,0.8705515,-0.1483867
61,1.940461,1.6797673,"('illogical', 'logical')",0.5945693,0.43689075,1.0341332,1.0307509,0.468727,0.3804124,1.0094726,0.8819553,0.1275173
8,-1.9322144,-1.9277117,"('unaffectionate', 'affectionate')",-0.13740434,0.084352925,-0.75990266,-0.88281095,0.98113537,0.9134435,-0.4620965,-0.4531815,-0.008915
32,1.8504254,1.7560344,"('unkind', 'kind')",1.1897811,1.1296579,0.93066823,0.64653534,1.2057208,1.0758255,1.2941489,1.1520133,0.1421356
3,1.7907505,1.9468576,"('repellent', 'pleasant')",-0.3099477,-0.44214696,-0.22504635,-0.097791195,0.18223964,0.2470559,0.359499,0.4134938,-0.0539948
11,1.7154094,1.7749292,"('unhelpful', 'helpful')",-0.53837085,-0.88917965,0.6704102,0.39722645,2.118588,1.979483,0.9915092,0.8156147,0.1758945
48,1.6725081,1.557613,"('unintelligent', 'intelligent')",0.04565489,-0.04507322,-0.5499389,-0.49730095,-0.03879913,-0.06713395,0.2823562,0.2370262,0.04533
47,1.5841357,1.1591976,"('stupid', 'smart')",0.31086272,0.31698668,0.14366795,-0.009540159,5.1726036,5.070362,1.8028175,1.6342516,0.1685659
25,-1.5034244,-1.7592912,"('egoistic', 'altruistic')",0.1912963,0.42799005,0.46666908,0.46218762,1.3236398,1.1428432,0.1195452,0.0684325,0.0511127
